accession,has_2cu,n_cu,cu_dist,cu_dist_ok,n_coord_his,his_ok,min_plddt,plddt_ok,canonical,his_positions
A0A3M6XKU1,True,2,5.33,True,0,False,0,False,False,
A0A3M6XNY6,True,2,4.12,True,5,False,85.8,True,False,"70,104,271,275,307"
A0A3M6XUR7,True,2,3.88,True,6,True,98.3,True,True,"106,114,123,289,293,317"
A0A3M6XY70,True,2,2.35,False,0,False,0,False,False,
A0A3M6Y565,True,2,3.76,True,6,True,98.4,True,True,"272,280,289,449,453,478"
A0A3M6Y8J1,True,2,3.77,True,6,True,98.5,True,True,"272,280,289,449,453,478"
A0A3M6Y8Y3,True,2,2.34,False,2,False,48.7,False,False,"86,87"
A0A3M6YK54,True,2,4.15,True,6,True,90.0,True,True,"106,130,139,309,313,338"
A0A3M6YWV0,True,2,4.07,True,5,False,63.4,False,False,"87,95,104,270,274"
A0A3M6YZX8,True,2,4.04,True,6,True,97.4,True,True,"117,125,134,298,302,326"
A0A3M6ZAS1,True,2,4.12,True,6,True,84.2,True,True,"92,117,126,293,297,329"
A0A3M6ZDF4,True,2,3.93,True,6,True,98.0,True,True,"121,129,138,297,301,324"
A0A3M7A8N2,True,2,4.29,True,6,True,89.7,True,True,"106,130,139,324,328,353"
A0A3M7A968,True,2,4.21,True,6,True,91.1,True,True,"106,130,139,309,313,338"
A0A3M7ABI4,True,2,4.06,True,6,True,97.4,True,True,"117,125,134,298,302,326"
A0A3M7ALZ0,True,2,3.8,True,6,True,96.8,True,True,"272,280,289,449,453,478"
A0A3M7AN04,True,2,4.03,True,5,False,92.8,True,False,"97,105,114,280,284"
A0A3M7AVK4,True,2,4.22,True,6,True,91.1,True,True,"106,130,139,309,313,338"
A0A3M7B0Z1,True,2,4.12,True,6,True,98.1,True,True,"126,134,143,310,314,338"
A0A3M7B1X2,True,2,3.81,True,6,True,96.7,True,True,"272,280,289,449,453,478"
A0A3M7B3B7,True,2,4.02,True,6,True,97.5,True,True,"117,125,134,298,302,326"
A0A3M7B810,True,2,4.23,True,6,True,89.9,True,True,"106,130,139,309,313,338"
A0A3M7B988,True,2,4.05,True,6,True,76.5,True,True,"92,117,126,293,297,329"
A0A3M7BEN6,True,2,4.2,True,6,True,92.9,True,True,"72,80,89,240,244,268"
A0A3M7BF09,True,2,3.73,True,6,True,98.1,True,True,"272,280,289,449,453,478"
A0A3M7BNR0,True,2,3.94,True,6,True,98.1,True,True,"121,129,138,297,301,324"
A0A3M7BQZ6,True,2,3.92,True,6,True,98.1,True,True,"121,129,138,297,301,324"
A0A3M7C3X6,True,2,3.85,True,6,True,98.4,True,True,"106,114,123,289,293,317"
A0A3M7C5D9,True,2,4.8,True,5,False,83.5,True,False,"133,142,322,326,351"
A0A3M7CAM1,True,2,4.1,True,6,True,77.8,True,True,"92,117,126,293,297,329"
A0A3M7CGG1,True,2,3.83,True,6,True,98.3,True,True,"118,126,135,301,305,329"
A0A3M7CJH1,True,2,8.5,False,3,False,86.6,True,False,"102,106,131"
A0A3M7CJK9,True,2,4.08,True,6,True,97.4,True,True,"117,125,134,298,302,326"
A0A3M7CNP3,True,2,4.05,True,6,True,96.4,True,True,"121,129,138,315,319,342"
A0A3M7CSU3,True,2,4.11,True,6,True,96.8,True,True,"117,125,134,298,302,326"
A0A3M7CUY6,True,2,4.06,True,6,True,83.9,True,True,"92,117,126,293,297,329"
A0A3M7CWD7,True,2,4.33,True,4,False,92.6,True,False,"7,173,177,201"
A0A3M7CXP5,True,2,4.25,True,6,True,96.6,True,True,"117,125,134,298,302,326"
A0A3M7CZ84,True,2,20.64,False,3,False,95.9,True,False,"134,138,162"
A0A3M7D5T6,True,2,4.08,True,6,True,97.8,True,True,"121,129,138,302,306,330"
A0A3M7D6P6,True,2,4.01,True,6,True,97.4,True,True,"117,125,134,298,302,326"
A0A3M7D722,True,2,4.25,True,6,True,97.7,True,True,"126,134,143,310,314,338"
A0A3M7DBC1,True,2,3.86,True,6,True,98.4,True,True,"106,114,123,289,293,317"
A0A3M7DD01,True,2,4.18,True,6,True,80.3,True,True,"92,117,126,293,297,329"
A0A3M7DES0,True,2,4.07,True,6,True,76.0,True,True,"92,117,126,293,297,329"
A0A3M7DUU3,True,2,4.07,True,6,True,97.2,True,True,"117,125,134,298,302,326"
A0A3M7DYK1,True,2,4.15,True,5,False,91.9,True,False,"108,116,125,291,295"
A0A3M7E067,True,2,3.81,True,6,True,98.2,True,True,"272,280,289,449,453,478"
A0A3M7E5C4,True,2,4.23,True,6,True,90.3,True,True,"106,130,139,309,313,338"
A0A3M7E733,True,2,4.37,True,6,True,91.0,True,True,"106,130,139,309,313,338"
A0A3M7EHE7,True,2,3.76,True,6,True,98.3,True,True,"272,280,289,449,453,478"
A0A3M7EIK6,True,2,3.93,True,6,True,98.0,True,True,"121,129,138,297,301,324"
A0A3M7EJ56,True,2,4.21,True,6,True,98.0,True,True,"126,134,143,310,314,338"
A0A3M7ELJ9,True,2,4.0,True,6,True,96.3,True,True,"121,129,138,314,318,341"
A0A3M7EY59,True,2,3.79,True,6,True,98.4,True,True,"272,280,289,449,453,478"
A0A3M7EZ73,True,2,4.18,True,6,True,97.9,True,True,"126,134,143,310,314,338"
A0A3M7F181,True,2,3.95,True,6,True,96.5,True,True,"117,125,134,298,302,326"
A0A3M7F2W2,True,2,4.28,True,6,True,97.9,True,True,"126,134,143,310,314,338"
A0A3M7FE91,True,2,3.97,True,6,True,98.4,True,True,"105,113,122,288,292,316"
A0A3M7FH62,True,2,4.5,True,6,True,89.9,True,True,"29,53,62,232,236,261"
A0A3M7FWC7,True,2,4.07,True,6,True,79.1,True,True,"92,117,126,293,297,329"
A0A3M7GA40,True,2,3.85,True,6,True,98.3,True,True,"118,126,135,301,305,329"
A0A3M7GIB3,True,2,4.22,True,6,True,79.5,True,True,"92,117,126,293,297,329"
A0A3M7GM06,True,2,3.55,True,3,False,83.6,True,False,"151,155,178"
A0A3M7GMT4,True,2,4.2,True,6,True,96.0,True,True,"53,61,70,237,241,265"
A0A3M7GPD3,True,2,4.08,True,6,True,84.4,True,True,"92,117,126,293,297,329"
A0A3M7GQX7,True,2,4.27,True,6,True,97.8,True,True,"126,134,143,310,314,338"
A0A3M7H3Y0,True,2,2.47,False,4,False,50.9,False,False,"76,80,104,105"
A0A3M7H4E4,True,2,2.28,False,2,False,33.8,False,False,"106,130"
A0A3M7H687,True,2,4.18,True,6,True,80.4,True,True,"92,117,126,293,297,329"
A0A3M7HDM5,True,2,3.93,True,6,True,98.1,True,True,"121,129,138,297,301,324"
A0A3M7HI73,True,2,4.19,True,6,True,82.4,True,True,"92,117,126,293,297,329"
A0A3M7HIC3,True,2,3.77,True,6,True,98.4,True,True,"273,281,290,450,454,479"
A0A3M7HQ11,True,2,24.03,False,2,False,80.2,True,False,"117,125"
A0A3M7HQ22,True,2,3.84,True,6,True,98.3,True,True,"118,126,135,301,305,329"
A0A3M7HRP4,True,2,3.76,True,6,True,98.3,True,True,"272,280,289,449,453,478"
A0A3M7HZE1,True,2,4.32,True,6,True,92.5,True,True,"106,130,139,309,313,338"
A0A3M7IBK6,True,2,3.78,True,6,True,98.3,True,True,"272,280,289,449,453,478"
A0A3M7ICJ8,True,2,4.12,True,6,True,98.0,True,True,"117,125,134,298,302,326"
A0A3M7ICN7,True,2,4.16,True,6,True,97.7,True,True,"117,125,134,298,302,326"
A0A3M7ICU2,True,2,3.97,True,6,True,98.4,True,True,"105,113,122,288,292,316"
A0A3M7ID85,True,2,3.78,True,6,True,98.4,True,True,"272,280,289,449,453,478"
A0A3M7IEE4,True,2,3.96,True,6,True,98.4,True,True,"105,113,122,288,292,316"
A0A3M7IGM6,True,2,4.18,True,6,True,97.4,True,True,"53,61,70,237,241,265"
A0A3M7IJ01,True,2,4.26,True,6,True,97.3,True,True,"126,134,143,310,314,338"
A0A3M7J445,True,2,4.03,True,6,True,83.2,True,True,"92,117,126,293,297,329"
A0A3M7J5F3,True,2,5.24,True,5,False,79.3,True,False,"133,142,324,328,353"
A0A3M7J601,True,2,4.06,True,6,True,85.2,True,True,"92,117,126,293,297,329"
A0A3M7JBC9,True,2,3.14,True,2,False,38.5,False,False,"106,139"
A0A3M7JD48,True,2,3.91,True,6,True,98.0,True,True,"121,129,138,297,301,324"
A0A3M7JD60,True,2,3.9,True,6,True,97.9,True,True,"121,129,138,297,301,324"
A0A3M7LXG1,True,2,4.14,True,6,True,82.6,True,True,"87,112,121,283,287,320"
A0A3M7LZQ1,True,2,3.92,True,6,True,98.4,True,True,"87,95,104,270,274,298"
A0A3M7LZR2,True,2,26.96,False,4,False,81.3,True,False,"42,50,59,88"
A0A3M7M028,True,2,4.22,True,6,True,97.1,True,True,"105,113,122,286,290,314"
A0A3M7M695,True,2,4.24,True,6,True,87.8,True,True,"37,61,70,201,205,232"
A0A3M7MDQ3,True,2,4.0,True,6,True,97.5,True,True,"118,126,135,309,313,337"
A0A3M7MJ68,True,2,4.2,True,6,True,96.9,True,True,"137,145,154,269,273,296"
A0A3M7MJ89,True,2,4.25,True,6,True,97.3,True,True,"80,88,97,242,246,272"
A0A3M7MKX7,True,2,4.41,True,5,False,95.2,True,False,"79,112,284,288,312"
A0A3M8TNP8,True,2,4.29,True,6,True,93.3,True,True,"123,129,138,302,306,329"
A0A3M9XQT2,True,2,3.84,True,6,True,98.3,True,True,"38,47,56,143,147,169"
A0A3M9XR76,True,2,4.09,True,6,True,95.8,True,True,"56,76,85,232,236,258"
A0A3M9XZE1,True,2,18.45,False,4,False,64.0,False,False,"10,143,147,171"
A0A3M9Y0T1,True,2,23.85,False,4,False,67.1,False,False,"246,250,273,287"
A0A3M9Y0Y2,True,2,4.17,True,6,True,82.8,True,True,"85,108,117,272,276,301"
A0A3M9Y905,True,2,4.07,True,6,True,84.7,True,True,"82,106,115,269,273,298"
A0A3M9YBL7,True,2,4.09,True,6,True,98.0,True,True,"80,88,97,243,247,269"
A0A3M9YDG5,True,2,3.89,True,6,True,97.6,True,True,"81,89,98,214,218,241"
A0A3M9YFZ5,True,2,4.1,True,6,True,96.6,True,True,"120,128,137,301,305,329"
A0A3N0CP77,True,2,46.13,False,0,False,0,False,False,
A0A3N0XHY2,True,2,3.85,True,6,True,97.5,True,True,"173,196,205,358,362,385"
A0A3N0XPI7,True,2,3.96,True,6,True,96.5,True,True,"187,209,218,367,371,394"
A0A3N0XQX6,True,2,4.02,True,6,True,97.3,True,True,"222,245,254,406,410,433"
A0A3N0YQR9,True,2,2.3,False,1,False,66.2,False,False,185
A0A3N0YR46,True,2,4.11,True,3,False,91.2,True,False,"55,59,82"
A0A3N1GBQ3,True,2,3.54,True,6,True,98.6,True,True,"43,58,67,184,188,210"
A0A3N1GCC8,True,2,4.02,True,6,True,95.8,True,True,"38,54,63,191,195,217"
A0A3N2PK16,True,2,4.19,True,6,True,80.8,True,True,"86,109,118,273,277,302"
A0A3N2PTC8,True,2,4.04,True,6,True,97.0,True,True,"105,113,122,255,259,283"
A0A3N2PZA1,True,2,4.27,True,6,True,95.5,True,True,"40,48,57,216,220,243"
A0A3N2Q6J7,True,2,4.22,True,3,False,83.1,True,False,"116,120,143"
A0A3N2RH78,True,2,3.78,True,6,True,90.5,True,True,"84,90,99,286,290,322"
A0A3N4HK73,True,2,3.71,True,6,True,87.8,True,True,"48,56,65,221,225,248"
A0A3N4HND3,True,2,3.98,True,6,True,98.3,True,True,"72,80,89,225,229,252"
A0A3N4HNW1,True,2,4.2,True,3,False,77.5,True,False,"90,112,121"
A0A3N4HQU2,True,2,4.12,True,6,True,96.5,True,True,"93,101,110,260,264,295"
A0A3N4HRP6,True,2,4.23,True,6,True,97.2,True,True,"87,95,104,253,257,283"
A0A3N4HT22,True,2,4.08,True,6,True,91.9,True,True,"87,95,104,246,250,279"
A0A3N4HUI3,True,2,3.86,True,6,True,95.1,True,True,"93,101,110,280,284,307"
A0A3N4HXW2,True,2,4.27,True,6,True,93.7,True,True,"83,91,100,244,248,271"
A0A3N4HYC1,True,2,4.04,True,6,True,88.4,True,True,"218,224,233,398,402,425"
A0A3N4HYL5,True,2,4.0,True,6,True,98.2,True,True,"108,116,125,274,278,304"
A0A3N4HZG1,True,2,3.95,True,6,True,94.6,True,True,"88,96,105,271,275,298"
A0A3N4HZV9,True,2,4.1,True,6,True,96.8,True,True,"77,85,94,220,224,247"
A0A3N4I7V1,True,2,4.46,True,6,True,96.7,True,True,"95,103,112,265,269,298"
A0A3N4IB94,True,2,4.13,True,6,True,96.7,True,True,"65,73,82,227,231,257"
A0A3N4ID66,True,2,3.88,True,6,True,97.5,True,True,"89,97,106,244,248,271"
A0A3N4IE98,True,2,4.2,True,6,True,95.1,True,True,"84,92,101,249,253,282"
A0A3N4IEP2,True,2,3.91,True,6,True,98.0,True,True,"139,147,156,324,328,352"
A0A3N4IEX3,True,2,4.09,True,6,True,96.4,True,True,"139,147,156,322,326,350"
A0A3N4IFZ1,True,2,3.88,True,6,True,96.9,True,True,"138,146,155,315,319,342"
A0A3N4IIL7,True,2,4.0,True,6,True,98.2,True,True,"88,96,105,232,236,259"
A0A3N4IM56,True,2,3.89,True,6,True,98.3,True,True,"106,114,123,280,284,307"
A0A3N4IPE1,True,2,4.07,True,5,False,90.5,True,False,"137,169,361,365,391"
A0A3N4IQ59,True,2,4.04,True,6,True,98.0,True,True,"89,97,106,244,248,271"
A0A3N4IQU1,True,2,4.33,True,6,True,83.7,True,True,"55,80,89,259,263,289"
A0A3N4ISL9,True,2,4.0,True,6,True,97.9,True,True,"142,150,159,324,328,352"
A0A3N4IU62,True,2,3.87,True,6,True,96.9,True,True,"179,187,196,314,318,341"
A0A3N4IZV1,True,2,4.35,True,6,True,84.0,True,True,"239,245,254,420,424,447"
A0A3N4J8U4,True,2,3.68,True,6,True,98.1,True,True,"84,92,101,226,230,253"
A0A3N4JQA7,True,2,19.67,False,3,False,78.0,True,False,"136,140,166"
A0A3N4K3H4,True,2,3.15,True,4,False,83.6,True,False,"67,214,218,230"
A0A3N4K4F4,True,2,4.05,True,6,True,96.8,True,True,"92,100,109,251,255,278"
A0A3N4K8D0,True,2,4.13,True,6,True,88.3,True,True,"59,81,90,234,238,261"
A0A3N4K9V5,True,2,3.93,True,6,True,97.7,True,True,"74,82,91,208,212,235"
A0A3N4KB49,True,2,3.92,True,6,True,98.0,True,True,"83,91,100,245,249,275"
A0A3N4KB66,True,2,3.96,True,6,True,94.3,True,True,"138,146,155,301,305,328"
A0A3N4KJ40,True,2,4.25,True,6,True,84.6,True,True,"65,87,96,276,280,305"
A0A3N4KKJ4,True,2,4.27,True,6,True,76.2,True,True,"423,447,456,628,632,658"
A0A3N4KT34,True,2,3.95,True,6,True,96.0,True,True,"92,100,109,257,261,284"
A0A3N4KYW5,True,2,4.6,True,6,True,65.9,False,False,"178,184,193,352,356,379"
A0A3N4L021,True,2,4.01,True,6,True,97.3,True,True,"99,107,116,259,263,286"
A0A3N4L0J3,True,2,3.94,True,6,True,96.8,True,True,"82,90,99,240,244,267"
A0A3N4L1D0,True,2,4.12,True,6,True,98.1,True,True,"91,99,108,257,261,287"
A0A3N4L3Y3,True,2,3.79,True,6,True,97.0,True,True,"83,91,100,247,251,277"
A0A3N4L5Z3,True,2,4.23,True,6,True,80.3,True,True,"63,86,95,269,273,298"
A0A3N4L8G1,True,2,4.37,True,6,True,97.7,True,True,"61,69,78,221,225,248"
A0A3N4LB84,True,2,4.19,True,6,True,85.0,True,True,"58,79,88,334,338,378"
A0A3N4LDY1,True,2,4.08,True,6,True,97.7,True,True,"41,49,58,206,210,236"
A0A3N4LFB6,True,2,4.14,True,6,True,75.0,True,True,"65,94,103,305,309,338"
A0A3N4LHJ3,True,2,4.1,True,6,True,86.6,True,True,"58,79,88,297,301,341"
A0A3N4LI62,True,2,4.37,True,6,True,81.6,True,True,"48,72,81,240,244,272"
A0A3N4LQ83,True,2,4.17,True,6,True,88.5,True,True,"58,79,88,308,312,352"
A0A3N4LRS9,True,2,4.01,True,6,True,97.9,True,True,"122,130,139,257,261,284"
A0A3N4LW77,True,2,3.91,True,6,True,72.5,True,True,"65,94,103,299,303,332"
A0A3N4VF60,True,2,4.53,True,6,True,62.1,False,False,"74,111,123,229,233,258"
A0A3N4VIU7,True,2,4.43,True,6,True,70.2,True,True,"74,111,123,229,233,258"
A0A3N7FA28,True,2,7.12,False,3,False,94.5,True,False,"168,189,198"
A0A3N7FVW5,True,2,3.13,True,3,False,74.3,True,False,"34,38,68"
A0A3N7GN05,True,2,3.9,True,3,False,68.9,False,False,"38,42,72"
A0A3N7HII6,True,2,4.01,True,6,True,94.8,True,True,"38,61,70,218,222,244"
A0A3N8QY62,True,2,4.01,True,6,True,84.0,True,True,"56,77,86,272,276,319"
A0A3P3QF50,True,2,3.99,True,6,True,88.9,True,True,"25,84,93,189,193,221"
A0A3P3WAR6,True,2,3.96,True,6,True,87.8,True,True,"56,77,86,272,276,315"
A0A3P3Y6E0,True,2,4.33,True,6,True,90.8,True,True,"63,72,81,175,179,202"
A0A3P3Y6E4,True,2,13.34,False,0,False,0,False,False,
A0A3P3Y6K2,True,2,13.78,False,1,False,95.0,True,False,196
A0A3P3YBZ5,True,2,4.16,True,6,True,74.7,True,True,"67,76,85,179,183,206"
A0A3P3YJL1,True,2,4.23,True,6,True,87.9,True,True,"140,149,158,252,256,279"
A0A3P3YJM5,True,2,4.08,True,6,True,87.4,True,True,"96,105,114,207,211,234"
A0A3P3YML5,True,2,4.18,True,6,True,93.7,True,True,"329,338,347,441,445,468"
A0A3P3ZKL1,True,2,3.86,True,6,True,92.0,True,True,"92,110,119,241,245,276"
A0A3P3ZL83,True,2,3.92,True,6,True,90.1,True,True,"93,111,120,241,245,283"
A0A3P6INS8,True,2,29.23,False,4,False,60.4,False,False,"156,166,175,362"
A0A3P6NY01,True,2,4.11,True,5,False,41.6,False,False,"127,136,258,262,285"
A0A3P6QG06,True,2,4.18,True,6,True,91.5,True,True,"200,210,219,344,348,371"
A0A3P6RNZ8,True,2,8.94,False,3,False,83.1,True,False,"119,123,146"
A0A3P6RS07,True,2,4.28,True,6,True,96.6,True,True,"46,56,65,187,191,214"
A0A3P6RYJ2,True,2,3.95,True,6,True,93.8,True,True,"153,163,172,294,298,321"
A0A3P6S036,True,2,4.15,True,6,True,88.7,True,True,"14,24,33,154,158,181"
A0A3P6S9E3,True,2,3.74,True,5,False,94.7,True,False,"360,370,379,528,555"
A0A3P6SKZ6,True,2,4.15,True,5,False,83.4,True,False,"176,185,307,311,334"
A0A3P6SPV8,True,2,7.92,False,3,False,87.6,True,False,"98,102,125"
A0A3P6SVN2,True,2,19.0,False,2,False,83.8,True,False,"52,79"
A0A3P6TB98,True,2,4.59,True,6,True,78.4,True,True,"127,137,146,278,282,305"
A0A3P6TGI7,True,2,4.92,True,5,False,45.1,False,False,"54,60,69,211,215"
A0A3P6US67,True,2,4.24,True,6,True,68.3,False,False,"166,196,205,327,331,354"
A0A3P7DNC2,True,2,3.44,True,5,False,94.8,True,False,"384,394,403,524,551"
A0A3P7ECF6,True,2,4.17,True,6,True,94.2,True,True,"127,137,146,268,272,295"
A0A3P7EG53,True,2,14.31,False,4,False,85.1,True,False,"74,100,104,127"
A0A3P7EHK3,True,2,20.3,False,4,False,83.3,True,False,"25,79,83,106"
A0A3P7F248,True,2,2.71,False,3,False,57.4,False,False,"162,172,181"
A0A3P7F878,True,2,7.57,False,4,False,55.8,False,False,"28,32,55,91"
A0A3P7FTP6,True,2,4.57,True,6,True,93.3,True,True,"134,144,153,275,279,302"
A0A3P7G4R6,True,2,3.17,True,2,False,78.8,True,False,"16,17"
A0A3P7HZP8,True,2,3.72,True,4,False,72.7,True,False,"111,121,130,312"
A0A3P7I0R4,True,2,13.26,False,4,False,52.9,False,False,"17,23,27,36"
A0A3P7I1A5,True,2,4.0,True,4,False,43.2,False,False,"6,74,84,93"
A0A3P7ILS7,True,2,2.59,False,3,False,36.7,False,False,"30,34,57"
A0A3P7IMH7,True,2,4.08,True,6,True,93.7,True,True,"17,27,36,158,162,185"
A0A3P7IN91,True,2,4.39,True,6,True,93.4,True,True,"56,62,71,199,203,226"
A0A3P7J984,True,2,4.53,True,6,True,82.6,True,True,"86,123,132,271,275,298"
A0A3P7JMF8,True,2,2.6,False,3,False,66.0,False,False,"17,27,36"
A0A3P7JPR5,True,2,3.97,True,6,True,94.3,True,True,"136,146,155,277,281,304"
A0A3P7JSA6,True,2,8.9,False,3,False,63.5,False,False,"29,39,48"
A0A3P7KK18,True,2,4.25,True,6,True,92.1,True,True,"143,153,162,283,287,310"
A0A3P7KLU4,True,2,23.29,False,3,False,59.1,False,False,"53,63,72"
A0A3P7KN20,True,2,3.77,True,2,False,89.1,True,False,"148,167"
A0A3P7LE31,True,2,2.61,False,1,False,87.9,True,False,17
A0A3P7LI21,True,2,4.18,True,6,True,93.1,True,True,"185,210,219,372,376,399"
A0A3P7LLD9,True,2,12.11,False,3,False,78.6,True,False,"20,24,47"
A0A3P7M3Y8,True,2,5.52,False,4,False,52.0,False,False,"99,109,118,229"
A0A3P7P3F2,True,2,30.33,False,4,False,71.7,True,False,"135,183,208,217"
A0A3P7PN56,True,2,12.42,False,3,False,88.6,True,False,"187,212,221"
A0A3P7PY95,True,2,3.99,True,6,True,92.2,True,True,"71,80,89,207,211,234"
A0A3P7U356,True,2,4.46,True,4,False,94.2,True,False,"21,143,147,170"
A0A3P7V100,True,2,3.23,True,3,False,69.6,False,False,"32,36,59"
A0A3P7V462,True,2,4.08,True,6,True,94.5,True,True,"142,152,161,283,287,310"
A0A3P7VXI0,True,2,4.03,True,6,True,92.1,True,True,"142,152,161,283,287,310"
A0A3P7WJD8,True,2,4.4,True,6,True,87.0,True,True,"158,168,177,299,303,326"
A0A3P7YYM6,True,2,4.21,True,6,True,86.9,True,True,"119,129,138,244,248,271"
A0A3P7ZH47,True,2,4.31,True,5,False,50.4,False,False,"46,52,61,189,193"
A0A3P8A103,True,2,2.43,False,3,False,75.3,True,False,"78,82,105"
A0A3P8AUU3,True,2,4.0,True,6,True,93.9,True,True,"154,160,169,288,292,315"
A0A3P8AVD9,True,2,4.47,True,3,False,70.2,True,False,"165,175,184"
A0A3P8B357,True,2,15.26,False,4,False,46.9,False,False,"463,613,617,640"
A0A3P8BDD3,True,2,4.18,True,6,True,92.2,True,True,"144,154,163,284,288,311"
A0A3P8BDN9,True,2,9.77,False,1,False,33.5,False,False,171
A0A3P8C7C2,True,2,4.34,True,6,True,90.3,True,True,"138,148,157,268,272,295"
A0A3P8DS39,True,2,3.58,True,4,False,83.9,True,False,"152,162,171,312"
A0A3P8DVH3,True,2,6.32,False,3,False,38.7,False,False,"132,142,151"
A0A3P8HIY5,True,2,2.72,False,3,False,60.2,False,False,"42,64,65"
A0A3P8NBW0,True,2,3.92,True,6,True,97.6,True,True,"180,203,212,364,368,391"
A0A3P8NDL3,True,2,3.96,True,6,True,97.7,True,True,"182,205,214,367,371,394"
A0A3P8NDN7,True,2,3.8,True,6,True,97.7,True,True,"182,205,214,367,371,394"
A0A3P8PJY2,True,2,3.85,True,6,True,97.4,True,True,"188,211,220,373,377,400"
A0A3P8R0C2,True,2,4.18,True,6,True,97.7,True,True,"182,205,214,366,370,393"
A0A3P8TGY8,True,2,4.06,True,6,True,97.4,True,True,"182,205,214,366,370,393"
A0A3P8TK98,True,2,3.96,True,6,True,97.4,True,True,"181,204,213,365,369,392"
A0A3P8TWQ9,True,2,4.25,True,6,True,81.5,True,True,"172,188,197,343,347,370"
A0A3P8TXJ9,True,2,4.15,True,6,True,93.3,True,True,"170,186,195,338,342,365"
A0A3P8TXK4,True,2,4.21,True,6,True,91.8,True,True,"166,182,191,334,338,361"
A0A3P8TXL8,True,2,3.86,True,6,True,93.5,True,True,"171,187,196,345,349,372"
A0A3P8TZC3,True,2,4.2,True,6,True,93.0,True,True,"170,186,195,338,342,365"
A0A3P8TZE7,True,2,4.0,True,6,True,93.7,True,True,"165,181,190,336,340,363"
A0A3P8U087,True,2,4.5,True,3,False,82.9,True,False,"165,181,190"
A0A3P8U0F9,True,2,3.94,True,6,True,97.4,True,True,"176,199,208,360,364,387"
A0A3P8U223,True,2,4.24,True,6,True,92.8,True,True,"173,189,198,348,352,375"
A0A3P8U3R2,True,2,4.06,True,6,True,91.3,True,True,"164,180,189,332,336,359"
A0A3P8U5E1,True,2,3.86,True,6,True,97.5,True,True,"188,211,220,373,377,400"
A0A3P8U758,True,2,3.73,True,6,True,97.6,True,True,"182,205,214,367,371,394"
A0A3P8UDW3,True,2,3.91,True,6,True,95.6,True,True,"187,209,218,367,371,394"
A0A3P8V942,True,2,3.73,True,6,True,97.7,True,True,"188,211,220,373,377,400"
A0A3P8VAX3,True,2,3.9,True,6,True,97.6,True,True,"182,205,214,367,371,394"
A0A3P8VLF5,True,2,3.92,True,6,True,95.8,True,True,"187,209,218,367,371,394"
A0A3P8WHA0,True,2,3.66,True,4,False,77.1,True,False,"180,348,352,375"
A0A3P8WJV9,True,2,5.32,True,4,False,76.0,True,False,"180,339,343,366"
A0A3P8WPH4,True,2,4.44,True,5,False,91.7,True,False,"178,201,210,362,366"
A0A3P8WPJ5,True,2,5.11,True,3,False,80.2,True,False,"338,342,365"
A0A3P8WSE3,True,2,4.6,True,5,False,91.6,True,False,"182,205,214,366,370"
A0A3P8WX67,True,2,4.24,True,5,False,91.4,True,False,"187,210,219,371,375"
A0A3P8XCB2,True,2,3.94,True,6,True,96.2,True,True,"188,210,219,372,376,399"
A0A3P8Y2J2,True,2,3.83,True,6,True,97.5,True,True,"204,227,236,389,393,416"
A0A3P8Z0K2,True,2,4.04,True,6,True,97.5,True,True,"182,205,214,366,370,393"
A0A3P8ZF14,True,2,3.87,True,6,True,96.6,True,True,"196,218,227,380,384,407"
A0A3P8ZVH5,True,2,3.81,True,6,True,97.6,True,True,"201,224,233,386,390,413"
A0A3P8ZVY5,True,2,3.69,True,6,True,97.5,True,True,"186,209,218,371,375,398"
A0A3P9AAR5,True,2,3.76,True,6,True,97.6,True,True,"182,205,214,367,371,394"
A0A3P9AVJ5,True,2,3.92,True,6,True,97.7,True,True,"182,205,214,367,371,394"
A0A3P9B1W8,True,2,3.95,True,6,True,96.3,True,True,"186,208,217,366,370,393"
A0A3P9DAL4,True,2,4.57,True,6,True,79.7,True,True,"205,228,237,362,366,389"
A0A3P9DC38,True,2,3.77,True,6,True,97.5,True,True,"187,210,219,372,376,399"
A0A3P9DCZ0,True,2,3.95,True,6,True,97.5,True,True,"178,201,210,362,366,389"
A0A3P9DCZ5,True,2,3.99,True,6,True,97.2,True,True,"171,194,203,355,359,382"
A0A3P9DD97,True,2,4.0,True,6,True,97.5,True,True,"180,203,212,364,368,391"
A0A3P9DDI6,True,2,3.97,True,6,True,97.4,True,True,"180,203,212,364,368,391"
A0A3P9DTN8,True,2,4.18,True,6,True,97.7,True,True,"182,205,214,366,370,393"
A0A3P9GX95,True,2,4.02,True,6,True,97.6,True,True,"189,212,221,373,377,400"
A0A3P9HD27,True,2,3.86,True,6,True,97.7,True,True,"195,218,227,380,384,407"
A0A3P9HUT8,True,2,4.02,True,6,True,95.8,True,True,"175,197,206,355,359,382"
A0A3P9INL1,True,2,4.12,True,6,True,97.6,True,True,"182,205,214,366,370,393"
A0A3P9IZ81,True,2,3.85,True,6,True,97.8,True,True,"188,211,220,373,377,400"
A0A3P9JAE5,True,2,4.01,True,6,True,96.2,True,True,"182,204,213,362,366,389"
A0A3P9JBJ1,True,2,3.84,True,6,True,97.7,True,True,"184,207,216,369,373,396"
A0A3P9JK37,True,2,4.05,True,6,True,96.6,True,True,"183,206,215,367,371,394"
A0A3P9L1D8,True,2,4.1,True,6,True,97.5,True,True,"182,205,214,366,370,393"
