rep1	rep2	min_tm
A0A1I5DX13_taxID_35799_model_A	A0A2T5IGT7_taxID_1231_model_A	0.5712
A0A913WWA6_taxID_2652724_model	A0ABN8M8J6_taxID_104178_model	0.5711
A0A388KI27_taxID_69332_model	A0A6I9TDV3_taxID_4182_model	0.5711
A0A914E230_taxID_290746_model	A0A914V2B7_taxID_2011161_model	0.5711
A0AAN7UYZ7_taxID_326684_model	A0ABR2J691_taxID_335852_model	0.5710
A0A4U0XX60_taxID_329884_model	A0AAN7UYZ7_taxID_326684_model	0.5710
A0A0E0H672_taxID_4536_model	A0A166F114_taxID_79200_model	0.5710
A0A8B6CNP6_taxID_29158_model	A0AAE0W1K7_taxID_2493646_model	0.5708
A0A368GS35_taxID_29170_model	A0ABD2L179_taxID_157864_model	0.5708
A0A914E230_taxID_290746_model	A0A914L211_taxID_6306_model	0.5708
A0A914L827_taxID_6306_model	A0ABD2L179_taxID_157864_model	0.5707
A0A0P7APX3_taxID_78410_model	A0AAW0QQB4_taxID_1337665_model	0.5707
A0ABN3I3E9_taxID_66879_model_A	A0ABR7J057_taxID_2813823_model_A	0.5707
A0A6V7VXB7_taxID_390850_model	A0A915N8X1_taxID_6303_model	0.5707
A0A6V7X733_taxID_390850_model	A0A914L827_taxID_6306_model	0.5706
A0A1I4VE96_taxID_44574_model_A	A0ABW7AQ69_taxID_3351344_model	0.5706
A0A3P6S9E3_taxID_42156_model	A0A3P7DNC2_taxID_6293_model	0.5706
A0A9X8DRP4_taxID_112090_model	A0A9X8H7L7_taxID_112090_model	0.5706
A0A8R1Y3G8_taxID_6282_model	A0ABD2L179_taxID_157864_model	0.5706
A0A024T961_taxID_157072_model	A0A0A7CN07_taxID_1202772_model_A	0.5706
A0A2B7XQF2_taxID_1447875_model	A0AAN8MVU2_taxID_47235_model_A	0.5706
A0A1I5DX13_taxID_35799_model_A	A0A1W6SSH7_taxID_1288494_model_A	0.5705
A0A0H5S2I7_taxID_6279_model	A0ABD2LG15_taxID_157864_model	0.5705
A0A4U0XX60_taxID_329884_model	A0AAV9W2Y7_taxID_47236_model	0.5705
A0ABD1S787_taxID_205694_model	A0ACB8ZDC5_taxID_185202_model	0.5704
A0A4Q2V7C7_taxID_451672_model	A0A8H7WI46_taxID_108018_model_A	0.5704
A0A2S5KMK1_taxID_2083153_model	A0A918K8V8_taxID_418750_model_A	0.5704
A0A914V2B7_taxID_2011161_model	A0AA36CWW9_taxID_96644_model	0.5703
A0A1W2TBG8_taxID_77044_model	S8ARG7_taxID_1284197_model	0.5703
A0A9P9IXR3_taxID_1079267_model	A0ABR4TSS6_taxID_1353532_model	0.5703
A0AA39HID6_taxID_289476_model	A0AAN5CH76_taxID_1317129_model	0.5702
A0ABV1Z0I5_taxID_483206_model_A	E8T7H2_taxID_765698_model_A	0.5702
A0A085M8H3_taxID_68888_model	A0A0V1MUW3_taxID_268474_model	0.5702
A0A3R7A7P4_taxID_112090_model	A0A3R7WQH8_taxID_112090_model	0.5701
A0A7D9J5S3_taxID_317549_model	A0A9W9ZU34_taxID_174260_model	0.5701
A0A9N8JDS5_taxID_2773715_model_A	A0AAD4EYT8_taxID_669026_model_A	0.5700
A0A0V1JHS7_taxID_6337_model	A0A0V1MUW3_taxID_268474_model	0.5700
A0A397DXJ3_taxID_112090_model	A0A6G0X2P4_taxID_100861_model_A	0.5700
A0A1L9Q161_taxID_1036611_model_A	A0AAN8RWQ7_taxID_74498_model_A	0.5700
A0A0A0B9F3_taxID_1408250_model	A0ABU9X948_taxID_3143436_model	0.5700
A0A1W6SSH7_taxID_1288494_model_A	Q2Y722_taxID_323848_model_A	0.5699
A0A388KI27_taxID_69332_model	A0A7S7SGR7_taxID_1473598_model	0.5699
A0A9E7GPQ8_taxID_320322_model_A	A0ACB8ZDC5_taxID_185202_model	0.5698
A0A0E0PEB1_taxID_4529_model	A0ABD1H5D5_taxID_28513_model	0.5698
A0A1L9Q161_taxID_1036611_model_A	A0AAN8MVU2_taxID_47235_model_A	0.5698
A0A4Q2V7C7_taxID_451672_model	A0A8H7EGD0_taxID_1187904_model	0.5697
A0A317SBD7_taxID_42249_model	W7HSW3_taxID_1043628_model	0.5697
A0A067BLZ4_taxID_695850_model	A0A0A7CN07_taxID_1202772_model_A	0.5697
A0A3R7EK41_taxID_112090_model	A0A6G0X2P4_taxID_100861_model_A	0.5696
A0A067BLZ4_taxID_695850_model	A0A067D5R2_taxID_695850_model_A	0.5696
A0A6V7X733_taxID_390850_model	A0AAF3FNB6_taxID_2138241_model	0.5696
A0A9P4WSQ5_taxID_1769908_model	A0ABR3RK21_taxID_300254_model_A	0.5696
A0ABD2LG15_taxID_157864_model	A0ABD2M5Y3_taxID_157864_model	0.5696
A0A9I9CEY5_taxID_3656_model	A0ABD1H6K2_taxID_28513_model	0.5695
A0A4Y8RPT3_taxID_2558362_model	A0ABW2YH98_taxID_262323_model	0.5695
A0A7C8JJK0_taxID_2813651_model	A0ABR4KUJ7_taxID_1810923_model	0.5695
A0A0F6AHE7_taxID_1129367_model	A0A6L9E9N5_taxID_2697053_model	0.5695
A0A0V1BIN6_taxID_6334_model	A0A0V1I3Y0_taxID_268475_model	0.5695
A0A2B7XQF2_taxID_1447875_model	G1X3U2_taxID_756982_model_A	0.5695
A0A4U0XX60_taxID_329884_model	A0ACC1PKT5_taxID_42375_model	0.5695
A0AAV9W5A3_taxID_47236_model_A	A0ABR4KUJ7_taxID_1810923_model	0.5694
A0A914V2B7_taxID_2011161_model	A0ABD2IJ80_taxID_157864_model	0.5694
A0A6G1MF13_taxID_2813651_model	A0ABR3RK21_taxID_300254_model_A	0.5693
A0A7C8JJK0_taxID_2813651_model	A0A9X0BDN5_taxID_1131564_model_A	0.5693
A0A249PKJ6_taxID_716928_model	A0A2J0YX98_taxID_382_model	0.5693
A0A4U0XX60_taxID_329884_model	A0A9X0BDN5_taxID_1131564_model_A	0.5693
A0A437A308_taxID_97331_model_A	A0ABR4KUJ7_taxID_1810923_model	0.5692
A0A9W8XCZ5_taxID_1932322_model	A0AAN8RWQ7_taxID_74498_model_A	0.5692
A0A9W9NGR8_taxID_63820_model	A0ABR4KUJ7_taxID_1810923_model	0.5691
A0ABR2XFG3_taxID_138064_model_A	N1QEG0_taxID_692275_model_A	0.5691
A0A0H1BRE8_taxID_2060906_model_A	S8ARG7_taxID_1284197_model	0.5691
A0A1S0UA83_taxID_7209_model	A0ABD2L179_taxID_157864_model	0.5691
A0A1Y2D1M5_taxID_329046_model	A0A913XUF7_taxID_2652724_model_A	0.5690
A0A6G1MF13_taxID_2813651_model	A0ABR4KUJ7_taxID_1810923_model	0.5690
A0A0G4N7R0_taxID_100787_model	A0A6A5SIC2_taxID_706981_model	0.5690
A0A0H5S2I7_taxID_6279_model	A0A2A6BT42_taxID_54126_model	0.5690
A0A7C8JJK0_taxID_2813651_model	A0ABR4H9X8_taxID_176169_model_A	0.5690
A0ABR2J691_taxID_335852_model	S8ARG7_taxID_1284197_model	0.5690
A0A0B4FMW4_taxID_3151832_model_A	A0ABR4K145_taxID_176178_model	0.5690
A0A7C8TZL1_taxID_2813651_model	A0ABR4K145_taxID_176178_model	0.5690
A0A6V7VXB7_taxID_390850_model	A0ABD2M5Y3_taxID_157864_model	0.5690
A0A0H5S2I7_taxID_6279_model	A0AAF3FNB6_taxID_2138241_model	0.5690
A0AA88AFA7_taxID_3494_model_A	A0AAW2WPR6_taxID_2727402_model	0.5689
A0A914L211_taxID_6306_model	A0ABD2LG15_taxID_157864_model	0.5689
A0A2S7YA09_taxID_176275_model	A0AAW0QQB4_taxID_1337665_model	0.5689
A0AA42B8L4_taxID_1215918_model	A0AAN5XIX5_taxID_1396_model_A	0.5688
A0A1I7H5J0_taxID_1231_model_A	A0A1W6SSH7_taxID_1288494_model_A	0.5688
A0A6J8CIJ4_taxID_42192_model	A0ABD3VE72_taxID_1069815_model	0.5688
A0A9X0BDN5_taxID_1131564_model_A	G1X3U2_taxID_756982_model_A	0.5688
A0A0D3G0L1_taxID_65489_model_A	A0AAD8WMF1_taxID_4521_model_A	0.5688
A0A318KMN6_taxID_1054498_model_A	A0A560ER47_taxID_28077_model_A	0.5687
A0A560ER47_taxID_28077_model_A	A0AA48LWU8_taxID_556182_model_A	0.5687
A0AAV9V0T6_taxID_1796055_model	A0ABR4TSS6_taxID_1353532_model	0.5687
A0A0F6AHE7_taxID_1129367_model	A0ABR7J057_taxID_2813823_model_A	0.5686
A0A915N8X1_taxID_6303_model	A0AAF3EKM6_taxID_2138241_model	0.5686
A0AAD6NB37_taxID_5083_model_A	K1X411_taxID_1072389_model	0.5686
A0ABU0IU28_taxID_400775_model	U3AIJ7_taxID_1337093_model	0.5686
A0A9W9NGR8_taxID_63820_model	S8A5L9_taxID_1284197_model	0.5686
A0A2A6BT42_taxID_54126_model	A0A6V7VXB7_taxID_390850_model	0.5685
A0AAJ0MJ41_taxID_260671_model_A	G1X3U2_taxID_756982_model_A	0.5685
A0A7X0J7C0_taxID_188932_model	R1E1C7_taxID_2903_model	0.5685
A0AAD8WMF1_taxID_4521_model_A	A0ABD1H5D5_taxID_28513_model	0.5685
A0A8B6G957_taxID_29158_model_A	A0A8B6GYH0_taxID_29158_model_A	0.5685
A0A1Y0C4U3_taxID_482462_model_A	A0ABR6YEY6_taxID_2762297_model_A	0.5685
A0ABR1FXP3_taxID_44056_model	A0ABR1GFH3_taxID_44056_model	0.5685
A0A6V7VXB7_taxID_390850_model	A0ABD2I4S2_taxID_97005_model	0.5685
A0A6J8CIJ8_taxID_42192_model	K1Q6D2_taxID_29159_model	0.5684
A0A1Y2D1M5_taxID_329046_model	A0AAN6E594_taxID_2486360_model_A	0.5683
A0AA48LWU8_taxID_556182_model_A	A0AAN5XIX5_taxID_1396_model_A	0.5683
A0ACC1HXC0_taxID_68401_model_A	A0ACC1M8E0_taxID_417176_model	0.5683
A0A6G0X2P4_taxID_100861_model_A	W4FLQ6_taxID_112090_model	0.5683
A0A0V1DE70_taxID_45882_model	A0A0V1G4S3_taxID_6337_model	0.5683
A0A1H9TR89_taxID_402600_model_A	A0ABV8U584_taxID_1607685_model	0.5682
A0A0F6AHE7_taxID_1129367_model	A0A318KMN6_taxID_1054498_model_A	0.5682
A0A0N4SWM8_taxID_6280_model	A0A3P6S9E3_taxID_42156_model	0.5682
A0A8H7WI46_taxID_108018_model_A	A0AAD6NB37_taxID_5083_model_A	0.5682
A0A9I9CEY5_taxID_3656_model	A0ABD1H5D5_taxID_28513_model	0.5682
A0A0V0S806_taxID_6336_model	A0A0V0TGR2_taxID_144512_model	0.5682
A0AAN8RWQ7_taxID_74498_model_A	A0ABR4K145_taxID_176178_model	0.5682
A0AAN8RWQ7_taxID_74498_model_A	A0ABR4H9X8_taxID_176169_model_A	0.5682
A0A0H1BRE8_taxID_2060906_model_A	A0AAW0QQB4_taxID_1337665_model	0.5682
A0AA40AMQ6_taxID_314023_model	A0ABN7UWA3_taxID_4874_model	0.5681
A0A0V0TGR2_taxID_144512_model	A0A0V0YE73_taxID_6337_model	0.5681
A0A2B7XQF2_taxID_1447875_model	A0AAV9W5A3_taxID_47236_model_A	0.5681
A0A8R1Y3G8_taxID_6282_model	A0ABD2IJ80_taxID_157864_model	0.5680
A0A9X0BDN5_taxID_1131564_model_A	A0ABR2J691_taxID_335852_model	0.5680
A0A6J8CIJ4_taxID_42192_model	A0AAE0T8E3_taxID_2493646_model	0.5680
A0A545VX13_taxID_43265_model_A	A0A9P4WSQ5_taxID_1769908_model	0.5680
A0AAD7UPE3_taxID_2483200_model	F0YBG0_taxID_44056_model	0.5679
A0A067D5R2_taxID_695850_model_A	T0PNV2_taxID_1156394_model	0.5679
A0A914MEB5_taxID_6306_model	A0ABD2I4S2_taxID_97005_model	0.5679
A0A4U0XX60_taxID_329884_model	W7HSW3_taxID_1043628_model	0.5679
A0A6C0KLD2_taxID_1070528_model	A0AAD7ULC6_taxID_2483200_model	0.5678
A0A0V1AAJ2_taxID_990121_model	A0A0V1G4S3_taxID_6337_model	0.5678
A0A0E0PEB1_taxID_4529_model	A0A9I9CEY5_taxID_3656_model	0.5678
A0A1H3CW61_taxID_1137993_model_A	A0A5P8W6J8_taxID_2653204_model	0.5678
A0A0H5S2I7_taxID_6279_model	A0ABD2I4S2_taxID_97005_model	0.5678
A0A914L211_taxID_6306_model	A0AAF3EKL4_taxID_2138241_model	0.5678
A0A9X0BDN5_taxID_1131564_model_A	S8ARG7_taxID_1284197_model	0.5677
A0A915N8X1_taxID_6303_model	A0ABD2LG15_taxID_157864_model	0.5677
A0A0E0PEB1_taxID_4529_model	A0A166F114_taxID_79200_model	0.5677
A0A9P4WSQ5_taxID_1769908_model	A0A9W9NGR8_taxID_63820_model	0.5677
A0AAJ0MJ41_taxID_260671_model_A	A0ACC0V4A4_taxID_47278_model	0.5676
A0A4P9YS76_taxID_1712513_model	A0A9W8DSU2_taxID_417184_model	0.5676
A0A1H5XBP9_taxID_44577_model	Q8FPM1_taxID_196164_model	0.5676
A0A1S0UA83_taxID_7209_model	A0A368GS35_taxID_29170_model	0.5676
A0A8S3SWK0_taxID_6550_model	K1Q6D2_taxID_29159_model	0.5675
A0A163HZN4_taxID_5454_model_A	A0AAJ0MJ41_taxID_260671_model_A	0.5674
A0A1I5DX13_taxID_35799_model_A	A0ABY0TKI0_taxID_1231_model_A	0.5674
A0A3N4KYW5_taxID_1392247_model	A0ABR3GF19_taxID_1032678_model	0.5674
A0A016T1G5_taxID_53326_model	A0A2A6BT42_taxID_54126_model	0.5673
A0A0N4XV59_taxID_27835_model	W2TLA4_taxID_51031_model	0.5673
A0AAW0QQB4_taxID_1337665_model	A0AAW0RA81_taxID_1337665_model	0.5673
A0AA95F4Q0_taxID_3121368_model	A0ABV6JDE8_taxID_206163_model	0.5673
A0A7W8KIV5_taxID_1141878_model	A0ABU9X948_taxID_3143436_model	0.5673
A0A1L9Q161_taxID_1036611_model_A	A0A437A308_taxID_97331_model_A	0.5672
A0AAJ0MJ41_taxID_260671_model_A	A0AAV9W5A3_taxID_47236_model_A	0.5672
A0A4Y8RPT3_taxID_2558362_model	A0ABP2BNE3_taxID_1183428_model	0.5672
A0ACC2JI51_taxID_1108764_model	W7HSW3_taxID_1043628_model	0.5671
A0A1L9Q161_taxID_1036611_model_A	A0AAV9W2Y7_taxID_47236_model	0.5671
A0A368GS35_taxID_29170_model	A0AA36CWW9_taxID_96644_model	0.5670
A0A9X2E6U5_taxID_2951408_model	M5FY28_taxID_1858805_model	0.5670
A0A8H6A0W2_taxID_209559_model	A0AAJ0MJ41_taxID_260671_model_A	0.5670
A0A0H1BRE8_taxID_2060906_model_A	A0A7C8JJK0_taxID_2813651_model	0.5670
A0ABR0JJU7_taxID_1016849_model_A	A0ABW7AQ69_taxID_3351344_model	0.5670
A0A437A308_taxID_97331_model_A	A0ABR4H9X8_taxID_176169_model_A	0.5669
A0A437A308_taxID_97331_model_A	A0A9W8XCZ5_taxID_1932322_model	0.5669
A0A6G1MF13_taxID_2813651_model	A0A9W8XCZ5_taxID_1932322_model	0.5669
A0A2A6BT42_taxID_54126_model	A0A8R1Y3G8_taxID_6282_model	0.5669
A0A1H7K5B5_taxID_1233_model_A	A0A2T5IGT7_taxID_1231_model_A	0.5669
A0A6V7X733_taxID_390850_model	A0A914L211_taxID_6306_model	0.5669
A0A4Z0Z0G8_taxID_37992_model_A	A0A9P8RMY0_taxID_152316_model_A	0.5669
A0A016T1G5_taxID_53326_model	A0A914E230_taxID_290746_model	0.5669
A0A9P4N5L3_taxID_147567_model_A	A0AAV9U3Q6_taxID_1796055_model	0.5669
A0A914L827_taxID_6306_model	A0ABD2I4S2_taxID_97005_model	0.5668
A0A0V1ESS6_taxID_6337_model	A0A0V1JHS7_taxID_6337_model	0.5668
A0A6G1MF13_taxID_2813651_model	A0ABR4H9X8_taxID_176169_model_A	0.5668
A0A1H7K5B5_taxID_1233_model_A	A0ABY0TKI0_taxID_1231_model_A	0.5668
A0A4U0XX60_taxID_329884_model	A0A9P7HHT8_taxID_40199_model	0.5667
A0A5N7CL84_taxID_209559_model	A0ABR2J691_taxID_335852_model	0.5667
A0A0H5S2I7_taxID_6279_model	A0A914L827_taxID_6306_model	0.5666
A0A2A6BT42_taxID_54126_model	A0A914V2B7_taxID_2011161_model	0.5666
A0A2S5KMK1_taxID_2083153_model	A0AAN5XIX5_taxID_1396_model_A	0.5666
A0A0H5S2I7_taxID_6279_model	A0AAF3EKL4_taxID_2138241_model	0.5666
A0A811SJ34_taxID_422564_model	A0AA88AFA7_taxID_3494_model_A	0.5665
A0A1R4H7B9_taxID_360316_model	A0A7W9ZFQ6_taxID_189_model_A	0.5665
A0A4P9YS76_taxID_1712513_model	F4NVT9_taxID_684364_model	0.5665
A0A249PKJ6_taxID_716928_model	A0AAN5XIX5_taxID_1396_model_A	0.5665
A0A0H5S2I7_taxID_6279_model	A0ABD2IJ80_taxID_157864_model	0.5665
A0ABT8V9H2_taxID_79264_model	A0ABW4XFF4_taxID_2259033_model	0.5664
A0A1H7K5B5_taxID_1233_model_A	A0A1I4VE96_taxID_44574_model_A	0.5664
A0A8R1Y3G8_taxID_6282_model	A0AAF3EKM6_taxID_2138241_model	0.5664
A0A0V1DE70_taxID_45882_model	A0A0V1KD92_taxID_6337_model	0.5663
A0A6G1MF13_taxID_2813651_model	A0AAN7UYZ7_taxID_326684_model	0.5663
A0A517MIN1_taxID_1930274_model_A	A0ABR7J057_taxID_2813823_model_A	0.5663
A0A915N8X1_taxID_6303_model	A0ABD2I4S2_taxID_97005_model	0.5663
A0A5P8W6J8_taxID_2653204_model	A0ABV1Z0I5_taxID_483206_model_A	0.5663
A0A1S0UA83_taxID_7209_model	A0A6V7VXB7_taxID_390850_model	0.5663
A0AA48LWU8_taxID_556182_model_A	A0ABW2YH98_taxID_262323_model	0.5662
A0A6G1MF13_taxID_2813651_model	A0ACC2JI51_taxID_1108764_model	0.5662
A0A6L9E9N5_taxID_2697053_model	A0A7W9ZFQ6_taxID_189_model_A	0.5662
A0A1H7K5B5_taxID_1233_model_A	A0A1W6SSH7_taxID_1288494_model_A	0.5662
A0AAJ0MJ41_taxID_260671_model_A	J5JNM7_taxID_655819_model	0.5661
A0A1H7K5B5_taxID_1233_model_A	A0A1I7H5J0_taxID_1231_model_A	0.5661
A0A401PX39_taxID_75743_model	A0ABM1VVY2_taxID_6500_model	0.5661
A0A952FIG1_taxID_171674_model	A0AAP5IG72_taxID_2712845_model_A	0.5660
A0A2S6CD10_taxID_357750_model_A	K1X411_taxID_1072389_model	0.5660
A0A6C0KLD2_taxID_1070528_model	A0ABR1FIC3_taxID_44056_model	0.5660
A0A016T1G5_taxID_53326_model	A0ABD2LG15_taxID_157864_model	0.5660
A0A317SBD7_taxID_42249_model	A0AAV9W2Y7_taxID_47236_model	0.5660
A0A6V7X733_taxID_390850_model	A0A915N8X1_taxID_6303_model	0.5659
A0AAN8MVU2_taxID_47235_model_A	A0ABR3RK21_taxID_300254_model_A	0.5659
A0A9X0BDN5_taxID_1131564_model_A	A0AAN8MVU2_taxID_47235_model_A	0.5659
S8A5L9_taxID_1284197_model	S8ARG7_taxID_1284197_model	0.5659
A0A9W8XCZ5_taxID_1932322_model	A0AAN8MVU2_taxID_47235_model_A	0.5658
A0A7C8IQU8_taxID_323545_model	W7HSW3_taxID_1043628_model	0.5658
A0A0E0H672_taxID_4536_model	A0AA88AFA7_taxID_3494_model_A	0.5658
A0AAW0RA81_taxID_1337665_model	A0ABR2J691_taxID_335852_model	0.5658
A0A0V1MUW3_taxID_268474_model	A0A5S6QIU3_taxID_70415_model	0.5658
A0A3N4LB84_taxID_1051890_model	A0A5N6U7M7_taxID_36643_model	0.5658
A0A2A2CZR1_taxID_1940_model_A	A0A9X2E6U5_taxID_2951408_model	0.5657
A0A8X8WIX2_taxID_180675_model	A0AA88AFA7_taxID_3494_model_A	0.5657
A0A2S5KMK1_taxID_2083153_model	A0A6J4THU7_taxID_1162706_model_A	0.5657
A0AAF3EKM6_taxID_2138241_model	A0ABD2L179_taxID_157864_model	0.5657
A0A9W8TQN1_taxID_114810_model	A0ABR0JJU7_taxID_1016849_model_A	0.5657
A0A9P4WSQ5_taxID_1769908_model	C6H6I9_taxID_544712_model	0.5657
A0A0P7APX3_taxID_78410_model	W7HSW3_taxID_1043628_model	0.5656
A0A914L211_taxID_6306_model	A0AAF3EKM6_taxID_2138241_model	0.5656
N4XMY1_taxID_665024_model	W6Y2N7_taxID_930089_model	0.5656
A0A0H5S2I7_taxID_6279_model	A0ABD2M5Y3_taxID_157864_model	0.5656
A0A5Q4BMU6_taxID_2078593_model	F0X9X8_taxID_655863_model	0.5656
A0A077ZGT3_taxID_36087_model	A0A0V1ESS6_taxID_6337_model	0.5655
A0A1W0A5N4_taxID_74557_model	A0A418BCD2_taxID_112090_model	0.5655
A0ABR4H9X8_taxID_176169_model_A	G1X3U2_taxID_756982_model_A	0.5655
A0A914GX34_taxID_31243_model_A	A0A914L827_taxID_6306_model	0.5654
A0A0V0TGR2_taxID_144512_model	A0A0V1MUW3_taxID_268474_model	0.5654
A0A1L9Q161_taxID_1036611_model_A	A0A7C8TZL1_taxID_2813651_model	0.5654
A0A915N8X1_taxID_6303_model	A0AAF3FNB6_taxID_2138241_model	0.5654
A0A8H7EGD0_taxID_1187904_model	A0A9P6LG07_taxID_1095194_model_A	0.5653
A0A024UP64_taxID_157072_model	A0A485KGF6_taxID_120398_model	0.5652
A0AAV9W2Y7_taxID_47236_model	D5GIK5_taxID_656061_model	0.5652
A0A507F875_taxID_246404_model	A0AAD5T9G3_taxID_109957_model	0.5652
A0A1Y2C6Z8_taxID_329046_model	A0AAD5Y3X9_taxID_261099_model	0.5651
A0A9W8DSU2_taxID_417184_model	F4NVT9_taxID_684364_model	0.5651
A0A4U0XX60_taxID_329884_model	C0NHD4_taxID_447093_model	0.5651
A0A158RAT2_taxID_103827_model	A0A3P7DNC2_taxID_6293_model	0.5650
A0AAN5CH76_taxID_1317129_model	A0ABD6EFA7_taxID_75299_model	0.5650
A0A7C8UE72_taxID_2813651_model	W7HSW3_taxID_1043628_model	0.5650
A0A914MBW5_taxID_6306_model	A0A915MQ42_taxID_6303_model	0.5650
A0A077ZGT3_taxID_36087_model	A0A0V1KD92_taxID_6337_model	0.5649
A0A7S3RCE1_taxID_2903_model	R1E2E0_taxID_2903_model	0.5649
S8ARG7_taxID_1284197_model	W7HSW3_taxID_1043628_model	0.5649
A0A0A1UJW0_taxID_1086054_model	M5CEE4_taxID_1108050_model	0.5648
A0A7C8TZL1_taxID_2813651_model	A0A9W8XCZ5_taxID_1932322_model	0.5648
A0A1L9Q161_taxID_1036611_model_A	W7HSW3_taxID_1043628_model	0.5648
A0A6J8AZI7_taxID_42192_model	G2XK79_taxID_106299_model	0.5647
A0AAJ0MJ41_taxID_260671_model_A	A0ABR4K145_taxID_176178_model	0.5647
A0A1B2EVM5_taxID_1882682_model	D5UDJ1_taxID_446466_model	0.5646
A0A1H7K5B5_taxID_1233_model_A	Q2Y722_taxID_323848_model_A	0.5646
A0A7C8TZL1_taxID_2813651_model	A0A9X0BDN5_taxID_1131564_model_A	0.5646
A0A6J8CIJ4_taxID_42192_model	A0ABD3VGG0_taxID_1069815_model	0.5646
A0ABV1Z0I5_taxID_483206_model_A	A0ABW2YH98_taxID_262323_model	0.5645
A0A7C8IQU8_taxID_323545_model	A0ABR2J691_taxID_335852_model	0.5645
A0A517MIN1_taxID_1930274_model_A	A0A6I3KHZ9_taxID_2665159_model_A	0.5645
A0A560ER47_taxID_28077_model_A	A0ABR7J057_taxID_2813823_model_A	0.5645
A0A8R1Y3G8_taxID_6282_model	A0AAF3FNB6_taxID_2138241_model	0.5645
A0AAV9W2Y7_taxID_47236_model	A0ACC2JI51_taxID_1108764_model	0.5644
A0A7C8IQU8_taxID_323545_model	A0ACC0V4A4_taxID_47278_model	0.5644
A0A396ZW50_taxID_112090_model	T0PNV2_taxID_1156394_model	0.5644
A0A250IQN3_taxID_1294270_model_A	A0A2S5KMK1_taxID_2083153_model	0.5644
A0A6A5SIC2_taxID_706981_model	A0A8H7EGD0_taxID_1187904_model	0.5644
A0A6J8ENF3_taxID_42192_model_A	A0A8B6BKM4_taxID_29158_model_A	0.5644
A0A0B4FMW4_taxID_3151832_model_A	A0A4U0XX60_taxID_329884_model	0.5644
A0A914L211_taxID_6306_model	A0A914L827_taxID_6306_model	0.5643
A0A9W8XCZ5_taxID_1932322_model	A0AAV9XCL7_taxID_2528407_model	0.5643
A0A914L211_taxID_6306_model	A0ABD2M5Y3_taxID_157864_model	0.5643
A0A7J5D2K3_taxID_2651189_model	A0ABU9X948_taxID_3143436_model	0.5642
A0AAD7ULC6_taxID_2483200_model	A0AAD7UPE3_taxID_2483200_model	0.5642
A0A9P4WSQ5_taxID_1769908_model	A0A9P7HHT8_taxID_40199_model	0.5642
A0AAN8MVU2_taxID_47235_model_A	A0ABR4H9X8_taxID_176169_model_A	0.5642
A0A2A6BT42_taxID_54126_model	A0A914L211_taxID_6306_model	0.5641
A0A0U1MAB1_taxID_28573_model	A0A7X1AU61_taxID_2724178_model	0.5641
A0ABR1GFH3_taxID_44056_model	F0Y635_taxID_44056_model	0.5641
A0A6I3KHZ9_taxID_2665159_model_A	A0A6L9E9N5_taxID_2697053_model	0.5640
A0AAV9W5A3_taxID_47236_model_A	A0ABR4H9X8_taxID_176169_model_A	0.5640
A0A7S3K2N9_taxID_44058_model	A0AAD7UHF1_taxID_2483200_model	0.5640
A0AAW2WPR6_taxID_2727402_model	A0ABD1S787_taxID_205694_model	0.5639
A0ACC0V4A4_taxID_47278_model	A0ACC2JI51_taxID_1108764_model	0.5639
A0A024SD58_taxID_1344414_model_A	A0ABR4TSS6_taxID_1353532_model	0.5639
A0A7C8JJK0_taxID_2813651_model	A0A9W8XCZ5_taxID_1932322_model	0.5639
A0A4Y8RPT3_taxID_2558362_model	A0ABV1Z0I5_taxID_483206_model_A	0.5639
A0A9P0EDX1_taxID_160281_model	A0AAW0RA81_taxID_1337665_model	0.5639
A0A1Y0C4U3_taxID_482462_model_A	A0AAP5IG72_taxID_2712845_model_A	0.5639
A0A183C149_taxID_36090_model	A0A915N8X1_taxID_6303_model	0.5639
A0A0N4SWM8_taxID_6280_model	A0A158RAT2_taxID_103827_model	0.5639
A0AA36CWW9_taxID_96644_model	A0ABD2IJ80_taxID_157864_model	0.5638
A0AAF3FNB6_taxID_2138241_model	A0ABD6EFA7_taxID_75299_model	0.5638
A0A1W2TBG8_taxID_77044_model	A0AAV9XCL7_taxID_2528407_model	0.5637
A0A1R4H7B9_taxID_360316_model	A8ZLP7_taxID_329726_model_A	0.5637
A0A9X0BDN5_taxID_1131564_model_A	A0AAN8RWQ7_taxID_74498_model_A	0.5637
A0ABN8CQB0_taxID_622444_model	A0ACC0WCW2_taxID_230839_model	0.5637
A0ABU9X948_taxID_3143436_model	A0ABW4XFF4_taxID_2259033_model	0.5636
A0A9P6LG07_taxID_1095194_model_A	A0ABR3V8J2_taxID_85995_model	0.5636
A0A1L9Q161_taxID_1036611_model_A	A0A7C8JJK0_taxID_2813651_model	0.5635
A0A914C4K9_taxID_290746_model	A0A914EDP1_taxID_290746_model	0.5635
A0A7S2W132_taxID_1034831_model	A0ABR1FIC3_taxID_44056_model	0.5635
A0A553HX16_taxID_2512241_model_A	A0A9P9WMZ2_taxID_1658444_model_A	0.5635
A0A9D4LIH2_taxID_45954_model	A0ABY7EX19_taxID_6604_model	0.5635
A0A437A308_taxID_97331_model_A	A0ABR3RK21_taxID_300254_model_A	0.5634
A0A6J8CIJ4_taxID_42192_model	A0A8S3S028_taxID_6550_model	0.5634
