cluster_rep	cluster_size	log_cluster_size	agger_type	cys_in_shell	n_agger_members	group_a	group_b	group_c	group_d	group_e	group_f	group_g	group_h	group_i	group_j	group_k	group_l
A0ABY7EX19_taxID_6604_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A485KIX8_taxID_120398_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9K3KBA8_taxID_303405_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9W8M3B5_taxID_2650707_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9W8B9V6_taxID_2761393_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABQ8EZ86_taxID_1357716_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABD1S779_taxID_205694_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
P56826_taxID_6610_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024TEL4_taxID_157072_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A6I3KHZ9_taxID_2665159_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A166F114_taxID_79200_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A913WWA6_taxID_2652724_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ACC2TZL3_taxID_34485_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A7V2WU63_taxID_45248_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABQ9EAR7_taxID_220873_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9P9JQC5_taxID_48865_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9X8DRP4_taxID_112090_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A183C149_taxID_36090_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A5M9J7X0_taxID_38448_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD5UFP1_taxID_261099_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABD0K492_taxID_370345_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1G5SEQ3_taxID_51642_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAE0NMD8_taxID_92902_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H7LVB4_taxID_456999_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9P0EDX1_taxID_160281_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
W6Y2N7_taxID_930089_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2P6TX23_taxID_3076_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A6S7IY75_taxID_317549_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1I6M5T1_taxID_474950_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A183I077_taxID_387005_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9W3GC27_taxID_9837_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
F0Y9F1_taxID_44056_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024UP64_taxID_157072_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A813FLF8_taxID_89957_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9P7UD37_taxID_1209932_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAQ3LZX8_taxID_150365_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0V0YE73_taxID_6337_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9W7G1T1_taxID_2557542_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A5J5BCR2_taxID_561372_model_A	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
K1Q6D2_taxID_29159_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ACC2TJ92_taxID_34485_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A3R7WQH8_taxID_112090_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A6J8ECF0_taxID_42192_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
F0Y635_taxID_44056_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1V6QQ78_taxID_416450_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2P7QYD3_taxID_2116704_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
D5GIK5_taxID_656061_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8B6FWG6_taxID_29158_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9D4J8T5_taxID_45954_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABR4NFM0_taxID_2732419_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A135T4G4_taxID_703756_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABU2WI91_taxID_3075609_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
F6YHC5_taxID_13616_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9W7XK53_taxID_1052880_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A250IQN3_taxID_1294270_model_A	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
R9PI15_taxID_1305764_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8S3S028_taxID_6550_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A4Z0Z0G8_taxID_37992_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A418AQE9_taxID_157072_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A3M6T5K9_taxID_46731_model	1	0.0000	type1	0.0000	1	0	0	0	0	0	0	1	0	0	0	0	0
W7HSW3_taxID_1043628_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A3M0K1G4_taxID_333673_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A915KKL6_taxID_13658_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAV9U3Q6_taxID_1796055_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
Q54QT1_taxID_44689_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A5C3EP17_taxID_86804_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0E0PEB1_taxID_4529_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A6H0Y3Z6_taxID_286661_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A7R9PVW4_taxID_1979941_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H7EE27_taxID_1187904_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABY2RQH2_taxID_2571143_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
C6H6I9_taxID_544712_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2S7YA09_taxID_176275_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9P8RMY0_taxID_152316_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9W9ZU34_taxID_174260_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
F0XF66_taxID_655863_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABQ5SP08_taxID_51714_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H2WDY0_taxID_456999_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1H3SYD2_taxID_137265_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0A2VY68_taxID_1245745_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAN4ZCE4_taxID_1317129_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABN8RHG1_taxID_104759_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9P4TEG7_taxID_90978_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0L8ICD6_taxID_37653_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H4H8E0_taxID_340414_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A485KGF6_taxID_120398_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAV3X2D7_taxID_2530354_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABR3GF19_taxID_1032678_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A368GS35_taxID_29170_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A8N4B1_taxID_240176_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A914CIK4_taxID_290746_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABN8M8J6_taxID_104178_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8B6BWX0_taxID_29158_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
Q92LD3_taxID_266834_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A194WE27_taxID_578113_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABS1MHS4_taxID_2802282_model_A	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9W7ZRQ5_taxID_78921_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ACC2IQ67_taxID_749465_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A135SGH4_taxID_703756_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A507F875_taxID_246404_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A7S2W132_taxID_1034831_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A915DFA9_taxID_166011_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A3N4LHJ3_taxID_1051890_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A127Z996_taxID_49012_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABD0JMJ5_taxID_370345_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8R1Y3G8_taxID_6282_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABU9X948_taxID_3143436_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAV9V0T6_taxID_1796055_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A914W9Q0_taxID_2011161_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABR1UYT2_taxID_335842_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H3A0M5_taxID_456999_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0S4LNR0_taxID_1742972_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAF5PZK9_taxID_6293_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H3IL14_taxID_116794_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A3R6VRZ5_taxID_157072_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A4Q4SXW4_taxID_155417_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0G4N7R0_taxID_100787_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2G8L6J4_taxID_307972_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A915N8X1_taxID_6303_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1H7L321_taxID_1038014_model_A	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A423XJ27_taxID_1230097_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2R6W5V4_taxID_3197_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABP2BNE3_taxID_1183428_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABR0JJU7_taxID_1016849_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A914E549_taxID_290746_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A067D5R2_taxID_695850_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9W8DSU2_taxID_417184_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD5DEJ1_taxID_2649997_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8J1UW52_taxID_6347_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1Y2HVF8_taxID_765915_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A418AND4_taxID_157072_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A915JY09_taxID_13658_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A364MXI7_taxID_183478_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A917F9X2_taxID_1195761_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABV1Z0I5_taxID_483206_model_A	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0F9J123_taxID_412755_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AA88YDI9_taxID_66713_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAN7UR73_taxID_326684_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A4Q2D856_taxID_2316362_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A098SBM4_taxID_1524460_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9P6HVN3_taxID_1095194_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAN4PPE5_taxID_293939_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD9QB69_taxID_6130_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0A7CPE6_taxID_1202772_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A7X6DTB4_taxID_2606439_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9D4LIH2_taxID_45954_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD5T3C3_taxID_109957_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A5N5QPL6_taxID_1582974_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2N3MXV9_taxID_41688_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A7S2JTA5_taxID_1333877_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD5UGL0_taxID_261099_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9Q9ASR5_taxID_215465_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
F9G554_taxID_660025_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A507F8P2_taxID_246404_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABR3UFL0_taxID_48095_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9W6BT77_taxID_330485_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0D2PWI2_taxID_945553_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A6J8BNB1_taxID_42192_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A4P9X7U9_taxID_1555241_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABR2J691_taxID_335852_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A3N4HYC1_taxID_1160509_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD7UQ54_taxID_2483200_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAQ3PCB6_taxID_3915_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2T7PF37_taxID_400727_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A418YC39_taxID_2303987_model_A	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD9KZ40_taxID_27915_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A158RAT2_taxID_103827_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1R4HGF1_taxID_360316_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9P9WMZ2_taxID_1658444_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0V1MUW3_taxID_268474_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H7E8W0_taxID_1187904_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ACC2T3L9_taxID_34485_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD5U6Y0_taxID_447962_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
H1W0D6_taxID_759273_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
W3VU69_taxID_84754_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A7E6EGY5_taxID_2607531_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AA36DH95_taxID_96644_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A183TFI9_taxID_70667_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD7UPE3_taxID_2483200_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAX6MJK2_taxID_292717_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0K6FZ23_taxID_456999_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2G7FTM7_taxID_656916_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
M9M4Y3_taxID_1151754_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A6G0X2P4_taxID_100861_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A085M8H3_taxID_68888_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABN8CQB0_taxID_622444_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD7ULC6_taxID_2483200_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAE3VW27_taxID_137267_model_A	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A507FGD0_taxID_246404_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD7UG45_taxID_2483200_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
Q82V60_taxID_228410_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A077R9S7_taxID_1398559_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABS8MPT4_taxID_2893755_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8W8J4S3_taxID_29159_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H8PB78_taxID_456999_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9N7UE72_taxID_8262_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A4P9YS76_taxID_1712513_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ACC2IGC0_taxID_749465_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A4U7AY24_taxID_40998_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8B6D949_taxID_29158_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8B6GSA5_taxID_29158_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABD6EFA7_taxID_75299_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A3P6S9E3_taxID_42156_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H3D189_taxID_456999_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0N4SWM8_taxID_6280_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0B2VVI5_taxID_6265_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A3R7A7P4_taxID_112090_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A841H669_taxID_1639882_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A6J4QLW3_taxID_349277_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A3M6UM69_taxID_46731_model	1	0.0000	type1	0.0000	1	0	1	0	0	0	0	0	0	0	0	0	0
A0A9W8HFK5_taxID_2761396_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
F4PHR2_taxID_261658_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD7UPK6_taxID_2483200_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A4U0XX60_taxID_329884_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAE0T8E3_taxID_2493646_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A919MPV4_taxID_1050105_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABM1B806_taxID_6850_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A016T1G5_taxID_53326_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABU0IU28_taxID_400775_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H6MRC0_taxID_2175907_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD6NK04_taxID_74499_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
