accession,new_pool,old_pool,canonical,n_his,core_ok_new,best_ref,best_qtm,n_helix_ok,old_reason,a1_dist,a1_plddt,a1_helical,a1_sat,a2_dist,a2_plddt,a2_helical,a2_sat,a3_dist,a3_plddt,a3_helical,a3_sat,a4_dist,a4_plddt,a4_helical,a4_sat
A0A7C8M1Q1,discarded,noncanonical,False,5,False,ref_2Y9W_Abisporus,0.443,3,core+cealign+floor_ok,2.56,58.0,1,0,0.23,92.9,1,1,0.23,94.3,1,1,0.39,98.0,1,1
A0A135V6V7,discarded,noncanonical,False,3,False,ref_2Y9W_Abisporus,0.441,2,core+cealign+floor_ok,1.42,60.4,1,0,0.64,67.5,1,0,0.62,79.2,1,1,0.49,87.7,1,1
A0AAJ0A9B9,discarded,noncanonical,False,5,False,ref_2Y9W_Abisporus,0.44,3,core+cealign+floor_ok,0.77,53.8,1,0,0.42,94.3,1,1,0.15,92.7,1,1,0.56,96.9,1,1
A0ABQ9PMC0,discarded,noncanonical,False,5,False,ref_2Y9W_Abisporus,0.44,3,core+cealign+floor_ok,0.58,55.8,0,0,0.5,94.7,1,1,0.22,94.3,1,1,0.6,97.3,1,1
A0A2I1CEB6,discarded,noncanonical,False,3,False,ref_2Y9W_Abisporus,0.439,3,core+cealign+floor_ok,1.52,73.2,1,1,2.42,50.5,0,0,0.62,94.3,1,1,0.34,92.7,1,1
A0A0D2EZH2,discarded,noncanonical,False,3,False,ref_2Y9W_Abisporus,0.435,3,core+cealign+floor_ok,1.55,57.4,1,0,0.44,96.5,1,1,0.34,94.6,1,1,0.52,97.7,1,1
A0A010S1R5,discarded,noncanonical,False,5,False,ref_2Y9W_Abisporus,0.434,3,core+cealign+floor_ok,0.52,55.6,1,0,0.36,92.1,1,1,0.17,90.5,1,1,0.51,95.7,1,1
A0ABP0CGC6,discarded,noncanonical,False,4,False,ref_2Y9W_Abisporus,0.432,2,core+cealign+floor_ok,0.5,63.9,1,0,1.91,37.1,0,0,0.4,92.9,1,1,0.53,89.4,1,1
A0ACC1QU05,discarded,noncanonical,False,4,False,ref_2Y9W_Abisporus,0.431,2,core+cealign+floor_ok,0.96,68.4,1,0,2.02,35.3,1,0,0.19,90.7,1,1,0.66,86.8,1,1
A0A9P9X1G2,discarded,noncanonical,False,5,False,ref_2Y9W_Abisporus,0.429,3,core+cealign+floor_ok,0.33,56.3,1,0,0.43,94.2,1,1,0.23,94.1,1,1,0.62,97.2,1,1
A0AAW0R484,discarded,noncanonical,False,5,False,ref_PmTYR,0.427,3,core+cealign+floor_ok,0.33,91.6,1,1,0.76,94.7,1,1,1.62,78.7,1,1,3.55,63.4,1,0
A0A177CZG6,discarded,noncanonical,False,4,False,ref_2Y9W_Abisporus,0.426,3,core+cealign+floor_ok,4.12,61.0,1,0,0.36,95.3,1,1,0.61,96.8,1,1,0.6,97.6,1,1
A0AAV9VIS4,discarded,noncanonical,False,5,False,ref_2Y9W_Abisporus,0.426,3,core+cealign+floor_ok,0.45,96.5,0,0,0.37,98.7,1,1,0.6,98.4,1,1,0.67,98.9,1,1
A0A9P7ECI6,discarded,noncanonical,False,4,False,ref_2Y9W_Abisporus,0.423,3,core+cealign+floor_ok,0.98,72.7,1,1,0.52,90.5,1,1,0.24,70.7,1,1,1.12,56.4,1,0
A0A0R3PF75,discarded,noncanonical,False,4,False,ref_PmTYR,0.422,3,core+cealign+floor_ok,1.93,85.1,1,1,1.57,62.3,1,0,2.01,94.0,1,1,1.59,91.9,1,1
A0A6A5VK30,discarded,noncanonical,False,4,False,ref_2Y9W_Abisporus,0.419,3,core+cealign+floor_ok,3.89,66.2,1,0,0.39,96.7,1,1,0.48,98.0,1,1,0.63,98.2,1,1
A0A6A5TIJ7,discarded,noncanonical,False,5,False,ref_2Y9W_Abisporus,0.417,3,core+cealign+floor_ok,4.57,91.1,1,0,0.35,98.0,1,1,0.33,98.5,1,1,0.51,98.7,1,1
A0A232LQ58,discarded,noncanonical,False,5,False,ref_2Y9W_Abisporus,0.414,3,core+cealign+floor_ok,0.67,54.7,1,0,0.66,92.4,1,1,0.35,94.4,1,1,0.57,95.9,1,1
A0ACC3NIQ5,discarded,noncanonical,False,4,False,ref_2Y9W_Abisporus,0.412,3,core+cealign+floor_ok,0.51,63.6,1,0,0.68,80.7,1,1,0.21,92.0,1,1,0.54,94.3,1,1
A0A8H5TQU7,discarded,noncanonical,False,5,False,ref_2Y9W_Abisporus,0.411,3,core+cealign+floor_ok,0.48,95.6,0,0,0.39,97.3,1,1,0.29,96.4,1,1,0.46,98.2,1,1
A0AAI9UWB9,discarded,noncanonical,False,3,False,ref_2Y9W_Abisporus,0.411,2,core+cealign+floor_ok,2.34,62.9,1,0,1.69,53.8,1,0,0.27,93.4,1,1,0.32,91.9,1,1
A0A8H4ZIX0,discarded,noncanonical,False,5,False,ref_2Y9W_Abisporus,0.41,3,core+cealign+floor_ok,0.46,95.9,0,0,0.39,97.5,1,1,0.32,96.8,1,1,0.33,98.3,1,1
A0A8J5UIE6,discarded,noncanonical,False,3,False,ref_2Y9W_Abisporus,0.407,3,core+cealign+floor_ok,2.82,48.4,1,0,0.34,81.5,1,1,0.1,90.1,1,1,0.29,87.6,1,1
A0A9Q0B5F6,discarded,noncanonical,False,3,False,ref_2Y9W_Abisporus,0.405,2,core+cealign+floor_ok,1.9,59.9,1,0,2.84,46.2,0,0,0.2,90.3,1,1,0.65,90.7,1,1
N1S2R4,discarded,noncanonical,False,5,False,ref_2Y9W_Abisporus,0.404,3,core+cealign+floor_ok,3.21,56.5,1,0,0.29,88.7,1,1,0.26,92.8,1,1,0.46,92.4,1,1
A0AAE0CWK9,discarded,noncanonical,False,4,False,ref_2Y9W_Abisporus,0.399,3,core+cealign+floor_ok,0.53,61.1,1,0,0.16,93.9,1,1,0.52,94.8,1,1,0.56,96.1,1,1
A0AAE0MYQ7,discarded,noncanonical,False,4,False,ref_2Y9W_Abisporus,0.399,3,core+cealign+floor_ok,1.3,48.9,1,0,0.43,93.1,1,1,0.48,96.7,1,1,0.43,97.4,1,1
A0A232M3P4,discarded,noncanonical,False,5,False,ref_2Y9W_Abisporus,0.397,3,core+cealign+floor_ok,0.5,89.7,0,0,0.52,94.9,1,1,0.32,93.3,1,1,2.96,88.0,1,1
A0A0L8G8M2,discarded,noncanonical,False,5,False,ref_PmTYR,0.396,3,core+cealign+floor_ok,4.63,85.3,1,0,0.48,96.5,1,1,0.32,95.9,1,1,0.48,97.5,1,1
A0A8H3A459,discarded,noncanonical,False,4,False,ref_2Y9W_Abisporus,0.395,2,core+cealign+floor_ok,2.11,40.5,0,0,0.87,67.0,1,0,0.45,95.5,1,1,0.95,89.7,1,1
A0AAE0U1Q5,discarded,noncanonical,False,4,False,ref_2Y9W_Abisporus,0.393,3,core+cealign+floor_ok,0.65,89.5,0,0,0.47,94.8,1,1,0.61,90.1,1,1,2.21,77.3,1,1
A0A1E1JSY2,discarded,noncanonical,False,4,False,ref_2Y9W_Abisporus,0.391,3,core+cealign+floor_ok,4.86,55.0,0,0,0.44,93.8,1,1,0.24,93.5,1,1,0.52,97.2,1,1
A0A9W9WQE3,discarded,noncanonical,False,5,False,ref_2Y9W_Abisporus,0.389,3,core+cealign+floor_ok,0.34,90.7,0,0,0.24,96.9,1,1,0.41,97.2,1,1,0.56,98.2,1,1
A0AA39CFY0,discarded,noncanonical,False,4,False,ref_2Y9W_Abisporus,0.389,2,core+cealign+floor_ok,1.28,68.5,1,0,0.34,51.6,1,0,0.38,88.1,1,1,0.54,93.0,1,1
A0A5B0S431,discarded,noncanonical,False,5,False,ref_PmTYR,0.387,3,core+cealign+floor_ok,0.58,93.9,1,1,0.27,96.3,1,1,0.34,89.8,1,1,0.85,62.3,1,0
A0A5B0PE42,discarded,noncanonical,False,5,False,ref_PmTYR,0.383,3,core+cealign+floor_ok,2.08,92.7,1,1,1.36,95.6,1,1,0.89,86.9,1,1,1.48,60.7,1,0
A0A9W6XBY7,discarded,noncanonical,False,1,False,ref_PmTYR,0.377,2,core+cealign+floor_ok,1.17,83.2,1,1,0.85,81.8,1,1,1.18,58.2,1,0,2.29,66.8,0,0
A0A8H3FVH9,discarded,noncanonical,False,3,False,ref_2Y9W_Abisporus,0.376,2,core+cealign+floor_ok,3.28,36.7,0,0,2.46,50.6,1,0,0.27,85.4,1,1,0.44,86.9,1,1
A0A2T9Y3X3,discarded,noncanonical,False,5,False,ref_PmTYR,0.373,3,core+cealign+floor_ok,0.27,83.0,1,1,0.41,84.1,1,1,0.46,63.7,1,0,0.38,89.8,1,1
A0A915Q146,discarded,noncanonical,False,4,False,ref_PmTYR,0.37,2,core+cealign+floor_ok,1.67,55.8,1,0,1.59,44.0,1,0,0.42,93.4,1,1,0.37,88.5,1,1
A0A0N4VKH8,discarded,noncanonical,False,4,False,ref_PmTYR,0.364,3,core+cealign+floor_ok,1.27,70.3,1,1,3.24,37.2,1,0,0.18,92.6,1,1,0.14,91.0,1,1
A0A395S427,discarded,noncanonical,False,4,False,ref_2Y9W_Abisporus,0.363,3,core+cealign+floor_ok,0.59,68.1,1,0,0.92,87.7,1,1,0.35,86.0,1,1,0.32,92.9,1,1
A0A0L0W3Q3,discarded,noncanonical,False,5,False,ref_PmTYR,0.355,3,core+cealign+floor_ok,3.39,91.7,1,1,1.73,92.5,1,1,2.17,77.8,1,1,2.2,66.7,1,0
D0ND81,discarded,noncanonical,False,4,False,ref_1BT3_Ibatatas,0.354,3,core+cealign+floor_ok,1.03,86.5,1,1,0.76,90.3,1,1,0.65,88.2,1,1,1.12,55.3,1,0
A0ABQ8R1M6,discarded,noncanonical,False,5,False,ref_2Y9W_Abisporus,0.35,3,core+cealign+floor_ok,0.33,91.7,0,0,0.44,96.4,1,1,0.26,94.6,1,1,0.42,97.8,1,1
A0A485KQE4,discarded,noncanonical,False,3,False,ref_1JS8_squid,0.343,3,core+cealign+floor_ok,2.33,93.6,0,0,1.04,98.8,1,1,0.61,98.4,1,1,0.47,98.9,1,1
A0A0U5GNJ7,discarded,noncanonical,False,5,False,ref_2Y9W_Abisporus,0.336,2,core+cealign+floor_ok,0.28,86.9,0,0,0.46,90.8,1,1,0.61,79.3,1,1,1.14,56.8,1,0
A0A3N4IPE1,discarded,noncanonical,False,5,False,ref_2Y9W_Abisporus,0.335,3,core+cealign+floor_ok,0.59,91.8,0,0,0.37,97.5,1,1,0.26,97.5,1,1,0.65,98.6,1,1
A0A2N6NRW3,discarded,noncanonical,False,3,False,ref_2Y9W_Abisporus,0.325,2,core+cealign+floor_ok,1.73,68.4,1,0,2.61,41.2,1,0,0.35,94.6,1,1,0.53,92.1,1,1
A0A2B7Y1Z4,discarded,noncanonical,False,4,False,ref_2Y9W_Abisporus,0.324,3,core+cealign+floor_ok,2.14,65.8,1,0,0.67,84.9,1,1,0.89,71.0,1,1,0.56,85.2,1,1
K1P4E2,discarded,noncanonical,False,4,False,ref_PmTYR,0.323,2,core+cealign+floor_ok,2.26,67.7,1,0,1.62,53.4,1,0,0.29,96.2,1,1,0.48,92.5,1,1
A0A0N4Y6D6,discarded,noncanonical,False,4,False,ref_PmTYR,0.315,2,core+cealign+floor_ok,1.25,60.1,1,0,0.61,53.4,1,0,0.4,90.7,1,1,0.51,89.8,1,1
K1RLR4,discarded,noncanonical,False,5,False,ref_PmTYR,0.261,3,core+cealign+floor_ok,5.48,83.8,1,0,0.31,98.1,1,1,0.09,98.7,1,1,0.06,98.7,1,1
A0A8W8K432,discarded,noncanonical,False,5,False,ref_PmTYR,0.258,3,core+cealign+floor_ok,5.66,81.0,1,0,0.17,98.2,1,1,0.12,98.6,1,1,0.05,98.8,1,1
F0YI85,discarded,noncanonical,False,5,False,ref_PmTYR,0.158,3,core+cealign+floor_ok,1.89,80.1,1,1,2.73,74.1,1,1,2.28,78.0,1,1,2.04,56.1,1,0
