accession,new_pool,old_pool,canonical,n_his,core_ok_new,best_ref,best_qtm,n_helix_ok,old_reason,a1_dist,a1_plddt,a1_helical,a1_sat,a2_dist,a2_plddt,a2_helical,a2_sat,a3_dist,a3_plddt,a3_helical,a3_sat,a4_dist,a4_plddt,a4_helical,a4_sat
A0A1D8TVF9,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1D9LEY9,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1D9LLW6,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1D9PTG4,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1D9PVH8,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1D9Q0H7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1D9QFS6,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1D9QJN6,discarded,discarded,False,4,False,ref_PmTYR,0.365,2,coreFail+ceFail,0.62,91.3,1,1,1.23,85.8,1,1,5.43,47.5,1,0,6.16,74.4,0,0
A0A1E1G7U0,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1JS04,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1JSY2,discarded,noncanonical,False,4,False,ref_2Y9W_Abisporus,0.391,3,core+cealign+floor_ok,4.86,55.0,0,0,0.44,93.8,1,1,0.24,93.5,1,1,0.52,97.2,1,1
A0A1E1JXU9,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1K118,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1K1F0,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1K5H4,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1K7Q4,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1KAI7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1KDY0,discarded,discarded,False,1,False,,,,coreFail+ceFail+floor41,,,,,,,,,,,,,,,,
A0A1E1KGV6,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1KI13,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1KMS7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1KQ70,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1KRX9,discarded,discarded,False,3,False,ref_2Y9W_Abisporus,0.35,2,coreFail+ceFail,6.61,90.7,1,0,7.43,92.5,1,0,0.54,94.3,1,1,0.76,92.5,1,1
A0A1E1KSL0,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1KU53,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1L0S7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1L5I7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1L672,discarded,discarded,False,3,False,ref_2Y9W_Abisporus,0.463,2,coreFail+ceFail+floor42,1.24,38.0,1,0,3.67,40.2,0,0,0.56,97.5,1,1,0.82,93.8,1,1
A0A1E1LAJ5,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1LCS6,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1LIA3,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1LM99,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1LN68,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1LN71,discarded,discarded,False,2,False,ref_5CE9_Jregia,0.153,0,coreFail+ceFail+floor57,2.19,57.6,1,0,6.38,61.2,1,0,1.86,43.4,0,0,1.42,61.2,1,0
A0A1E1LNK0,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1LRC1,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1LTR2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1LW15,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1M4H9,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1M657,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1M6S3,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1M8A8,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1MFI0,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1MGK4,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1MH65,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1MIB6,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1MJB4,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1MKL9,discarded,discarded,False,5,False,ref_2Y9W_Abisporus,0.388,3,coreFail+ceFail+floor39,4.08,47.5,0,0,0.22,94.1,1,1,0.23,96.7,1,1,0.34,97.1,1,1
A0A1E1MLZ3,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E1MVL4,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E2VE74,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E3B9D8,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E3BEK7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E3FW90,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E3V4Z2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E5P225,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E5PJ66,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E5PZA3,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E5PZI2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E5UM04,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E5UXN7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E5UYD2,discarded,discarded,False,4,False,ref_1BT3_Ibatatas,0.626,3,coreFail+ceFail+floor56,1.64,78.8,1,1,2.75,44.2,0,0,0.13,96.4,1,1,0.42,91.3,1,1
A0A1E5V3L3,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E5VN09,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E5WH95,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E5WHX8,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E5WJW0,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E5WNI9,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E7F8K2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E7FM11,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E7FTK4,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E7LN78,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E7LZP5,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E7N234,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1E7N2E9,discarded,discarded,False,3,False,ref_PmTYR,0.411,2,coreFail+ceFail,0.78,81.3,1,1,0.5,81.0,1,1,1.68,39.6,0,0,4.71,46.5,1,0
A0A1F5L4P2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1F5L654,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1F5L929,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1F5LB03,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1F5LJ48,discarded,discarded,False,3,False,ref_PmTYR,0.075,0,coreFail+ceFail+floor45,8.39,44.0,1,0,6.19,38.6,1,0,0.81,36.2,0,0,0.68,49.1,1,0
A0A1F7ZLT4,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1F7ZW72,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1F7ZXX7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1F8A303,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1F8A6I4,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1F8A877,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1F8AA02,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1G4AMM3,discarded,discarded,False,0,False,ref_PmTYR,0.349,2,coreFail+ceFail+floor59,3.81,32.9,1,0,1.69,32.5,0,0,1.17,78.0,1,1,1.46,75.2,1,1
A0A1G4ANR7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1G4ATQ6,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1G4ATZ7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1G4AW68,discarded,discarded,False,4,False,ref_PmTYR,0.532,3,coreFail+ceFail+floor58,0.64,98.3,1,1,0.12,98.3,1,1,2.22,54.7,0,0,0.4,96.8,1,1
A0A1G4AYJ9,non-canonical,noncanonical,False,5,True,ref_PmTYR,0.416,4,core+cealign+floor_ok,0.33,98.8,1,1,0.23,98.9,1,1,0.81,98.9,1,1,0.58,98.9,1,1
A0A1G4AYX7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1G4B5I6,discarded,discarded,False,3,False,ref_2Y9W_Abisporus,0.42,2,coreFail+ceFail,6.59,87.4,1,0,7.47,95.7,1,0,0.23,90.3,1,1,0.27,95.7,1,1
A0A1G4B685,discarded,discarded,False,2,False,ref_1JS8_squid,0.455,2,coreFail+ceFail,6.71,75.0,1,0,7.43,81.4,1,0,0.41,75.2,1,1,0.51,81.4,1,1
A0A1G4BFW7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1G4BKS1,non-canonical,noncanonical,False,5,True,ref_PmTYR,0.592,4,core+cealign+floor_ok,0.44,97.4,1,1,0.21,98.6,1,1,0.7,96.8,1,1,0.43,98.7,1,1
A0A1G4BL74,discarded,discarded,False,0,False,ref_PmTYR,0.186,3,coreFail+ceFail+floor41,0.3,90.1,1,1,0.34,84.2,1,1,0.45,83.2,1,1,2.08,39.8,1,0
A0A1G4BLJ1,discarded,discarded,False,4,False,ref_2Y9W_Abisporus,0.422,3,ceFail+floor51,2.42,49.4,1,0,0.22,83.2,1,1,0.31,91.9,1,1,0.11,90.1,1,1
A0A1G4BMT9,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1G4BS67,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1G4V5R8,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1G5SEQ3,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1G5ZDT2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1G5ZXY5,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1G6IKW8,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1G6RZ21,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1G6US90,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1G6VNA4,non-canonical,discarded,False,2,True,ref_1BT3_Ibatatas,0.384,4,ceFail,0.18,89.0,1,1,0.22,97.4,1,1,0.87,93.4,1,1,0.47,98.5,1,1
A0A1G7BK70,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1G7EV08,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1G7EVK2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1G7JAM5,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1G7K2Z2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1G7L190,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1G8B6K0,non-canonical,noncanonical,False,3,True,ref_PmTYR,0.549,4,core+cealign+floor_ok,0.62,96.6,1,1,0.21,97.7,1,1,0.27,96.6,1,1,0.22,98.2,1,1
A0A1G9L3I7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1G9LEN0,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1G9LQ44,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1G9MEV9,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1G9R0Y5,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1G9XZA0,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1G9Z9J2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H0A5D2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H0C516,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H1Q0J6,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H1X1U7,non-canonical,noncanonical,False,5,True,ref_1BT3_Ibatatas,0.42,4,core+cealign+floor_ok,0.42,97.3,1,1,0.3,98.7,1,1,0.42,98.1,1,1,0.36,98.9,1,1
A0A1H1YK07,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H2G3G0,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H2XCC9,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H3CW61,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H3FTE7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H3PKM2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H3QIE8,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H3SYD2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H4MIY2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H4VYS7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H5RXH7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H5XBP9,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H6AG70,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H6UN47,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H6UVC1,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H6YXJ5,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H7K5B5,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H7L321,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H7NHR1,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H7NPW0,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H7Q7S9,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H7VPR3,non-canonical,noncanonical,False,4,True,ref_1BT3_Ibatatas,0.4,4,core+cealign+floor_ok,0.43,89.7,1,1,0.34,96.7,1,1,0.41,96.7,1,1,0.3,98.2,1,1
A0A1H8D0T2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H8F0D9,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H8F7S5,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H8G5C1,discarded,discarded,False,4,False,ref_1JS8_squid,0.289,2,coreFail+ceFail+floor36,3.06,67.5,0,0,1.93,45.3,1,0,1.88,86.8,1,1,2.27,75.4,1,1
A0A1H8KQ84,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H8TPG2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H9F825,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H9TR89,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1H9YHF0,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I0AUK2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I0B865,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I0DNM4,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I0KUA0,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I1WTL0,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I1ZK43,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I2AZ38,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I2GNX2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I2J207,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I3WXE9,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I4G6L8,discarded,discarded,False,6,,,,,sixHis_fail_geometry,,,,,,,,,,,,,,,,
A0A1I4MA92,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I4PP49,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I4RJF6,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I4S2G6,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I4S686,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I4T9J4,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I4VE96,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I4X2F3,non-canonical,noncanonical,False,5,True,ref_5CE9_Jregia,0.418,4,core+cealign+floor_ok,0.26,94.1,1,1,0.18,97.9,1,1,0.24,94.4,1,1,0.25,98.7,1,1
A0A1I4XEP0,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I4XKW7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I4YET0,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I4ZTB4,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I5DX13,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I5JP11,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I5PK02,non-canonical,noncanonical,False,5,True,ref_5CE9_Jregia,0.413,4,core+cealign+floor_ok,0.5,98.0,1,1,0.3,98.8,1,1,0.33,98.0,1,1,0.09,98.9,1,1
A0A1I5T2G9,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I5Y7A8,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I6M5T1,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I6TH02,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I6VK36,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I7FBD7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I7G4D1,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I7H5J0,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I7RJ20,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I7RJ76,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I7RVW2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I7RZ64,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I7S4X7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I7SYT5,discarded,discarded,False,3,False,ref_PmTYR,0.417,2,coreFail+ceFail,0.88,76.0,1,1,0.4,77.7,1,1,2.02,38.6,1,0,2.11,43.5,0,0
A0A1I7SYT6,discarded,discarded,False,3,False,ref_PmTYR,0.404,2,coreFail+ceFail,1.53,80.2,1,1,0.78,79.5,1,1,6.26,59.4,1,0,1.09,52.7,1,0
A0A1I7THH7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I7TKK5,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I7TM10,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I7UL98,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I7UM07,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I7UNT5,discarded,discarded,False,1,False,ref_PmTYR,0.126,1,coreFail+ceFail,7.01,81.7,1,0,6.93,89.1,1,0,6.21,63.3,0,0,0.36,89.1,1,1
A0A1I7VBE5,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I7VE53,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I7VEA5,non-canonical,noncanonical,False,5,True,ref_PmTYR,0.282,4,core+cealign+floor_ok,0.35,96.4,1,1,0.22,98.8,1,1,0.51,98.4,1,1,0.3,98.9,1,1
A0A1I7VGZ2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I7VUI1,discarded,discarded,False,6,,,,,sixHis_fail_geometry,,,,,,,,,,,,,,,,
A0A1I7WK42,discarded,discarded,False,3,False,ref_PmTYR,0.228,0,coreFail+ceFail+floor45,1.71,49.6,1,0,0.65,50.8,1,0,5.34,42.0,1,0,2.35,43.4,1,0
A0A1I7WS93,discarded,discarded,False,3,False,ref_PmTYR,0.596,2,coreFail+ceFail,1.08,73.5,1,1,0.68,70.5,1,1,1.41,48.6,1,0,3.12,49.0,1,0
A0A1I7X0N7,discarded,discarded,False,3,False,ref_PmTYR,0.226,2,coreFail+ceFail+floor68,1.18,77.8,1,1,0.67,85.8,1,1,4.57,75.1,0,0,7.08,85.8,1,0
A0A1I7XGN1,discarded,discarded,False,2,False,ref_PmTYR,0.408,1,coreFail+ceFail+floor60,3.85,32.1,1,0,2.72,36.7,1,0,0.83,81.2,1,1,0.82,60.2,1,0
A0A1I7XGX9,discarded,discarded,False,6,,,,,sixHis_fail_geometry,,,,,,,,,,,,,,,,
A0A1I7XHG2,discarded,discarded,False,5,False,ref_PmTYR,0.412,2,coreFail+ceFail+floor33,1.45,84.3,1,1,0.38,81.9,1,1,1.32,31.2,0,0,1.42,44.8,1,0
A0A1I7XJ43,discarded,discarded,False,5,False,ref_PmTYR,0.321,1,coreFail+ceFail+floor27,0.45,69.7,1,0,3.23,50.9,1,0,2.45,71.4,1,1,3.15,61.1,1,0
A0A1I7XST7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I7Y3Y8,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I7ZB55,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I7ZBZ5,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I7ZL91,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I7ZM19,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I8A771,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I8A9H6,discarded,discarded,False,3,False,ref_PmTYR,0.413,2,coreFail+ceFail+floor39,1.13,39.4,1,0,5.19,36.9,1,0,1.16,95.3,1,1,2.46,87.5,1,1
A0A1I8AD71,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I8AHN4,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I8AYS7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I8AZD4,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I8AZD9,discarded,discarded,False,6,,,,,sixHis_fail_geometry,,,,,,,,,,,,,,,,
A0A1I8AZL9,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I8B1K7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0A1I8B6E8,discarded,discarded,False,5,False,ref_PmTYR,0.408,3,ceFail+floor51,0.59,74.2,1,1,0.4,74.7,1,1,0.59,81.9,1,1,0.81,57.7,1,0
