accession	group	subgroup
A0A4W3I954	candidate_pool	DCT_DHICA
A0A4W3I973	candidate_pool	DCT_DHICA
A0A4W3ICV8	candidate_pool	DCT_DHICA
A0A4W3IEG1	candidate_pool	DCT_DHICA
A0A4W3IN19	candidate_pool	DCT_DHICA
A0A4W3INF1	candidate_pool	DCT_DHICA
A0A4W3INV9	candidate_pool	DCT_DHICA
A0A4W3INW1	candidate_pool	DCT_DHICA
A0A4W3IXA9	candidate_pool	DCT_DHICA
A0A4W4EP59	candidate_pool	DCT_DHICA
A0A4W4EPK5	candidate_pool	DCT_DHICA
A0A4W4EPW9	candidate_pool	DCT_DHICA
A0A4W4EQ15	candidate_pool	DCT_DHICA
A0A4W4ERN1	candidate_pool	DCT_DHICA
A0A4W4GT88	candidate_pool	DCT_DHICA
A0A4W4GVZ7	candidate_pool	DCT_DHICA
A0A4W4GW07	candidate_pool	DCT_DHICA
A0A4W4GW37	candidate_pool	DCT_DHICA
A0A4W4GZA3	candidate_pool	DCT_DHICA
A0A4W4GZJ7	candidate_pool	DCT_DHICA
A0A4W4GZQ4	candidate_pool	DCT_DHICA
A0A4W4GZX6	candidate_pool	DCT_DHICA
A0A4W4H021	candidate_pool	DCT_DHICA
A0A4W4H065	candidate_pool	DCT_DHICA
A0A4W5JIU9	candidate_pool	DCT_DHICA
A0A4W5N1L0	candidate_pool	DCT_DHICA
A0A4W5N2S4	candidate_pool	DCT_DHICA
A0A4W5NMG6	candidate_pool	DCT_DHICA
A0A4W5PDG2	candidate_pool	DCT_DHICA
A0A4W5PDI3	candidate_pool	DCT_DHICA
A0A4W5PKH3	candidate_pool	DCT_DHICA
A0A4W5PLZ1	candidate_pool	DCT_DHICA
A0A4W5PPW0	candidate_pool	DCT_DHICA
A0A4W5Q6S0	candidate_pool	DCT_DHICA
A0A4W6CNP2	candidate_pool	DCT_DHICA
A0A4W6EAM5	candidate_pool	DCT_DHICA
A0A4W6GAD1	candidate_pool	DCT_DHICA
A0A4X1UZV3	candidate_pool	DCT_DHICA
A0A4X1UZW3	candidate_pool	DCT_DHICA
A0A4X1WAF7	candidate_pool	DCT_DHICA
A0A4X2K4V1	candidate_pool	DCT_DHICA
A0A4X2M0B2	candidate_pool	DCT_DHICA
A0A4Y3KUD1	candidate_pool	DCT_DHICA
A0A4Y7IA41	candidate_pool	oMP
A0A4Y9ZE70	candidate_pool	oAPO
A0A4Z0L9R6	candidate_pool	DCT_DHICA
A0A4Z0NTW6	candidate_pool	DCT_DHICA
A0A4Z0YS91	candidate_pool	oMP
A0A4Z0Z0S0	candidate_pool	oMP
A0A4Z0ZBZ0	candidate_pool	oAPO
A0A4Z1E3V6	candidate_pool	oMP
A0A4Z1HN92	candidate_pool	oAPO
A0A4Z1JYN1	candidate_pool	oMP
A0A4Z2BNP0	candidate_pool	DCT_DHICA
A0A4Z2CJG7	candidate_pool	DCT_DHICA
A0A4Z2H8L7	candidate_pool	DCT_DHICA
A0A4Z2J5I2	candidate_pool	DCT_DHICA
A0A507ASE7	candidate_pool	oMP
A0A507AZ12	candidate_pool	oMP
A0A507BF90	candidate_pool	oMP
A0A507EFD5	candidate_pool	oAPO
A0A507EU45	candidate_pool	oAPO
A0A510HL80	candidate_pool	DCT_DHICA
A0A512NBT8	candidate_pool	DCT_DHICA
A0A517LRF7	candidate_pool	oAPO
A0A517LRG8	candidate_pool	oMP
A0A517PZI0	candidate_pool	DCT_DHICA
A0A517VWB0	candidate_pool	DCT_DHICA
A0A518FGN9	candidate_pool	DCT_DHICA
A0A542UIP7	candidate_pool	oAPO
A0A550CYA8	candidate_pool	oAPO
A0A553HXR9	candidate_pool	oMP
A0A553I4E8	candidate_pool	oMP
A0A553NLC2	candidate_pool	DCT_DHICA
A0A553NLD0	candidate_pool	DCT_DHICA
A0A553RAC3	candidate_pool	DCT_DHICA
A0A556VB53	candidate_pool	DCT_DHICA
A0A559KX00	candidate_pool	oAPO
A0A559L672	candidate_pool	oAPO
A0A559LQ08	candidate_pool	oMP
A0A559MD85	candidate_pool	oMP
A0A561F1Q0	candidate_pool	DCT_DHICA
A0A5A9P2M9	candidate_pool	DCT_DHICA
A0A5A9PN82	candidate_pool	DCT_DHICA
A0A5A9PP33	candidate_pool	DCT_DHICA
A0A5B8VE83	candidate_pool	DCT_DHICA
A0A5C2RQU6	candidate_pool	oAPO
A0A5C3DW46	candidate_pool	DCT_DHICA
A0A5C3DWM4	candidate_pool	DCT_DHICA
A0A5C3EP17	candidate_pool	DCT_DHICA
A0A5C3FFP2	candidate_pool	oAPO
A0A5C3FGF9	candidate_pool	DCT_DHICA
A0A5C3LRK6	candidate_pool	oMP
A0A5C3N8U3	candidate_pool	oAPO
A0A5C3N9J8	candidate_pool	oAPO
A0A5C3PS01	candidate_pool	oAPO
A0A5C3Q880	candidate_pool	oAPO
A0A5C3QLZ5	candidate_pool	oAPO
A0A5C3QLZ5	candidate_pool	DCT_DHICA
A0A5C3QRI1	candidate_pool	oAPO
A0A5C3QS67	candidate_pool	oAPO
A0A5C3R0A6	candidate_pool	oAPO
A0A5C6N9R8	candidate_pool	DCT_DHICA
A0A5C6PPK4	candidate_pool	DCT_DHICA
A0A5C6SY53	candidate_pool	oAPO
A0A5C6TB17	candidate_pool	oMP
A0A5E4BG48	candidate_pool	DCT_DHICA
A0A5F4WA25	candidate_pool	DCT_DHICA
A0A5F8A188	candidate_pool	DCT_DHICA
A0A5G2QS24	candidate_pool	DCT_DHICA
A0A5J5CL51	candidate_pool	DCT_DHICA
A0A5J5CZZ3	candidate_pool	DCT_DHICA
A0A5J5DNR4	candidate_pool	DCT_DHICA
A0A5J5F4T2	candidate_pool	oMP
A0A5M9J7X0	candidate_pool	oMP
A0A5M9MU51	candidate_pool	oMP
A0A5N3V4M8	candidate_pool	DCT_DHICA
A0A5N3WT61	candidate_pool	DCT_DHICA
A0A5N3X401	candidate_pool	DCT_DHICA
A0A5N3XI31	candidate_pool	DCT_DHICA
A0A5N4D8R0	candidate_pool	DCT_DHICA
A0A5N5DHS7	candidate_pool	oAPO
A0A5N5DKU3	candidate_pool	oMP
A0A5N5DZ95	candidate_pool	oMP
A0A5N5JK78	candidate_pool	DCT_DHICA
A0A5N5JTD4	candidate_pool	oMP
A0A5N5Q961	candidate_pool	oAPO
A0A5N5QCV3	candidate_pool	oAPO
A0A5N5QCX3	candidate_pool	oAPO
A0A5N5QD75	candidate_pool	oAPO
A0A5N5QF46	candidate_pool	oAPO
A0A5N5QF97	candidate_pool	oAPO
A0A5N5QFD1	candidate_pool	oAPO
A0A5N5QIM4	candidate_pool	oAPO
A0A5N5QMV8	candidate_pool	oAPO
A0A5N5QMX1	candidate_pool	oAPO
A0A5N5QN45	candidate_pool	oAPO
A0A5N5QN80	candidate_pool	oAPO
A0A5N5QSX1	candidate_pool	oAPO
A0A5N5WHZ0	candidate_pool	oMP
A0A5N5WPG7	candidate_pool	oMP
A0A5N6D825	candidate_pool	oMP
A0A5N6E1Y6	candidate_pool	oMP
A0A5N6EP04	candidate_pool	oMP
A0A5N6F4J1	candidate_pool	oMP
A0A5N6HPI1	candidate_pool	oMP
A0A5N6IZN7	candidate_pool	oMP
A0A5N6JKR3	candidate_pool	oMP
A0A5N6JRM5	candidate_pool	oMP
A0A5N6SKU6	candidate_pool	oMP
A0A5N6TAQ7	candidate_pool	oMP
A0A5N6TLG2	candidate_pool	oMP
A0A5N6TP01	candidate_pool	oMP
A0A5N6UJ40	candidate_pool	oMP
A0A5N6V971	candidate_pool	oMP
A0A5N6VLY9	candidate_pool	oMP
A0A5N6VM32	candidate_pool	oMP
A0A5N6WJZ7	candidate_pool	oMP
A0A5N6XL35	candidate_pool	oMP
A0A5N6Y2F3	candidate_pool	oMP
A0A5N6YM06	candidate_pool	oMP
A0A5N6Z1H2	candidate_pool	oMP
A0A5N6ZCZ1	candidate_pool	oMP
A0A5N6ZSA8	candidate_pool	oMP
A0A5N7AF27	candidate_pool	oMP
A0A5N7B253	candidate_pool	oMP
A0A5N7BFL3	candidate_pool	oMP
A0A5N7CCB7	candidate_pool	oMP
A0A5N7D658	candidate_pool	oMP
A0A5Q4BJT9	candidate_pool	oMP
A0A5Q4BX03	candidate_pool	oAPO
A0A5Q6RZ13	candidate_pool	hemocyanin
A0A643BP73	candidate_pool	DCT_DHICA
A0A654M0W1	candidate_pool	oAPO
A0A662YLB1	candidate_pool	DCT_DHICA
A0A663F798	candidate_pool	DCT_DHICA
A0A663F8S9	candidate_pool	DCT_DHICA
A0A663MKP2	candidate_pool	DCT_DHICA
A0A663N6M7	candidate_pool	DCT_DHICA
A0A665TU57	candidate_pool	DCT_DHICA
A0A665WH07	candidate_pool	DCT_DHICA
A0A665WHE5	candidate_pool	DCT_DHICA
A0A665WIL5	candidate_pool	DCT_DHICA
A0A665XFK3	candidate_pool	DCT_DHICA
A0A667FF98	candidate_pool	DCT_DHICA
A0A667IST4	candidate_pool	DCT_DHICA
A0A667XEU1	candidate_pool	DCT_DHICA
A0A667XPW3	candidate_pool	DCT_DHICA
A0A667YFA1	candidate_pool	DCT_DHICA
A0A668AYE8	candidate_pool	DCT_DHICA
A0A668RFZ2	candidate_pool	DCT_DHICA
A0A668UR65	candidate_pool	DCT_DHICA
A0A668UUG0	candidate_pool	DCT_DHICA
A0A668W7F3	candidate_pool	DCT_DHICA
A0A669BSR5	candidate_pool	DCT_DHICA
A0A669C638	candidate_pool	DCT_DHICA
A0A669D4C4	candidate_pool	DCT_DHICA
A0A669DJW0	candidate_pool	DCT_DHICA
A0A669DP91	candidate_pool	DCT_DHICA
A0A669E765	candidate_pool	DCT_DHICA
A0A669PHP5	candidate_pool	DCT_DHICA
A0A669Q7H4	candidate_pool	DCT_DHICA
A0A670I545	candidate_pool	DCT_DHICA
A0A670KAE6	candidate_pool	DCT_DHICA
A0A670ZVN6	candidate_pool	DCT_DHICA
A0A670ZW10	candidate_pool	DCT_DHICA
A0A670ZW57	candidate_pool	DCT_DHICA
A0A670ZW77	candidate_pool	DCT_DHICA
A0A670ZW96	candidate_pool	DCT_DHICA
A0A670ZW98	candidate_pool	DCT_DHICA
A0A671E1F7	candidate_pool	DCT_DHICA
A0A671EY51	candidate_pool	DCT_DHICA
A0A671MN49	candidate_pool	DCT_DHICA
A0A671RCF0	candidate_pool	DCT_DHICA
A0A671T7B1	candidate_pool	DCT_DHICA
A0A671T9Q6	candidate_pool	DCT_DHICA
A0A671TND9	candidate_pool	DCT_DHICA
A0A671TPX1	candidate_pool	DCT_DHICA
A0A671WVF1	candidate_pool	DCT_DHICA
A0A671Y496	candidate_pool	DCT_DHICA
A0A671Y4D2	candidate_pool	DCT_DHICA
A0A671Y698	candidate_pool	DCT_DHICA
A0A671Y6A2	candidate_pool	DCT_DHICA
A0A671YA04	candidate_pool	DCT_DHICA
A0A672GTU3	candidate_pool	DCT_DHICA
A0A672I3L1	candidate_pool	DCT_DHICA
A0A672JTY7	candidate_pool	DCT_DHICA
A0A672KJU6	candidate_pool	DCT_DHICA
A0A672KQ55	candidate_pool	DCT_DHICA
A0A672L388	candidate_pool	DCT_DHICA
A0A672QH36	candidate_pool	DCT_DHICA
A0A672QH91	candidate_pool	DCT_DHICA
A0A672RWJ5	candidate_pool	DCT_DHICA
A0A672UD84	candidate_pool	DCT_DHICA
A0A672V193	candidate_pool	DCT_DHICA
A0A673AIS6	candidate_pool	DCT_DHICA
A0A673C1G4	candidate_pool	DCT_DHICA
A0A673CR05	candidate_pool	DCT_DHICA
A0A673G286	candidate_pool	DCT_DHICA
A0A673G725	candidate_pool	DCT_DHICA
A0A673H014	candidate_pool	DCT_DHICA
A0A673H1I6	candidate_pool	DCT_DHICA
A0A673H7P2	candidate_pool	DCT_DHICA
A0A673H7R0	candidate_pool	DCT_DHICA
A0A673H9M5	candidate_pool	DCT_DHICA
A0A673HA12	candidate_pool	DCT_DHICA
A0A673HA44	candidate_pool	DCT_DHICA
A0A673HAE8	candidate_pool	DCT_DHICA
A0A673HAM1	candidate_pool	DCT_DHICA
A0A673HAU8	candidate_pool	DCT_DHICA
A0A673IAG4	candidate_pool	DCT_DHICA
A0A673J673	candidate_pool	DCT_DHICA
A0A673TDB7	candidate_pool	DCT_DHICA
A0A673U120	candidate_pool	DCT_DHICA
A0A673ZZ45	candidate_pool	DCT_DHICA
A0A674A0U1	candidate_pool	DCT_DHICA
A0A674A171	candidate_pool	DCT_DHICA
A0A674B4C9	candidate_pool	DCT_DHICA
A0A674F411	candidate_pool	DCT_DHICA
A0A674F415	candidate_pool	DCT_DHICA
A0A674F478	candidate_pool	DCT_DHICA
A0A674F483	candidate_pool	DCT_DHICA
A0A674F4R0	candidate_pool	DCT_DHICA
A0A674F4Y2	candidate_pool	DCT_DHICA
A0A674F5V9	candidate_pool	DCT_DHICA
A0A674F5W4	candidate_pool	DCT_DHICA
A0A674F5W9	candidate_pool	DCT_DHICA
A0A674JM30	candidate_pool	DCT_DHICA
A0A674KBX0	candidate_pool	DCT_DHICA
A0A674KBX7	candidate_pool	DCT_DHICA
A0A6A3DEX7	candidate_pool	hemocyanin
A0A6A3E910	candidate_pool	hemocyanin
A0A6A3GQY2	candidate_pool	hemocyanin
A0A6A3GT16	candidate_pool	hemocyanin
A0A6A3H818	candidate_pool	hemocyanin
A0A6A3HD34	candidate_pool	hemocyanin
A0A6A3I422	candidate_pool	hemocyanin
A0A6A3ID73	candidate_pool	hemocyanin
A0A6A3IIH7	candidate_pool	hemocyanin
A0A6A3IQC5	candidate_pool	hemocyanin
A0A6A3IZK2	candidate_pool	hemocyanin
A0A6A3MUA3	showcase	mononuclear_CuA_loss
A0A6A3PYA1	candidate_pool	hemocyanin
A0A6A3PYG5	candidate_pool	hemocyanin
A0A6A3QF27	candidate_pool	hemocyanin
A0A6A3SNW2	candidate_pool	hemocyanin
A0A6A3T4C2	candidate_pool	hemocyanin
A0A6A3VUU9	candidate_pool	hemocyanin
A0A6A3VZF6	candidate_pool	hemocyanin
A0A6A3WT82	candidate_pool	hemocyanin
A0A6A3XBP4	candidate_pool	hemocyanin
A0A6A4B3R7	candidate_pool	hemocyanin
A0A6A4BF22	candidate_pool	hemocyanin
A0A6A4CBV5	candidate_pool	hemocyanin
A0A6A4CRB3	candidate_pool	hemocyanin
A0A6A4D4C1	candidate_pool	hemocyanin
A0A6A4S5F3	candidate_pool	DCT_DHICA
A0A6A4SGB1	candidate_pool	DCT_DHICA
A0A6A4Z1Y6	candidate_pool	hemocyanin
A0A6A4Z4G4	candidate_pool	oAPO
A0A6A4ZAE7	candidate_pool	oAPO
A0A6A4ZEX0	candidate_pool	oAPO
A0A6A4ZGA7	candidate_pool	oAPO
A0A6A4ZVI5	candidate_pool	hemocyanin
A0A6A4ZWX8	candidate_pool	oAPO
A0A6A4ZX03	candidate_pool	oAPO
A0A6A5A976	candidate_pool	hemocyanin
A0A6A5ADG0	candidate_pool	oAPO
A0A6A5AMC3	candidate_pool	oAPO
A0A6A5EY24	candidate_pool	DCT_DHICA
A0A6A5F1T6	candidate_pool	DCT_DHICA
A0A6A5FMJ6	candidate_pool	DCT_DHICA
A0A6A5KGL5	candidate_pool	oMP
A0A6A5KNT6	candidate_pool	oMP
A0A6A5QMV1	candidate_pool	DCT_DHICA
A0A6A5QQA4	candidate_pool	oMP
A0A6A5RPF7	candidate_pool	oMP
A0A6A5RYQ0	candidate_pool	DCT_DHICA
A0A6A5S9R3	candidate_pool	oAPO
A0A6A5SMN4	candidate_pool	oMP
A0A6A5SUG0	candidate_pool	hemocyanin
A0A6A5T3N3	candidate_pool	oMP
A0A6A5TM62	candidate_pool	hemocyanin
A0A6A5U3X8	candidate_pool	oMP
A0A6A5U9F7	candidate_pool	DCT_DHICA
A0A6A5UEY6	candidate_pool	oAPO
A0A6A5UP97	candidate_pool	DCT_DHICA
A0A6A5VEE5	candidate_pool	oMP
A0A6A5VP72	candidate_pool	oMP
A0A6A5W2X8	candidate_pool	oMP
A0A6A5WAJ2	candidate_pool	oAPO
A0A6A5WD58	candidate_pool	oMP
A0A6A5WGP5	candidate_pool	oMP
A0A6A5WSA6	candidate_pool	oMP
A0A6A5WT48	candidate_pool	hemocyanin
A0A6A5WZS6	candidate_pool	oMP
A0A6A5XX45	candidate_pool	DCT_DHICA
A0A6A5Y4J9	candidate_pool	oMP
A0A6A5Y9G4	candidate_pool	oMP
A0A6A5YDP4	candidate_pool	oAPO
A0A6A5YQ89	candidate_pool	oMP
A0A6A5Z917	candidate_pool	oMP
A0A6A6A168	candidate_pool	oMP
A0A6A6A423	candidate_pool	oMP
A0A6A6ACS6	candidate_pool	hemocyanin
A0A6A6AI16	candidate_pool	oMP
A0A6A6AJ64	candidate_pool	oMP
A0A6A6AS90	candidate_pool	DCT_DHICA
A0A6A6B666	candidate_pool	oMP
A0A6A6BQV3	candidate_pool	oMP
A0A6A6CER1	candidate_pool	oAPO
A0A6A6CER1	candidate_pool	DCT_DHICA
A0A6A6CTG2	candidate_pool	oMP
A0A6A6E0T2	candidate_pool	oMP
A0A6A6EQ99	candidate_pool	oMP
A0A6A6EVU5	candidate_pool	oAPO
A0A6A6FLC5	candidate_pool	oMP
A0A6A6GBI3	candidate_pool	oAPO
A0A6A6GKR1	candidate_pool	oMP
A0A6A6I9W4	candidate_pool	oMP
A0A6A6IR15	candidate_pool	oMP
A0A6A6IR15	candidate_pool	oAPO
A0A6A6IXE0	candidate_pool	oMP
A0A6A6JCN2	candidate_pool	oMP
A0A6A6JKI9	candidate_pool	oMP
A0A6A6JR23	candidate_pool	oMP
A0A6A6JZL4	candidate_pool	oMP
A0A6A6NPE1	candidate_pool	oAPO
A0A6A6NZ05	candidate_pool	oMP
A0A6A6P305	candidate_pool	oMP
A0A6A6QIV8	candidate_pool	oMP
A0A6A6RLB0	candidate_pool	DCT_DHICA
A0A6A6RY10	candidate_pool	oMP
A0A6A6SBX8	candidate_pool	DCT_DHICA
A0A6A6TBX0	candidate_pool	oMP
A0A6A6TTQ5	candidate_pool	oMP
A0A6A6U8W6	candidate_pool	oMP
A0A6A6UAE3	candidate_pool	oMP
A0A6A6UN72	candidate_pool	oMP
A0A6A6V5Z2	candidate_pool	oMP
A0A6A6V958	candidate_pool	hemocyanin
A0A6A6V9L9	candidate_pool	oMP
A0A6A6VLY7	candidate_pool	oMP
A0A6A6VNE3	candidate_pool	oMP
A0A6A6VYK2	candidate_pool	oMP
A0A6A6VZ00	candidate_pool	DCT_DHICA
A0A6A6W7X2	candidate_pool	oMP
A0A6A6X999	candidate_pool	oMP
A0A6A6XS31	candidate_pool	oMP
A0A6A6YDA9	candidate_pool	oMP
A0A6A6Z4Q4	candidate_pool	oAPO
A0A6A6ZWM6	candidate_pool	oMP
A0A6A7AAT9	candidate_pool	oMP
A0A6A7AEL9	candidate_pool	oMP
A0A6A7AZY7	candidate_pool	oMP
A0A6A7BAH6	candidate_pool	oMP
A0A6A7BAZ2	candidate_pool	oMP
A0A6B0RVB9	candidate_pool	DCT_DHICA
A0A6B0RY59	candidate_pool	DCT_DHICA
A0A6B9QJU3	candidate_pool	DCT_DHICA
A0A6B9QKL4	candidate_pool	oAPO
A0A6C0HC93	candidate_pool	DCT_DHICA
A0A6C0KH90	candidate_pool	DCT_DHICA
A0A6C0KIT8	candidate_pool	DCT_DHICA
A0A6C0LTM3	candidate_pool	DCT_DHICA
A0A6D2WLM4	candidate_pool	DCT_DHICA
A0A6D2X2W5	candidate_pool	DCT_DHICA
A0A6D2XP49	candidate_pool	DCT_DHICA
A0A6G0HIY7	candidate_pool	DCT_DHICA
A0A6G0J6V0	candidate_pool	DCT_DHICA
A0A6G0J8P5	candidate_pool	DCT_DHICA
A0A6G0JMA7	candidate_pool	hemocyanin
A0A6G0MHL7	candidate_pool	hemocyanin
A0A6G0MHQ7	candidate_pool	hemocyanin
A0A6G0QAM8	candidate_pool	hemocyanin
A0A6G0QBL9	candidate_pool	hemocyanin
A0A6G0QBV8	candidate_pool	hemocyanin
A0A6G0R0K5	candidate_pool	hemocyanin
A0A6G0SNM6	candidate_pool	hemocyanin
A0A6G0WF35	candidate_pool	hemocyanin
A0A6G0WYR1	candidate_pool	hemocyanin
A0A6G0X2P4	candidate_pool	oAPO
A0A6G0XE75	candidate_pool	oAPO
A0A6G0XEC3	candidate_pool	oAPO
A0A6G0XPY3	candidate_pool	oAPO
A0A6G0XR43	candidate_pool	oAPO
A0A6G0XRD8	candidate_pool	oAPO
A0A6G1A822	candidate_pool	DCT_DHICA
A0A6G1AEW7	candidate_pool	DCT_DHICA
A0A6G1GDK8	candidate_pool	oMP
A0A6G1GF28	candidate_pool	oMP
A0A6G1HXT1	candidate_pool	oMP
A0A6G1INV5	candidate_pool	oMP
A0A6G1JNJ9	candidate_pool	oMP
A0A6G1JXQ0	candidate_pool	DCT_DHICA
A0A6G1K7W6	candidate_pool	oMP
A0A6G1KA37	candidate_pool	oMP
A0A6G1L2W6	candidate_pool	oMP
A0A6G1M512	candidate_pool	oMP
A0A6G1PBM0	candidate_pool	DCT_DHICA
A0A6G1PX29	candidate_pool	DCT_DHICA
A0A6G1Q602	candidate_pool	DCT_DHICA
A0A6G2BAK0	candidate_pool	oAPO
A0A6G4QTK5	candidate_pool	DCT_DHICA
A0A6H9V3S2	candidate_pool	DCT_DHICA
A0A6I6N6T5	candidate_pool	oAPO
A0A6I8S8C5	candidate_pool	DCT_DHICA
A0A6I9HI68	candidate_pool	DCT_DHICA
A0A6I9IHY3	candidate_pool	DCT_DHICA
A0A6I9LQ25	candidate_pool	DCT_DHICA
A0A6I9MDC2	candidate_pool	DCT_DHICA
A0A6I9MZ41	candidate_pool	DCT_DHICA
A0A6I9NBZ5	candidate_pool	DCT_DHICA
A0A6I9PFY4	candidate_pool	DCT_DHICA
A0A6I9QIW5	candidate_pool	DCT_DHICA
A0A6I9RDH9	candidate_pool	DCT_DHICA
A0A6I9X224	candidate_pool	DCT_DHICA
A0A6I9XAN8	candidate_pool	DCT_DHICA
A0A6I9ZTC4	candidate_pool	DCT_DHICA
A0A6J0A597	candidate_pool	DCT_DHICA
A0A6J0HSI8	candidate_pool	DCT_DHICA
A0A6J0IIC8	candidate_pool	DCT_DHICA
A0A6J0SQE0	candidate_pool	DCT_DHICA
A0A6J0SW19	candidate_pool	DCT_DHICA
A0A6J0WVF2	candidate_pool	DCT_DHICA
A0A6J1UHZ7	candidate_pool	DCT_DHICA
A0A6J2CVM5	candidate_pool	DCT_DHICA
A0A6J2ES63	candidate_pool	DCT_DHICA
A0A6J2GYQ9	candidate_pool	DCT_DHICA
A0A6J2IKT7	candidate_pool	DCT_DHICA
A0A6J2MIL9	candidate_pool	DCT_DHICA
A0A6J2MT63	candidate_pool	DCT_DHICA
A0A6J2Q2T7	candidate_pool	DCT_DHICA
A0A6J2Q5N3	candidate_pool	DCT_DHICA
A0A6J2RMT7	candidate_pool	DCT_DHICA
A0A6J2RXQ1	candidate_pool	DCT_DHICA
A0A6J2VVP9	candidate_pool	DCT_DHICA
A0A6J2WAJ1	candidate_pool	DCT_DHICA
A0A6J2WEP8	candidate_pool	DCT_DHICA
A0A6J3E978	candidate_pool	DCT_DHICA
A0A6J3EJK3	candidate_pool	DCT_DHICA
A0A6J3HUM0	candidate_pool	DCT_DHICA
A0A6J3JNQ6	candidate_pool	DCT_DHICA
A0A6J3LW51	candidate_pool	oAPO
A0A6J3MCF2	candidate_pool	oAPO
A0A6J8CIC7	candidate_pool	DCT_DHICA
A0A6J8E5E4	candidate_pool	oAPO
A0A6J8E5E4	candidate_pool	DCT_DHICA
A0A6J8EIX1	candidate_pool	hemocyanin
A0A6J8EWK6	candidate_pool	DCT_DHICA
A0A6M3Z7I9	candidate_pool	DCT_DHICA
A0A6P3EM25	candidate_pool	DCT_DHICA
A0A6P3ETL0	candidate_pool	DCT_DHICA
A0A6P3HNW9	candidate_pool	DCT_DHICA
A0A6P3HXY8	candidate_pool	DCT_DHICA
A0A6P3IUI9	candidate_pool	DCT_DHICA
A0A6P3PYB1	candidate_pool	DCT_DHICA
A0A6P3RFC7	candidate_pool	DCT_DHICA
A0A6P3VT16	candidate_pool	DCT_DHICA
A0A6P3W1X2	candidate_pool	DCT_DHICA
A0A6P4ZW15	candidate_pool	DCT_DHICA
A0A6P5A764	candidate_pool	DCT_DHICA
A0A6P5AGC0	candidate_pool	DCT_DHICA
A0A6P5C7F9	candidate_pool	DCT_DHICA
A0A6P5CQM7	candidate_pool	DCT_DHICA
A0A6P5IH15	candidate_pool	DCT_DHICA
A0A6P5J2K7	candidate_pool	DCT_DHICA
A0A6P5PJQ9	candidate_pool	DCT_DHICA
A0A6P5QYZ9	candidate_pool	DCT_DHICA
A0A6P6HWD8	candidate_pool	DCT_DHICA
A0A6P6I7U8	candidate_pool	DCT_DHICA
A0A6P6I7X4	candidate_pool	DCT_DHICA
A0A6P6I8I8	candidate_pool	DCT_DHICA
A0A6P6JJR2	candidate_pool	DCT_DHICA
A0A6P6PSJ1	candidate_pool	DCT_DHICA
A0A6P6PTF3	candidate_pool	DCT_DHICA
A0A6P6Q1G2	candidate_pool	DCT_DHICA
A0A6P7HLH2	candidate_pool	DCT_DHICA
A0A6P7HX38	candidate_pool	DCT_DHICA
A0A6P7I321	candidate_pool	DCT_DHICA
A0A6P7K693	candidate_pool	DCT_DHICA
A0A6P7LD16	candidate_pool	DCT_DHICA
A0A6P7LE96	candidate_pool	DCT_DHICA
A0A6P7LXQ7	candidate_pool	DCT_DHICA
A0A6P7LYR8	candidate_pool	DCT_DHICA
A0A6P7NI18	candidate_pool	DCT_DHICA
A0A6P7S851	candidate_pool	DCT_DHICA
A0A6P7WYI7	candidate_pool	DCT_DHICA
A0A6P7XSA6	candidate_pool	DCT_DHICA
A0A6P8AME8	candidate_pool	oMP
A0A6P8AZF3	candidate_pool	oAPO
A0A6P8B4K3	candidate_pool	oAPO
A0A6P8BEE0	candidate_pool	oMP
A0A6P8BJH6	candidate_pool	oMP
A0A6P8BM78	candidate_pool	oMP
A0A6P8H174	candidate_pool	DCT_DHICA
A0A6P8RID2	candidate_pool	DCT_DHICA
A0A6P8RJZ1	candidate_pool	DCT_DHICA
A0A6P8T6M3	candidate_pool	DCT_DHICA
A0A6P8TMZ0	candidate_pool	DCT_DHICA
A0A6P8TY54	candidate_pool	DCT_DHICA
A0A6P8VSU0	candidate_pool	DCT_DHICA
A0A6P9BEB3	candidate_pool	DCT_DHICA
A0A6P9C0R9	candidate_pool	DCT_DHICA
A0A6P9C0T3	candidate_pool	DCT_DHICA
A0A6Q2XIH0	candidate_pool	DCT_DHICA
A0A6Q2XKY1	candidate_pool	DCT_DHICA
A0A6Q2XLM6	candidate_pool	DCT_DHICA
A0A6Q2XXP6	candidate_pool	DCT_DHICA
A0A6Q2XZA4	candidate_pool	DCT_DHICA
A0A6Q2Y715	candidate_pool	DCT_DHICA
A0A6Q2YPD2	candidate_pool	DCT_DHICA
A0A6Q2Z6S2	candidate_pool	DCT_DHICA
A0A6Q2ZF86	candidate_pool	DCT_DHICA
A0A6S6W4U5	candidate_pool	oMP
A0A6S6W716	candidate_pool	oMP
A0A6S6WQV4	candidate_pool	oMP
A0A6V1WW05	candidate_pool	DCT_DHICA
A0A6V7TIR8	candidate_pool	oMP
A0A6V7U0J2	candidate_pool	DCT_DHICA
A0A6V7V3L9	candidate_pool	DCT_DHICA
A0A6V7Y6T9	candidate_pool	DCT_DHICA
A0A6V8H7W0	candidate_pool	oMP
A0A6V8R0R1	candidate_pool	oAPO
A0A7C8IMI0	candidate_pool	oMP
A0A7C8IQU8	candidate_pool	oMP
A0A7C8JV30	candidate_pool	oMP
A0A7C8KEE4	candidate_pool	oMP
A0A7C8M1F0	candidate_pool	oMP
A0A7C8MA78	candidate_pool	oMP
