accession	organism_id	lineage	nucleotide_acc	protein_id	molecule_type	n_embl_refs
A0A384V9U2	8255		MF095845	ASW16809.1	mRNA	1
A0A384V9Z0	8255		MF095844	ASW16808.1	mRNA	1
A0A385SND3	2321403		CP032382	AYB30960.1	Genomic_DNA	1
A0A395GZZ7	1448316		KZ824437	RAL01177.1	Genomic_DNA	1
A0A395HY22	1450537		KZ824286	RAL11758.1	Genomic_DNA	1
A0A395IW83	38457		QKRW01000018	RAL63673.1	Genomic_DNA	1
A0A395M6Y4	2675880		PXXK01000524	RFN43635.1	Genomic_DNA	1
A0A395MKK6	2675880		PXXK01000210	RFN48421.1	Genomic_DNA	1
A0A395MRP0	2675880		PXXK01000130	RFN50638.1	Genomic_DNA	1
A0A395MRW2	2675880		PXXK01000128	RFN50708.1	Genomic_DNA	1
A0A395MVI2	2675880		PXXK01000089	RFN51902.1	Genomic_DNA	1
A0A395N2K0	2675880		PXXK01000028	RFN54334.1	Genomic_DNA	1
A0A395RK05	694270		PXOG01000341	RGP60415.1	Genomic_DNA	1
A0A395RVR6	5514		PXOF01000122	RGP63932.1	Genomic_DNA	1
A0A395S0C6	5514		PXOF01000099	RGP65856.1	Genomic_DNA	1
A0A395SCX6	5514		PXOF01000055	RGP70027.1	Genomic_DNA	1
A0A395SM33	694270		PXOG01000144	RGP73135.1	Genomic_DNA	1
A0A395T644	694270		PXOG01000041	RGP79772.1	Genomic_DNA	1
A0A396ZRZ2	112090		QUTA01013179	RHX96774.1	Genomic_DNA	1
A0A396ZW50	112090		QUSZ01010154	RHX98363.1	Genomic_DNA	1
A0A397A3C6	112090		QUSZ01008138	RHY00875.1	Genomic_DNA	1
A0A397A491	112090		QUSZ01008619	RHY00181.1	Genomic_DNA	1
A0A397AAT8	112090		QUSZ01006907	RHY04176.1	Genomic_DNA	3
A0A397AFH0	112090		QUTA01008016	RHY05054.1	Genomic_DNA	1
A0A397AG26	112090		QUTA01007952	RHY05254.1	Genomic_DNA	1
A0A397AKU1	112090		QUSZ01005923	RHY07656.1	Genomic_DNA	2
A0A397AP35	112090		QUTA01007404	RHY07191.1	Genomic_DNA	1
A0A397AX90	112090		QUSZ01004852	RHY12413.1	Genomic_DNA	1
A0A397AZ25	112090		QUSZ01005074	RHY11328.1	Genomic_DNA	1
A0A397BKS3	112090		QUTA01004721	RHY18645.1	Genomic_DNA	1
A0A397BLC7	112090		QUTA01004355	RHY20114.1	Genomic_DNA	1
A0A397BPY8	112090		QUSZ01002006	RHY23847.1	Genomic_DNA	1
A0A397BYR1	112090		QUTA01002842	RHY25742.1	Genomic_DNA	1
A0A397C8W8	112090		QUTC01011615	RHY38430.1	Genomic_DNA	1
A0A397CCK8	112090		QUTC01008441	RHY43873.1	Genomic_DNA	1
A0A397CDV6	112090		QUTD01008861	RHY44585.1	Genomic_DNA	1
A0A397CWG7	112090		QUTD01006624	RHY54354.1	Genomic_DNA	1
A0A397D945	112090		QUTD01005551	RHY61050.1	Genomic_DNA	1
A0A397DBR8	112090		QUTC01005266	RHY59204.1	Genomic_DNA	1
A0A397DFP7	112090		QUTC01004593	RHY63593.1	Genomic_DNA	1
A0A397DKV6	112090		QUTC01004550	RHY63892.1	Genomic_DNA	1
A0A397DM57	112090		QUTD01005115	RHY64033.1	Genomic_DNA	1
A0A397DXJ3	112090		QUTD01003668	RHY71844.1	Genomic_DNA	1
A0A397E0M5	112090		QUTD01003081	RHY74117.1	Genomic_DNA	2
A0A397EBP2	112090		QUTE01023715	RHY79808.1	Genomic_DNA	1
A0A397EFZ1	112090		QUTD01011414	RHY39978.1	Genomic_DNA	3
A0A397EM03	112090		QUTE01022031	RHY82868.1	Genomic_DNA	1
A0A397EQH8	112090		QUTE01014108	RHZ03095.1	Genomic_DNA	1
A0A397EQT5	112090		QUTE01014905	RHZ01170.1	Genomic_DNA	1
A0A397EYH3	112090		QUTE01013192	RHZ05130.1	Genomic_DNA	1
A0A397EYS8	112090		QUTE01011576	RHZ09376.1	Genomic_DNA	1
A0A397FVJ8	112090		QUTE01001055	RHZ41405.1	Genomic_DNA	1
A0A397FW62	112090		QUTE01000681	RHZ41575.1	Genomic_DNA	1
A0A397FW77	112090		QUTF01024061	RHY85655.1	Genomic_DNA	2
A0A397GNQ0	41047		NKHU02000157	RHZ50653.1	Genomic_DNA	1
A0A397HXJ2	41047		NKHU02000010	RHZ66718.1	Genomic_DNA	1
A0A3A2ZL74	2070753		MVGC01000098	RJE23969.1	Genomic_DNA	1
A0A3B1A6T7	652676		UOFR01000070	VAW99781.1	Genomic_DNA	1
A0A3B3BFY0	30732					0
A0A3B3C5P9	30732					0
A0A3B3D742	30732					0
A0A3B3HNW7	8090					0
A0A3B3RTU8	1676925					0
A0A3B3RUK8	1676925					0
A0A3B3UYU5	48699					0
A0A3B3VV23	48699					0
A0A3B3VWM5	48699					0
A0A3B3WBT2	48701					0
A0A3B3XQT9	48701					0
A0A3B3YLN6	48701					0
A0A3B4AC74	409849					0
A0A3B4ADU2	409849					0
A0A3B4BND2	42514					0
A0A3B4CFX1	42514					0
A0A3B4EIX7	42514					0
A0A3B4FG38	303518					0
A0A3B4FYK7	303518					0
A0A3B4GFB7	303518					0
A0A3B4TBV6	41447					0
A0A3B4TFS6	41447					0
A0A3B4TWE3	41447					0
A0A3B4WKJ4	1841481					0
A0A3B4X2W4	1841481					0
A0A3B4YUV4	1841481					0
A0A3B4ZCP6	144197					0
A0A3B5A0W4	144197					0
A0A3B5BEW8	144197					0
A0A3B5KSR6	32473					0
A0A3B5MYR5	32473					0
A0A3D8QBA9	1810919		PVWQ01000022	RDW58940.1	Genomic_DNA	1
A0A3D8RM42	1849047		PDLM01000006	RDW75127.1	Genomic_DNA	1
A0A3D8S1L2	1849047		PDLM01000004	RDW80146.1	Genomic_DNA	1
A0A3D8SG06	1849047		PDLM01000002	RDW85203.1	Genomic_DNA	1
A0A3D8SUF2	1810919		PVWQ01000002	RDW89926.1	Genomic_DNA	1
A0A3D8T276	565419		PDLN01000002	RDW92531.1	Genomic_DNA	1
A0A3F2RCF2	325452		MBDO02000695	RLN52851.1	Genomic_DNA	2
A0A3F2RHN5	325452		MBDO02000414	RLN55745.1	Genomic_DNA	2
A0A3F2RUY6	325452		MBDO02000066	RLN64759.1	Genomic_DNA	1
A0A3F3QCJ1	1341132		KZ852036	RDH36908.1	Genomic_DNA	1
A0A3L6MS08	396571		MRCU01000019	RKK06848.1	Genomic_DNA	1
A0A3L6N6A1	396571		MRCU01000009	RKK12162.1	Genomic_DNA	1
A0A3L6N987	396571		MRCU01000008	RKK13848.1	Genomic_DNA	1
A0A3L6NAE7	396571		MRCU01000008	RKK13773.1	Genomic_DNA	1
A0A3L6NY19	396571		MRCU01000002	RKK24784.1	Genomic_DNA	1
A0A3L8SQ64	44316		QUSF01000011	RLW05353.1	Genomic_DNA	1
A0A3L8SSY9	44316		QUSF01000007	RLW07677.1	Genomic_DNA	1
A0A3M0K1G4	333673		QRBI01000120	RMC06828.1	Genomic_DNA	1
A0A3M2RUE8	2010991		NKUJ01000264	RMJ08926.1	Genomic_DNA	1
A0A3M2SKX3	2010991		NKUJ01000022	RMJ18206.1	Genomic_DNA	1
A0A3M6VTR1	542832		QLLG01000016	RMX69702.1	Genomic_DNA	2
A0A3M6VVA3	542832		QLLG01000015	RMX69716.1	Genomic_DNA	1
A0A3M6XEI8	91943		QWIJ01000038	RMX89202.1	Genomic_DNA	2
A0A3M6YZX8	91943		QWIK01000305	RMY08616.1	Genomic_DNA	1
A0A3M7ABI4	91943		QWIJ01000247	RMX85013.1	Genomic_DNA	4
A0A3M7B0Z1	91943		QWIL01000700	RMY15069.1	Genomic_DNA	2
A0A3M7B3B7	91943		QWIL01000458	RMY18607.1	Genomic_DNA	2
A0A3M7BEN6	91943		QWIJ01001105	RMX76484.1	Genomic_DNA	4
A0A3M7CJK9	91943		QWIO01002671	RMY52298.1	Genomic_DNA	1
A0A3M7CSU3	91943		QWIN01000263	RMY55129.1	Genomic_DNA	1
A0A3M7CXP5	91943		QWIO01002386	RMY56781.1	Genomic_DNA	2
A0A3M7D5T6	91943		QWIP01000580	RMY59672.1	Genomic_DNA	1
A0A3M7D6P6	91943		QWIN01000078	RMY59975.1	Genomic_DNA	1
A0A3M7D722	91943		QWIN01000075	RMY60095.1	Genomic_DNA	1
A0A3M7DUU3	91943		QWIP01000247	RMY68105.1	Genomic_DNA	1
A0A3M7EJ56	91943		QWIP01000044	RMY76114.1	Genomic_DNA	1
A0A3M7EZ73	91943		QWIR01000234	RMY81928.1	Genomic_DNA	1
A0A3M7F181	91943		QWIR01000207	RMY82638.1	Genomic_DNA	1
A0A3M7F2W2	91943		QWIQ01000533	RMY83083.1	Genomic_DNA	2
A0A3M7GMT4	91943		QWIS01000196	RMZ02035.1	Genomic_DNA	1
A0A3M7GQX7	91943		QWIO01000224	RMZ03115.1	Genomic_DNA	1
A0A3M7ICN7	91943		QWIT01000507	RMZ23155.1	Genomic_DNA	1
A0A3M7IGM6	91943		QWIT01000399	RMZ24710.1	Genomic_DNA	1
A0A3M7IJ01	91943		QWIT01000348	RMZ25530.1	Genomic_DNA	1
A0A3M7LZQ1	1302712		KE747810	RMZ67659.1	Genomic_DNA	1
A0A3M7M028	1302712		KE747814	RMZ67855.1	Genomic_DNA	1
A0A3M9YBL7	1051616		RBVV01000034	RNJ57849.1	Genomic_DNA	1
A0A3M9YFZ5	1051616		RBVV01000016	RNJ59497.1	Genomic_DNA	1
A0A3N0XHY2	495550		RJVU01075617	ROI16029.1	Genomic_DNA	1
A0A3N0XPI7	495550		RJVU01066372	ROI93603.1	Genomic_DNA	1
A0A3N2PZA1	1314773		ML119053	ROT39850.1	Genomic_DNA	1
A0A3N4HK73	1160509		ML119795	RPA74265.1	Genomic_DNA	1
A0A3N4HNW1	1160509		ML119762	RPA75533.1	Genomic_DNA	1
A0A3N4IM56	1160509		ML119647	RPA87212.1	Genomic_DNA	1
A0A3N4L0J3	1392247		ML119119	RPB14091.1	Genomic_DNA	1
A0A3P6TB98	42156		UYRX01000177	VDK76560.1	Genomic_DNA	1
A0A3P7FTP6	6293		UYWW01003253	VDM12585.1	Genomic_DNA	1
A0A3P7IN91	40348		UYYB01001605	VDM65887.1	Genomic_DNA	1
A0A3P8NDL3	8154					0
A0A3P8NDN7	8154					0
A0A3P8PJY2	8154					0
A0A3P8U5E1	161767					0
A0A3P8U758	161767					0
A0A3P8UDW3	161767					0
A0A3P8V942	244447					0
A0A3P8VAX3	244447					0
A0A3P8VLF5	244447					0
A0A3P8XCB2	8010					0
A0A3P8Y2J2	8010					0
A0A3P8ZF14	8010					0
A0A3P8ZVH5	8010					0
A0A3P8ZVY5	8010					0
A0A3P9AAR5	8010					0
A0A3P9AVJ5	106582					0
A0A3P9B1W8	106582					0
A0A3P9DC38	106582					0
A0A3P9HD27	8090					0
A0A3P9HUT8	8090					0
A0A3P9IZ81	8090					0
A0A3P9JAE5	8090					0
A0A3P9JBJ1	8090					0
A0A3P9L231	8090					0
A0A3P9L9J1	8090					0
A0A3P9L9X8	8090					0
A0A3P9N0X5	8081					0
A0A3P9N163	8081					0
A0A3P9P2X5	8081					0
A0A3P9P302	8081					0
A0A3P9PZR6	8081					0
A0A3Q0QR14	61819					0
A0A3Q0RUU3	61819					0
A0A3Q0SHH6	61819					0
A0A3Q1B9B7	80972					0
A0A3Q1CK43	80972					0
A0A3Q1CMG6	80972					0
A0A3Q1FDS5	80966					0
A0A3Q1G2J3	80966					0
A0A3Q1GSN1	80966					0
A0A3Q1IL05	64144					0
A0A3Q1J1E2	64144					0
A0A3Q1JJ77	64144					0
A0A3Q2CB79	28743					0
A0A3Q2CUV5	28743					0
A0A3Q2GWB6	9796					0
A0A3Q2NSX4	8078					0
A0A3Q2QD09	8078					0
A0A3Q2R1G3	8078					0
A0A3Q2W562	8153					0
A0A3Q2WSZ8	8153					0
A0A3Q2XJH5	109280					0
A0A3Q2Z9X0	37003					0
A0A3Q2ZVE6	37003					0
A0A3Q3BEH9	37003					0
A0A3Q3BRV6	8153					0
A0A3Q3DH73	109280					0
A0A3Q3E0W9	109280					0
A0A3Q3G2Y0	56723					0
A0A3Q3IGK4	43700					0
A0A3Q3MIY8	56723					0
A0A3Q3NRP3	56723					0
A0A3Q3Q6F1	43700					0
A0A3Q3QNB4	43700					0
A0A3Q3RR85	205130					0
A0A3Q3WEW6	94237					0
A0A3Q3X6A3	94237					0
A0A3Q4BB99	94237					0
A0A3Q4GY09	32507					0
A0A3Q4HL65	32507					0
A0A3Q4I364	32507					0
A0A3Q7PLZ6	34884					0
A0A3Q7QN99	34884					0
A0A3Q7RSQ9	34884					0
A0A3Q7SFB0	9627					0
A0A3Q7T8P3	9627					0
A0A3Q7TDD6	9627					0
A0A3R6VRZ5	157072		QUSY01001381	RHY25152.1	Genomic_DNA	1
A0A3R6WJ77	112090		QUTF01025875	RHY82908.1	Genomic_DNA	1
A0A3R6WTM7	112090		QUTG01003858	RHY90011.1	Genomic_DNA	1
A0A3R6X6W7	112090		QUTB01004911	RHY58889.1	Genomic_DNA	1
A0A3R6ZA35	112090		QUTF01006295	RHZ40674.1	Genomic_DNA	1
A0A3R7A7P4	112090		QUTF01013765	RHZ16159.1	Genomic_DNA	1
A0A3R7BWT8	112090		QUTG01005436	RHY85642.1	Genomic_DNA	2
A0A3R7CD36	112090		QUTB01005920	RHY52596.1	Genomic_DNA	2
A0A3R7CFL8	112090		QUTG01005472	RHY85573.1	Genomic_DNA	2
A0A3R7E8Z5	112090		QUTG01003184	RHY92734.1	Genomic_DNA	2
A0A3R7EE27	112090		QUTG01002249	RHY97059.1	Genomic_DNA	2
A0A3R7EK41	112090		QUTG01008658	RHY80363.1	Genomic_DNA	2
A0A3R7FSD3	1245748		NIDN02000094	RLL96930.1	Genomic_DNA	1
A0A3R7G723	1245748		NIDN02000173	RLL95005.1	Genomic_DNA	1
A0A3R7GQK8	325452		MBAD02000255	RLN70345.1	Genomic_DNA	1
A0A3R7JUU1	325452		JPWV03000118	KAG2524269.1	Genomic_DNA	4
A0A3R7MJX7	325452		JPWV03000686	KAG2506574.1	Genomic_DNA	4
A0A3R7WGA7	112090		MZMZ02002655	RQM24765.1	Genomic_DNA	1
A0A3R7WQH8	112090		MZMZ02001555	RQM29045.1	Genomic_DNA	1
A0A3R7WVT5	112090		MZMZ02004394	RQM19343.1	Genomic_DNA	1
A0A3R7ZIF7	112090		MZMZ02001730	RQM28508.1	Genomic_DNA	1
A0A3R8D824	112090		MZMZ02003249	RQM22225.1	Genomic_DNA	1
A0A3S0ZXU8	188477		RQTK01000058	RUS89368.1	Genomic_DNA	1
A0A3S2M115	123683		CM012457	RVE57951.1	Genomic_DNA	1
A0A3S2MHN1	123683		CM012437	RVE76178.1	Genomic_DNA	1
A0A3S2NZS6	123683		CM012454	RVE60648.1	Genomic_DNA	1
A0A3S4AJV5	2587410		OUUZ01000001	SPQ19171.1	Genomic_DNA	1
A0A3S5CXF1	2587410		OUUZ01000013	SPQ24201.1	Genomic_DNA	1
A0A3S6E8Q4	8845		KR080366	AMK49339.1	Genomic_DNA	1
A0A3S6E9F5	8845		KR080365	AMK49338.1	mRNA	1
A0A401L4E0	105351		BDHI01000028	GCB26394.1	Genomic_DNA	1
A0A401NZ10	75743		BFAA01002903	GCB66101.1	Genomic_DNA	1
A0A401PZ68	75743		BFAA01013100	GCB78370.1	Genomic_DNA	1
A0A401RYW3	137246		BEZZ01000027	GCC23342.1	Genomic_DNA	1
A0A401S865	137246		BEZZ01000130	GCC26589.1	Genomic_DNA	1
A0A401VX81	92743		BHZD01000001	GCD41689.1	Genomic_DNA	1
A0A409VYZ7	181874		NHTK01005914	PPQ71451.1	Genomic_DNA	1
A0A409X771	93625		NHYD01002450	PPQ86638.1	Genomic_DNA	1
A0A418AHC0	157072		QUSY01002412	RHY21320.1	Genomic_DNA	1
A0A418AND4	157072		QUSY01001000	RHY26442.1	Genomic_DNA	1
A0A418AQE9	157072		QUSY01000786	RHY27375.1	Genomic_DNA	1
A0A418BCD2	112090		QUTB01012036	RHY36522.1	Genomic_DNA	1
A0A418C2V2	112090		QUTB01004473	RHY61824.1	Genomic_DNA	1
A0A418CC15	112090		QUTB01002375	RHY72918.1	Genomic_DNA	1
A0A418E6Z8	112090		QUTH01006405	RHZ07327.1	Genomic_DNA	1
A0A418FGP4	112090		QUTF01011265	RHZ29275.1	Genomic_DNA	1
A0A418G3G2	112090		QUTF01000489	RHZ42749.1	Genomic_DNA	1
A0A420ME85	5507		MRCX01000297	RKK66396.1	Genomic_DNA	1
A0A420MKG6	5507		MRCX01000183	RKK68520.1	Genomic_DNA	1
A0A420N1W1	5507		MRCX01000073	RKK74297.1	Genomic_DNA	1
A0A420PID6	5507		MRCY01000197	RKK92298.1	Genomic_DNA	1
A0A420QHZ5	5507		MRCY01000120	RKK96452.1	Genomic_DNA	1
A0A420RSH4	5507		JAAFOW010003162	KAF5255474.1	Genomic_DNA	2
A0A420SE78	5507		JAAFOW010002829	KAF5256059.1	Genomic_DNA	1
A0A420TI82	948311		MRDB01000016	RKL41278.1	Genomic_DNA	1
A0A420TRM3	948311		MRDB01000010	RKL44094.1	Genomic_DNA	1
A0A420XYP0	177199		QVQW01000091	RKU40784.1	Genomic_DNA	1
A0A420YH84	177199		QVQW01000010	RKU47247.1	Genomic_DNA	1
A0A421ESP4	325452		MAYM02002328	RLM96209.1	Genomic_DNA	1
A0A421F565	325452		MAYM02001226	RLN21612.1	Genomic_DNA	1
A0A421GCW4	325452		MBDN02000711	RLN73592.1	Genomic_DNA	1
A0A421GP30	325452		MBDN02000150	RLN79342.1	Genomic_DNA	1
A0A423XP21	1230097		LKEB01000001	ROW17991.1	Genomic_DNA	1
A0A425CIB3	542832		QKXF01000110	RQM16734.1	Genomic_DNA	1
A0A425D2Q0	112090		MZMZ02002937	RQM23527.1	Genomic_DNA	1
A0A425DJS3	112090		MZMZ02001271	RQM29584.1	Genomic_DNA	1
A0A428R852	1325734		NKCI01000001	RSL73657.1	Genomic_DNA	1
A0A428RBY3	1325733		NKCL01000374	RSL75050.1	Genomic_DNA	1
A0A428TJN8	131363		NIZV01000178	RSM02270.1	Genomic_DNA	1
A0A428U2W7	2604345		NKCK01000033	RSM08624.1	Genomic_DNA	1
A0A430LRB3	1147111		MIKF01000099	RTE78287.1	Genomic_DNA	1
A0A437A7Y6	97331		SAEB01000003	RVD87221.1	Genomic_DNA	1
A0A437AMZ0	291195		RCSS01000185	RVD92581.1	Genomic_DNA	1
A0A438NAJ9	212818		NAJM01000011	RVX72642.1	Genomic_DNA	1
A0A438NAZ0	212818		NAJM01000010	RVX72796.1	Genomic_DNA	1
A0A439CSR6	363999		RYZI01000466	RWA05207.1	Genomic_DNA	1
A0A443RHX3	1965070		NCKU01000602	RWS14872.1	Genomic_DNA	1
A0A444RPW9	27337		RSDZ01000110	RXG43212.1	Genomic_DNA	1
A0A444UFZ1	7906		SCEB01214642	RXM34082.1	Genomic_DNA	1
A0A446BNG4	2587410		OUUZ01000011	SPQ24035.1	Genomic_DNA	1
A0A446BT56	2587410		OUUZ01000015	SPQ25703.1	Genomic_DNA	1
A0A448ZLY4	183589		CAACVS010000513	VEU43056.1	Genomic_DNA	1
A0A452DWF7	9925					0
A0A452DWL9	9925					0
A0A452DWM5	9925					0
A0A452G6V3	9925					0
A0A452H6R3	38772					0
A0A452H732	38772					0
A0A452HRJ3	38772					0
A0A452QQ82	9643					0
A0A452VN17	29073					0
A0A454TKW0	1310165		RJTL01000043	RNM02584.1	Genomic_DNA	1
A0A480DHR1	9823		DQIR01019101	HCZ74576.1	Transcribed_RNA	2
A0A484CCH2	8167		SCKG01000019	TDG99712.1	Genomic_DNA	1
A0A484CVA8	8167		SCKG01000011	TDH06858.1	Genomic_DNA	1
A0A484DM79	8167		SCKG01000002	TDH16114.1	Genomic_DNA	1
A0A484FEN9	1213857		AMCV02000040	TDZ15437.1	Genomic_DNA	1
A0A485K5I4	120398		VJMH01000130	KAF0718708.1	Genomic_DNA	2
A0A485K9M7	120398		VJMH01000130	KAF0718707.1	Genomic_DNA	2
A0A485KAJ9	120398		VJMH01000130	KAF0718706.1	Genomic_DNA	2
A0A485KB07	120398		VJMH01000875	KAF0714024.1	Genomic_DNA	2
A0A485KBW3	120398		VJMH01001230	KAF0712587.1	Genomic_DNA	2
A0A485KGF6	120398		VJMH01001522	KAF0711710.1	Genomic_DNA	2
A0A485KUM6	120398		VJMH01005295	KAF0697734.1	Genomic_DNA	2
A0A485KVJ9	120398		VJMH01005348	KAF0697004.1	Genomic_DNA	2
A0A485L799	120398		VJMH01006059	KAF0691581.1	Genomic_DNA	2
A0A485L7D7	120398		VJMH01006059	KAF0691585.1	Genomic_DNA	2
A0A485L8F1	120398		VJMH01005867	KAF0692596.1	Genomic_DNA	2
A0A485LCV6	120398		VJMH01006410	KAF0689811.1	Genomic_DNA	2
A0A485LJ45	120398		VJMH01006748	KAF0688187.1	Genomic_DNA	2
A0A485LKF7	120398		VJMH01006905	KAF0687517.1	Genomic_DNA	2
A0A485LNI1	120398		VJMH01007305	KAF0684236.1	Genomic_DNA	2
A0A485LSG3	120398		VJMH01007489	KAF0682759.1	Genomic_DNA	2
A0A485MED1	191816		CAAGRJ010001170	VFV18837.1	Genomic_DNA	1
A0A485MFQ4	191816		CAAGRJ010001170	VFV18838.1	Genomic_DNA	1
A0A485MGV5	191816		CAAGRJ010001170	VFV18836.1	Genomic_DNA	1
A0A485PM80	191816		CAAGRJ010037385	VFV45333.1	Genomic_DNA	1
A0A493SW79	8840					0
A0A498MNB4	84645		QBIY01012622	RXN21102.1	Genomic_DNA	1
A0A498MUD3	84645		QBIY01013430	RXN04700.1	Genomic_DNA	2
A0A498S7U2	6277		UPTC01000278	VBB27738.1	Genomic_DNA	1
A0A4D9EV54	55544		QXTE01000010	TFK14449.1	Genomic_DNA	1
A0A4D9FCN3	55544		QXTE01000004	TFK15600.1	Genomic_DNA	1
A0A4E9F948	6279		CAAKNF010000192	VIO92634.1	Genomic_DNA	1
A0A4P7N7E5	318829		CP034206	QBZ58607.1	Genomic_DNA	1
A0A4P7N9G8	318829		CP034206	QBZ57961.1	Genomic_DNA	1
A0A4P7NV04	318829		CP034210	QBZ66407.1	Genomic_DNA	1
A0A4P9YZC7	1712513		KZ989730	RKP25486.1	Genomic_DNA	1
A0A4P9Z6Q7	1712513		KZ989220	RKP27360.1	Genomic_DNA	1
A0A4P9ZSR0	215637		ML002623	RKP36616.1	Genomic_DNA	1
A0A4Q2VEP5	451672		MQTW01000094	RYC86151.1	Genomic_DNA	1
A0A4Q2W8U2	451672		MQTW01000011	RYC94768.1	Genomic_DNA	1
A0A4Q2WA02	451672		MQTW01000004	RYC96254.1	Genomic_DNA	1
A0A4Q4M2L8	119927		PDXA01000054	RYN40440.1	Genomic_DNA	1
A0A4Q4MJ71	119927		PDXA01000015	RYN51742.1	Genomic_DNA	1
A0A4Q4MRC4	119927		PDXA01000006	RYN57498.1	Genomic_DNA	1
A0A4Q4NDK1	5599		PDXD01000017	RYN74434.1	Genomic_DNA	1
A0A4Q4NSL7	5599		PDXD01000002	RYN81672.1	Genomic_DNA	1
A0A4Q4NUK9	5599		PDXD01000001	RYN83899.1	Genomic_DNA	1
A0A4Q4PFX6	119927		PDXB01000020	RYN25062.1	Genomic_DNA	2
A0A4Q4PJE0	119927		PDXB01000012	RYN28795.1	Genomic_DNA	3
A0A4Q4PZK3	156630		PEJP01000083	RYO29491.1	Genomic_DNA	1
A0A4Q4RS51	156630		PEJP01000027	RYO60020.1	Genomic_DNA	1
A0A4Q4RSY1	156630		PEJP01000026	RYO60300.1	Genomic_DNA	1
A0A4Q4S0H2	156630		PEJP01000022	RYO63263.1	Genomic_DNA	1
A0A4Q4TQ47	155417		QJNU01000063	RYP08444.1	Genomic_DNA	1
A0A4Q9FQZ1	1080224		SIRS01000002	TBN17800.1	Genomic_DNA	1
A0A4Q9PR44	114155		ML143390	TBU33894.1	Genomic_DNA	2
A0A4R8PUJ5	1347390		QAPG01000256	TDZ29471.1	Genomic_DNA	1
A0A4R8Q226	1347390		QAPG01000088	TDZ32018.1	Genomic_DNA	1
A0A4R8Q3V8	1347390		QAPG01000096	TDZ31720.1	Genomic_DNA	1
A0A4R8QSZ7	1347390		QAPG01000012	TDZ39075.1	Genomic_DNA	1
A0A4R8RCG3	5466		RYZW01000061	TDZ54226.1	Genomic_DNA	1
A0A4R8RDW8	5466		RYZW01000050	TDZ55009.1	Genomic_DNA	1
A0A4R8RTP9	5466		RYZW01000001	TDZ75107.1	Genomic_DNA	1
A0A4R8TKA8	1347389		QAPF01000061	TEA18662.1	Genomic_DNA	1
A0A4R8TSG9	1347389		QAPF01000015	TEA21626.1	Genomic_DNA	1
A0A4S4M1Y3	1095465		SGPL01000061	THH18895.1	Genomic_DNA	1
A0A4S4MA69	1095465		SGPL01000001	THH21568.1	Genomic_DNA	1
A0A4S8LAP1	1314807		ML179534	THU85700.1	Genomic_DNA	1
A0A4S8M8C5	1314807		ML179133	THU98609.1	Genomic_DNA	1
A0A4S8QPY5	278940		PQXL01000407	THV46191.1	Genomic_DNA	1
A0A4S8RXG8	5580		QZAF01001130	THV63607.1	Genomic_DNA	1
A0A4S8VLN7	5580		QZAJ01000342	THW11370.1	Genomic_DNA	1
A0A4S8VNS7	5580		QZAN01000026	THW63678.1	Genomic_DNA	1
A0A4S8XLG5	5580		QZAM01000131	THW41122.1	Genomic_DNA	2
A0A4S8XYB0	5580		QZAL01000054	THW42965.1	Genomic_DNA	1
A0A4S8ZCU3	5580		QZAO01000574	THW63248.1	Genomic_DNA	1
A0A4S9CKJ3	5580		QZAV01000338	THX29269.1	Genomic_DNA	1
A0A4S9CQ93	5580		QZAS01000020	THX09456.1	Genomic_DNA	1
A0A4S9SJZ6	5580		QZBM01000639	THZ12030.1	Genomic_DNA	1
A0A4S9SZK6	5580		QZBN01001846	THZ16295.1	Genomic_DNA	1
A0A4S9W6W5	5580		QZBS01000565	THZ60953.1	Genomic_DNA	1
A0A4S9XKY4	5580		QZBT01000132	THZ80319.1	Genomic_DNA	1
A0A4T0AYN8	5580		QZBU01003622	TIA26760.1	Genomic_DNA	1
A0A4T0B8C7	5580		QZBZ01000402	TIA29843.1	Genomic_DNA	1
A0A4T0VD25	80884		MWPZ01000015	TIC89545.1	Genomic_DNA	1
A0A4T0VSJ6	80884		MWPZ01000006	TIC95301.1	Genomic_DNA	1
A0A4T0W7K4	80884		MWPZ01000003	TID01370.1	Genomic_DNA	1
A0A4T0WFM4	80884		MWPZ01000002	TID04735.1	Genomic_DNA	1
A0A4U1FEJ8	40151		RWIC01000191	TKC47837.1	Genomic_DNA	1
A0A4U5PGP8	34508		AZBU02000002	TKR95573.1	Genomic_DNA	1
A0A4U5TZJ3	240159		CM014079	TKS67156.1	Genomic_DNA	1
A0A4U5U282	240159		CM014080	TKS68039.1	Genomic_DNA	1
A0A4U5U312	240159		CM014080	TKS68108.1	Genomic_DNA	1
A0A4U5VXG9	240159		CM014101	TKS92810.1	Genomic_DNA	1
A0A4U6X1H7	1306861		PJEX01000864	TKW48599.1	Genomic_DNA	1
A0A4U7KLN1	280036		SRRM01000021	TKY84994.1	Genomic_DNA	1
A0A4U8UW01	34508		AZBU02000001	TMS37556.1	Genomic_DNA	1
A0A4U8UZH0	34508		AZBU02000001	TMS37557.1	Genomic_DNA	2
A0A4U9FEL1	5518		CAJPIJ010000214	CAG2010228.1	Genomic_DNA	2
A0A4V1IX23	78915		KZ992505	RKP09559.1	Genomic_DNA	1
A0A4V1WMP5	119927		PDXA01000021	RYN49060.1	Genomic_DNA	1
