accession	organism_id	lineage	nucleotide_acc	protein_id	molecule_type	n_embl_refs
A0ABS0SWE3	2035993		JADWOX010000005	MBI1683859.1	Genomic_DNA	1
A0ABS1DFY7	1088		NRRL01000047	MBK1669384.1	Genomic_DNA	1
A0ABS1NZB4	2802280		JAERRH010000003	MBL1105115.1	Genomic_DNA	1
A0ABS1P986	2802280		JAERRH010000016	MBL1108936.1	Genomic_DNA	1
A0ABS1WIG2	2795739		JAEMEF010000002	MBL7558911.1	Genomic_DNA	1
A0ABS2VTD6	1885		JAFFZS010000015	MBN0046389.1	Genomic_DNA	1
A0ABS3J5N9	2816856		JAFMPY010000016	MBO0904980.1	Genomic_DNA	1
A0ABS4XWU1	76729		JAGIOH010000001	MBP2400989.1	Genomic_DNA	1
A0ABS6QBR2	485876		JABWRZ020000001	MBV4491626.1	Genomic_DNA	1
A0ABS8EGX4	66888		JAINUL010000001	MCC0100405.1	Genomic_DNA	1
A0ABS8I9C0	2780399		JAIVFQ010000022	MCC5600800.1	Genomic_DNA	1
A0ABS8ZNX7	211113		JAJVCN010000003	MCE7009425.1	Genomic_DNA	1
A0ABS9FD76	78544		WKED01000078	MCF5110307.1	Genomic_DNA	1
A0ABS9G7M5						0
A0ABS9JNH7	68277		JAKKZF010000139	MCG0067121.1	Genomic_DNA	1
A0ABS9XB71	2927582		JALDAX010000002	MCI3239291.1	Genomic_DNA	1
A0ABT0NYG0	67315		JAMCCK010000035	MCL3996400.1	Genomic_DNA	1
A0ABT0UYQ7	2897419		JAMQAW010000083	MCM2393712.1	Genomic_DNA	1
A0ABT0WZ33	2950280		JAMQGR010000019	MCM2569289.1	Genomic_DNA	1
A0ABT1QQK3	2963937		JANFQO010000005	MCQ4164561.1	Genomic_DNA	1
A0ABT2ZPY2	2984134		JAOWKZ010000003	MCV2873208.1	Genomic_DNA	1
A0ABT3YNN3	2745509		JANIGP010000001	MCY0106800.1	Genomic_DNA	1
A0ABT4AC96	2995310		JAPNKA010000001	MCY1079287.1	Genomic_DNA	1
A0ABT4KNP9	520838		JAPVOI010000005	MCZ4093459.1	Genomic_DNA	1
A0ABT4VMH7	2993659		JAPJZH010000004	MDA4845258.1	Genomic_DNA	1
A0ABT5BA12	2995305		JAQNDN010000011	MDC0670349.1	Genomic_DNA	1
A0ABT5C395	2995308		JAQNDK010000002	MDC0679657.1	Genomic_DNA	1
A0ABT5NM23	2745512		JAMDHD010000060	MDD0988792.1	Genomic_DNA	1
A0ABT6FUS9	2996052		JAPMUA010000005	MDG3587028.1	Genomic_DNA	1
A0ABT6LHM3	67350		JARXVH010000004	MDH6215807.1	Genomic_DNA	1
A0ABT6WGX1	3045177		JASCTH010000005	MDI6098971.1	Genomic_DNA	1
A0ABT6X1I4	3045177		JASCTH010000052	MDI6105711.1	Genomic_DNA	1
A0ABT7H3U6	68223		JASITI010000066	MDK9500575.1	Genomic_DNA	1
A0ABT7Z8T3	1977088		JAUEPL010000025	MDN3295855.1	Genomic_DNA	1
A0ABT8C4V6	708087		JAUFQS010000007	MDN3687774.1	Genomic_DNA	1
A0ABT9FYM9	89		JAUZEE010000001	MDP4299335.1	Genomic_DNA	1
A0ABT9JGD5	3064387		JAVAMQ010000024	MDP5308849.1	Genomic_DNA	1
A0ABT9LDS4	45398		JAURUD010000001	MDP9681855.1	Genomic_DNA	1
A0ABU0J091	400775		JAUSVS010000018	MDQ0466966.1	Genomic_DNA	1
A0ABU0NRC4	68264		JAUSWV010000002	MDQ0581097.1	Genomic_DNA	1
A0ABU0Q201	67255		JAUSYA010000001	MDQ0683940.1	Genomic_DNA	1
A0ABU0TC15	67370		JAUSZI010000002	MDQ1032334.1	Genomic_DNA	1
A0ABU0XXK1	29581		JAVFKP010000005	MDQ4628304.1	Genomic_DNA	1
A0ABU1D0H3	515393		JAVGXC010000055	MDR0193035.1	Genomic_DNA	1
A0ABU1LM08	169427		JAVDRP010000002	MDR6407600.1	Genomic_DNA	1
A0ABU1LQ40	169427		JAVDRP010000003	MDR6408650.1	Genomic_DNA	1
A0ABU1MXI3	2010972		JAVDRL010000004	MDR6530737.1	Genomic_DNA	1
A0ABU2SMY1	3075519		JAVRFI010000008	MDT0450332.1	Genomic_DNA	1
A0ABU2SWM0	3075519		JAVRFI010000030	MDT0453402.1	Genomic_DNA	1
A0ABU2WI91	3075609		JAVRIC010000008	MDT0497290.1	Genomic_DNA	1
A0ABU3LA82	3076079		JAVTTP010000002	MDT7830651.1	Genomic_DNA	1
A0ABU3VGX6	1631240		JASMWN010000014	MDU9005433.1	Genomic_DNA	1
A0ABU4T9S4	3095431		JAXAVW010000030	MDX8034855.1	Genomic_DNA	1
A0ABU4TMS8	3095430		JAXAVV010000004	MDX8049582.1	Genomic_DNA	1
A0ABU4XE34	3072316		JAVIIZ010000005	MDX8472879.1	Genomic_DNA	1
A0ABU5KX76	2219225		JAXUBM010000008	MDZ5738521.1	Genomic_DNA	1
A0ABU7Z0F0	1749332		JAXGFP010000006	MEG3184718.1	Genomic_DNA	1
A0ABU8FF18	3127667		JBAWSX010000003	MEI4801287.1	Genomic_DNA	1
A0ABU9QB80	273251		JAZHGC010000009	MEM5286696.1	Genomic_DNA	1
A0ABU9X948	3143436		JBDGHN010000002	MEN2751499.1	Genomic_DNA	1
A0ABU9X9V4	3143436		JBDGHN010000002	MEN2751501.1	Genomic_DNA	1
A0ABU9Y882	301154		JBDIME010000022	MEN2792019.1	Genomic_DNA	1
A0ABV0CJA9	3110228		JAYFSJ010000006	MEN7431109.1	Genomic_DNA	1
A0ABV0F9P3	1108595		JBDOJC010000001	MEO2215833.1	Genomic_DNA	1
A0ABV0H704	686831		JBDQQU010000013	MEO3955597.1	Genomic_DNA	1
A0ABV1TI03	3154389		JBEOZM010000006	MER6269172.1	Genomic_DNA	1
A0ABV1U8B2	3154379		JBEPAZ010000014	MER6429845.1	Genomic_DNA	1
A0ABV1UTF3	68285		JBEPBX010000008	MER6614068.1	Genomic_DNA	1
A0ABV1Z0I5	483206		JAMYQB010000011	MER9405336.1	Genomic_DNA	1
A0ABV2I0A5	1209948		JBEPLM010000013	MET3596204.1	Genomic_DNA	1
A0ABV2RXN8	375		JBEPTQ010000002	MET4721693.1	Genomic_DNA	1
A0ABV2UZV7	249581		JBEXPZ010000023	MET9846610.1	Genomic_DNA	1
A0ABV2ZAT7	3155129		JBEZVE010000002	MEU3779657.1	Genomic_DNA	1
A0ABV3A5C7	67297		JBFAEG010000006	MEU5707123.1	Genomic_DNA	1
A0ABV3A804	67297		JBFAEG010000009	MEU5708078.1	Genomic_DNA	1
A0ABV4P1X4	393907		JBGMEK010000038	MFA0812345.1	Genomic_DNA	1
A0ABV5P621	66881		JBHMCR010000001	MFB9518569.1	Genomic_DNA	1
A0ABV6HFH7	760123		JBHLWO010000001	MFC0316900.1	Genomic_DNA	1
A0ABV6JDE8	206163		JBHLVF010000034	MFC0393767.1	Genomic_DNA	1
A0ABV7XM35	1648966		JBHRYA010000003	MFC3715829.1	Genomic_DNA	1
A0ABV8JG77	1547892		JBHSBL010000041	MFC4072720.1	Genomic_DNA	1
A0ABV8PKK5	1775168		JBHSCL010000004	MFC4220522.1	Genomic_DNA	1
A0ABV9BEJ2	68195		JBHSFS010000002	MFC4512445.1	Genomic_DNA	1
A0ABV9BPW4	68195		JBHSFS010000012	MFC4516074.1	Genomic_DNA	1
A0ABV9ZR41	1416876		JBHSKG010000030	MFC5142926.1	Genomic_DNA	1
A0ABW0AKD9	67271		JBHSKP010000005	MFC5152129.1	Genomic_DNA	1
A0ABW0UH65	349910		JBHSNY010000001	MFC5632692.1	Genomic_DNA	1
A0ABW0X066	67330		JBHSOF010000005	MFC5662579.1	Genomic_DNA	1
A0ABW1ETR9	67265		JBHSOD010000008	MFC5885209.1	Genomic_DNA	1
A0ABW1EZ25	67265		JBHSOD010000026	MFC5887387.1	Genomic_DNA	1
A0ABW2YH98	262323		JBHTIF010000001	MFD0725899.1	Genomic_DNA	1
A0ABW4AR86	512349		JBHTMK010000064	MFD1373088.1	Genomic_DNA	1
A0ABW4WPH7	1300310		JBHUGY010000074	MFD2058375.1	Genomic_DNA	1
A0ABW4XUU2	2055905		JBHUHU010000001	MFD2098870.1	Genomic_DNA	1
A0ABW5MSE8	1775166		JBHULB010000007	MFD2586197.1	Genomic_DNA	1
A0ABW6M374	1306990		JBIAHM010000004	MFE9599908.1	Genomic_DNA	1
A0ABW6YNF0	42237		JBICBM010000001	MFF9880315.1	Genomic_DNA	1
A0ABW7PFR1	67353		JBBDHD010000039	MFH7596866.1	Genomic_DNA	1
A0ABW7QBQ2	3248839		JBIQWL010000008	MFH8252312.1	Genomic_DNA	1
A0ABW7T5P6	97398		JBIRRB010000004	MFI0911727.1	Genomic_DNA	1
A0ABW8CCG1	375757		JBITYG010000008	MFI9104113.1	Genomic_DNA	1
A0ABW8CT20	1896		JBITYT010000004	MFI9119659.1	Genomic_DNA	1
A0ABW8E1M4	1880678		JBIUWZ010000012	MFJ2678568.1	Genomic_DNA	1
A0ABW8R094	2853159		JBJHQF010000013	MFK9004620.1	Genomic_DNA	1
A0ABW8R418	2853159		JBJHQF010000036	MFK9006491.1	Genomic_DNA	1
A0ABW8WV86	3232314		JBFQGM010000014	MFL9465004.1	Genomic_DNA	1
A0ABW8XK08	3232311		JBFPMW010000015	MFL9822004.1	Genomic_DNA	1
A0ABW9CBJ6	1245417		JAQQDH010000018	MFM0448262.1	Genomic_DNA	1
A0ABW9NQ24	2577098		VDEQ01000072	MQS35402.1	Genomic_DNA	1
A0ABW9P1B4	2577098		VDEQ01000328	MQS39383.1	Genomic_DNA	1
A0ABX1AHC8	2720025		JAATEM010000035	NJP53264.1	Genomic_DNA	1
A0ABX1INI2	33898		JAAXMD010000211	NKQ26865.1	Genomic_DNA	1
A0ABX1MER1	417115		QMEC01000109	NMF65595.1	Genomic_DNA	1
A0ABX1P9S6	385972		QMEB01000102	NMG20557.1	Genomic_DNA	1
A0ABX2QSF3	117680		JACARY010000014	NWD94734.1	Genomic_DNA	1
A0ABX3CA99	1903179		MKCT01000041	OHX19205.1	Genomic_DNA	1
A0ABX3G3F2	681158		MQUR01000024	OLZ67913.1	Genomic_DNA	1
A0ABX3GCF7	681158		MQUR01000003	OLZ73181.1	Genomic_DNA	1
A0ABX4IYW7	1184720		NWSL01000056	PDS46406.1	Genomic_DNA	1
A0ABX4JH41	1538159		NWSY01000050	PDT19365.1	Genomic_DNA	1
A0ABX4Y6U4	707248		POWE01000064	PNQ92695.1	Genomic_DNA	1
A0ABX7K4S3	2812000		CP070506	QSB41710.1	Genomic_DNA	1
A0ABX7ZE98	28097		CP046729	QUP53573.1	Genomic_DNA	1
A0ABX7ZSL6	3037696		CP046674	QUP58381.1	Genomic_DNA	1
A0ABX8L774	1530123		CP077365	QXB46612.1	Genomic_DNA	1
A0ABX9EDT1	531938		QLTT01000003	RAS67356.1	Genomic_DNA	1
A0ABY0T4X6	169669		LT629708	SDP91106.1	Genomic_DNA	1
A0ABY0TGF5	1231		FNKY01000001	SDQ78406.1	Genomic_DNA	1
A0ABY0THM8	1231		FNKY01000001	SDQ83904.1	Genomic_DNA	1
A0ABY0TIF9	1231		FNKY01000001	SDQ88843.1	Genomic_DNA	1
A0ABY2RQH2	2571143		SUMD01000001	TJZ81317.1	Genomic_DNA	1
A0ABY3QAS2	2992140		CP088100	UFW82986.1	Genomic_DNA	1
A0ABY4ZHF5	114686		CP099468	USQ88401.1	Genomic_DNA	1
A0ABY6BE40	2976241		CP104694	UXI68057.1	Genomic_DNA	1
A0ABY6END5	2981135		CP106795	UXY35911.1	Genomic_DNA	1
A0ABY9EQN0	2954082		CP117454	WLG82922.1	Genomic_DNA	1
A0ABY9GZ39	2954098		CP117430	WLI20766.1	Genomic_DNA	1
A0ABY9SUW3	1940636		CP127845	WMY87384.1	Genomic_DNA	1
A0ABY9WX93	83450		CP043494	WNG47735.1	Genomic_DNA	1
A0ABZ0KMA8	116188		CP137524	WOT39026.1	Genomic_DNA	1
A0ABZ0LUF1	3081768		CP137573	WOX22394.1	Genomic_DNA	1
A0ABZ1ADG6	915099		CP139639	WRI26976.1	Genomic_DNA	1
A0ABZ1IW01	1827580		CP108125	WTO83128.1	Genomic_DNA	1
A0ABZ1KSB6	67255		CP108164	WTQ81386.1	Genomic_DNA	1
A0ABZ1TQA4	1961		CP108090	WUQ17018.1	Genomic_DNA	1
A0ABZ1U9Y4	67352		CP108110	WUQ87695.1	Genomic_DNA	1
A0ABZ1WVE8	67350		CP109011	WUT43774.1	Genomic_DNA	1
A0ABZ1ZIG4	1892		CP109491	WUX37158.1	Genomic_DNA	1
A0ACC5MEJ0	198618		JACHVR010000001	MBB2887026.1	Genomic_DNA	1
A0ACC6LFG7	2740531		JAVLRO010000007	MDR9877184.1	Genomic_DNA	1
A0ACC6N6D9	3031128		JAYESG010000030	MEA3521230.1	Genomic_DNA	1
A1BB10	318586		CP000491	ABL72704.1	Genomic_DNA	1
A3P7S5						0
A9G933	448385		AM746676	CAN99114.1	Genomic_DNA	1
B0CN01	1914		DQ838002	ABQ41256.1	Genomic_DNA	1
B1W2B2	455632		AP009493	BAG19276.1	Genomic_DNA	1
B2IXG2	63737		CP001037	ACC79984.1	Genomic_DNA	1
B2JRT6	391038		CP001044	ACC73855.1	Genomic_DNA	1
B5GYQ0	1901		CM000914	EFG04698.2	Genomic_DNA	1
B8J766	455488		CP001359	ACL65256.1	Genomic_DNA	1
E6X453	688270		CP002453	ADV50395.1	Genomic_DNA	1
E8V089	401053		CP002467	ADV83307.1	Genomic_DNA	1
F6G0K5						0
F8B1J1	2716812		CP002801	AEH10743.1	Genomic_DNA	1
G2ZVV5						0
G3A6V4						0
I2NBP1	1114943		CP029159	QKM65923.1	Genomic_DNA	1
J2Y1W2						0
K0K5F6	1179773		HE804045	CCH31783.1	Genomic_DNA	1
K2PTI3	555500		AMSG01000013	EKF54894.1	Genomic_DNA	1
K9U0G3	251229		CP003597	AFY88582.1	Genomic_DNA	1
L0N6P7						0
L8PB09						0
N8S2A5						0
Q01WC9						0
Q0FSM9	314265		AATQ01000008	EAU47224.1	Genomic_DNA	1
Q1AUN4	266117		CP000386	ABG04894.1	Genomic_DNA	1
Q1QPI1	323097		CP000319	ABE61866.1	Genomic_DNA	1
Q21NZ9	203122		CP000282	ABD79580.1	Genomic_DNA	1
Q2YAJ8	323848		CP000103	ABB74223.1	Genomic_DNA	1
Q3JKD8						0
Q7NXK8	243365		AE016825	AAQ59294.1	Genomic_DNA	1
Q8KIL0	347834		U80928	AAM54973.1	Genomic_DNA	1
Q8XZA3	267608		AL646052	CAD15203.1	Genomic_DNA	1
R0D4R7	1292034		APMP01000002	ENZ83400.1	Genomic_DNA	1
R8Y290						0
S4MKR0	1283301		AOPY01001578	EPJ36190.1	Genomic_DNA	1
S5UXE3	1214242		CP006259	AGS67709.1	Genomic_DNA	1
S9NZH2	1242864		ANAH02000035	EPX57590.1	Genomic_DNA	1
U1TTP3						0
V7D4V9						0
V9V1D4						0
W0V0D2	1349767		HG322949	CDG82289.1	Genomic_DNA	1
W4LRD4	1429438		AZHW01000338	ETX00440.1	Genomic_DNA	1
W4M1T4	1429439		AZHX01001358	ETX03906.1	Genomic_DNA	1
