accession	group	subgroup
A0ABU2WI91	canonical_novelty	Asn205_R
A0ABU3LA82	canonical_novelty	Asn205_R
A0ABU3VGX6	canonical_novelty	Asn205_F
A0ABU4T9S4	canonical_novelty	Phe227_V
A0ABU4TMS8	canonical_novelty	Phe227_V
A0ABU4XE34	canonical_novelty	Phe227_V
A0ABU5KX76	canonical_novelty	His230_Y
A0ABU7Z0F0	canonical_novelty	Glu195_D
A0ABU8FF18	canonical_novelty	Gly46_A
A0ABU9QB80	canonical_novelty	Gly46_H
A0ABU9X948	canonical_novelty	Arg209_E
A0ABU9X9V4	canonical_novelty	Arg209_E
A0ABU9Y882	canonical_novelty	Arg209_C
A0ABV0CJA9	canonical_novelty	Glu195_D
A0ABV0F9P3	canonical_novelty	Glu195_D
A0ABV0H704	canonical_novelty	Glu195_D
A0ABV1TI03	canonical_novelty	Arg209_H
A0ABV1U8B2	canonical_novelty	Gly46_Y
A0ABV1UTF3	canonical_novelty	Gly46_I
A0ABV1Z0I5	canonical_novelty	His230_F
A0ABV2I0A5	canonical_novelty	Glu195_D
A0ABV2I0A5	canonical_novelty	His230_V
A0ABV2RXN8	canonical_novelty	Glu195_D
A0ABV2RXN8	canonical_novelty	His230_I
A0ABV2UZV7	canonical_novelty	Val218_S
A0ABV2ZAT7	canonical_novelty	Gly46_Y
A0ABV3A5C7	canonical_novelty	Gly46_Y
A0ABV3A804	canonical_novelty	Gly46_I
A0ABV4P1X4	canonical_novelty	Glu195_I
A0ABV4P1X4	canonical_novelty	His230_F
A0ABV4P1X4	canonical_novelty	Phe65_Y
A0ABV5P621	canonical_novelty	Val218_S
A0ABV6HFH7	canonical_novelty	His230_I
A0ABV6JDE8	canonical_novelty	Gly46_H
A0ABV6JDE8	canonical_novelty	His230_I
A0ABV7XM35	canonical_novelty	Glu195_Y
A0ABV7XM35	canonical_novelty	Gly46_H
A0ABV8JG77	canonical_novelty	Val218_R
A0ABV8PKK5	canonical_novelty	Asn205_R
A0ABV9BEJ2	canonical_novelty	Glu195_I
A0ABV9BEJ2	canonical_novelty	His230_F
A0ABV9BPW4	canonical_novelty	Gly46_I
A0ABV9ZR41	canonical_novelty	His230_F
A0ABV9ZR41	canonical_novelty	Phe65_Y
A0ABW0AKD9	canonical_novelty	Val218_S
A0ABW0UH65	canonical_novelty	Gly46_Y
A0ABW0X066	canonical_novelty	Val218_S
A0ABW1ETR9	canonical_novelty	His230_F
A0ABW1EZ25	canonical_novelty	Glu195_I
A0ABW1EZ25	canonical_novelty	His230_Y
A0ABW1EZ25	canonical_novelty	Phe65_Y
A0ABW2YH98	canonical_novelty	Glu195_Y
A0ABW4AR86	canonical_novelty	Val218_R
A0ABW4WPH7	canonical_novelty	Glu195_D
A0ABW4WPH7	canonical_novelty	His230_V
A0ABW4XUU2	canonical_novelty	Asn205_R
A0ABW5MSE8	canonical_novelty	His230_M
A0ABW5MSE8	canonical_novelty	Phe227_V
A0ABW6M374	canonical_novelty	Phe227_V
A0ABW6YNF0	canonical_novelty	Gly46_Y
A0ABW7PFR1	canonical_novelty	Gly46_L
A0ABW7QBQ2	canonical_novelty	Gly46_D
A0ABW7T5P6	canonical_novelty	Gly46_I
A0ABW8CCG1	canonical_novelty	Gly46_Y
A0ABW8CT20	canonical_novelty	Gly46_I
A0ABW8E1M4	canonical_novelty	Gly46_A
A0ABW8R094	canonical_novelty	His230_Y
A0ABW8R418	canonical_novelty	Gly46_A
A0ABW8WV86	canonical_novelty	His230_I
A0ABW8XK08	canonical_novelty	His230_I
A0ABW9CBJ6	canonical_novelty	Phe227_V
A0ABW9NQ24	canonical_novelty	Val218_S
A0ABW9P1B4	canonical_novelty	Val218_S
A0ABX1AHC8	canonical_novelty	Gly46_I
A0ABX1INI2	canonical_novelty	Gly46_I
A0ABX1MER1	canonical_novelty	His230_I
A0ABX1P9S6	canonical_novelty	His230_V
A0ABX2QSF3	canonical_novelty	His230_Y
A0ABX3CA99	canonical_novelty	Glu195_D
A0ABX3G3F2	canonical_novelty	Glu195_I
A0ABX3G3F2	canonical_novelty	His230_F
A0ABX3G3F2	canonical_novelty	Phe65_Y
A0ABX3GCF7	canonical_novelty	Arg209_H
A0ABX4IYW7	canonical_novelty	Val218_E
A0ABX4JH41	canonical_novelty	Val218_E
A0ABX4Y6U4	canonical_novelty	Glu195_I
A0ABX4Y6U4	canonical_novelty	His230_F
A0ABX4Y6U4	canonical_novelty	Phe65_Y
A0ABX7K4S3	canonical_novelty	His230_Y
A0ABX7ZE98	canonical_novelty	Gly46_D
A0ABX7ZSL6	canonical_novelty	Gly46_D
A0ABX8L774	canonical_novelty	Arg209_C
A0ABX9EDT1	canonical_novelty	Phe227_V
A0ABY0T4X6	canonical_novelty	His230_Y
A0ABY0TGF5	canonical_novelty	Arg209_C
A0ABY0THM8	canonical_novelty	Val218_S
A0ABY0TIF9	canonical_novelty	His230_I
A0ABY2RQH2	canonical_novelty	Phe227_V
A0ABY3QAS2	canonical_novelty	Glu195_D
A0ABY3QAS2	canonical_novelty	His230_I
A0ABY4ZHF5	canonical_novelty	Gly46_Y
A0ABY6BE40	canonical_novelty	Glu195_D
A0ABY6END5	canonical_novelty	Gly46_Y
A0ABY9EQN0	canonical_novelty	Val218_S
A0ABY9GZ39	canonical_novelty	Val218_S
A0ABY9SUW3	canonical_novelty	His230_Y
A0ABY9WX93	canonical_novelty	Val218_S
A0ABZ0KMA8	canonical_novelty	Phe227_V
A0ABZ0LUF1	canonical_novelty	Gly46_Y
A0ABZ1ADG6	canonical_novelty	His230_Y
A0ABZ1IW01	canonical_novelty	His230_V
A0ABZ1KSB6	canonical_novelty	Gly46_Y
A0ABZ1TQA4	canonical_novelty	Arg209_H
A0ABZ1U9Y4	canonical_novelty	Glu195_I
A0ABZ1U9Y4	canonical_novelty	His230_F
A0ABZ1WVE8	canonical_novelty	Gly46_Y
A0ABZ1ZIG4	canonical_novelty	Val218_S
A0ACC5MEJ0	canonical_novelty	Val218_S
A0ACC6LFG7	canonical_novelty	His230_Y
A0ACC6N6D9	canonical_novelty	Val218_E
A1BB10	canonical_novelty	His230_Y
A3P7S5	canonical_novelty	Gly46_W
A9G933	canonical_novelty	Ala221_L
A9G933	canonical_novelty	Asn205_V
A9G933	canonical_novelty	Glu195_D
B0CN01	canonical_novelty	Gly46_L
B1W2B2	canonical_novelty	Val218_S
B2IXG2	canonical_novelty	Gly46_T
B2JRT6	canonical_novelty	Gly46_H
B5GYQ0	canonical_novelty	Val218_S
B8J766	canonical_novelty	Val218_R
E6X453	canonical_novelty	Asn205_R
E8V089	canonical_novelty	Glu195_D
E8V089	canonical_novelty	His230_I
F6G0K5	canonical_novelty	Gly46_D
F8B1J1	canonical_novelty	Val218_S
G2ZVV5	canonical_novelty	Gly46_D
G3A6V4	canonical_novelty	Gly46_D
I2NBP1	canonical_novelty	Val218_S
J2Y1W2	canonical_novelty	Glu195_I
J2Y1W2	canonical_novelty	His230_F
J2Y1W2	canonical_novelty	Phe65_Y
K0K5F6	canonical_novelty	Gly46_A
K2PTI3	canonical_novelty	Val218_S
K9U0G3	canonical_novelty	His230_I
L0N6P7	canonical_novelty	Gly46_I
L8PB09	canonical_novelty	His230_V
N8S2A5	canonical_novelty	Arg209_C
Q01WC9	canonical_novelty	Glu195_F
Q0FSM9	canonical_novelty	His230_Y
Q1AUN4	canonical_novelty	Gly46_A
Q1QPI1	canonical_novelty	Glu195_D
Q1QPI1	canonical_novelty	His230_V
Q21NZ9	canonical_novelty	Glu195_D
Q2YAJ8	canonical_novelty	Arg209_C
Q3JKD8	canonical_novelty	Gly46_W
Q7NXK8	canonical_novelty	Glu195_D
Q8KIL0	canonical_novelty	Val218_E
Q8XZA3	canonical_novelty	Gly46_D
R0D4R7	canonical_novelty	Arg209_C
R0D4R7	canonical_novelty	Val218_S
R8Y290	canonical_novelty	Arg209_C
S4MKR0	canonical_novelty	Phe227_V
S5UXE3	canonical_novelty	Gly46_I
S9NZH2	canonical_novelty	Val218_S
U1TTP3	canonical_novelty	His230_Y
V7D4V9	canonical_novelty	His230_Y
V9V1D4	canonical_novelty	His230_Y
W0V0D2	canonical_novelty	Arg209_C
W4LRD4	canonical_novelty	Gly46_T
W4LRD4	canonical_novelty	His230_F
W4M1T4	canonical_novelty	His230_F
