accession,pool,canonical,n_his,core_ok,best_ref,best_qtm,n_helix_ok,reason
A0A2T4AYF8,canonical,True,6,False,,,,canonical_geometry
A0A2T4AZV3,canonical,True,6,False,,,,canonical_geometry
A0A2T4BCJ5,canonical,True,6,False,,,,canonical_geometry
A0A2T4BLM2,canonical,True,6,False,,,,canonical_geometry
A0A2T4BQX4,canonical,True,6,False,,,,canonical_geometry
A0A2T4BTU8,canonical,True,6,False,,,,canonical_geometry
A0A2T4C3Y5,canonical,True,6,False,,,,canonical_geometry
A0A2T4FKC8,canonical,True,6,False,,,,canonical_geometry
A0A2T4GCA1,canonical,True,6,False,,,,canonical_geometry
A0A2T4GCD7,discarded,False,3,False,ref_PmTYR,0.418,2,corehelix_core_fail
A0A2T4GCE7,discarded,False,1,False,ref_2Y9W_Abisporus,0.223,0,corehelix_core_fail
A0A2T4GDH2,canonical,True,6,False,,,,canonical_geometry
A0A2T4GF97,canonical,True,6,False,,,,canonical_geometry
A0A2T4GMU5,canonical,True,6,False,,,,canonical_geometry
A0A2T4GS03,canonical,True,6,False,,,,canonical_geometry
A0A2T4GS12,noncanonical,False,5,True,ref_2Y9W_Abisporus,0.503,4,corehelix_core_ok
A0A2T4GUK0,canonical,True,6,False,,,,canonical_geometry
A0A2T4GWT7,canonical,True,6,False,,,,canonical_geometry
A0A2T4GXF8,canonical,True,6,False,,,,canonical_geometry
A0A2T4GXQ3,canonical,True,6,False,,,,canonical_geometry
A0A2T4GY24,discarded,False,3,False,ref_1JS8_squid,0.275,2,corehelix_core_fail
A0A2T4GYH7,canonical,True,6,False,,,,canonical_geometry
A0A2T4HA43,canonical,True,6,False,,,,canonical_geometry
A0A2T5ICY1,canonical,True,6,False,,,,canonical_geometry
A0A2T5IGT7,canonical,True,6,False,,,,canonical_geometry
A0A2T5IHN0,canonical,True,6,False,,,,canonical_geometry
A0A2T5LP23,canonical,True,6,False,,,,canonical_geometry
A0A2T5LTW7,canonical,True,6,False,,,,canonical_geometry
A0A2T6BVL4,noncanonical,False,2,True,ref_2Y9W_Abisporus,0.79,4,corehelix_core_ok
A0A2T6ZB28,canonical,True,6,False,,,,canonical_geometry
A0A2T6ZCK0,canonical,True,6,False,,,,canonical_geometry
A0A2T6ZI61,canonical,True,6,False,,,,canonical_geometry
A0A2T6ZP66,canonical,True,6,False,,,,canonical_geometry
A0A2T6ZP82,discarded,False,5,False,ref_PmTYR,0.644,3,corehelix_core_fail
A0A2T6ZRN0,canonical,True,6,False,,,,canonical_geometry
A0A2T6ZRN3,canonical,True,6,False,,,,canonical_geometry
A0A2T6ZWP4,noncanonical,False,3,True,ref_2Y9W_Abisporus,0.49,4,corehelix_core_ok
A0A2T7A7H9,canonical,True,6,False,,,,canonical_geometry
A0A2T7D022,canonical,True,6,False,,,,canonical_geometry
A0A2T7D080,canonical,True,6,False,,,,canonical_geometry
A0A2T7D4A1,canonical,True,6,False,,,,canonical_geometry
A0A2T7D4A3,canonical,True,6,False,,,,canonical_geometry
A0A2T7D4B7,canonical,True,6,False,,,,canonical_geometry
A0A2T7D4E6,canonical,True,6,False,,,,canonical_geometry
A0A2T7D4G1,canonical,True,6,False,,,,canonical_geometry
A0A2T7DFQ8,canonical,True,6,False,,,,canonical_geometry
A0A2T7DG84,canonical,True,6,False,,,,canonical_geometry
A0A2T7NHK1,canonical,True,6,False,,,,canonical_geometry
A0A2T7NJJ1,discarded,False,6,False,,,,sixHis_fail_geometry
A0A2T7PF37,canonical,True,6,False,,,,canonical_geometry
A0A2T7PF38,discarded,False,3,False,,,,corehelix_core_fail
A0A2T7PF41,canonical,True,6,False,,,,canonical_geometry
A0A2T7PFF3,canonical,True,6,False,,,,canonical_geometry
A0A2T7PFG6,discarded,False,3,False,ref_1JS8_squid,0.298,2,corehelix_core_fail
A0A2T8F577,canonical,True,6,False,,,,canonical_geometry
A0A2T9J0L0,canonical,True,6,False,,,,canonical_geometry
A0A2T9JKS7,canonical,True,6,False,,,,canonical_geometry
A0A2T9K5C6,canonical,True,6,False,,,,canonical_geometry
A0A2T9KBG5,canonical,True,6,False,,,,canonical_geometry
A0A2T9XY85,canonical,True,6,False,,,,canonical_geometry
A0A2T9XY90,canonical,True,6,False,,,,canonical_geometry
A0A2T9XYY4,canonical,True,6,False,,,,canonical_geometry
A0A2T9XZ52,canonical,True,6,False,,,,canonical_geometry
A0A2T9Y0C2,canonical,True,6,False,,,,canonical_geometry
A0A2T9Y3X3,discarded,False,5,False,ref_PmTYR,0.373,3,corehelix_core_fail
A0A2T9Y5C0,canonical,True,6,False,,,,canonical_geometry
A0A2T9Y7Q6,canonical,True,6,False,,,,canonical_geometry
A0A2T9YAT2,canonical,True,6,False,,,,canonical_geometry
A0A2T9YAT7,canonical,True,6,False,,,,canonical_geometry
A0A2T9YAU9,canonical,True,6,False,,,,canonical_geometry
A0A2T9YAV5,canonical,True,6,False,,,,canonical_geometry
A0A2T9YAX1,canonical,True,6,False,,,,canonical_geometry
A0A2T9YEX5,canonical,True,6,False,,,,canonical_geometry
A0A2T9YL16,canonical,True,6,False,,,,canonical_geometry
A0A2T9YQ48,canonical,True,6,False,,,,canonical_geometry
A0A2T9YX01,canonical,True,6,False,,,,canonical_geometry
A0A2T9YY23,canonical,True,6,False,,,,canonical_geometry
A0A2T9YY63,canonical,True,6,False,,,,canonical_geometry
A0A2T9YZI7,canonical,True,6,False,,,,canonical_geometry
A0A2T9Z019,discarded,False,4,False,ref_PmTYR,0.594,2,corehelix_core_fail
A0A2T9Z3X5,canonical,True,6,False,,,,canonical_geometry
A0A2T9Z5Q6,canonical,True,6,False,,,,canonical_geometry
A0A2T9Z5R5,canonical,True,6,False,,,,canonical_geometry
A0A2T9Z971,canonical,True,6,False,,,,canonical_geometry
A0A2T9ZCQ6,canonical,True,6,False,,,,canonical_geometry
A0A2T9ZCW7,canonical,True,6,False,,,,canonical_geometry
A0A2T9ZGP7,canonical,True,6,False,,,,canonical_geometry
A0A2T9ZGW2,canonical,True,6,False,,,,canonical_geometry
A0A2T9ZGX3,canonical,True,6,False,,,,canonical_geometry
A0A2T9ZGY8,canonical,True,6,False,,,,canonical_geometry
A0A2U1IVG1,canonical,True,6,False,,,,canonical_geometry
A0A2U1IWC9,canonical,True,6,False,,,,canonical_geometry
A0A2U1J1R3,canonical,True,6,False,,,,canonical_geometry
A0A2U1J5T8,canonical,True,6,False,,,,canonical_geometry
A0A2U1J9W4,canonical,True,6,False,,,,canonical_geometry
A0A2U1JAK2,canonical,True,6,False,,,,canonical_geometry
A0A2U1JAZ7,canonical,True,6,False,,,,canonical_geometry
A0A2U1JE60,canonical,True,6,False,,,,canonical_geometry
A0A2U1JEC5,canonical,True,6,False,,,,canonical_geometry
A0A2U1JEL2,canonical,True,6,False,,,,canonical_geometry
A0A2U1KQI7,discarded,False,3,False,ref_1BT3_Ibatatas,0.501,2,corehelix_core_fail
A0A2U1KUF4,canonical,True,6,False,,,,canonical_geometry
A0A2U1LPB1,canonical,True,6,False,,,,canonical_geometry
A0A2U1MGY2,canonical,True,6,False,,,,canonical_geometry
A0A2U1MTB0,canonical,True,6,False,,,,canonical_geometry
A0A2U1NJZ8,canonical,True,6,False,,,,canonical_geometry
A0A2U1NLY5,canonical,True,6,False,,,,canonical_geometry
A0A2U1P4Z6,canonical,True,6,False,,,,canonical_geometry
A0A2U1P522,discarded,False,1,False,ref_1BT3_Ibatatas,0.456,0,corehelix_core_fail
A0A2U1PEX4,canonical,True,6,False,,,,canonical_geometry
A0A2U1PFS0,canonical,True,6,False,,,,canonical_geometry
A0A2U1PHG2,canonical,True,6,False,,,,canonical_geometry
A0A2U1PHI4,canonical,True,6,False,,,,canonical_geometry
A0A2U1PRI5,canonical,True,6,False,,,,canonical_geometry
A0A2U1Q0M8,canonical,True,6,False,,,,canonical_geometry
A0A2U1Q1V5,discarded,False,6,False,,,,sixHis_fail_geometry
A0A2U3E1U8,canonical,True,6,False,,,,canonical_geometry
A0A2U3E384,canonical,True,6,False,,,,canonical_geometry
A0A2U3E4P9,discarded,False,5,False,ref_2Y9W_Abisporus,0.551,3,corehelix_core_fail
A0A2U3EA21,canonical,True,6,False,,,,canonical_geometry
A0A2U3ELX5,canonical,True,6,False,,,,canonical_geometry
A0A2U3WIZ1,canonical,True,6,False,,,,canonical_geometry
A0A2U3WUA4,canonical,True,6,False,,,,canonical_geometry
A0A2U3X7K0,canonical,True,6,False,,,,canonical_geometry
A0A2U3X7P6,canonical,True,6,False,,,,canonical_geometry
A0A2U3Z4M3,discarded,False,4,False,ref_PmTYR,0.406,2,corehelix_core_fail
A0A2U4A6S1,canonical,True,6,False,,,,canonical_geometry
A0A2U4BB00,canonical,True,6,False,,,,canonical_geometry
A0A2U4CFZ7,canonical,True,6,False,,,,canonical_geometry
A0A2U8WUL3,canonical,True,6,False,,,,canonical_geometry
A0A2U8ZU88,canonical,True,6,False,,,,canonical_geometry
A0A2U9B1J7,canonical,True,6,False,,,,canonical_geometry
A0A2U9B581,canonical,True,6,False,,,,canonical_geometry
A0A2U9B744,canonical,True,6,False,,,,canonical_geometry
A0A2U9BP93,canonical,True,6,False,,,,canonical_geometry
A0A2U9C9H0,canonical,True,6,False,,,,canonical_geometry
A0A2U9NW65,canonical,True,6,False,,,,canonical_geometry
A0A2U9P1B7,canonical,True,6,False,,,,canonical_geometry
A0A2V1CYP5,canonical,True,6,False,,,,canonical_geometry
A0A2V1CZ41,canonical,True,6,False,,,,canonical_geometry
A0A2V1CZ70,discarded,False,5,False,ref_PmTYR,0.684,3,corehelix_core_fail
A0A2V1CZI9,canonical,True,6,False,,,,canonical_geometry
A0A2V1D6V5,canonical,True,6,False,,,,canonical_geometry
A0A2V1D7E7,canonical,True,6,False,,,,canonical_geometry
A0A2V1D8S9,noncanonical,False,5,True,ref_PmTYR,0.672,4,corehelix_core_ok
A0A2V1DAR0,canonical,True,6,False,,,,canonical_geometry
A0A2V1DAS1,canonical,True,6,False,,,,canonical_geometry
A0A2V1DCR4,canonical,True,6,False,,,,canonical_geometry
A0A2V1DF35,canonical,True,6,False,,,,canonical_geometry
A0A2V1DGW1,canonical,True,6,False,,,,canonical_geometry
A0A2V1DJF8,canonical,True,6,False,,,,canonical_geometry
A0A2V1DL57,canonical,True,6,False,,,,canonical_geometry
A0A2V1DNM0,canonical,True,6,False,,,,canonical_geometry
A0A2V1DQ54,canonical,True,6,False,,,,canonical_geometry
A0A2V1DQC5,canonical,True,6,False,,,,canonical_geometry
A0A2V1DQK9,canonical,True,6,False,,,,canonical_geometry
A0A2V1DTY0,canonical,True,6,False,,,,canonical_geometry
A0A2V1DUF3,canonical,True,6,False,,,,canonical_geometry
A0A2V1DYD0,canonical,True,6,False,,,,canonical_geometry
A0A2V1DYE3,canonical,True,6,False,,,,canonical_geometry
A0A2V1DZT3,canonical,True,6,False,,,,canonical_geometry
A0A2V1E5D8,canonical,True,6,False,,,,canonical_geometry
A0A2V1E8H3,canonical,True,6,False,,,,canonical_geometry
A0A2V1EA28,canonical,True,6,False,,,,canonical_geometry
A0A2V1EB40,noncanonical,False,5,True,ref_2Y9W_Abisporus,0.547,4,corehelix_core_ok
A0A2V3IRL0,canonical,True,6,False,,,,canonical_geometry
A0A2V3ITQ3,canonical,True,6,False,,,,canonical_geometry
A0A2V3J6W0,canonical,True,7,False,,,,canonical_geometry
A0A2V5GXR1,canonical,True,6,False,,,,canonical_geometry
A0A2V5GZD8,canonical,True,6,False,,,,canonical_geometry
A0A2V5H0W5,canonical,True,6,False,,,,canonical_geometry
A0A2V5H2F1,canonical,True,6,False,,,,canonical_geometry
A0A2V5H5N5,canonical,True,6,False,,,,canonical_geometry
A0A2V5H7P1,canonical,True,6,False,,,,canonical_geometry
A0A2V5HIN9,canonical,True,6,False,,,,canonical_geometry
A0A2V5HJC8,canonical,True,6,False,,,,canonical_geometry
A0A2V5HTW1,canonical,True,6,False,,,,canonical_geometry
A0A2V5IDW1,noncanonical,False,5,True,ref_PmTYR,0.686,4,corehelix_core_ok
A0A2V5IGT7,canonical,True,6,False,,,,canonical_geometry
A0A2V5IH92,canonical,True,6,False,,,,canonical_geometry
A0A2V5IL99,canonical,True,6,False,,,,canonical_geometry
A0A2V5IXN2,canonical,True,6,False,,,,canonical_geometry
A0A2V5JDM1,noncanonical,False,4,True,ref_PmTYR,0.52,4,corehelix_core_ok
A0A2W1D6V8,discarded,False,3,False,ref_2Y9W_Abisporus,0.443,2,corehelix_core_fail
A0A2W1DD53,discarded,False,3,False,ref_1BT3_Ibatatas,0.535,2,corehelix_core_fail
A0A2W1DIA7,canonical,True,6,False,,,,canonical_geometry
A0A2W1EIG0,canonical,True,6,False,,,,canonical_geometry
A0A2W1EW30,canonical,True,6,False,,,,canonical_geometry
A0A2W1EWP7,canonical,True,6,False,,,,canonical_geometry
A0A2W1EZ10,canonical,True,6,False,,,,canonical_geometry
A0A2W1FJ80,discarded,False,3,False,ref_PmTYR,0.451,2,corehelix_core_fail
A0A2W1GQN1,canonical,True,6,False,,,,canonical_geometry
A0A2W1HE12,canonical,True,6,False,,,,canonical_geometry
A0A2W1HTX3,canonical,True,6,False,,,,canonical_geometry
A0A2W1I417,discarded,False,4,False,ref_PmTYR,0.513,2,corehelix_core_fail
A0A2W2AE15,canonical,True,6,False,,,,canonical_geometry
A0A2W4RL84,canonical,True,6,False,,,,canonical_geometry
A0A2W7R6E0,canonical,True,6,False,,,,canonical_geometry
A0A2X0SIE4,canonical,True,6,False,,,,canonical_geometry
A0A2Y9DFD0,canonical,True,6,False,,,,canonical_geometry
A0A2Y9ECB5,discarded,False,4,False,ref_PmTYR,0.483,3,corehelix_core_fail
A0A2Y9EH20,canonical,True,6,False,,,,canonical_geometry
A0A2Y9EW91,canonical,True,6,False,,,,canonical_geometry
A0A2Y9EY06,canonical,True,6,False,,,,canonical_geometry
A0A2Y9EY31,canonical,True,6,False,,,,canonical_geometry
A0A2Y9EY58,canonical,True,6,False,,,,canonical_geometry
A0A2Y9F036,canonical,True,6,False,,,,canonical_geometry
A0A2Y9FY60,discarded,False,5,False,ref_PmTYR,0.439,3,corehelix_core_fail
A0A2Y9G6W8,canonical,True,6,False,,,,canonical_geometry
A0A2Y9GG45,canonical,True,6,False,,,,canonical_geometry
A0A2Y9HIR4,canonical,True,6,False,,,,canonical_geometry
A0A2Y9JCF5,canonical,True,6,False,,,,canonical_geometry
A0A2Y9KE25,canonical,True,6,False,,,,canonical_geometry
A0A2Y9KVZ8,canonical,True,6,False,,,,canonical_geometry
A0A2Y9NSK5,canonical,True,6,False,,,,canonical_geometry
A0A2Y9PW88,canonical,True,6,False,,,,canonical_geometry
A0A2Z4J395,canonical,True,6,False,,,,canonical_geometry
A0A2Z4J867,canonical,True,6,False,,,,canonical_geometry
A0A2Z4KJR7,discarded,False,3,False,ref_1BT3_Ibatatas,0.414,2,corehelix_core_fail
A0A2Z4KJR8,discarded,False,4,False,ref_PmTYR,0.375,2,corehelix_core_fail
A0A2Z4KJR9,discarded,False,4,False,ref_1BT3_Ibatatas,0.422,2,corehelix_core_fail
A0A2Z4KJS0,discarded,False,3,False,ref_5CE9_Jregia,0.409,2,corehelix_core_fail
A0A2Z4KJS1,discarded,False,3,False,ref_1BT3_Ibatatas,0.41,2,corehelix_core_fail
A0A2Z4KJS3,discarded,False,4,False,ref_1BT3_Ibatatas,0.422,2,corehelix_core_fail
A0A2Z4KJS4,discarded,False,4,False,ref_1BT3_Ibatatas,0.426,2,corehelix_core_fail
A0A2Z4KJS5,discarded,False,4,False,ref_PmTYR,0.38,2,corehelix_core_fail
A0A2Z4KJS6,discarded,False,4,False,ref_1BT3_Ibatatas,0.419,2,corehelix_core_fail
A0A2Z4LVM5,canonical,True,6,False,,,,canonical_geometry
A0A2Z5DH85,canonical,True,6,False,,,,canonical_geometry
A0A2Z5DH90,canonical,True,6,False,,,,canonical_geometry
A0A2Z5DH91,canonical,True,6,False,,,,canonical_geometry
A0A2Z5DHA8,canonical,True,6,False,,,,canonical_geometry
A0A2Z5HVJ6,noncanonical,False,5,True,ref_5CE9_Jregia,0.675,4,corehelix_core_ok
A0A2Z6NBK5,canonical,True,6,False,,,,canonical_geometry
A0A2Z6NBN2,discarded,False,3,False,ref_5CE9_Jregia,0.352,2,corehelix_core_fail
A0A2Z6NEE7,discarded,False,3,False,ref_5CE9_Jregia,0.462,2,corehelix_core_fail
A0A2Z6NU82,canonical,True,6,False,,,,canonical_geometry
A0A2Z6P106,canonical,True,6,False,,,,canonical_geometry
A0A2Z6P1H2,discarded,False,6,False,,,,sixHis_fail_geometry
A0A2Z6P1I8,discarded,False,3,False,ref_5CE9_Jregia,0.57,2,corehelix_core_fail
A0A2Z6PC52,discarded,False,3,False,ref_5CE9_Jregia,0.537,2,corehelix_core_fail
A0A2Z6PCC2,canonical,True,6,False,,,,canonical_geometry
A0A2Z6PM85,canonical,True,6,False,,,,canonical_geometry
A0A2Z6PQA7,discarded,False,3,False,ref_1JS8_squid,0.069,0,corehelix_core_fail
A0A2Z6QID9,canonical,True,6,False,,,,canonical_geometry
A0A2Z6QJV6,canonical,True,6,False,,,,canonical_geometry
A0A2Z6RB52,canonical,True,6,False,,,,canonical_geometry
A0A2Z6S775,canonical,True,6,False,,,,canonical_geometry
A0A2Z7B5F7,canonical,True,6,False,,,,canonical_geometry
A0A2Z7B6W4,canonical,True,6,False,,,,canonical_geometry
A0A2Z7BP29,canonical,True,6,False,,,,canonical_geometry
A0A2Z7CFT7,canonical,True,6,False,,,,canonical_geometry
A0A2Z7D498,canonical,True,6,False,,,,canonical_geometry
A0A314KSU1,canonical,True,6,False,,,,canonical_geometry
A0A314KT37,canonical,True,6,False,,,,canonical_geometry
A0A314L584,discarded,False,2,False,ref_1BT3_Ibatatas,0.308,0,corehelix_core_fail
A0A314UEM1,discarded,False,3,False,ref_1BT3_Ibatatas,0.546,2,corehelix_core_fail
A0A314UM18,discarded,False,1,False,ref_5CE9_Jregia,0.317,2,corehelix_core_fail
A0A314UW61,discarded,False,1,False,ref_5CE9_Jregia,0.314,2,corehelix_core_fail
A0A314UY66,discarded,False,3,False,ref_1BT3_Ibatatas,0.526,2,corehelix_core_fail
A0A314XJ02,canonical,True,6,False,,,,canonical_geometry
A0A314Y566,canonical,True,6,False,,,,canonical_geometry
A0A314Y8T2,canonical,True,6,False,,,,canonical_geometry
A0A314Y8U4,discarded,False,5,False,ref_5CE9_Jregia,0.733,3,corehelix_core_fail
A0A314Y973,canonical,True,6,False,,,,canonical_geometry
A0A314YBQ0,canonical,True,6,False,,,,canonical_geometry
A0A314YDU2,canonical,True,6,False,,,,canonical_geometry
A0A314YF88,discarded,False,1,False,ref_5CE9_Jregia,0.402,1,corehelix_core_fail
A0A314YKM6,canonical,True,6,False,,,,canonical_geometry
A0A314YLB5,canonical,True,6,False,,,,canonical_geometry
A0A314YLU8,discarded,False,4,False,ref_5CE9_Jregia,0.533,3,corehelix_core_fail
A0A314YNG3,canonical,True,6,False,,,,canonical_geometry
A0A314YQK6,canonical,True,6,False,,,,canonical_geometry
A0A314ZJR6,canonical,True,6,False,,,,canonical_geometry
A0A314ZZH4,discarded,False,3,False,ref_1BT3_Ibatatas,0.731,2,corehelix_core_fail
A0A315VAP3,canonical,True,6,False,,,,canonical_geometry
A0A315W506,canonical,True,6,False,,,,canonical_geometry
A0A315W5S5,canonical,True,6,False,,,,canonical_geometry
A0A315W987,canonical,True,6,False,,,,canonical_geometry
A0A316FBE9,canonical,True,6,False,,,,canonical_geometry
A0A316FDF8,canonical,True,6,False,,,,canonical_geometry
A0A316FI64,canonical,True,6,False,,,,canonical_geometry
A0A316HQM8,canonical,True,6,False,,,,canonical_geometry
A0A316L4G5,canonical,True,6,False,,,,canonical_geometry
A0A316VK00,canonical,True,6,False,,,,canonical_geometry
A0A316YEU0,discarded,False,5,False,ref_PmTYR,0.433,2,corehelix_core_fail
A0A316YS64,canonical,True,6,False,,,,canonical_geometry
A0A316ZMR3,canonical,True,6,False,,,,canonical_geometry
A0A317AHD0,canonical,True,6,False,,,,canonical_geometry
A0A317AMV7,discarded,False,5,False,ref_2Y9W_Abisporus,0.507,3,corehelix_core_fail
A0A317SBD7,canonical,True,6,False,,,,canonical_geometry
A0A317SFD2,canonical,True,6,False,,,,canonical_geometry
A0A317SGF7,noncanonical,False,5,True,ref_2Y9W_Abisporus,0.321,4,corehelix_core_ok
A0A317STV4,canonical,True,6,False,,,,canonical_geometry
A0A317SZI7,canonical,True,6,False,,,,canonical_geometry
A0A317T0V0,discarded,False,4,False,ref_PmTYR,0.343,0,corehelix_core_fail
A0A317T1J3,canonical,True,6,False,,,,canonical_geometry
A0A317T4M7,canonical,True,6,False,,,,canonical_geometry
A0A317URF9,canonical,True,6,False,,,,canonical_geometry
A0A317UXL8,canonical,True,6,False,,,,canonical_geometry
A0A317UZS7,canonical,True,6,False,,,,canonical_geometry
A0A317V3A1,canonical,True,6,False,,,,canonical_geometry
A0A317V4A3,canonical,True,6,False,,,,canonical_geometry
A0A317V7C6,canonical,True,6,False,,,,canonical_geometry
A0A317VAN4,canonical,True,6,False,,,,canonical_geometry
A0A317VH07,discarded,False,4,False,,,,corehelix_core_fail
A0A317VMA5,noncanonical,False,5,True,ref_PmTYR,0.499,4,corehelix_core_ok
A0A317VMV2,discarded,False,3,False,ref_1BT3_Ibatatas,0.622,2,corehelix_core_fail
A0A317VNS4,canonical,True,6,False,,,,canonical_geometry
A0A317VPL3,canonical,True,6,False,,,,canonical_geometry
A0A317VQ11,canonical,True,6,False,,,,canonical_geometry
A0A317VQS7,canonical,True,6,False,,,,canonical_geometry
A0A317WBK9,canonical,True,6,False,,,,canonical_geometry
A0A317WDB6,canonical,True,6,False,,,,canonical_geometry
A0A317WJT9,canonical,True,6,False,,,,canonical_geometry
A0A317WKB9,canonical,True,6,False,,,,canonical_geometry
A0A317WL88,discarded,False,4,False,ref_2Y9W_Abisporus,0.579,3,corehelix_core_fail
A0A317WN23,canonical,True,6,False,,,,canonical_geometry
A0A317WSV7,canonical,True,6,False,,,,canonical_geometry
A0A317WUV6,canonical,True,6,False,,,,canonical_geometry
A0A317WW28,canonical,True,6,False,,,,canonical_geometry
A0A317WYK6,canonical,True,6,False,,,,canonical_geometry
A0A317X784,canonical,True,6,False,,,,canonical_geometry
A0A317XAM4,canonical,True,6,False,,,,canonical_geometry
A0A317XE17,canonical,True,6,False,,,,canonical_geometry
A0A317XLV9,canonical,True,6,False,,,,canonical_geometry
A0A317XYW1,canonical,True,6,False,,,,canonical_geometry
A0A318IM43,canonical,True,6,False,,,,canonical_geometry
A0A318K0J3,canonical,True,6,False,,,,canonical_geometry
A0A318KMN6,canonical,True,6,False,,,,canonical_geometry
A0A318S2J3,canonical,True,6,False,,,,canonical_geometry
A0A318Y954,canonical,True,6,False,,,,canonical_geometry
A0A318YAT8,canonical,True,6,False,,,,canonical_geometry
A0A318YDG0,canonical,True,6,False,,,,canonical_geometry
A0A318YR58,canonical,True,6,False,,,,canonical_geometry
A0A318YSS9,canonical,True,6,False,,,,canonical_geometry
A0A318ZGW2,canonical,True,6,False,,,,canonical_geometry
A0A318ZJ67,canonical,True,6,False,,,,canonical_geometry
A0A318ZSA8,canonical,True,6,False,,,,canonical_geometry
A0A319AKB9,canonical,True,6,False,,,,canonical_geometry
A0A319ANC3,canonical,True,6,False,,,,canonical_geometry
A0A319AUV2,canonical,True,6,False,,,,canonical_geometry
A0A319AVK5,canonical,True,6,False,,,,canonical_geometry
A0A319B6I1,discarded,False,3,False,,,,corehelix_core_fail
A0A319B885,canonical,True,6,False,,,,canonical_geometry
A0A319BBT7,canonical,True,6,False,,,,canonical_geometry
A0A319BS22,canonical,True,6,False,,,,canonical_geometry
A0A319C1E2,canonical,True,6,False,,,,canonical_geometry
A0A319C6N8,canonical,True,6,False,,,,canonical_geometry
A0A319C8N6,canonical,True,6,False,,,,canonical_geometry
A0A319CBY4,canonical,True,6,False,,,,canonical_geometry
A0A319CG24,canonical,True,6,False,,,,canonical_geometry
A0A319CHX1,canonical,True,6,False,,,,canonical_geometry
A0A319CQ30,discarded,False,3,False,ref_2Y9W_Abisporus,0.458,2,corehelix_core_fail
A0A319CQ88,canonical,True,6,False,,,,canonical_geometry
A0A319CSU9,discarded,False,3,False,ref_1BT3_Ibatatas,0.456,2,corehelix_core_fail
A0A319CY13,canonical,True,6,False,,,,canonical_geometry
A0A319D0U5,canonical,True,6,False,,,,canonical_geometry
A0A319D5D6,canonical,True,6,False,,,,canonical_geometry
A0A319DEV9,canonical,True,6,False,,,,canonical_geometry
A0A319DGV8,canonical,True,6,False,,,,canonical_geometry
A0A319DHB7,canonical,True,6,False,,,,canonical_geometry
A0A319DU28,canonical,True,6,False,,,,canonical_geometry
A0A319DU42,canonical,True,6,False,,,,canonical_geometry
A0A319DV84,canonical,True,6,False,,,,canonical_geometry
A0A319DXP1,canonical,True,6,False,,,,canonical_geometry
A0A319E1L0,canonical,True,6,False,,,,canonical_geometry
A0A319EE68,discarded,False,4,False,ref_PmTYR,0.55,3,corehelix_core_fail
A0A319EJ46,canonical,True,6,False,,,,canonical_geometry
A0A319ER22,canonical,True,6,False,,,,canonical_geometry
A0A319ET75,discarded,False,4,False,ref_PmTYR,0.388,1,corehelix_core_fail
A0A319F2V9,canonical,True,6,False,,,,canonical_geometry
A0A319FE23,canonical,True,6,False,,,,canonical_geometry
A0A319FJL1,noncanonical,False,5,True,ref_PmTYR,0.446,4,corehelix_core_ok
A0A319FPE3,canonical,True,6,False,,,,canonical_geometry
A0A327KD58,canonical,True,6,False,,,,canonical_geometry
A0A327RH85,canonical,True,6,False,,,,canonical_geometry
A0A328BD42,canonical,True,6,False,,,,canonical_geometry
A0A328CYV5,canonical,True,6,False,,,,canonical_geometry
A0A328DHA3,canonical,True,6,False,,,,canonical_geometry
A0A328Z4K4,canonical,True,6,False,,,,canonical_geometry
A0A329RFR8,canonical,True,6,False,,,,canonical_geometry
A0A329RSP7,canonical,True,6,False,,,,canonical_geometry
A0A329S496,canonical,True,6,False,,,,canonical_geometry
A0A329SB08,noncanonical,False,0,True,ref_1JS8_squid,0.363,4,corehelix_core_ok
A0A329SV65,canonical,True,6,False,,,,canonical_geometry
A0A329SVM1,canonical,True,6,False,,,,canonical_geometry
A0A329SVM9,canonical,True,6,False,,,,canonical_geometry
A0A329SW91,noncanonical,False,4,True,ref_1JS8_squid,0.322,4,corehelix_core_ok
A0A329SX06,canonical,True,6,False,,,,canonical_geometry
A0A329SXL2,canonical,True,6,False,,,,canonical_geometry
A0A336U966,canonical,True,6,False,,,,canonical_geometry
A0A340X4F4,canonical,True,6,False,,,,canonical_geometry
A0A340XB91,canonical,True,6,False,,,,canonical_geometry
A0A340XE91,discarded,False,3,False,ref_PmTYR,0.301,2,corehelix_core_fail
A0A340XR82,discarded,False,3,False,ref_PmTYR,0.537,2,corehelix_core_fail
A0A340XWY6,canonical,True,6,False,,,,canonical_geometry
A0A341C925,canonical,True,6,False,,,,canonical_geometry
A0A341C9I1,canonical,True,6,False,,,,canonical_geometry
A0A341CND7,canonical,True,6,False,,,,canonical_geometry
A0A341CT44,canonical,True,6,False,,,,canonical_geometry
A0A344U0B4,canonical,True,6,False,,,,canonical_geometry
A0A344U0C4,canonical,True,6,False,,,,canonical_geometry
A0A344UFC4,canonical,True,6,False,,,,canonical_geometry
A0A345BJY2,discarded,False,3,False,ref_2Y9W_Abisporus,0.356,2,corehelix_core_fail
A0A345I2D0,canonical,True,6,False,,,,canonical_geometry
A0A345M3V5,discarded,False,3,False,ref_5CE9_Jregia,0.386,2,corehelix_core_fail
A0A345M3V6,discarded,False,3,False,ref_1BT3_Ibatatas,0.366,2,corehelix_core_fail
