member,accession,cterm_len,n_seg,status
A0A6G1BWY8_taxID_110450_model_A,A0A6G1BWY8,130,1,ok
A0A6J1B4U6_taxID_108875_model_A,A0A6J1B4U6,136,1,ok
A0A9Q0WG28_taxID_77065_model_A,A0A9Q0WG28,168,1,ok
A0A6N2NH22_taxID_40686_model_A,A0A6N2NH22,125,1,ok
A0A6P4CY22_taxID_130453_model,A0A6P4CY22,142,1,ok
A0A444ZWV1_taxID_3818_model,A0A444ZWV1,152,1,ok
A0A445DRB1_taxID_3818_model,A0A445DRB1,142,1,ok
A0ABU6UAJ7_taxID_79078_model,A0ABU6UAJ7,145,1,ok
A0A6P5XY90_taxID_66656_model,A0A6P5XY90,91,1,ok
A0A6V7QWY4_taxID_296719_model,A0A6V7QWY4,51,1,ok
A0A7I4A3E3_taxID_3218_model_A,A0A7I4A3E3,175,1,ok
A0A2K1J0S4_taxID_3218_model_A,A0A2K1J0S4,153,1,ok
A0A7I8ITR4_taxID_51605_model_A,A0A7I8ITR4,182,1,ok
A0A7I8JAS3_taxID_51605_model,A0A7I8JAS3,132,1,ok
A0A7I8JAZ3_taxID_51605_model_A,A0A7I8JAZ3,132,1,ok
A0A7I8JD17_taxID_51605_model_A,A0A7I8JD17,117,1,ok
A0A7J6EUI4_taxID_3483_model,A0A7J6EUI4,164,1,ok
A0A803NZB8_taxID_3483_model_A,A0A803NZB8,166,1,ok
A0A7J6HFJ2_taxID_3483_model_A,A0A7J6HFJ2,186,1,ok
A0A7J6X6F8_taxID_46969_model,A0A7J6X6F8,340,1,ok
A0A7J7GVH6_taxID_4442_model,A0A7J7GVH6,183,1,ok
A0A7J8VJI4_taxID_34286_model,A0A7J8VJI4,169,1,ok
A0A7J8TIT6_taxID_34287_model,A0A7J8TIT6,169,1,ok
A0A7J8Y5R6_taxID_34290_model_A,A0A7J8Y5R6,134,1,ok
A0A7J9F1T9_taxID_34281_model_A,A0A7J9F1T9,135,1,ok
A0A7J9HNL0_taxID_34285_model_A,A0A7J9HNL0,181,1,ok
A0A7J9CIK1_taxID_34282_model,A0A7J9CIK1,164,1,ok
A0A7J9MF11_taxID_34291_model,A0A7J9MF11,168,1,ok
A0A7J9EZV1_taxID_34281_model,A0A7J9EZV1,169,1,ok
A0A7J9HNL9_taxID_34285_model_A,A0A7J9HNL9,167,1,ok
A0A7N0VLV1_taxID_63787_model_A,A0A7N0VLV1,180,1,ok
A0A022QC39_taxID_4155_model,A0A022QC39,138,1,ok
A0A022QE60_taxID_4155_model,A0A022QE60,141,1,ok
A0A022QG63_taxID_4155_model,A0A022QG63,137,1,ok
A0A022QL39_taxID_4155_model,A0A022QL39,166,1,ok
A0A022R0C6_taxID_4155_model_A,A0A022R0C6,157,1,ok
A0A022R0D6_taxID_4155_model,A0A022R0D6,134,1,ok
A0A022R1L2_taxID_4155_model,A0A022R1L2,134,1,ok
A0A022R1L7_taxID_4155_model,A0A022R1L7,139,1,ok
A0A022R3H9_taxID_4155_model,A0A022R3H9,126,1,ok
A0A022R5P3_taxID_4155_model,A0A022R5P3,143,1,ok
A0A023GU59_taxID_151069_model_A,A0A023GU59,165,1,ok
A0A023PMD2_taxID_4558_model_A,A0A023PMD2,133,1,ok
A0A023PN01_taxID_4558_model_A,A0A023PN01,133,1,ok
A0A023PNV8_taxID_4558_model_A,A0A023PNV8,133,1,ok
A0A023PP81_taxID_4558_model_A,A0A023PP81,133,1,ok
A0A024FR46_taxID_105599_model_A,A0A024FR46,134,1,ok
A0A024FS61_taxID_105599_model_A,A0A024FS61,166,1,ok
A0A058ZW33_taxID_71139_model_A,A0A058ZW33,163,1,ok
A0A059CCV1_taxID_71139_model_A,A0A059CCV1,127,1,ok
A0A059CDE4_taxID_71139_model_A,A0A059CDE4,155,1,ok
A0A059UAM0_taxID_4565_model_A,A0A059UAM0,153,1,ok
A0A061DZ45_taxID_3641_model_A,A0A061DZ45,153,1,ok
A0A061E0X0_taxID_3641_model_A,A0A061E0X0,162,1,ok
A0A061E6S7_taxID_3641_model_A,A0A061E6S7,153,1,ok
A0A061GEN3_taxID_3641_model_A,A0A061GEN3,135,1,ok
A0A061GFI2_taxID_3641_model,A0A061GFI2,166,1,ok
A0A061GFY3_taxID_3641_model_A,A0A061GFY3,135,1,ok
A0A061GFY7_taxID_3641_model_A,A0A061GFY7,134,1,ok
A0A061GMJ6_taxID_3641_model,A0A061GMJ6,166,1,ok
A0A067GK93_taxID_2711_model,A0A067GK93,168,1,ok
A0A067JAU2_taxID_180498_model,A0A067JAU2,170,1,ok
A0A068TU86_taxID_49390_model_A,A0A068TU86,163,1,ok
A0A068UD36_taxID_49390_model,A0A068UD36,150,1,ok
A0A068UEN7_taxID_49390_model_A,A0A068UEN7,154,1,ok
A0A068UEP3_taxID_49390_model_A,A0A068UEP3,153,1,ok
A0A068VNV4_taxID_49390_model_A,A0A068VNV4,141,1,ok
A0A076FRB3_taxID_3635_model_A,A0A076FRB3,129,1,ok
A0A076FX85_taxID_3635_model,A0A076FX85,156,1,ok
A0A076FX88_taxID_3635_model_A,A0A076FX88,155,1,ok
A0A077S4H3_taxID_4565_model_A,A0A077S4H3,129,1,ok
A0A097ZQG6_taxID_4555_model_A,A0A097ZQG6,132,1,ok
A0A097ZQG8_taxID_4555_model_A,A0A097ZQG8,132,1,ok
A0A097ZQH0_taxID_4555_model_A,A0A097ZQH0,132,1,ok
A0A097ZQH2_taxID_4555_model_A,A0A097ZQH2,132,1,ok
A0A097ZQH9_taxID_4556_model_A,A0A097ZQH9,132,1,ok
A0A097ZQI2_taxID_4556_model_A,A0A097ZQI2,132,1,ok
A0A0A0LXD0_taxID_3659_model_A,A0A0A0LXD0,127,1,ok
A0A0B2P1N0_taxID_3848_model_A,A0A0B2P1N0,158,1,ok
A0A0B2RGX4_taxID_3848_model_A,A0A0B2RGX4,159,1,ok
A0A0B2SNE1_taxID_3848_model,A0A0B2SNE1,170,1,ok
A0A0B2SNW5_taxID_3848_model_A,A0A0B2SNW5,168,1,ok
A0A0D2NI02_taxID_29730_model_A,A0A0D2NI02,158,1,ok
A0A0D2R8B0_taxID_29730_model_A,A0A0D2R8B0,164,1,ok
A0A0D2R8B7_taxID_29730_model_A,A0A0D2R8B7,136,1,ok
A0A0D2RZ91_taxID_29730_model,A0A0D2RZ91,166,1,ok
A0A0D2VFA6_taxID_29730_model_A,A0A0D2VFA6,155,1,ok
A0A0D3EUY4_taxID_65489_model_A,A0A0D3EUY4,171,1,ok
A0A0D3QE84_taxID_15565_model_A,A0A0D3QE84,153,1,ok
A0A0D3QEA5_taxID_15565_model_A,A0A0D3QEA5,153,1,ok
A0A0D3QEB3_taxID_15565_model_A,A0A0D3QEB3,136,1,ok
A0A0D9YG01_taxID_40148_model_A,A0A0D9YG01,171,1,ok
A0A0E0C8Q0_taxID_40149_model_A,A0A0E0C8Q0,170,1,ok
A0A0E0FUB3_taxID_4536_model_A,A0A0E0FUB3,171,1,ok
A0A0E0JPQ3_taxID_4537_model,A0A0E0JPQ3,158,1,ok
A0A0E0JPQ4_taxID_4537_model_A,A0A0E0JPQ4,170,1,ok
A0A0F7G9W3_taxID_29760_model_A,A0A0F7G9W3,127,1,ok
A0A0G3EXV0_taxID_128017_model_A,A0A0G3EXV0,166,1,ok
A0A0K0NPU9_taxID_128017_model_A,A0A0K0NPU9,165,1,ok
A0A0K9PD68_taxID_29655_model_A,A0A0K9PD68,164,1,ok
A0A0K9PS79_taxID_29655_model,A0A0K9PS79,121,1,ok
A0A0L9U315_taxID_3914_model,A0A0L9U315,153,1,ok
A0A0L9VFM6_taxID_3914_model_A,A0A0L9VFM6,154,1,ok
A0A0L9VFW5_taxID_3914_model_A,A0A0L9VFW5,168,1,ok
A0A0N9DV50_taxID_170012_model_A,A0A0N9DV50,155,1,ok
A0A0N9DV65_taxID_170012_model_A,A0A0N9DV65,150,1,ok
A0A0N9HQF2_taxID_93608_model,A0A0N9HQF2,160,1,ok
A0A0N9LXU7_taxID_4146_model,A0A0N9LXU7,133,1,ok
A0A0P0WEZ4_taxID_39947_model,A0A0P0WEZ4,125,1,ok
A0A0Q3N0S9_taxID_15368_model_A,A0A0Q3N0S9,140,1,ok
A0A0R0GQB4_taxID_3847_model,A0A0R0GQB4,161,1,ok
A0A0R0JCW2_taxID_3847_model,A0A0R0JCW2,161,1,ok
A0A0S2SVY3_taxID_29760_model,A0A0S2SVY3,127,1,ok
A0A0S3Q2G5_taxID_157791_model_A,A0A0S3Q2G5,128,1,ok
A0A0S3RT48_taxID_157739_model_A,A0A0S3RT48,158,1,ok
A0A0S3RT50_taxID_157739_model,A0A0S3RT50,158,1,ok
A0A0S3S2K2_taxID_157739_model_A,A0A0S3S2K2,168,1,ok
A0A118JXA6_taxID_59895_model_A,A0A118JXA6,165,1,ok
A0A118K104_taxID_59895_model_A,A0A118K104,159,1,ok
A0A140KXU8_taxID_103351_model_A,A0A140KXU8,127,1,ok
A0A141PG56_taxID_1550601_model_A,A0A141PG56,125,1,ok
A0A151T7G3_taxID_3821_model_A,A0A151T7G3,157,1,ok
A0A162A591_taxID_79200_model_A,A0A162A591,131,1,ok
A0A164WC69_taxID_79200_model_A,A0A164WC69,134,1,ok
A0A164ZTV5_taxID_79200_model_A,A0A164ZTV5,131,1,ok
A0A166F148_taxID_79200_model,A0A166F148,146,1,ok
A0A172MLG4_taxID_4006_model_A,A0A172MLG4,134,1,ok
A0A173DSH2_taxID_156531_model_A,A0A173DSH2,126,1,ok
A0A199VDI5_taxID_4615_model_A,A0A199VDI5,173,1,ok
A0A1B6Q6C0_taxID_4558_model_A,A0A1B6Q6C0,125,1,ok
A0A1D1Z645_taxID_1678845_model,A0A1D1Z645,160,1,ok
A0A1D6JCC2_taxID_4577_model_A,A0A1D6JCC2,132,1,ok
A0A1D6JET7_taxID_4577_model_A,A0A1D6JET7,134,1,ok
A0A1D6N9K8_taxID_4577_model_A,A0A1D6N9K8,171,1,ok
A0A1E5UXN7_taxID_888268_model_A,A0A1E5UXN7,133,1,ok
A0A1E5V3L3_taxID_888268_model_A,A0A1E5V3L3,135,1,ok
A0A1E5VN09_taxID_888268_model_A,A0A1E5VN09,144,1,ok
A0A1E5WNI9_taxID_888268_model_A,A0A1E5WNI9,127,1,ok
A0A1J6IKE9_taxID_49451_model_A,A0A1J6IKE9,161,1,ok
A0A1J6IR06_taxID_49451_model_A,A0A1J6IR06,168,1,ok
A0A1J7H1D4_taxID_3871_model_A,A0A1J7H1D4,167,1,ok
A0A1L5JHU3_taxID_3670_model_A,A0A1L5JHU3,174,1,ok
A0A1Q3B9T6_taxID_3775_model,A0A1Q3B9T6,169,1,ok
A0A1R3I1W8_taxID_210143_model_A,A0A1R3I1W8,162,1,ok
A0A1S2XCB4_taxID_3827_model_A,A0A1S2XCB4,129,1,ok
A0A1S3B632_taxID_3656_model_A,A0A1S3B632,127,1,ok
A0A1S3T8Z8_taxID_3916_model_A,A0A1S3T8Z8,158,1,ok
A0A1S3T903_taxID_3916_model_A,A0A1S3T903,158,1,ok
A0A1S3T908_taxID_3916_model,A0A1S3T908,163,1,ok
A0A1S3UVG6_taxID_3916_model_A,A0A1S3UVG6,128,1,ok
A0A1S3UW74_taxID_3916_model_A,A0A1S3UW74,167,1,ok
A0A1S3VFN6_taxID_3916_model_A,A0A1S3VFN6,154,1,ok
A0A1S3VGI9_taxID_3916_model_A,A0A1S3VGI9,128,1,ok
A0A1S3X216_taxID_4097_model_A,A0A1S3X216,162,1,ok
A0A1S3XNC2_taxID_4097_model_A,A0A1S3XNC2,159,1,ok
A0A1S3YVF2_taxID_4097_model_A,A0A1S3YVF2,161,1,ok
A0A1S3ZGA9_taxID_4097_model_A,A0A1S3ZGA9,162,1,ok
A0A1S4AY85_taxID_4097_model_A,A0A1S4AY85,168,1,ok
A0A1S4BPI1_taxID_4097_model_A,A0A1S4BPI1,167,1,ok
A0A1S4BPJ1_taxID_4097_model_A,A0A1S4BPJ1,168,1,ok
A0A1U7VZE2_taxID_4096_model_A,A0A1U7VZE2,161,1,ok
A0A1U7W3J9_taxID_4096_model_A,A0A1U7W3J9,167,1,ok
A0A1U7WEV2_taxID_4096_model_A,A0A1U7WEV2,168,1,ok
A0A1U7WR83_taxID_4096_model_A,A0A1U7WR83,159,1,ok
A0A1U7YXM0_taxID_4432_model_A,A0A1U7YXM0,162,1,ok
A0A1U7Z3Y9_taxID_4432_model_A,A0A1U7Z3Y9,171,1,ok
A0A1U8ADQ1_taxID_4432_model_A,A0A1U8ADQ1,169,1,ok
A0A1U8HXV2_taxID_3635_model,A0A1U8HXV2,166,1,ok
A0A1U8LIV3_taxID_3635_model_A,A0A1U8LIV3,157,1,ok
A0A1U8MR36_taxID_3635_model_A,A0A1U8MR36,136,1,ok
A0A1W0VZT6_taxID_4558_model,A0A1W0VZT6,125,1,ok
A0A1Y0B6P0_taxID_82328_model_A,A0A1Y0B6P0,159,1,ok
A0A200PQQ4_taxID_56857_model,A0A200PQQ4,161,1,ok
A0A200PQT6_taxID_56857_model,A0A200PQT6,169,1,ok
A0A200Q9D2_taxID_56857_model_A,A0A200Q9D2,169,1,ok
A0A200R7R5_taxID_56857_model_A,A0A200R7R5,179,1,ok
A0A218WZL2_taxID_22663_model_A,A0A218WZL2,127,1,ok
A0A238GSN3_taxID_3750_model_A,A0A238GSN3,157,1,ok
A0A238GSS3_taxID_3750_model_A,A0A238GSS3,145,1,ok
A0A238GT27_taxID_3750_model_A,A0A238GT27,159,1,ok
A0A251PFJ6_taxID_3760_model_A,A0A251PFJ6,155,1,ok
A0A251S095_taxID_4232_model,A0A251S095,167,1,ok
A0A2C9U520_taxID_3983_model,A0A2C9U520,169,1,ok
A0A2G2XEY0_taxID_33114_model_A,A0A2G2XEY0,172,1,ok
A0A2G2XM40_taxID_33114_model_A,A0A2G2XM40,161,1,ok
A0A2G3A8M1_taxID_4072_model_A,A0A2G3A8M1,172,1,ok
A0A2G3AGD2_taxID_4072_model_A,A0A2G3AGD2,161,1,ok
A0A2G5C0J9_taxID_218851_model_A,A0A2G5C0J9,161,1,ok
A0A2G5CHC6_taxID_218851_model_A,A0A2G5CHC6,127,1,ok
A0A2G5CHD7_taxID_218851_model_A,A0A2G5CHD7,161,1,ok
A0A2G5CHD9_taxID_218851_model_A,A0A2G5CHD9,163,1,ok
A0A2G5D3X8_taxID_218851_model_A,A0A2G5D3X8,169,1,ok
A0A2G5D408_taxID_218851_model_A,A0A2G5D408,159,1,ok
A0A2G5DWL0_taxID_218851_model_A,A0A2G5DWL0,171,1,ok
A0A2G5DX59_taxID_218851_model_A,A0A2G5DX59,171,1,ok
A0A2G5EY05_taxID_218851_model,A0A2G5EY05,161,1,ok
A0A2G9G4W6_taxID_429701_model,A0A2G9G4W6,138,1,ok
A0A2G9G757_taxID_429701_model_A,A0A2G9G757,152,1,ok
A0A2G9GF61_taxID_429701_model,A0A2G9GF61,137,1,ok
A0A2G9H164_taxID_429701_model,A0A2G9H164,134,1,ok
A0A2G9H9F0_taxID_429701_model_A,A0A2G9H9F0,134,1,ok
A0A2I0AD88_taxID_1088818_model_A,A0A2I0AD88,148,1,ok
A0A2I0AD91_taxID_1088818_model_A,A0A2I0AD91,150,1,ok
A0A2I0VD26_taxID_906689_model_A,A0A2I0VD26,166,1,ok
A0A2I0VPI4_taxID_906689_model_A,A0A2I0VPI4,150,1,ok
A0A2I4DDQ0_taxID_51240_model_A,A0A2I4DDQ0,128,1,ok
A0A2I4HRS7_taxID_51240_model_A,A0A2I4HRS7,127,1,ok
A0A2K1R840_taxID_3694_model_A,A0A2K1R840,147,1,ok
A0A2K1R853_taxID_3694_model_A,A0A2K1R853,157,1,ok
A0A2K2CAK1_taxID_3694_model_A,A0A2K2CAK1,157,1,ok
A0A2K2CAL3_taxID_3694_model_A,A0A2K2CAL3,147,1,ok
A0A2K2CAL5_taxID_3694_model_A,A0A2K2CAL5,147,1,ok
A0A2K2CAM1_taxID_3694_model_A,A0A2K2CAM1,157,1,ok
A0A2K2CAM6_taxID_3694_model_A,A0A2K2CAM6,154,1,ok
A0A2K3L6D9_taxID_57577_model_A,A0A2K3L6D9,128,1,ok
A0A2P1JJ69_taxID_295381_model_A,A0A2P1JJ69,152,1,ok
A0A2P2INC1_taxID_61149_model_A,A0A2P2INC1,158,1,ok
A0A2P5A5C5_taxID_3476_model_A,A0A2P5A5C5,132,1,ok
A0A2P5BPK0_taxID_3476_model_A,A0A2P5BPK0,128,1,ok
A0A2P5BPR9_taxID_3476_model_A,A0A2P5BPR9,168,1,ok
A0A2P5CT40_taxID_63057_model_A,A0A2P5CT40,128,1,ok
A0A2P5CT50_taxID_63057_model_A,A0A2P5CT50,168,1,ok
A0A2P5E1P9_taxID_3476_model_A,A0A2P5E1P9,175,1,ok
A0A2P5EKE8_taxID_63057_model_A,A0A2P5EKE8,172,1,ok
A0A2P5FE69_taxID_63057_model_A,A0A2P5FE69,155,1,ok
A0A2P5YE33_taxID_3634_model_A,A0A2P5YE33,128,1,ok
A0A2P5YK08_taxID_3634_model_A,A0A2P5YK08,129,1,ok
A0A2P6Q3W0_taxID_74649_model_A,A0A2P6Q3W0,157,1,ok
A0A2P6Q3W8_taxID_74649_model_A,A0A2P6Q3W8,174,1,ok
A0A2R6PXU1_taxID_1590841_model_A,A0A2R6PXU1,133,1,ok
A0A2R6QA44_taxID_1590841_model_A,A0A2R6QA44,165,1,ok
A0A2R6RAS2_taxID_1590841_model_A,A0A2R6RAS2,161,1,ok
A0A2S3HRC1_taxID_206008_model_A,A0A2S3HRC1,131,1,ok
A0A2S3IAG1_taxID_206008_model_A,A0A2S3IAG1,131,1,ok
A0A2S3IB66_taxID_206008_model_A,A0A2S3IB66,130,1,ok
A0A2T7D022_taxID_1504633_model_A,A0A2T7D022,131,1,ok
A0A2T7D080_taxID_1504633_model_A,A0A2T7D080,130,1,ok
A0A2T7DFQ8_taxID_1504633_model_A,A0A2T7DFQ8,168,1,ok
A0A2T7DG84_taxID_1504633_model_A,A0A2T7DG84,131,1,ok
A0A2U1MGY2_taxID_35608_model_A,A0A2U1MGY2,160,1,ok
A0A2U1MTB0_taxID_35608_model_A,A0A2U1MTB0,157,1,ok
A0A2U1PHI4_taxID_35608_model_A,A0A2U1PHI4,165,1,ok
A0A2U8ZU88_taxID_110284_model_A,A0A2U8ZU88,155,1,ok
A0A2Z5DH85_taxID_4442_model,A0A2Z5DH85,166,1,ok
A0A2Z5DH90_taxID_4442_model_A,A0A2Z5DH90,165,1,ok
A0A2Z5DH91_taxID_4442_model_A,A0A2Z5DH91,154,1,ok
A0A2Z5DHA8_taxID_4442_model_A,A0A2Z5DHA8,166,1,ok
A0A2Z6NBK5_taxID_3900_model_A,A0A2Z6NBK5,165,1,ok
A0A2Z6NU82_taxID_3900_model_A,A0A2Z6NU82,128,1,ok
A0A2Z6P106_taxID_3900_model_A,A0A2Z6P106,139,1,ok
A0A2Z6PCC2_taxID_3900_model_A,A0A2Z6PCC2,128,1,ok
A0A2Z6PM85_taxID_3900_model_A,A0A2Z6PM85,129,1,ok
A0A2Z7B5F7_taxID_472368_model_A,A0A2Z7B5F7,140,1,ok
A0A2Z7B6W4_taxID_472368_model_A,A0A2Z7B6W4,141,1,ok
A0A2Z7BP29_taxID_472368_model_A,A0A2Z7BP29,163,1,ok
A0A2Z7CFT7_taxID_472368_model,A0A2Z7CFT7,137,1,ok
A0A2Z7D498_taxID_472368_model,A0A2Z7D498,135,1,ok
A0A314KT37_taxID_49451_model_A,A0A314KT37,164,1,ok
A0A314Y566_taxID_2094558_model_A,A0A314Y566,134,1,ok
A0A314Y8T2_taxID_2094558_model_A,A0A314Y8T2,168,1,ok
A0A314Y973_taxID_2094558_model_A,A0A314Y973,158,1,ok
A0A314YDU2_taxID_2094558_model_A,A0A314YDU2,134,1,ok
A0A314YKM6_taxID_2094558_model_A,A0A314YKM6,158,1,ok
A0A314YLB5_taxID_2094558_model_A,A0A314YLB5,127,1,ok
A0A314YNG3_taxID_2094558_model_A,A0A314YNG3,155,1,ok
A0A314YQK6_taxID_2094558_model_A,A0A314YQK6,158,1,ok
A0A314ZJR6_taxID_2094558_model_A,A0A314ZJR6,132,1,ok
A0A328CYV5_taxID_267555_model_A,A0A328CYV5,170,1,ok
A0A328DHA3_taxID_267555_model_A,A0A328DHA3,157,1,ok
A0A371EU45_taxID_157652_model_A,A0A371EU45,129,1,ok
A0A371F2C3_taxID_157652_model,A0A371F2C3,156,1,ok
A0A396I1V4_taxID_3880_model_A,A0A396I1V4,178,1,ok
A0A396J9Q7_taxID_3880_model,A0A396J9Q7,167,1,ok
A0A3B6B4P3_taxID_4565_model_A,A0A3B6B4P3,153,1,ok
A0A3B6B569_taxID_4565_model_A,A0A3B6B569,136,1,ok
A0A3B6CD88_taxID_4565_model_A,A0A3B6CD88,136,1,ok
A0A3B6CFK7_taxID_4565_model_A,A0A3B6CFK7,153,1,ok
A0A3B6DJU5_taxID_4565_model_A,A0A3B6DJU5,153,1,ok
A0A3B6DN86_taxID_4565_model_A,A0A3B6DN86,136,1,ok
A0A3B6J0G9_taxID_4565_model_A,A0A3B6J0G9,129,1,ok
A0A3B6JQG2_taxID_4565_model_A,A0A3B6JQG2,129,1,ok
A0A3B6KV74_taxID_4565_model_A,A0A3B6KV74,129,1,ok
A0A3G1HI34_taxID_3981_model,A0A3G1HI34,167,1,ok
A0A3L6FL93_taxID_4577_model_A,A0A3L6FL93,142,1,ok
A0A3L6GAT2_taxID_4577_model_A,A0A3L6GAT2,136,1,ok
A0A3L6GDN9_taxID_4577_model_A,A0A3L6GDN9,132,1,ok
A0A3L6PXE9_taxID_4540_model_A,A0A3L6PXE9,130,1,ok
A0A3L6PYM7_taxID_4540_model_A,A0A3L6PYM7,131,1,ok
A0A3L6QAQ2_taxID_4540_model_A,A0A3L6QAQ2,131,1,ok
A0A3L6QXL5_taxID_4540_model_A,A0A3L6QXL5,170,1,ok
A0A3L6QZX3_taxID_4540_model_A,A0A3L6QZX3,131,1,ok
A0A3L6SQI5_taxID_4540_model_A,A0A3L6SQI5,133,1,ok
A0A3P3ZKL1_taxID_4081_model_A,A0A3P3ZKL1,143,1,ok
A0A3Q7F625_taxID_4081_model_A,A0A3Q7F625,177,1,ok
A0A3Q7HSQ3_taxID_4081_model_A,A0A3Q7HSQ3,163,1,ok
A0A3Q9TBL6_taxID_1747498_model_A,A0A3Q9TBL6,171,1,ok
A0A3S3NIU4_taxID_337451_model,A0A3S3NIU4,166,1,ok
A0A3S3QC21_taxID_337451_model_A,A0A3S3QC21,162,1,ok
A0A3S3QFY6_taxID_337451_model_A,A0A3S3QFY6,159,1,ok
A0A3S4NW51_taxID_337451_model_A,A0A3S4NW51,179,1,ok
A0A3S6R1C3_taxID_157652_model_A,A0A3S6R1C3,171,1,ok
A0A411JIB8_taxID_13547_model_A,A0A411JIB8,159,1,ok
A0A426XES5_taxID_4639_model_A,A0A426XES5,161,1,ok
A0A426YRJ6_taxID_4639_model_A,A0A426YRJ6,181,1,ok
A0A426YWH1_taxID_4639_model_A,A0A426YWH1,130,1,ok
A0A438EKY0_taxID_29760_model,A0A438EKY0,268,1,ok
A0A438JHV9_taxID_29760_model_A,A0A438JHV9,134,1,ok
A0A438JHW3_taxID_29760_model_A,A0A438JHW3,167,1,ok
A0A438JHW6_taxID_29760_model,A0A438JHW6,134,1,ok
A0A444WYG1_taxID_3818_model_A,A0A444WYG1,153,1,ok
A0A444ZUR5_taxID_3818_model,A0A444ZUR5,152,1,ok
A0A444ZWU6_taxID_3818_model_A,A0A444ZWU6,159,1,ok
A0A445DCE3_taxID_3818_model_A,A0A445DCE3,148,1,ok
A0A445DCG3_taxID_3818_model_A,A0A445DCG3,152,1,ok
A0A445DP80_taxID_3818_model,A0A445DP80,150,1,ok
A0A445DRA1_taxID_3818_model_A,A0A445DRA1,159,1,ok
A0A445FXG1_taxID_3848_model_A,A0A445FXG1,158,1,ok
A0A445FXH7_taxID_3848_model_A,A0A445FXH7,158,1,ok
A0A445GQH9_taxID_3848_model_A,A0A445GQH9,168,1,ok
A0A445GQM4_taxID_3848_model_A,A0A445GQM4,166,1,ok
A0A445I6J5_taxID_3848_model,A0A445I6J5,161,1,ok
A0A445I6L6_taxID_3848_model,A0A445I6L6,131,1,ok
A0A445I9A8_taxID_3848_model_A,A0A445I9A8,156,1,ok
A0A445JYV4_taxID_3848_model,A0A445JYV4,131,1,ok
A0A451EZK6_taxID_1747498_model_A,A0A451EZK6,165,1,ok
A0A453D098_taxID_200361_model_A,A0A453D098,153,1,ok
A0A453JCH2_taxID_200361_model_A,A0A453JCH2,129,1,ok
A0A484K842_taxID_132261_model_A,A0A484K842,157,1,ok
A0A484KTH3_taxID_132261_model_A,A0A484KTH3,168,1,ok
A0A484M5W6_taxID_132261_model_A,A0A484M5W6,157,1,ok
A0A484M936_taxID_132261_model_A,A0A484M936,144,1,ok
A0A498IS04_taxID_3750_model_A,A0A498IS04,171,1,ok
A0A498IS85_taxID_3750_model_A,A0A498IS85,159,1,ok
A0A498IVH3_taxID_3750_model_A,A0A498IVH3,168,1,ok
A0A498IXV7_taxID_3750_model_A,A0A498IXV7,168,1,ok
A0A498JWA5_taxID_3750_model_A,A0A498JWA5,157,1,ok
A0A498JYY9_taxID_3750_model,A0A498JYY9,155,1,ok
A0A4D6NET5_taxID_3917_model,A0A4D6NET5,157,1,ok
A0A4P1QPU4_taxID_3871_model_A,A0A4P1QPU4,129,1,ok
A0A4P1QQ10_taxID_3871_model_A,A0A4P1QQ10,145,1,ok
A0A4P8L6C8_taxID_231663_model_A,A0A4P8L6C8,126,1,ok
A0A4S4EP73_taxID_542762_model_A,A0A4S4EP73,154,1,ok
A0A4S4ERL3_taxID_542762_model,A0A4S4ERL3,153,1,ok
A0A4S8IT13_taxID_52838_model_A,A0A4S8IT13,161,1,ok
A0A4S8IVY2_taxID_52838_model_A,A0A4S8IVY2,181,1,ok
A0A4S8JI25_taxID_52838_model_A,A0A4S8JI25,149,1,ok
A0A4S8K2B6_taxID_52838_model_A,A0A4S8K2B6,168,1,ok
A0A4S8K8H3_taxID_52838_model,A0A4S8K8H3,159,1,ok
A0A4U5MWK7_taxID_43335_model_A,A0A4U5MWK7,147,1,ok
A0A4U5MY05_taxID_43335_model_A,A0A4U5MY05,147,1,ok
A0A4U5MY48_taxID_43335_model_A,A0A4U5MY48,125,1,ok
A0A4U5NSP7_taxID_43335_model_A,A0A4U5NSP7,144,1,ok
A0A4U5PQE5_taxID_43335_model,A0A4U5PQE5,161,1,ok
A0A4U5Q1X0_taxID_43335_model_A,A0A4U5Q1X0,147,1,ok
A0A4U6URN3_taxID_4556_model_A,A0A4U6URN3,174,1,ok
A0A4U6V645_taxID_4556_model_A,A0A4U6V645,154,1,ok
A0A4V6D4I5_taxID_4556_model_A,A0A4V6D4I5,132,1,ok
A0A4Y1R9H2_taxID_3755_model_A,A0A4Y1R9H2,158,1,ok
A0A4Y7I3R4_taxID_3469_model_A,A0A4Y7I3R4,161,1,ok
A0A4Y7I7H2_taxID_3469_model,A0A4Y7I7H2,162,1,ok
A0A4Y7IA41_taxID_3469_model,A0A4Y7IA41,166,1,ok
A0A4Y7IG79_taxID_3469_model_A,A0A4Y7IG79,160,1,ok
A0A4Y7IJU3_taxID_3469_model,A0A4Y7IJU3,161,1,ok
A0A4Y7IKI8_taxID_3469_model_A,A0A4Y7IKI8,147,1,ok
A0A4Y7IW07_taxID_3469_model_A,A0A4Y7IW07,180,1,ok
A0A4Y7J089_taxID_3469_model_A,A0A4Y7J089,181,1,ok
A0A4Y7JG44_taxID_3469_model_A,A0A4Y7JG44,160,1,ok
A0A4Y7K6N0_taxID_3469_model_A,A0A4Y7K6N0,161,1,ok
