accession	organism_id	lineage	nucleotide_acc	protein_id	molecule_type	n_embl_refs
A0AAN6RUV2	2831512		MU855478	KAK3902946.1	Genomic_DNA	1
A0AAN6UVQ6	1934379		MU853654	KAK4139661.1	Genomic_DNA	1
A0AAN6VYC9	2587417		MU866668	KAK4171012.1	Genomic_DNA	1
A0AAN6W7F1	2587417		MU866185	KAK4176774.1	Genomic_DNA	1
A0AAN6WQA5	1536484		MU864448	KAK4185480.1	Genomic_DNA	1
A0AAN6WUW4	1536484		MU864417	KAK4186702.1	Genomic_DNA	1
A0AAN6XB50	2587418		MU864016	KAK4195362.1	Genomic_DNA	1
A0AAN6YT11	2074819		MU853340	KAK4112987.1	Genomic_DNA	1
A0AAN6ZWU7	669021		MU856899	KAK4154925.1	Genomic_DNA	1
A0AAN7AR50	2587418		MU864049	KAK4194620.1	Genomic_DNA	1
A0AAN7BA66	261697		MU858105	KAK4213655.1	Genomic_DNA	1
A0AAN7BBE1	261697		MU858088	KAK4214795.1	Genomic_DNA	1
A0AAN7CA35	79813		MU860130	KAK4237607.1	Genomic_DNA	1
A0AAN7GYN8	252190		MU865333	KAK4227267.1	Genomic_DNA	1
A0AAN7HDM4	1126955		MU857683	KAK4246061.1	Genomic_DNA	1
A0AAN7T3Y1	1690604		JAVRRJ010000002	KAK5088262.1	Genomic_DNA	1
A0AAN7T5E4	1690604		JAVRRJ010000001	KAK5090864.1	Genomic_DNA	1
A0AAN7Z794	326684		JAWHQM010000019	KAK5631327.1	Genomic_DNA	1
A0AAN8F2Z4	191047		JAKLMC020000029	KAK5950141.1	Genomic_DNA	1
A0AAN8I9N5	191047		JAKLMC020000008	KAK5954575.1	Genomic_DNA	1
A0AAN9YPY3	117547		JAKJXP020000019	KAK7754593.1	Genomic_DNA	1
A0AAU2H4C1						0
A0AAU9WDB8	46732		CALNXJ010000013	CAH3113064.1	Genomic_DNA	1
A0AAU9WFJ4	46732		CALNXJ010000013	CAH3113066.1	Genomic_DNA	1
A0AAU9WFM1	46732		CALNXJ010000013	CAH3113068.1	Genomic_DNA	1
A0AAU9WGN4	46732		CALNXJ010000012	CAH3110206.1	Genomic_DNA	1
A0AAU9WHW5	46732		CALNXJ010000013	CAH3113077.1	Genomic_DNA	1
A0AAU9WI44	46732		CALNXJ010000013	CAH3111982.1	Genomic_DNA	1
A0AAU9WPB8	46732		CALNXJ010000018	CAH3121124.1	Genomic_DNA	1
A0AAU9WPJ8	46732		CALNXJ010000018	CAH3121127.1	Genomic_DNA	1
A0AAU9Y0L2	46732		CALNXJ010000080	CAH3161463.1	Genomic_DNA	1
A0AAV0B387	170000		CALTRL010002818	CAH7676814.1	Genomic_DNA	1
A0AAV9GEE9	3040156		MU865951	KAK4447184.1	Genomic_DNA	1
A0AAV9GMT8	3040156		MU865946	KAK4447966.1	Genomic_DNA	1
A0AAV9HUP8	585594		MU864948	KAK4464471.1	Genomic_DNA	1
A0AAV9NEM7	1690606		JAVRRD010000011	KAK5054021.1	Genomic_DNA	1
A0AAV9NM11	1690606		JAVRRD010000005	KAK5058619.1	Genomic_DNA	1
A0AAV9PYQ5	1690605		JAXLQG010000022	KAK5529498.1	Genomic_DNA	1
A0AAV9Q2N9	1690605		JAXLQG010000014	KAK5532803.1	Genomic_DNA	1
A0AAV9QGM4	1690605		JAXLQG010000004	KAK5541279.1	Genomic_DNA	1
A0AAW5AIV8	219574		WKEW01000121	MCF5060106.1	Genomic_DNA	1
A0AB72UHW7						0
A0ABD3CRY7	1961234		JAVIJP010000032	KAL3632735.1	Genomic_DNA	1
A0ABD3P7G1	382360		JALLPJ020000768	KAL3783393.1	Genomic_DNA	1
A0ABM4B626	6087					0
A0ABM4B637	6087					0
A0ABM4CLJ5	6087					0
A0ABM4CWC9	6087					0
A0ABM4D189	6087					0
A0ABN8LKJ6	104178		CALNXI010000048	CAH3016795.1	Genomic_DNA	1
A0ABN8LLM9	104178		CALNXI010000016	CAH3014886.1	Genomic_DNA	1
A0ABN8LP07	104178		CALNXI010000056	CAH3017163.1	Genomic_DNA	1
A0ABN8LPV2	104178		CALNXI010000066	CAH3017582.1	Genomic_DNA	1
A0ABN8LRW2	104178		CALNXI010000084	CAH3018340.1	Genomic_DNA	1
A0ABN8M8J6	104178		CALNXI010000336	CAH3025092.1	Genomic_DNA	1
A0ABN8MSU7	104759		CALNXK010000003	CAH3034977.1	Genomic_DNA	1
A0ABN8MSW1	104759		CALNXK010000003	CAH3034991.1	Genomic_DNA	1
A0ABN8MTH8	104759		CALNXK010000003	CAH3034986.1	Genomic_DNA	1
A0ABN8N3E0	104178		CALNXI010000722	CAH3040441.1	Genomic_DNA	1
A0ABN8NB94	104759		CALNXK010000015	CAH3047085.1	Genomic_DNA	1
A0ABN8NEM0	104759		CALNXK010000015	CAH3047087.1	Genomic_DNA	1
A0ABN8NY44	104759		CALNXK010000042	CAH3126534.1	Genomic_DNA	1
A0ABN8NY53	104759		CALNXK010000042	CAH3126536.1	Genomic_DNA	1
A0ABN8R2Z3	104759		CALNXK010000179	CAH3173226.1	Genomic_DNA	1
A0ABN8RAH9	104759		CALNXK010000212	CAH3176404.1	Genomic_DNA	1
A0ABN8RHG1	104759		CALNXK010000246	CAH3178850.1	Genomic_DNA	1
A0ABN8RK39	104178		CALNXI010001916	CAH3179611.1	Genomic_DNA	1
A0ABN8RM19	104178		CALNXI010001916	CAH3179609.1	Genomic_DNA	1
A0ABN8RND1	104759		CALNXK010000246	CAH3178852.1	Genomic_DNA	1
A0ABN8SN36	104178		CALNXI010003252	CAH3192675.1	Genomic_DNA	1
A0ABN8SRU8	104178		CALNXI010003252	CAH3192674.1	Genomic_DNA	1
A0ABP0B1V4	671064		CAWUHC010000010	CAK7213491.1	Genomic_DNA	1
A0ABP0CRD0	1260050		CAWUHB010000080	CAK7234105.1	Genomic_DNA	1
A0ABP0CYK4	1812306		CAWUHD010000158	CAK7236106.1	Genomic_DNA	1
A0ABP0TM67	128251		OZ019904	CAK9199983.1	Genomic_DNA	1
A0ABP1AIV3						0
A0ABP3R282	68191		BAAACA010000016	GAA0601432.1	Genomic_DNA	1
A0ABP4FJU9	229486		BAAAKV010000050	GAA1186127.1	Genomic_DNA	1
A0ABP5F1Z3	280238		BAAAPC010000023	GAA2011467.1	Genomic_DNA	1
A0ABP6CC76	552788		BAAARJ010000006	GAA2608925.1	Genomic_DNA	1
A0ABP6MHW8	332591		BAAAUG010000038	GAA3101329.1	Genomic_DNA	1
A0ABQ0G2N7	1157608		BAAFSV010000001	GAB1312035.1	Genomic_DNA	1
A0ABQ0G3Z9	1157608		BAAFSV010000001	GAB1312461.1	Genomic_DNA	1
A0ABQ0GH37	1157608		BAAFSV010000004	GAB1317068.1	Genomic_DNA	1
A0ABQ0M510	658473		DF849672	GAT58369.1	Genomic_DNA	1
A0ABQ3RF10	285531		BNEA01000015	GHI54425.1	Genomic_DNA	1
A0ABQ4GJQ7	564413		BOOF01000011	GIH61669.1	Genomic_DNA	1
A0ABQ6MZQ8	2962635		BRYB01000728	GMI36383.1	Genomic_DNA	1
A0ABQ8NXU0	148305		JABSND010000014	KAI6303389.1	Genomic_DNA	1
A0ABQ8QXP3	61235		JAOQBH010000031	KAJ4112502.1	Genomic_DNA	1
A0ABR0FAF3	2093777		JAFFGZ010000009	KAK4639912.1	Genomic_DNA	1
A0ABR0FAT7	2093777		JAFFGZ010000008	KAK4640483.1	Genomic_DNA	1
A0ABR0G5J0	2093779		JAFFHA010000009	KAK4651006.1	Genomic_DNA	1
A0ABR0G7F0	2093779		JAFFHA010000008	KAK4651579.1	Genomic_DNA	1
A0ABR0H352	2093780		JAFFHB010000009	KAK4662316.1	Genomic_DNA	1
A0ABR0H4B3	2093780		JAFFHB010000008	KAK4662882.1	Genomic_DNA	1
A0ABR0HM73	2609844		JAFFHC010000007	KAK4669009.1	Genomic_DNA	1
A0ABR0HSZ9	2609844		JAFFHC010000006	KAK4671206.1	Genomic_DNA	1
A0ABR0IZ48	1016849		JAVRRF010000029	KAK5052418.1	Genomic_DNA	1
A0ABR0JMJ3	1016849		JAVRRF010000002	KAK5067188.1	Genomic_DNA	1
A0ABR0KBS0	1690604		JAVRRG010000047	KAK5093171.1	Genomic_DNA	1
A0ABR0KH52	1690604		JAVRRG010000023	KAK5096256.1	Genomic_DNA	1
A0ABR0RAB7	1635080		JAVHJV010000018	KAK5937207.1	Genomic_DNA	1
A0ABR0RMX2	1635080		JAVHJV010000006	KAK5941954.1	Genomic_DNA	1
A0ABR1US72	335842		JAQQWM010000006	KAK8060693.1	Genomic_DNA	1
A0ABR3CWN2	420778		JAJVCZ030000001	KAL0265323.1	Genomic_DNA	1
A0ABR3GF19	1032678		JBBBZM010000092	KAL0634520.1	Genomic_DNA	1
A0ABR3TL16	856260		JAKEKT020000052	KAL1640263.1	Genomic_DNA	1
A0ABR3V2B3	85995		JAZGSY010000504	KAL1835928.1	Genomic_DNA	1
A0ABR3VZ55	127596		JAWRVE010000208	KAL1848961.1	Genomic_DNA	1
A0ABR3WG91	223376		JAZHXJ010000439	KAL1861275.1	Genomic_DNA	1
A0ABR3WV06	127596		JAWRVE010000050	KAL1867504.1	Genomic_DNA	1
A0ABR3YYR7	5173		JAWCUI010000037	KAL1893513.1	Genomic_DNA	1
A0ABR4DNW5	72144		JAZGUE010000001	KAL2272017.1	Genomic_DNA	1
A0ABR4TSS6	1353532		AUNC01000003	KEO58924.1	Genomic_DNA	1
A0ABR5Y6J9	220697		LPXL01000004	KZD06707.1	Genomic_DNA	1
A0ABR6V5Y3	470150		JABWRS010000005	MBC3475836.1	Genomic_DNA	1
A0ABS6QBR2	485876		JABWRZ020000001	MBV4491626.1	Genomic_DNA	1
A0ABS9FD76	78544		WKED01000078	MCF5110307.1	Genomic_DNA	1
A0ABS9G7M5						0
A0ABT1P7V4	1387313		JANFNH010000003	MCQ4041456.1	Genomic_DNA	1
A0ABT2ZPY2	2984134		JAOWKZ010000003	MCV2873208.1	Genomic_DNA	1
A0ABT5NM23	2745512		JAMDHD010000060	MDD0988792.1	Genomic_DNA	1
A0ABU1D0H3	515393		JAVGXC010000055	MDR0193035.1	Genomic_DNA	1
A0ABU2S4D8	3075532		JAVREV010000007	MDT0443832.1	Genomic_DNA	1
A0ABU5KX76	2219225		JAXUBM010000008	MDZ5738521.1	Genomic_DNA	1
A0ABV5QIU7	67361		JBHMCT010000005	MFB9553430.1	Genomic_DNA	1
A0ABV6TPR0	67337		JBHMQV010000009	MFC0847777.1	Genomic_DNA	1
A0ABV9VFU7	66869		JBHSJE010000009	MFC4982048.1	Genomic_DNA	1
A0ABW0JGR8	633153		JBHSMK010000002	MFC5435016.1	Genomic_DNA	1
A0ABW8JVC8	363848		JADIKM010000003	MFK2905104.1	Genomic_DNA	1
A0ABW8R094	2853159		JBJHQF010000013	MFK9004620.1	Genomic_DNA	1
A0ABW9IRU2	33899		JBJVNE010000016	MFM9650355.1	Genomic_DNA	1
A0ABX2QSF3	117680		JACARY010000014	NWD94734.1	Genomic_DNA	1
A0ABX7K4S3	2812000		CP070506	QSB41710.1	Genomic_DNA	1
A0ABY0T4X6	169669		LT629708	SDP91106.1	Genomic_DNA	1
A0ABY3YVG1	132474		CP094298	UNZ01938.1	Genomic_DNA	1
A0ABY6SHP1	48703		LR026969	VBB83997.1	Genomic_DNA	1
A0ABY9SUW3	1940636		CP127845	WMY87384.1	Genomic_DNA	1
A0ABZ1ADG6	915099		CP139639	WRI26976.1	Genomic_DNA	1
A0ABZ1QTL9	67280		CP108038	WUN86037.1	Genomic_DNA	1
A0ABZ1W8D9	68217		CP108482	WUS57102.1	Genomic_DNA	1
A0ABZ1XJX8	67326		CP109019	WUT83820.1	Genomic_DNA	1
A0ABZ1ZKP5	1892		CP109491	WUX39030.1	Genomic_DNA	1
A0ACB6QZ82	673940		MU003504	KAF2471878.1	Genomic_DNA	1
A0ACB7P620	1854479		JAGIZQ010000005	KAH6627423.1	Genomic_DNA	1
A0ACB7PME6	1854479		JAGIZQ010000002	KAH6641891.1	Genomic_DNA	1
A0ACB9YZX1	110542		MU393484	KAI4864584.1	Genomic_DNA	1
A0ACC0CM42	110542		MU394395	KAI6081468.1	Genomic_DNA	1
A0ACC0DTX9	168172		CM045879	KAI7938776.1	Genomic_DNA	1
A0ACC1PLZ8	42375		JAPDGR010000105	KAJ2996177.1	Genomic_DNA	1
A0ACC2J4D6	110536		JAPESX010000254	KAJ8122309.1	Genomic_DNA	1
A0ACC2ZZX6	3383035		JAPDRQ010000157	KAJ9653346.1	Genomic_DNA	1
A0ACC3AAT4	3383035		JAPDRQ010000050	KAJ9658514.1	Genomic_DNA	1
A0ACC6LFG7	2740531		JAVLRO010000007	MDR9877184.1	Genomic_DNA	1
A0ACD3YYX0	2747967		CP090033	UPK94167.1	Genomic_DNA	1
A1BB10	318586		CP000491	ABL72704.1	Genomic_DNA	1
A7RQY2	45351		DS469529	EDO46249.1	Genomic_DNA	1
A7RXW5	45351		DS469551	EDO43733.1	Genomic_DNA	1
A7SSF6	45351		DS469776	EDO33361.1	Genomic_DNA	1
B1VTI5	455632		AB214954	BAD99129.1	Genomic_DNA	3
B2B2Q9	515849		FO904941	CDP30794.1	Genomic_DNA	1
B6HTY5	500485		AM920437	CAP97791.1	Genomic_DNA	1
D5GL91	656061		FN430347	CAZ85284.1	Genomic_DNA	1
D6RTB9	224537		AB530136	BAJ08174.1	Genomic_DNA	1
E3KSA5	418459		DS178304	EFP87180.2	Genomic_DNA	1
F4S769	747676		GL883158	EGF99458.1	Genomic_DNA	1
F4S770	747676		GL883158	EGF99459.1	Genomic_DNA	1
F9G0F0						0
G0RFJ8	431241		GL985061	EGR49734.1	Genomic_DNA	1
G0SFX8	759272		GL988047	EGS17893.1	Genomic_DNA	1
G2QC95	573729		CP003004	AEO57270.1	Genomic_DNA	1
G2R0R5	578455		CP003010	AEO67326.1	Genomic_DNA	1
G4N2I5	242507		CM001233	EHA51694.1	Genomic_DNA	1
H3GPM1	164328					0
H6BWF1	858893		JH226132	EHY55196.1	Genomic_DNA	2
H6C0Q8	858893		JH226133	EHY56432.1	Genomic_DNA	1
I1S6D3	229533		HG970333	CEF78458.1	Genomic_DNA	1
J3P591	644352					0
K3V6C2	1028729		AFNW01000405	EKJ68639.1	Genomic_DNA	1
K4CMI2	4081					0
L7JMT9						0
M7C0T4	8469		KB484186	EMP41750.1	Genomic_DNA	1
M7TJF3	1287681		KB706577	EMR66865.1	Genomic_DNA	1
N1RTX1	2502994		KB726480	EMT68831.1	Genomic_DNA	1
N4U6B2						0
O97885	9796		AF076781	AAC97109.1	mRNA	1
Q0FSM9	314265		AATQ01000008	EAU47224.1	Genomic_DNA	1
Q2H7I7	306901		CH408031	EAQ88759.1	Genomic_DNA	1
Q7PCK9	9796		BK000021	DAA00083.1	mRNA	1
Q9ZN72						0
S3E0P4	1116229		KE145360	EPE32098.1	Genomic_DNA	1
T0PRD1	1156394		JH767402	EQC24776.1	Genomic_DNA	1
T0PYC1	1156394		JH767175	EQC30534.1	Genomic_DNA	1
T0QF04	1156394		JH767160	EQC33326.1	Genomic_DNA	1
T0R5J2	1156394		JH767402	EQC24777.1	Genomic_DNA	1
T0RZX0	1156394		JH767142	EQC38108.1	Genomic_DNA	1
T0S5P9	1156394		JH767142	EQC37997.1	Genomic_DNA	1
U1TTP3						0
U7PL38	1391915		KI440855	ERS95245.1	Genomic_DNA	1
V7D4V9						0
V9CZH8						0
V9DEV2						0
V9V1D4						0
W2RIM6	1220924		KB822725	ETN36347.1	Genomic_DNA	1
W2SF58	1220924		KB822711	ETN46529.1	Genomic_DNA	1
W2SHB1	1220924		KB822711	ETN47254.1	Genomic_DNA	1
W4FLQ6						0
W4FWJ0						0
W4H0X6						0
W4H175						0
W4HDG1	112090		MZMZ02000724	RQM30487.1	Genomic_DNA	1
W9HKZ6						0
W9JX29						0
W9NP81						0
W9VMR6	1182543		AMGX01000047	EXJ53406.1	Genomic_DNA	1
W9VXV1	1182544		AMGW01000003	EXJ60667.1	Genomic_DNA	1
W9W212	1182544		AMGW01000002	EXJ62112.1	Genomic_DNA	1
W9WQA9	1182543		AMGX01000010	EXJ70108.1	Genomic_DNA	1
W9XSH8	1182541		AMWN01000006	EXJ83502.1	Genomic_DNA	1
W9Y3F5	1182542		AMGY01000003	EXJ87327.1	Genomic_DNA	1
W9YKS7	1182541		AMWN01000002	EXJ93507.1	Genomic_DNA	1
W9YQ03	1182542		AMGY01000001	EXJ91750.1	Genomic_DNA	1
W9YYG2						0
W9YZK1						0
X0C1C7	1089458		JH658395	EXK84569.1	Genomic_DNA	1
X0HP82						0
X0KLF2						0
X0LE01						0
