rep1	rep2	min_tm
A0A364L5W2_taxID_1196081_model	A0A484G057_taxID_1213857_model	0.4026
E7CLR7_taxID_34541_model	F6WL94_taxID_7719_model	0.4025
A0A0F4GBJ7_taxID_1047168_model	A0A0F9J123_taxID_412755_model	0.4022
A0A4U0XX60_taxID_329884_model	A0A5Q4BMU6_taxID_2078593_model	0.4020
A0A075B1D3_taxID_988480_model	A0AAD5T9G3_taxID_109957_model	0.4020
A0A1X6PIR8_taxID_2786_model	A0AA88YDI9_taxID_66713_model	0.4020
A0A409WEP5_taxID_231916_model_A	A0A8H7E8W0_taxID_1187904_model	0.4018
A0A835SWT6_taxID_2026947_model	A0ACC1PD21_taxID_42375_model	0.4015
A0A7S4GNC1_taxID_2969_model	A0AA36JK50_taxID_2562239_model	0.4013
A0A8H4YZH8_taxID_48485_model	A0ACC1PQ96_taxID_42375_model	0.4012
A0A0F4GBJ7_taxID_1047168_model	A0A8K0WPV5_taxID_80388_model_A	0.4007
A0A1I8IJ91_taxID_282301_model	A0ACC2HA47_taxID_75939_model	0.4005
A0A7J7J2C8_taxID_10212_model	A0ABN8LP07_taxID_104178_model	0.4001
A0A0F4GBJ7_taxID_1047168_model	A0AAE8SXX8_taxID_2041049_model_A	0.4001
A0A0F4GBJ7_taxID_1047168_model	A0A9P9XQR7_taxID_1671311_model	0.4001
