protein_id	pfam
KAA2266061	PF01255|Putative undecaprenyl diphosphate synthase
KAA2266062	PF05729|NACHT domain
KAA2266063	PF00583|Acetyltransferase (GNAT) family
KAA2266064	PF02565|Recombination protein O C terminal;PF11967|Recombination protein O N terminal
KAA2266065	PF06271|RDD family
KAA2266066	PF01926|50S ribosome-binding GTPase;PF07650|KH domain
KAA2266067	PF26947|Cytidine deaminase-like
KAA2266187	
KAA2266188	PF01022|Bacterial regulatory protein, arsR family
KAB1140228	PF13581|Histidine kinase-like ATPase domain
KAB1140229	PF01063|Amino-transferase class IV
KAB1140230	PF02153|Prephenate dehydrogenase, nucleotide-binding domain;PF20463|Prephenate dehydrogenase, dimerization domain
KAB1140231	PF02441|Flavoprotein
KAB1140232	PF01047|MarR family
KAB1140233	PF01565|FAD binding domain;PF08031|Berberine and berberine like
KAB1140234	PF07690|Major Facilitator Superfamily
KAB1140235	PF00486|Transcriptional regulatory protein, C terminal;PF03704|Bacterial transcriptional activator domain
KAB1140237	PF01565|FAD binding domain;PF08031|Berberine and berberine like
KAB1140238	PF01791|DeoC/LacD family aldolase
KAB1140239	PF01959|3-dehydroquinate synthase II N-terminal domain;PF26558|3-dehydroquinate synthase II C-terminal domain
KAB1140240	
KAB1140241	PF00196|Bacterial regulatory proteins, luxR family
KAB1140242	PF04672|S-adenosyl methyltransferase
KAB1140245	PF03781|Sulfatase-modifying factor enzyme 1-like domain
KAB1140246	PF01977|3-octaprenyl-4-hydroxybenzoate carboxy-lyase Rift-related domain;PF20695|3-octaprenyl-4-hydroxybenzoate carboxy-lyase N-terminal domain;PF20696|3-octaprenyl-4-hydroxybenzoate carboxy-lyase C-terminal domain
KAB1140247	PF06236|Tyrosinase co-factor MelC1
KAB1140248	PF00501|AMP-binding enzyme
KAB1140249	PF00221|Aromatic amino acid lyase
KAF1986401	
KAF1986402	
KAF1986403	
KAF1986404	PF03297|S25 ribosomal protein
KAF1986405	PF00173|Cytochrome b5-like Heme/Steroid binding domain
KAF1986406	PF04670|Gtr1/RagA G protein conserved region
KAF1986407	
KAF1986408	
KAF1986409	
KAF1986410	PF06041|Bacterial protein of unknown function (DUF924)
KAF1986412	PF24340|DBL homology domain (DH-domain);PF24344|PH domain;PF24345|EVH1 domain-like
KAF1986413	PF00170|bZIP transcription factor
KAF1986414	PF00314|Thaumatin family
KAF1986415	PF00067|Cytochrome P450
KAF1986416	PF01222|Ergosterol biosynthesis ERG4/ERG24 family
KAF1986417	
KAF1986418	
KAF1986419	PF01636|Phosphotransferase enzyme family
KAF1986420	
KAF1986421	
KAF2167568	PF13409|Glutathione S-transferase, N-terminal domain;PF13410|Glutathione S-transferase, C-terminal domain
KAF2167569	PF00732|GMC oxidoreductase;PF05199|GMC oxidoreductase
KAF2167570	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain;PF11951|Fungal specific transcription factor domain
KAF2167571	
KAF2167572	PF14269|Arylsulfotransferase (ASST)
KAF2167573	PF11807|Mycotoxin biosynthesis protein UstYa
KAF2167574	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain;PF11951|Fungal specific transcription factor domain
KAF2167575	
KAF2167576	
KAF2167577	PF11807|Mycotoxin biosynthesis protein UstYa
KAF2167579	PF11807|Mycotoxin biosynthesis protein UstYa
KAF2167580	PF13640|2OG-Fe(II) oxygenase superfamily
KAF2167581	PF04389|Peptidase family M28
KAF2167582	
KAF2167583	
KAF2167584	
KAF2167585	PF03055|Retinal pigment epithelial membrane protein
KAF2167586	PF13847|Methyltransferase domain
KAF2167587	PF00248|Aldo/keto reductase family
KAF2167588	PF00190|Cupin
KAF4628447	PF00149|Calcineurin-like phosphoesterase;PF21953|NAD nucleotidase, C-terminal domain
KAF4628448	PF01425|Amidase
KAF4628449	PF00137|ATP synthase subunit C
KAF4628450	PF00026|Eukaryotic aspartyl protease
KAF4628451	
KAF4628452	PF03371|PRP38 family
KAF4628453	PF00610|Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP);PF00621|RhoGEF domain;PF00780|CNH domain;PF15405|Pleckstrin homology domain
KAF9729647	
KAF9729648	PF05577|Serine carboxypeptidase S28
KAF9729649	PF09759|Spinocerebellar ataxia type 10 protein domain
KAF9729650	
KAF9729651	PF06391|CDK-activating kinase assembly factor MAT1;PF17121|Zinc finger, C3HC4 type (RING finger)
KAF9729652	PF12927|Domain of unknown function (DUF3835);PF13758|Prefoldin subunit
KAF9729653	PF00173|Cytochrome b5-like Heme/Steroid binding domain;PF00487|Fatty acid desaturase
KAF9729654	PF00857|Isochorismatase domain
KAF9729655	
KAF9729656	
KAF9729658	
KAF9729659	
KAF9729660	PF00005|ABC transporter;PF00664|ABC transporter transmembrane region
KAF9729661	
KAF9729662	PF15454|Late endosomal/lysosomal adaptor and MAPK and MTOR activator
KAF9729663	
KAF9729664	PF10360|Protein of unknown function (DUF2433);PF25061|Fungal RNA-binding domain
KAF9729665	PF03810|Importin-beta N-terminal domain;PF13513|HEAT-like repeat;PF25574|Importin subunit beta-1-like, TPR repeats;PF25780|IPO5-like, TPR repeats
KAF9729666	PF12349|Sterol-sensing domain of SREBP cleavage-activation;PF16414|Niemann-Pick C1 N terminus;PF22314|NPC1, middle luminal domain
KAF9729667	
KAG1894722	PF18759|Plavaka transposase
KAG1894723	PF20153|Family of unknown function (DUF6535)
KAG1894724	
KAG1894725	PF00656|Caspase domain
KAG1894726	PF11735|Cryptococcal mannosyltransferase 1
KAG1894727	PF00656|Caspase domain
KAG1894728	PF00656|Caspase domain
KAG1894729	PF12937|F-box-like
KAG1894730	
KAG1894732	PF12572|Protein of unknown function (DUF3752)
KAG1894733	
KAG1894734	
KAG1894735	
KAG1894736	PF00198|2-oxoacid dehydrogenases acyltransferase (catalytic domain);PF00364|Biotin-requiring enzyme;PF02817|e3 binding domain
KAG1894737	
KAG1894738	PF01218|Coproporphyrinogen III oxidase
KAG1894739	
KAG1894740	
KAG1894741	PF00128|Alpha amylase, catalytic domain;PF16657|Maltogenic Amylase, C-terminal domain
KAG5188421	
KAG5188422	
KAG5188423	
KAG5188424	
KAG5188425	PF00071|Ras family
KAG5188426	
KAG5188427	
KAG5188428	
KAG5188429	
KAG5188430	PF02042|RWP-RK domain
KAG5188432	PF01105|emp24/gp25L/p24 family/GOLD
KAG5188433	
KAG5188434	PF02518|Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
KAG5188435	PF00069|Protein kinase domain;PF08447|PAS fold
KAG5188436	PF02518|Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
KAG5188437	
KAG5188438	
KAG5188439	
KAG5188440	
KAG9231556	
KAG9231557	
KAG9231558	
KAG9231559	PF00387|Phosphatidylinositol-specific phospholipase C, Y domain;PF00388|Phosphatidylinositol-specific phospholipase C, X domain
KAG9231560	
KAG9231561	
KAG9231562	PF00107|Zinc-binding dehydrogenase;PF08240|Alcohol dehydrogenase GroES-like domain
KAG9231563	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain
KAG9231564	PF25545|Domain of unknown function (DUF7924)
KAG9231565	PF00135|Carboxylesterase family
KAG9231567	PF01425|Amidase;PF26053|Scytalone dehydratase-like protein Arp1, N-terminal domain
KAH3768609	
KAH3768610	
KAH3768611	
KAH3768612	
KAH3768613	
KAH3768614	
KAH3768615	
KAH3768616	
KAH3768617	
KAH3768618	
KAH3768620	PF14893|PNMA-like, C-terminal domain
KAH3768621	
KAH3768622	
KAH3768623	PF00069|Protein kinase domain
KAH3768624	PF00096|Zinc finger, C2H2 type
KAH3768625	PF00096|Zinc finger, C2H2 type;PF13912|C2H2-type zinc finger
KAH3768626	
KAH3768627	
KAH3768628	PF00264|Common central domain of tyrosinase
KAH3768629	PF01607|Chitin binding Peritrophin-A domain
KAH3824745	
KAH3824746	PF00264|Common central domain of tyrosinase
KAH3824747	
KAH3824748	
KAH3824749	
KAH3824750	
KAH3824751	
KAH3824752	
KAH3824753	
KAH3824754	
KAH3824755	PF00264|Common central domain of tyrosinase
KAH3824756	PF00264|Common central domain of tyrosinase
KAH3824757	
KAH3824758	
KAH3824759	PF00264|Common central domain of tyrosinase
KAH3824760	
KAH3824761	
KAH3824762	
KAH3824763	
KAH3824764	
KAH3824765	PF12815|Spt5 C-terminal nonapeptide repeat binding Spt4
KAH3824766	
KAH3824767	
KAH3824768	PF07701|Heme NO binding associated
KAH3824769	
KAH6598552	PF00018|SH3 domain
KAH6598553	
KAH6598554	PF00009|Elongation factor Tu GTP binding domain;PF00679|Elongation factor G C-terminus;PF21018|TypA/BipA C-terminal domain;PF22042|Elongation factor G domain 2
KAH6598555	PF13347|MFS/sugar transport protein
KAH6598556	PF00069|Protein kinase domain
KAH6598557	PF03142|Chitin synthase;PF08766|DEK C terminal domain
KAH6598558	
KAH6598559	
KAH6598560	PF06487|Sin3 associated polypeptide p18 (SAP18)
KAH6598561	PF04857|CAF1 family ribonuclease
KAH6598563	PF00264|Common central domain of tyrosinase
KAH6598564	PF00264|Common central domain of tyrosinase
KAH6598565	PF00187|Chitin recognition protein;PF01522|Polysaccharide deacetylase
KAH6598566	PF00078|Reverse transcriptase (RNA-dependent DNA polymerase)
KAH6598567	
KAH6598568	
KAH6598569	
KAH6598570	PF12937|F-box-like
KAH6598571	PF00271|Helicase conserved C-terminal domain;PF04851|Type III restriction enzyme, res subunit
KAH6598572	
KAH6651614	PF07859|alpha/beta hydrolase fold
KAH6651615	
KAH6651616	
KAH6651617	PF12311|Protein of unknown function (DUF3632)
KAH6651618	
KAH6651619	PF06985|Heterokaryon incompatibility protein (HET)
KAH6651620	PF16062|ADP-ribosylhydrolase MavL-like
KAH6651621	PF01841|Transglutaminase-like superfamily
KAH6651622	
KAH6651623	PF01494|FAD binding domain
KAH6651625	PF05730|CFEM domain;PF20684|Fungal rhodopsin domain
KAH6651626	PF03911|Sec61beta family
KAH6651627	PF00704|Glycosyl hydrolases family 18
KAH6651628	PF12697|Alpha/beta hydrolase family
KAH6651629	
KAH6651630	PF01494|FAD binding domain;PF21274|Aromatic-ring hydroxylase, C-terminal
KAH6651631	
KAH6651632	PF03033|Glycosyltransferase family 28 N-terminal domain;PF06722|Erythromycin biosynthesis protein CIII-like, C-terminal domain
KAH6651633	PF00106|short chain dehydrogenase
KAH6651634	PF00067|Cytochrome P450
KAJ3137652	PF01256|NAD(P)H-hydrate dehydratase;PF02535|ZIP Zinc transporter
KAJ3137653	PF00069|Protein kinase domain
KAJ3137654	PF10436|Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase
KAJ3137655	PF08698|Fcf2 pre-rRNA processing
KAJ3137656	PF01105|emp24/gp25L/p24 family/GOLD
KAJ3137657	PF06026|Ribose 5-phosphate isomerase A (phosphoriboisomerase A)
KAJ3137658	PF00004|ATPase family associated with various cellular activities (AAA);PF17862|AAA+ lid domain
KAJ3137659	PF00485|Phosphoribulokinase / Uridine kinase family
KAJ3137660	
KAJ3227342	PF00814|tRNA N6-adenosine threonylcarbamoyltransferase
KAJ3227343	
KAJ3227344	PF02493|MORN repeat
KAJ3227345	PF00454|Phosphatidylinositol 3- and 4-kinase;PF02259|FAT domain;PF08771|FKBP12-rapamycin binding domain;PF11865|Serine/threonine-protein kinase mTOR domain;PF23593|Serine/threonine-protein kinase ATR-like, HEAT repeats
KAJ3227346	PF00225|Kinesin motor domain
KAJ3227347	PF10498|Intra-flagellar transport protein 57
KAJ3227348	PF12657|Transcription factor IIIC subunit delta bet-propeller domain
KAJ3227349	PF02636|Putative S-adenosyl-L-methionine-dependent methyltransferase
KAJ3227350	PF12799|Leucine Rich repeats (2 copies);PF15926|E3 ubiquitin-protein ligase RNF220
KAJ3227352	PF01253|Translation initiation factor SUI1
KAJ3227353	PF03372|Endonuclease/Exonuclease/phosphatase family
KAJ3227354	PF12624|VPS13-like family N-terminal region;PF25036|Vacuolar-sorting associated protein 13, adaptor binding domain;PF25037|Intermembrane lipid transfer protein VPS13, C-terminal
KAJ3227355	
KAJ3227356	PF13344|Haloacid dehalogenase-like hydrolase
KAJ3227357	
KAJ3227358	PF00439|Bromodomain;PF17035|Bromodomain extra-terminal - transcription regulation
KAJ3227359	
KAJ3227360	
KAJ3227361	PF00657|GDSL-like Lipase/Acylhydrolase
KAJ5497069	PF00476|DNA polymerase family A;PF18136|DNA mitochondrial polymerase exonuclease domain
KAJ5497070	PF00097|Zinc finger, C3HC4 type (RING finger)
KAJ5497071	PF01933|2-phospho-L-lactate transferase CofD
KAJ5497072	PF03151|Triose-phosphate Transporter family
KAJ5497073	PF05891|AdoMet dependent proline di-methyltransferase
KAJ5497074	
KAJ5497075	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain
KAJ5497076	PF05721|Phytanoyl-CoA dioxygenase (PhyH)
KAJ5497077	PF14033|Protein of unknown function (DUF4246);PF21666|Domain of unknown function DUF4246, N-terminal
KAJ5497078	
KAJ5497080	
KAJ5497081	PF08733|PalH/RIM21
KAJ5497082	PF00026|Eukaryotic aspartyl protease
KAJ5497083	PF00172|Fungal Zn(2)-Cys(6) binuclear cluster domain
KAJ5497084	PF10186|Vacuolar sorting 38 and autophagy-related subunit 14
KAJ5497085	PF12829|Transcriptional regulation of mitochondrial recombination
KAJ5497086	PF00481|Protein phosphatase 2C
KAJ5497087	
KAJ5497088	PF00160|Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
KAJ5497089	PF03853|YjeF-related protein N-terminus;PF09532|FDF domain
KAJ8302425	
KAJ8302426	PF01273|LBP / BPI / CETP family, N-terminal domain
KAJ8302693	PF00071|Ras family
KAJ8302694	PF00226|DnaJ domain
KAJ8302695	PF00868|Transglutaminase family;PF01841|Transglutaminase-like superfamily
KAJ8302696	PF09748|Transcription factor subunit Med10 of Mediator complex
KAJ8302697	PF00071|Ras family
KAJ8302698	PF00071|Ras family
KAJ8302699	PF01082|Copper type II ascorbate-dependent monooxygenase, N-terminal domain;PF03712|Copper type II ascorbate-dependent monooxygenase, C-terminal domain
KAJ8302700	PF00097|Zinc finger, C3HC4 type (RING finger);PF00658|MLLE domain;PF22586|ANCHR-like B-box zinc-binding domain
KAJ8302751	PF01082|Copper type II ascorbate-dependent monooxygenase, N-terminal domain;PF24784|Temptin C-terminal
KAJ8302802	PF00230|Major intrinsic protein
KAJ8303197	PF02825|WWE domain
KAJ8303198	PF01094|Receptor family ligand binding region;PF07714|Protein tyrosine and serine/threonine kinase
KAJ8303456	
KAJ8303457	PF00090|Thrombospondin type 1 domain;PF05986|ADAM-TS Spacer 1;PF17771|ADAMTS cysteine-rich domain 2
KAJ8303458	PF14752|Retinol binding protein receptor
KAJ8303459	PF07714|Protein tyrosine and serine/threonine kinase
KAJ8303460	PF12739|ER-Golgi trafficking TRAPP I complex 85 kDa subunit;PF24542|TPPC8 C-terminal Ig-like domain;PF24544|TPPC8 second Ig-like domain;PF24545|TPPC8 first Ig-like domain;PF24546|TPPC8 third Ig-like domain
KAJ8303461	PF12739|ER-Golgi trafficking TRAPP I complex 85 kDa subunit
KAK0752730	PF10342|Kre9/KNH-like N-terminal Ig-like domain
KAK0752731	
KAK0752732	PF09488|Mannosyl-3-phosphoglycerate synthase (osmo_MPGsynth)
KAK0752733	
KAK0752734	PF13460|NAD(P)H-binding
KAK0752735	PF10503|Esterase PHB depolymerase
KAK0752736	
KAK0752737	PF01494|FAD binding domain;PF07976|Phenol hydroxylase, C-terminal dimerisation domain
KAK0752738	
KAK0752739	
KAK0752741	
KAK0752742	PF13520|Amino acid permease
KAK0752743	PF00067|Cytochrome P450
KAK0752744	PF06985|Heterokaryon incompatibility protein (HET)
KAK0752745	PF13489|Methyltransferase domain
KAK0752746	PF13637|Ankyrin repeats (many copies)
KAK0752747	PF00082|Subtilase family;PF05922|Peptidase inhibitor I9
KAK0752748	PF01753|MYND finger
KAK0752749	PF13489|Methyltransferase domain
KAK0752750	PF00300|Histidine phosphatase superfamily (branch 1)
KAK3085293	PF01409|tRNA synthetases class II core domain (F);PF03147|Ferredoxin-fold anticodon binding domain
KAK3085435	PF01463|Leucine rich repeat C-terminal domain;PF01582|TIR domain
KAK3085472	PF00067|Cytochrome P450
KAK3085548	PF00728|Glycosyl hydrolase family 20, catalytic domain
KAK3085549	PF15912|Virilizer, N-terminal
KAK3085579	PF00209|Sodium:neurotransmitter symporter family
KAK3085606	
KAK3085730	PF15472|Domain of unknown function (DUF4638)
KAK3085769	PF05347|Complex 1 protein (LYR family)
KAK3085867	PF01582|TIR domain
KAK3085898	PF00400|WD domain, G-beta repeat
KAK3085997	PF00270|DEAD/DEAH box helicase;PF00271|Helicase conserved C-terminal domain
KAK3086103	PF00090|Thrombospondin type 1 domain;PF01421|Reprolysin (M12B) family zinc metalloprotease;PF05986|ADAM-TS Spacer 1;PF08686|PLAC (protease and lacunin) domain;PF17771|ADAMTS cysteine-rich domain 2;PF19030|Thrombospondin type 1 domain;PF19236|ADAMTS cysteine-rich domain
KAK3086131	PF00752|XPG N-terminal domain;PF00867|XPG I-region
KAK3086216	PF01612|3'-5' exonuclease
KAK3086349	PF00069|Protein kinase domain
KAK3086356	PF02888|Calmodulin binding domain;PF03530|Calcium-activated SK potassium channel;PF07885|Ion channel
KAK3086674	PF01582|TIR domain
KAK3086804	PF13445|RING-type zinc-finger
KAK3086813	PF01582|TIR domain
KAK3106947	
KAK3106958	PF18738|DZIP3/ hRUL138-like HEPN
KAK3107044	PF20231|Family of unknown function (DUF6589)
KAK3107046	PF03175|DNA polymerase type B, organellar and viral
KAK3107065	
KAK3107117	
KAK3107137	PF18738|DZIP3/ hRUL138-like HEPN
KAK3107274	
KAK3107333	PF00531|Death domain
KAK3107431	
KAK3107458	
KAK3107531	
KAK3107576	
KAK3107595	PF00078|Reverse transcriptase (RNA-dependent DNA polymerase);PF00665|Integrase core domain;PF13975|gag-polyprotein putative aspartyl protease;PF17919|RNase H-like domain found in reverse transcriptase;PF17921|Integrase zinc binding domain
KAK3107602	
KAK3107764	PF00078|Reverse transcriptase (RNA-dependent DNA polymerase);PF17917|RNase H-like domain found in reverse transcriptase
KAK3107788	
KAK3107847	
KAK3107871	
KAK3107873	
KAK3578467	PF00194|Eukaryotic-type carbonic anhydrase;PF13499|EF-hand domain pair
KAK3578468	PF00194|Eukaryotic-type carbonic anhydrase
KAK3578469	PF13405|EF-hand domain;PF13499|EF-hand domain pair
KAK3578470	PF00194|Eukaryotic-type carbonic anhydrase
KAK3578471	
KAK3578472	
KAK3578473	
KAK3578474	PF00089|Trypsin
KAK3578475	PF02886|LBP / BPI / CETP family, C-terminal domain
KAK3578476	PF00107|Zinc-binding dehydrogenase;PF08240|Alcohol dehydrogenase GroES-like domain
KAK3578478	
KAK3578479	PF03446|NAD binding domain of 6-phosphogluconate dehydrogenase;PF14833|NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase
KAK3578480	
KAK3578481	
KAK3578482	PF13927|Immunoglobulin domain
KAK3605728	
KAK3605729	
KAK3605730	
KAK3605731	
KAK3605732	
KAK3605733	
KAK3605734	
KAK3605735	PF01758|Sodium Bile acid symporter family
KAK3605736	PF01722|BolA-like protein
KAK3605737	PF13561|Enoyl-(Acyl carrier protein) reductase
KAK3605739	PF00264|Common central domain of tyrosinase
KAK3605740	PF00264|Common central domain of tyrosinase
KAK3605741	
KAK3605742	PF00264|Common central domain of tyrosinase;PF01607|Chitin binding Peritrophin-A domain
KAK3605743	PF00194|Eukaryotic-type carbonic anhydrase
KAK3605744	PF08240|Alcohol dehydrogenase GroES-like domain;PF13602|Zinc-binding dehydrogenase
KAK3605745	PF04577|Glycosyltransferase 61
KAK3608044	PF00069|Protein kinase domain
KAK3608045	PF00329|Respiratory-chain NADH dehydrogenase, 30 Kd subunit
KAK3608046	PF00024|PAN domain
KAK3608047	PF00202|Aminotransferase class-III
KAK3608048	PF00264|Common central domain of tyrosinase
KAK3608049	PF00264|Common central domain of tyrosinase
KAK3608050	
KAK3608051	PF00264|Common central domain of tyrosinase
KAK3608052	PF00264|Common central domain of tyrosinase
KAK3608053	PF00264|Common central domain of tyrosinase
KAK3608055	PF00264|Common central domain of tyrosinase
KAK3608056	
KAK3608057	PF00264|Common central domain of tyrosinase
KAK3608058	PF13520|Amino acid permease
KAK3608059	PF10444|Nbl1 / Borealin N terminal;PF10512|Cell division cycle-associated protein 8
KAK3608060	PF15011|Ribosome biogenesis protein C1orf109-like
KAK3608061	PF15011|Ribosome biogenesis protein C1orf109-like
KAK3608062	PF01302|CAP-Gly domain
KAK3608063	PF00122|P-type ATPase actuator domain;PF13246|P-type ATPase, cytoplasmic domain N;PF16209|Phospholipid-translocating ATPase N-terminal;PF16212|Phospholipid-translocating P-type ATPase C-terminal
KAK3608064	
KAK4244076	PF13847|Methyltransferase domain
KAK4244077	PF12550|Transcriptional activator of glycolytic enzymes
KAK4244078	
KAK4244079	
KAK4244080	PF11919|Proteasome activator complex subunit 4-like, C-terminal;PF16507|Proteasome activator complex subunit 4, mid HEAT repeats region;PF16547|Proteasome-substrate-size regulator, N-terminal;PF23096|Proteasome activator complex subunit 4-like, HEAT repeat-like
KAK4244081	PF00069|Protein kinase domain
KAK4244082	
KAK4244083	PF05347|Complex 1 protein (LYR family);PF28561|Required for respiratory growth protein 1 C-terminal domain
KAK4244084	PF00179|Ubiquitin-conjugating enzyme
KAK4244085	PF12783|Mon2/Sec7/BIG1-like, HUS domain;PF16206|C-terminal region of Mon2 protein;PF16213|Mon2/Sec7/BIG1-like, dimerisation and cyclophilin-binding domain
KAK5965876	
KAK5965878	
KAK9418814	PF00875|DNA photolyase;PF03441|FAD binding domain of DNA photolyase
KAK9418815	PF03169|OPT oligopeptide transporter protein
KAK9418816	
KAK9418817	PF00067|Cytochrome P450
KAK9418818	PF12796|Ankyrin repeats (3 copies)
KAK9418819	PF03033|Glycosyltransferase family 28 N-terminal domain;PF06722|Erythromycin biosynthesis protein CIII-like, C-terminal domain
KAK9418820	
KAK9418821	PF00704|Glycosyl hydrolases family 18
KAK9418822	PF03911|Sec61beta family
KAK9418823	PF05730|CFEM domain;PF20684|Fungal rhodopsin domain
KAK9418825	
KAK9418826	
KAK9418827	PF01841|Transglutaminase-like superfamily
KAK9418828	PF16062|ADP-ribosylhydrolase MavL-like
KAK9418829	PF09830|ATP adenylyltransferase C-terminal domain;PF19327|Ap4A phosphorylase N-terminal domain
KAK9418830	PF00295|Glycosyl hydrolases family 28
KAK9418831	PF13424|Tetratricopeptide repeat;PF17830|STI1/HOP, DP domain
KAK9418832	PF05158|RNA polymerase Rpc34 subunit
KAK9418833	PF00160|Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
KAK9418834	PF01417|ENTH domain
KAK9775097	
KAK9775099	PF05730|CFEM domain;PF20684|Fungal rhodopsin domain
KAK9775100	PF03911|Sec61beta family
KAK9775101	PF00704|Glycosyl hydrolases family 18
KAK9775102	
KAK9775103	PF03033|Glycosyltransferase family 28 N-terminal domain;PF06722|Erythromycin biosynthesis protein CIII-like, C-terminal domain
KAK9775104	PF12796|Ankyrin repeats (3 copies)
KAK9775105	PF00067|Cytochrome P450;PF12680|SnoaL-like domain
KAK9775106	PF20684|Fungal rhodopsin domain
KAK9775107	PF00067|Cytochrome P450
KAK9775108	PF13460|NAD(P)H-binding
KAL1884266	PF00004|ATPase family associated with various cellular activities (AAA);PF17862|AAA+ lid domain;PF21236|26S proteasome regulatory subunit 7, OB domain
KAL1884267	
KAL1884268	PF00076|RNA recognition motif
KAL1884269	PF12400|STIMATE family
KAL1884270	PF27934|PSI+ induction protein 2
KAL1884271	PF12273|Rcr1/2
KAL1884272	
KAL1884273	PF00025|ADP-ribosylation factor family
KAL1884274	
KAL1884275	PF00562|RNA polymerase Rpb2, domain 6;PF04560|RNA polymerase Rpb2, domain 7;PF04561|RNA polymerase Rpb2, domain 2;PF04563|RNA polymerase beta subunit;PF04565|RNA polymerase Rpb2, domain 3;PF06883|RNA polymerase I, Rpa2 specific domain
KAL1884277	
KAL1884278	PF00010|Helix-loop-helix DNA-binding domain
KAL1884279	
KAL1884280	
KAL1884281	PF09402|Man1-Src1p-C-terminal domain;PF12949|HeH/LEM domain
KAL1884282	PF01822|WSC domain
KAL1884283	PF00817|impB/mucB/samB family;PF11799|impB/mucB/samB family C-terminal domain;PF14377|Ubiquitin binding region;PF16727|DNA repair protein REV1 C-terminal domain;PF21999|DNA polymerase-iota, thumb domain
KAL1884284	PF07808|RED-like protein N-terminal region
KAL1884285	PF01156|Inosine-uridine preferring nucleoside hydrolase
KAL1884286	PF09282|Mago binding
KAL3069220	
KAL3069221	PF10320|Serpentine type 7TM GPCR chemoreceptor Srsx
KAL3069222	PF13920|Zinc finger, C3HC4 type (RING finger)
KAL3069223	PF00225|Kinesin motor domain
KAL3069224	
KAL3069225	
KAL3069226	PF00104|Ligand-binding domain of nuclear hormone receptor;PF00105|Double treble clef zinc finger, C4 type;PF01080|Presenilin
KAL3069227	PF07947|YhhN family
KAL3069228	PF03015|Male sterility protein;PF07993|Male sterility protein
KAL3069229	
KAL3069231	
KAL3069232	PF00201|UDP-glucoronosyl and UDP-glucosyl transferase
KAL3069233	PF03125|Sre G protein-coupled chemoreceptor
KAL3069234	PF02597|ThiS family
KAL3069235	
KAL3069236	PF00206|Lyase
KAL3069237	
KAL3069238	PF01391|Collagen triple helix repeat (20 copies)
KAL3069239	
KAL3069240	PF00014|Kunitz/Bovine pancreatic trypsin inhibitor domain
KAL3070280	PF01636|Phosphotransferase enzyme family
KAL3070281	
KAL3070282	
KAL3070283	PF00883|Cytosol aminopeptidase family, catalytic domain;PF18295|M17 aminopeptidase N-terminal domain 2
KAL3070284	PF01965|DJ-1/PfpI family
KAL3070285	
KAL3070286	
KAL3070287	
KAL3070288	
KAL3070289	PF03125|Sre G protein-coupled chemoreceptor
KAL3070291	
KAL3070292	PF05835|Synaphin protein
KAL3070293	
KAL3070294	
KAL3070295	
KAL3070296	
KAL3070297	PF00076|RNA recognition motif;PF08075|NOPS (NUC059) domain
KAL3070298	
KAL3070299	
KAL3070300	PF27108|Pygopus, PHD-type zinc finger
KAL3076510	PF01762|Galactosyltransferase
KAL3076511	PF01762|Galactosyltransferase
KAL3076512	
KAL3076513	PF02460|Patched SSD
KAL3076514	
KAL3076515	
KAL3076516	
KAL3076517	PF00067|Cytochrome P450
KAL3076518	PF00067|Cytochrome P450
KAL3076519	PF00651|BTB/POZ domain;PF22486|MATH domain
KAL3076521	PF07801|Protein of unknown function (DUF1647)
KAL3076522	
KAL3076523	
KAL3076524	
KAL3076525	PF00583|Acetyltransferase (GNAT) family
KAL3076526	PF00651|BTB/POZ domain
KAL3076527	
KAL3076528	
KAL3076529	PF00106|short chain dehydrogenase
KAL3076530	PF00106|short chain dehydrogenase
KAL3077993	PF10320|Serpentine type 7TM GPCR chemoreceptor Srsx
KAL3077994	PF13920|Zinc finger, C3HC4 type (RING finger)
KAL3077995	PF00225|Kinesin motor domain
KAL3077996	
KAL3077997	PF01826|Trypsin Inhibitor like cysteine rich domain
KAL3077998	PF00104|Ligand-binding domain of nuclear hormone receptor;PF00105|Double treble clef zinc finger, C4 type
KAL3077999	PF01080|Presenilin
KAL3078000	PF07947|YhhN family
KAL3078001	PF03015|Male sterility protein;PF07993|Male sterility protein
KAL3078002	
KAL3078004	
KAL3078005	PF00201|UDP-glucoronosyl and UDP-glucosyl transferase
KAL3078006	PF03125|Sre G protein-coupled chemoreceptor
KAL3078007	PF02597|ThiS family
KAL3078008	
KAL3078009	PF00206|Lyase
KAL3078010	
KAL3078011	PF00014|Kunitz/Bovine pancreatic trypsin inhibitor domain
