rep1	rep2	min_tm
A0A9W9WQE3_taxID_1303715_model	A0AAV9GWB4_taxID_3040156_model	0.6100
A0A507BNL8_taxID_1093900_model	A0AAD5V4M1_taxID_2056292_model	0.6100
A0A016WQP8_taxID_53326_model	A0ABD2L179_taxID_157864_model	0.6100
A0A0B4FMW4_taxID_3151832_model_A	A0A6A6W7X2_taxID_470096_model	0.6100
A0AAN6M0W3_taxID_1892770_model_A	C6H6I9_taxID_544712_model	0.6100
A0A2G5UKA1_taxID_1611254_model	A0AAF3FNB6_taxID_2138241_model	0.6100
A0A8H5B6S5_taxID_2480587_model_A	A0A9P4LGD6_taxID_210430_model	0.6100
A0A7M5XIS8_taxID_252671_model	A0ABN7W897_taxID_4874_model_A	0.6100
A0A8B8ECR7_taxID_6565_model_A	A0AAD8AV10_taxID_112525_model	0.6100
A0A5N5D1B5_taxID_45133_model_A	A0A8H4RD19_taxID_354080_model	0.6100
A0AAD5UFP1_taxID_261099_model	A0AAD5Y3X9_taxID_261099_model	0.6099
A0A562MFH3_taxID_39844_model	A0A6I4IFE6_taxID_1774945_model_A	0.6099
A0A232M3P4_taxID_519963_model	A0A2B7X6I9_taxID_2060905_model_A	0.6099
A0A8F4Q4J9_taxID_50426_model_A	A0AAF3EDW5_taxID_2138241_model	0.6099
A0A6M5YW59_taxID_2774151_model	A0AAF6B471_taxID_1480154_model_A	0.6099
A0A0A7CN07_taxID_1202772_model_A	A0A485LWG8_taxID_120398_model	0.6099
A0A418BCD2_taxID_112090_model	A0A485LWG8_taxID_120398_model	0.6099
A0A6G8RXV7_taxID_2715164_model	A3K3J4_taxID_388399_model_A	0.6099
A0AA40T4C7_taxID_2593771_model_A	A0ABR8NEN7_taxID_1921566_model_A	0.6099
A0A0C2W7D5_taxID_933852_model	A0A0D2FU82_taxID_1442369_model	0.6099
A0A917QDB2_taxID_690164_model_A	A0ABD6GFY7_taxID_373_model_A	0.6099
A0A4V1WUM4_taxID_119927_model_A	A0A9W8GHU5_taxID_417178_model_A	0.6099
A0A9P4V0B1_taxID_682080_model_A	A0ACC1S194_taxID_57161_model	0.6099
A0A388LPV2_taxID_69332_model	A0ABT5BA12_taxID_2995305_model_A	0.6099
A0A4Z0Z0S0_taxID_37992_model	A0AAE0I3J3_taxID_516989_model_A	0.6099
A0A5N6W347_taxID_1034304_model	A0A8E2JVK2_taxID_574774_model_A	0.6099
A0ABR4IDY3_taxID_176166_model	B7VEV0_taxID_42249_model_A	0.6099
A0A430HE78_taxID_2495579_model	S4Y1J2_taxID_1254432_model_A	0.6099
A0A1S8CTM4_taxID_1907941_model_A	A0A1Y2LAB1_taxID_1293890_model_A	0.6099
A0A7S2GZX5_taxID_3111310_model	A0A7S3K2N9_taxID_44058_model	0.6099
A0A914MEB5_taxID_6306_model	A0AAV5TB08_taxID_358040_model	0.6099
A0A507FDJ6_taxID_246404_model_A	A0A9N9LXW2_taxID_595503_model_A	0.6099
A0A8W8KA56_taxID_29159_model_A	A0AA88XCP2_taxID_66713_model	0.6099
A0A164PRN3_taxID_1314777_model_A	G1XSL1_taxID_756982_model	0.6099
A0A9P4TTN6_taxID_1048955_model	A0AAW0R5B2_taxID_1337665_model	0.6099
A0A3N4LW77_taxID_1051890_model	A0ACC1S194_taxID_57161_model	0.6099
A0A3F2RHN5_taxID_325452_model	A0AAV0UVW7_taxID_86335_model	0.6099
A0A9W9NW18_taxID_5077_model	A0AAV9WVQ3_taxID_2528407_model	0.6099
A0A8W8LVB7_taxID_29159_model_A	A0ABY7GC10_taxID_6604_model	0.6099
A0A179UIK7_taxID_559298_model_A	A0A8H5B6S5_taxID_2480587_model_A	0.6099
A0A3N4LW77_taxID_1051890_model	A0AAJ0D004_taxID_1105319_model	0.6099
A0A6I3KHZ9_taxID_2665159_model_A	A0ABZ0TQ63_taxID_1173583_model	0.6099
A0ABU4XE34_taxID_3072316_model	A0AC34F8Y4_taxID_591445_model	0.6099
A0A7S2BXX5_taxID_236787_model	A0ABR1G981_taxID_44056_model_A	0.6098
A0A1L3FP25_taxID_375_model_A	A0A388LXR0_taxID_69332_model	0.6098
A0A8S3S1J4_taxID_6550_model	A0ABQ9EE55_taxID_220873_model	0.6098
A0A7S2FUY7_taxID_3111310_model_A	A0ABR1G8A5_taxID_44056_model	0.6098
A0A8B6DAA2_taxID_29158_model	A0A8B8ETR2_taxID_6565_model_A	0.6098
A0A9W8DW82_taxID_78921_model	A0ABR4NG22_taxID_2732419_model_A	0.6098
A0A1R1YG85_taxID_133412_model_A	A0A9W8M5N8_taxID_417176_model	0.6098
A0A0D2JSE2_taxID_1442371_model	A0A9P8HZL9_taxID_1670608_model	0.6098
A0ABR4YW72_taxID_431269_model_A	A0ABV1Z0I5_taxID_483206_model_A	0.6098
A0A9W7Y8G3_taxID_147472_model	A0ACC2SZ27_taxID_34485_model	0.6098
A0A9W9MFP2_taxID_2972120_model	A0ACC1SLU8_taxID_57161_model_A	0.6098
A0ACC1K3Z8_taxID_2789366_model_A	A0ACC2SZ27_taxID_34485_model	0.6098
A0A1H3CW61_taxID_1137993_model_A	A0ABT8KZU3_taxID_3051826_model_A	0.6098
A0AA40T4C7_taxID_2593771_model_A	A0ABQ6LM92_taxID_3036245_model_A	0.6098
A0A0P1AY43_taxID_4781_model	A0A8K1FHV1_taxID_41045_model	0.6098
A0A1R0H5Z6_taxID_133383_model_A	A0ABR4NG22_taxID_2732419_model_A	0.6098
A0A507BNL8_taxID_1093900_model	S8BZR0_taxID_1284197_model	0.6098
A0A7R7XXA9_taxID_1220207_model	A0ABQ0FZ51_taxID_1157608_model_A	0.6098
A0A8H7AFZ9_taxID_364733_model_A	C0NXG2_taxID_447093_model	0.6098
A0A2M9B5K9_taxID_1121954_model	A0A9W9WHE0_taxID_1303715_model	0.6098
A0A6P8I080_taxID_6105_model	A0A6P8I583_taxID_6105_model	0.6098
A0A8K1FHV1_taxID_41045_model	A0AAV2Z3L5_taxID_4803_model	0.6098
A0AAN7C0V6_taxID_252190_model	W9C785_taxID_1432307_model	0.6098
A0A2B7X5B2_taxID_2060905_model	A0A9P4MY33_taxID_1513339_model	0.6098
A0A016WQP8_taxID_53326_model	A0A2G9UPF2_taxID_45464_model	0.6098
A0A2D0NGI4_taxID_1122177_model	A0A6P0UL92_taxID_472055_model_A	0.6098
A0A1R3VBN3_taxID_1631249_model_A	A0AA48LWU8_taxID_556182_model_A	0.6098
A0A4Q7Z0G8_taxID_388466_model	A0ABW5LHB0_taxID_1920033_model_A	0.6098
A0A9W9L8K5_taxID_126998_model	S8AAI6_taxID_1284197_model	0.6098
A0A5N7CL84_taxID_209559_model	A0AAJ0D004_taxID_1105319_model	0.6098
A0A1I8AHN4_taxID_37863_model	A0A2G5UKA1_taxID_1611254_model	0.6098
A0A8B8EXW9_taxID_6565_model_A	K1QXR1_taxID_29159_model_A	0.6098
A0AAV5VUR0_taxID_1538716_model	T1F079_taxID_6412_model_A	0.6098
A0A1M2V476_taxID_154538_model	A0A9P5DU41_taxID_44412_model_A	0.6097
A0AAV9UL65_taxID_1796055_model	A0AAV9WYC9_taxID_2528407_model	0.6097
A0AAV9WYC9_taxID_2528407_model	A0ACC3YYZ1_taxID_5467_model_A	0.6097
A0A8B6EB17_taxID_29158_model	A0A8B8ETR2_taxID_6565_model_A	0.6097
A0A0L8FPZ6_taxID_37653_model	A0A8B8ETR2_taxID_6565_model_A	0.6097
A0A9P4SB82_taxID_1346257_model_A	A0AAJ0BD24_taxID_438768_model	0.6097
A0A9P4WSQ5_taxID_1769908_model	A0AA40DQR4_taxID_260670_model_A	0.6097
A0A6J8E904_taxID_42192_model	A0A8B8EX72_taxID_6565_model	0.6097
A0A507EUL6_taxID_246404_model_A	A0AAD7TEA0_taxID_1111947_model	0.6097
A0A0L0T3A5_taxID_578462_model	A0ACC3C3P1_taxID_2788_model	0.6097
A0A9P9WK24_taxID_1658444_model_A	A0AAN8NKR9_taxID_74498_model	0.6097
A0A9P9WK24_taxID_1658444_model_A	S7ZZK0_taxID_1284197_model_A	0.6097
A0A7C8NXU1_taxID_2813651_model_A	A0ABR2J691_taxID_335852_model	0.6097
A0A286UXE3_taxID_2282107_model	A0ABR2J691_taxID_335852_model	0.6097
A0A385SND3_taxID_2321403_model	A0ACC4D7E4_taxID_33203_model	0.6097
A0A2P4YVC2_taxID_4796_model	A0A6G0QFF2_taxID_53985_model	0.6097
A0A4Z0Z0S0_taxID_37992_model	A0A8E2JVK2_taxID_574774_model_A	0.6097
A0A9P5GB19_taxID_36656_model	A0AAE0IQ25_taxID_516989_model_A	0.6097
A0A3N4LW77_taxID_1051890_model	A0AAE0IQ25_taxID_516989_model_A	0.6097
A0A1G6VNA4_taxID_168276_model	N8Y4A5_taxID_1217656_model_A	0.6097
A0AAJ0D004_taxID_1105319_model	A0ABR2XQM0_taxID_138064_model	0.6097
A0AAE0I3J3_taxID_516989_model_A	A0ABR1TTI1_taxID_2905665_model	0.6097
A0A7D3Y0J0_taxID_2739433_model	A0ABN3I3E9_taxID_66879_model_A	0.6097
A0A7R7XXA9_taxID_1220207_model	A0A9W9L8K5_taxID_126998_model	0.6097
A0A7R7XXA9_taxID_1220207_model	A0AAN8N233_taxID_47235_model	0.6097
A0A397EBP2_taxID_112090_model	A0AAV2YAN2_taxID_4803_model	0.6097
A0AAE0T9M7_taxID_2493646_model	A0ABY7EQR1_taxID_6604_model	0.6097
A0A8K1FHV1_taxID_41045_model	A0AAD5Q741_taxID_114742_model	0.6097
A0A014PNW6_taxID_568076_model_A	M5C5W9_taxID_1108050_model	0.6097
A0AAD6S7D4_taxID_1745969_model_A	A0ABR1U9F9_taxID_2905665_model	0.6097
A0A8B6ECL8_taxID_29158_model_A	A0A8S3UR58_taxID_6550_model	0.6097
A0A6P1BIH4_taxID_2594946_model_A	A0ABV5GMN6_taxID_998845_model_A	0.6097
A0A2P5YJV4_taxID_3634_model_A	A0A9I9CEY5_taxID_3656_model	0.6097
A0A915AYK0_taxID_6257_model	A0ABD2HV04_taxID_157864_model	0.6097
A0A318KMN6_taxID_1054498_model_A	A0A6J4HUK3_taxID_310071_model_A	0.6097
A0A075AX41_taxID_988480_model	A0A137PC40_taxID_796925_model_A	0.6097
A0A9N9LXW2_taxID_595503_model_A	A0AAN8N233_taxID_47235_model	0.6097
A0A210QME8_taxID_6573_model	A0A8B6FWG6_taxID_29158_model	0.6097
A0A0A7CN07_taxID_1202772_model_A	H3GPM1_taxID_164328_model	0.6097
A0A0C9WDK0_taxID_994086_model	A0A8H4RD19_taxID_354080_model	0.6097
A0A1J9Q075_taxID_1658174_model	A0A8H3FR24_taxID_172621_model_A	0.6096
A0AAJ0BIF4_taxID_438768_model_A	A0ABR1PV21_taxID_335848_model	0.6096
A0A8K1FNX2_taxID_41045_model	A0AAD5M5S5_taxID_114742_model	0.6096
A0A0C2GMT1_taxID_51022_model	A0AAF3EDW5_taxID_2138241_model	0.6096
A0AAV9WYC9_taxID_2528407_model	A0ABR1WGA9_taxID_335842_model	0.6096
A0AAJ0MR40_taxID_588809_model	A0AAN6TAP9_taxID_2074819_model_A	0.6096
A0AAN6TAP9_taxID_2074819_model_A	F8MV64_taxID_510951_model	0.6096
A0ABR1IWX6_taxID_2682957_model	A0ABR1UYT2_taxID_335842_model	0.6096
A0A0N4UH71_taxID_318479_model	A0AA36DUE9_taxID_53992_model	0.6096
A0AAE1CE31_taxID_314037_model	A0AAW1R6D9_taxID_41462_model	0.6096
A0A436ZMY2_taxID_97331_model	A0A9P4WSQ5_taxID_1769908_model	0.6096
A0A507ECB4_taxID_109895_model	A0ACC2T4I7_taxID_34485_model	0.6096
A0A286UXE3_taxID_2282107_model	A0A7C8RKC7_taxID_2813651_model_A	0.6096
A0A210R2R4_taxID_6573_model_A	A0A8B6FWG6_taxID_29158_model	0.6096
A0A9W7XIT1_taxID_1052880_model	A0ACC1HJ19_taxID_68401_model_A	0.6096
A0A8H3BRT5_taxID_456999_model_A	I4YAA8_taxID_671144_model	0.6096
A0A9P9APM6_taxID_1576542_model_A	A0ABR0J2L1_taxID_1016849_model	0.6096
A0A6G8RXV7_taxID_2715164_model	A0AA40T4C7_taxID_2593771_model_A	0.6096
A0A317VAN4_taxID_1448314_model	A0ABQ6X5Q8_taxID_1825620_model	0.6096
A0A1Y2HBG1_taxID_765915_model	A0A1Y2HM72_taxID_765915_model	0.6096
A0A7S2B6E8_taxID_3111310_model	F0Y635_taxID_44056_model	0.6096
A0A168F2E9_taxID_1081108_model	A0AAE0IQ25_taxID_516989_model_A	0.6096
A0A016T1G5_taxID_53326_model	A0AAF3FNB6_taxID_2138241_model	0.6096
A0A8B8EY98_taxID_6565_model	A0A8S3T549_taxID_6550_model	0.6096
A0A8J5Q1X9_taxID_96318_model_A	A0AAN7C0V6_taxID_252190_model	0.6096
A0A507BNL8_taxID_1093900_model	A0AAN9V3Q1_taxID_117547_model	0.6096
A0A1U7LR42_taxID_1198029_model	A0A507FDJ6_taxID_246404_model_A	0.6096
A0A8E2ERP3_taxID_574774_model	A0ABR1U9F9_taxID_2905665_model	0.6096
A0A1I0B865_taxID_917_model_A	A0A6P1BIH4_taxID_2594946_model_A	0.6096
A0A9W9W781_taxID_1131564_model	S8AAI6_taxID_1284197_model	0.6096
A0A014PNW6_taxID_568076_model_A	A0AAD6D6A6_taxID_3151616_model	0.6096
A0ABM7Q8X4_taxID_2675101_model_A	A0ABW2YH98_taxID_262323_model	0.6096
A0A4S2MTZ1_taxID_341454_model	A0AAN9V3Q1_taxID_117547_model	0.6096
A0A232M3P4_taxID_519963_model	A0ACC1PKT5_taxID_42375_model	0.6095
A0A1R4H6E4_taxID_360316_model_A	A0A858R6E5_taxID_1709002_model_A	0.6095
A0A4U0XX60_taxID_329884_model	A0A8E2JVK2_taxID_574774_model_A	0.6095
A0ABR1UYT2_taxID_335842_model	A0ACB8TSI7_taxID_378272_model	0.6095
A0A4P9XTI0_taxID_78915_model	A0ABR4NG98_taxID_2732419_model	0.6095
A0A8S3QCE6_taxID_6550_model	A0A9D4H0D1_taxID_45954_model	0.6095
A0A421GP30_taxID_325452_model	A0A6G0SNM6_taxID_53985_model	0.6095
A0A6P7S7Y8_taxID_2607531_model	A0A8W8K3U2_taxID_29159_model_A	0.6095
A0A137P2U0_taxID_796925_model	A0A4P9YFJ7_taxID_988480_model	0.6095
A0A0C3Q4S8_taxID_1051891_model	A0ACC3YYZ1_taxID_5467_model_A	0.6095
A0A562UDK5_taxID_652788_model_A	A0A6G8RXV7_taxID_2715164_model	0.6095
A0A0P1AML5_taxID_4781_model	K3X3G4_taxID_431595_model	0.6095
A0A067CXC8_taxID_695850_model	A0AAD5M5S5_taxID_114742_model	0.6095
A0A368FPR0_taxID_29170_model	A8XF53_taxID_6238_model	0.6095
A0A8B6G0L3_taxID_29158_model	A1IHF1_taxID_50426_model_A	0.6095
A0A917YB28_taxID_1623582_model_A	A0ABS1DFY7_taxID_1088_model	0.6095
A0A1V6SJE6_taxID_254877_model	A0A9W9K980_taxID_116970_model	0.6095
M7TN32_taxID_1287681_model_A	W3WJ04_taxID_1229662_model_A	0.6095
A0AA36DH95_taxID_96644_model_A	A0AA36DI36_taxID_96644_model_A	0.6095
A0A0P7APX3_taxID_78410_model	A0AAE0UEY7_taxID_83679_model	0.6095
A0ABQ0FZ51_taxID_1157608_model_A	B7VEV0_taxID_42249_model_A	0.6095
A0A4U5PCS0_taxID_34508_model	A0AAF3FNB6_taxID_2138241_model	0.6095
A0A8W8K7P4_taxID_29159_model	A0AA88XCP2_taxID_66713_model	0.6095
A0A137PC76_taxID_796925_model	A0A9W8GHU5_taxID_417178_model_A	0.6095
A0A0L0TFC6_taxID_578462_model	A0A9W7ZSS9_taxID_78921_model	0.6095
A0A1Y2LAB1_taxID_1293890_model_A	N8Y4A5_taxID_1217656_model_A	0.6095
A0A0H5RCB1_taxID_70186_model_A	A0A3P3YBZ5_taxID_37360_model_A	0.6095
A0A1H7Q7S9_taxID_183556_model_A	D8PI13_taxID_330214_model	0.6095
A0AA40DQR4_taxID_260670_model_A	A0AAN7UYZ7_taxID_326684_model	0.6095
A0A0H1BRE8_taxID_2060906_model_A	A0A9Q9RQ73_taxID_5127_model_A	0.6095
A0A6A6UW36_taxID_703497_model_A	A0A9Q9RQ73_taxID_5127_model_A	0.6095
A0A6M5YW59_taxID_2774151_model	A0ABU0IU28_taxID_400775_model	0.6095
A0A016WQP8_taxID_53326_model	A0A2A2KT89_taxID_2018661_model	0.6095
A0A0D2D9V1_taxID_569365_model	A0A3N4K8D0_taxID_1392247_model	0.6095
A0A1H7L321_taxID_1038014_model_A	A0A7H0LH09_taxID_653931_model	0.6095
A0A9W6X9Y5_taxID_1490495_model	A0AAV2YAN2_taxID_4803_model	0.6095
A0A087UWG8_taxID_407821_model	A0AAV2Z294_taxID_4803_model_A	0.6095
A0A562UDK5_taxID_652788_model_A	A0ABQ6B7I7_taxID_441950_model	0.6095
A0A8H4RCD7_taxID_354080_model	S8A5L9_taxID_1284197_model	0.6095
A0A166F1S8_taxID_1759441_model	A0AAN9V3Q1_taxID_117547_model	0.6095
A0A8H6YHY9_taxID_230812_model_A	A0AAJ0BIF4_taxID_438768_model_A	0.6094
A0A2A2KT69_taxID_2018661_model	J9F6E9_taxID_6293_model	0.6094
A0ABR1WGA9_taxID_335842_model	A0ACC8EKA8_taxID_794803_model_A	0.6094
A0A1R1PS93_taxID_1213189_model_A	T1KFL4_taxID_32264_model	0.6094
A0A6B2KZX3_taxID_1963864_model	A0A9K3LNV3_taxID_303405_model	0.6094
A0A7R9M988_taxID_334625_model	A0AAJ6N653_taxID_2736_model_A	0.6094
A0A8J7L7N4_taxID_2794033_model	A0ABZ1TQA4_taxID_1961_model_A	0.6094
A0A834ZNS4_taxID_13715_model_A	A0ABZ1TQA4_taxID_1961_model_A	0.6094
A0AAE0I6T4_taxID_516989_model	A0ACC1SLU8_taxID_57161_model_A	0.6094
A0A9W7XIT1_taxID_1052880_model	A0ACC1HST6_taxID_68401_model	0.6094
A0A835SWT6_taxID_2026947_model	D8UD00_taxID_3068_model	0.6094
A0A1H7Q7S9_taxID_183556_model_A	A0AA40T4C7_taxID_2593771_model_A	0.6094
A0AAV2YLR3_taxID_4803_model_A	D0N9N0_taxID_403677_model	0.6094
A0A8B8EX72_taxID_6565_model	A0AA88XLZ1_taxID_66713_model	0.6094
A0A0N5AGM7_taxID_451379_model	A0AAF3FNB6_taxID_2138241_model	0.6094
A0A7S2WAP3_taxID_1034831_model_A	A0A7S3K2N9_taxID_44058_model	0.6094
A0A016T1G5_taxID_53326_model	A0AAV5VKD6_taxID_1538716_model	0.6094
A0A6J8E8F7_taxID_42192_model	A0AA88YL18_taxID_66713_model_A	0.6094
A0A9D4IE68_taxID_45954_model	K1RE44_taxID_29159_model	0.6094
A0A1R1PBT7_taxID_1213189_model_A	A0A9W8DQD6_taxID_417184_model	0.6094
A0A1J9Q075_taxID_1658174_model	A0AAN9V3Q1_taxID_117547_model	0.6094
A0A3N4HNW1_taxID_1160509_model	A0AAD6S7D4_taxID_1745969_model_A	0.6094
A0A7S2F5L7_taxID_3111310_model	F0Y635_taxID_44056_model	0.6094
A0A4S2MTZ1_taxID_341454_model	A0A9P0EDX1_taxID_160281_model	0.6094
A0A232M3P4_taxID_519963_model	A0A9X0BDN5_taxID_1131564_model_A	0.6093
A0A5C4MAR0_taxID_2585211_model_A	A0ABX1MAQ9_taxID_417115_model_A	0.6093
A0A8W8J4S3_taxID_29159_model	A0AAD9L024_taxID_27915_model	0.6093
A0AAD7UE96_taxID_2483200_model	A0ABR1FIC3_taxID_44056_model	0.6093
A0A2C9LHZ0_taxID_6526_model	A0A8S3SWK0_taxID_6550_model	0.6093
A0A1H6UN47_taxID_529704_model	A0A6J4N0K6_taxID_203437_model	0.6093
A0A8S3S028_taxID_6550_model	A0A8W8JXI3_taxID_29159_model_A	0.6093
A0A9P8HZL9_taxID_1670608_model	A0ACD3ADA0_taxID_181527_model	0.6093
A0A8W8K3U2_taxID_29159_model_A	A0ABY7GC10_taxID_6604_model	0.6093
A0A6G1MEA1_taxID_2813651_model_A	A0A9P4WSQ5_taxID_1769908_model	0.6093
A0AAV9GWB4_taxID_3040156_model	A0ABR1IWX6_taxID_2682957_model	0.6093
A0A9P5DU41_taxID_44412_model_A	Q5ATE5_taxID_227321_model_A	0.6093
A0ABD6GFY7_taxID_373_model_A	A0ABT5BA12_taxID_2995305_model_A	0.6093
A0A2P6U0E0_taxID_3076_model	A0A8H4RCD7_taxID_354080_model	0.6093
A0A183C147_taxID_36090_model	A0A3P6S036_taxID_6269_model	0.6093
A0A2Z6QID9_taxID_94130_model	A0A9P3G846_taxID_48140_model	0.6093
A0A9W8DQD6_taxID_417184_model	A0A9W8GII7_taxID_417178_model	0.6093
A0A507FDJ6_taxID_246404_model_A	A0AAE0IQ25_taxID_516989_model_A	0.6093
A0A1L9RA92_taxID_1073089_model	A0A4S2MTZ1_taxID_341454_model	0.6093
A0A8E2JVK2_taxID_574774_model_A	A0ABR4IDY3_taxID_176166_model	0.6093
A0A164PRN3_taxID_1314777_model_A	A0A9P5GB19_taxID_36656_model	0.6093
A0AAV2YAN2_taxID_4803_model	A0AAV2Z3L5_taxID_4803_model	0.6093
A0A086T0Z5_taxID_857340_model	A0A8J5Q1X9_taxID_96318_model_A	0.6093
A0A0G2GB29_taxID_158046_model	A0A9P9IMH5_taxID_307937_model	0.6093
A0A7C8NXU1_taxID_2813651_model_A	A0A9Q9RQ73_taxID_5127_model_A	0.6093
A0A0A7CN07_taxID_1202772_model_A	A0A3R7WGA7_taxID_112090_model_A	0.6093
A0A0C9WDK0_taxID_994086_model	A0A507FAL9_taxID_246404_model	0.6093
A0A164PRN3_taxID_1314777_model_A	A0A9W4MKU2_taxID_99116_model	0.6093
A0A024T961_taxID_157072_model	A0A6G0XE75_taxID_100861_model	0.6093
A0A0C2W7D5_taxID_933852_model	A0ACC1S194_taxID_57161_model	0.6093
A0A3N4IPE1_taxID_1160509_model	A0AAV9WVQ3_taxID_2528407_model	0.6093
A0A0N5CNE5_taxID_103827_model	A0A914L211_taxID_6306_model	0.6093
A0A0U1MAB1_taxID_28573_model	A0A1E3V4Z2_taxID_1752398_model	0.6093
A0AA40C5N3_taxID_869390_model_A	A0AAD6D6A6_taxID_3151616_model	0.6093
A0A1H7L321_taxID_1038014_model_A	A0A2S6H7D7_taxID_173365_model	0.6093
A0A2N9JBZ6_taxID_75385_model_A	A0A8E6B3U1_taxID_1123043_model	0.6093
A0A1L9RA92_taxID_1073089_model	A0ACC8EKA8_taxID_794803_model_A	0.6092
A0A8H3J3F8_taxID_172621_model	A0ACC8EKA8_taxID_794803_model_A	0.6092
A0AAV2Z3L5_taxID_4803_model	A0AAV2ZDU1_taxID_4803_model	0.6092
A0A2U1IVG1_taxID_133377_model	A0ABQ8PFV0_taxID_1424467_model	0.6092
A0A6A6VK76_taxID_1340428_model	A0AAD7TEA0_taxID_1111947_model	0.6092
A0ABR1S703_taxID_335849_model	L7JPW8_taxID_1143193_model	0.6092
A0A0D1ZZE1_taxID_253628_model	A0A9P4SB82_taxID_1346257_model_A	0.6092
A0A164MPH2_taxID_1314777_model	A0AAN6YT11_taxID_2074819_model	0.6092
A0A8H6YHY9_taxID_230812_model_A	A0AAN6SJ69_taxID_241081_model	0.6092
A0A6P7S5V1_taxID_2607531_model	A0A8S3RU87_taxID_6550_model	0.6092
A0A4P9YFJ7_taxID_988480_model	A0ACC2SZ27_taxID_34485_model	0.6092
A0A841H669_taxID_1639882_model	A0ABV5GMN6_taxID_998845_model_A	0.6092
A0A397EM03_taxID_112090_model	A0A9W6X9Y5_taxID_1490495_model	0.6092
A0A1W2TBG8_taxID_77044_model	A0A9P9WK24_taxID_1658444_model_A	0.6092
A0AA36CWW9_taxID_96644_model	A0AA36DI36_taxID_96644_model_A	0.6092
A0A0L0SML6_taxID_578462_model	A0ACC2SRV0_taxID_34485_model	0.6092
A0A1H7VPR3_taxID_183556_model_A	N8Y4A5_taxID_1217656_model_A	0.6092
A0A165TU36_taxID_1314782_model	A0A8E2JVK2_taxID_574774_model_A	0.6092
A0ABD2K7K4_taxID_157864_model	A0ABD2MC55_taxID_157864_model	0.6092
A0A0D2D206_taxID_1851006_model	A0AAD7TEA0_taxID_1111947_model	0.6092
A0A0C9WDK0_taxID_994086_model	A0A0D2D206_taxID_1851006_model	0.6092
A0A1R1Y4L7_taxID_133412_model_A	A0A2T9YAX1_taxID_133385_model_A	0.6092
A0A9D4IE68_taxID_45954_model	A0AA88YL18_taxID_66713_model_A	0.6092
A0A0M3KA58_taxID_6269_model	J9F3N8_taxID_6293_model	0.6092
A0A3N4LW77_taxID_1051890_model	A0A8K0QVH6_taxID_798071_model	0.6092
A0A9P0EDX1_taxID_160281_model	A0A9W9WQE3_taxID_1303715_model	0.6092
A0AAV5TB08_taxID_358040_model	A0ABD2L835_taxID_157864_model	0.6092
A0A1J9Q075_taxID_1658174_model	A0A8H6A0W2_taxID_209559_model	0.6092
A0A4P9YZB4_taxID_1712513_model	A0A9W8LII4_taxID_2761396_model	0.6092
A0A0A7CN07_taxID_1202772_model_A	A0A8J5IJ88_taxID_2496075_model	0.6092
A0A8B6EUU7_taxID_29158_model	A0A8B8EY98_taxID_6565_model	0.6092
A0A9N9LXW2_taxID_595503_model_A	G1X7Q1_taxID_756982_model_A	0.6092
A0A3E0DHW6_taxID_238540_model_A	A0AA39QMY4_taxID_153913_model	0.6091
A0A0C3Q4S8_taxID_1051891_model	A0AAV9WJA4_taxID_47236_model	0.6091
A0AAV2ZDU1_taxID_4803_model	M4C4I8_taxID_559515_model	0.6091
A0AAJ0D004_taxID_1105319_model	W3XKJ8_taxID_1229662_model	0.6091
A0A0P7APX3_taxID_78410_model	A0ABR1WGA9_taxID_335842_model	0.6091
A0A317SGF7_taxID_42249_model	A0AAE0LZ24_taxID_516989_model	0.6091
A0A067CXC8_taxID_695850_model	A0A067D814_taxID_695850_model	0.6091
A0AAN8MJL4_taxID_47235_model_A	A0ABR1UAY0_taxID_990691_model	0.6091
A0A9W9NW18_taxID_5077_model	A0AAV9UJ91_taxID_3140254_model_A	0.6091
A0A6J8EA39_taxID_42192_model	A0A8B8ABF3_taxID_6565_model	0.6091
A0A210R2J1_taxID_6573_model	A0AA88YL18_taxID_66713_model_A	0.6091
A0A9P5DU41_taxID_44412_model_A	A0ABR1U9F9_taxID_2905665_model	0.6091
A0A6J3LW51_taxID_1314786_model	S8BZR0_taxID_1284197_model	0.6091
A0A8H4RGI4_taxID_354080_model	G1X7Q1_taxID_756982_model_A	0.6091
A0A9W7ZSS9_taxID_78921_model	A0ACC1KQ89_taxID_1286919_model	0.6091
A0A1I7RVW2_taxID_6326_model_A	A0ABR1CRR1_taxID_51031_model	0.6091
A0A835Z854_taxID_303371_model	A0ABR1G4W8_taxID_44056_model	0.6091
A0A4T0VD25_taxID_80884_model_A	A0AAN6ZPW2_taxID_1934379_model	0.6091
A0AAJ0D004_taxID_1105319_model	A0AAN7UYZ7_taxID_326684_model	0.6091
A0A9W9L8K5_taxID_126998_model	A0AAN5YXU1_taxID_293939_model_A	0.6091
A0A1J9Q075_taxID_1658174_model	A0ABR1WZQ3_taxID_1337664_model	0.6091
A0A914L5B1_taxID_6306_model	J9F3N8_taxID_6293_model	0.6091
A0AA40DQR4_taxID_260670_model_A	A0AAD6D6A6_taxID_3151616_model	0.6091
A0A4D6KM86_taxID_3917_model_A	A0A8K0HG83_taxID_2594499_model_A	0.6090
A0A1M2V476_taxID_154538_model	A0A9N9LXW2_taxID_595503_model_A	0.6090
A0A164PRN3_taxID_1314777_model_A	A0A6A6VK76_taxID_1340428_model	0.6090
