cluster_rep	cluster_size	log_cluster_size	agger_type	cys_in_shell	n_agger_members	group_a	group_b	group_c	group_d	group_e	group_f	group_g	group_h	group_i	group_j	group_k	group_l
A0ACB7PGA3_taxID_1854479_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1W6SSH7_taxID_1288494_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H7E8W0_taxID_1187904_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAU9WFJ4_taxID_46732_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A507EXS7_taxID_246404_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A507F697_taxID_246404_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABQ8FNS5_taxID_1357716_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9W8TQN1_taxID_114810_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
C9SDX6_taxID_526221_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2T5IGT7_taxID_1231_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAX6MJK2_taxID_292717_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A085M8H3_taxID_68888_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
K1Q6D2_taxID_29159_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8K0IA90_taxID_13894_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A8N4B1_taxID_240176_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AB34FH03_taxID_1247861_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AA36CWW9_taxID_96644_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
B2VY53_taxID_426418_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
B5RHQ8_taxID_515354_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
W7TM70_taxID_72520_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2S6BQA0_taxID_357750_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AA88YDI9_taxID_66713_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9N8DN83_taxID_568900_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
D3BV93_taxID_670386_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0V1G4S3_taxID_6337_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A914S644_taxID_6256_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AA35WWP0_taxID_519541_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
Q92LD3_taxID_266834_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9D4RA75_taxID_45954_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0K6FPV3_taxID_456999_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H3IL14_taxID_116794_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2G7FYG7_taxID_656916_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A250IQN3_taxID_1294270_model_A	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1I8IJ91_taxID_282301_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2L2XEG7_taxID_1898651_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A6J4QLW3_taxID_349277_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A4Z0L9R6_taxID_2562683_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A177WTC8_taxID_403673_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ACC2TZL3_taxID_34485_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8B6CNP6_taxID_29158_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
T0PNV2_taxID_1156394_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0D1CHR5_taxID_5270_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AA36DH95_taxID_96644_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0R3RX42_taxID_1147741_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0D3G0L1_taxID_65489_model_A	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H4EHU7_taxID_4874_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A7C8MWQ0_taxID_323545_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8S2MFL9_taxID_1234261_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABN8CQB0_taxID_622444_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9P6IHM1_taxID_1095194_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A5C3ELN8_taxID_86804_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD5SAV4_taxID_64517_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H7INQ5_taxID_456999_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0N4XV59_taxID_27835_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABR4BR18_taxID_86028_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABS8MPT4_taxID_2893755_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A183I077_taxID_387005_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2N8UKW6_taxID_72559_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H7LVB4_taxID_456999_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8R1TKI8_taxID_6282_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9P6LK99_taxID_1095194_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A915KKL6_taxID_13658_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
Q54QT0_taxID_44689_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8T0LKJ4_taxID_325452_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1F8A6I4_taxID_109264_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
Q2HCB5_taxID_306901_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8W8J4S3_taxID_29159_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABR2W902_taxID_34480_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H5UJH2_taxID_48507_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAE4A194_taxID_587534_model_A	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2T3YXJ6_taxID_1042311_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H7LLC6_taxID_456999_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0C3F7Q7_taxID_765440_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
F9FW19_taxID_660025_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A7S4C8S2_taxID_73025_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A7D5Z204_taxID_500148_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1R3S0H8_taxID_602072_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8B6BWX0_taxID_29158_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1X7RRH8_taxID_1276538_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
F2UDJ6_taxID_946362_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A6B2KZX3_taxID_1963864_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2P6U1N3_taxID_3076_model_A	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A4Q2D856_taxID_2316362_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABU9X948_taxID_3143436_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2C5YKI6_taxID_2004952_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9J2Q8W3_taxID_6252_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8K0RUZ8_taxID_61284_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0N0DC34_taxID_179993_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2P6TX23_taxID_3076_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
Q01WC9_taxID_234267_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2A6BT42_taxID_54126_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABR2XFG3_taxID_138064_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8J1UW52_taxID_6347_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9P4TEG7_taxID_90978_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A4V1Q2I3_taxID_2316362_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A135SGH4_taxID_703756_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0D2PWI2_taxID_945553_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABQ8FRP3_taxID_1357716_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A7R9PVW4_taxID_1979941_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABV6JDE8_taxID_206163_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A917F9X2_taxID_1195761_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H7EE27_taxID_1187904_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAU7B3G6_taxID_2997339_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A914C4K9_taxID_290746_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H3DZ25_taxID_456999_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABR1FIC3_taxID_44056_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H6XYA6_taxID_2733690_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABN8N3E0_taxID_104178_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A914E9Y6_taxID_290746_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAU9XFP2_taxID_46732_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAV9V0T6_taxID_1796055_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9P6GFF6_taxID_565426_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A3R6VRZ5_taxID_157072_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8J3MXC0_taxID_2778364_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
F9F9P2_taxID_660025_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABQ0M0Y9_taxID_658473_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0V1ESS6_taxID_6337_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H5U0D3_taxID_48490_model_A	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9X4BM46_taxID_2983605_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0V1KR57_taxID_6335_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A915N8X1_taxID_6303_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A926ZFT3_taxID_2949571_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H4H8E0_taxID_340414_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABR1FXH8_taxID_44056_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9D2WSC4_taxID_182264_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
F0YJP7_taxID_44056_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A077R9S7_taxID_1398559_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0F7RVY0_taxID_49012_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A365MYK5_taxID_948311_model_A	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ACC2T6Y9_taxID_34485_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A6J8DAY9_taxID_42192_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A7S7SGR7_taxID_1473598_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9W9CD07_taxID_1932322_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2H1GBQ4_taxID_1276532_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9D4MZZ2_taxID_45954_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9W7ZRQ5_taxID_78921_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0B7BDN3_taxID_1028688_model_A	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2T7PF41_taxID_400727_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ACC2IGC0_taxID_749465_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A066RUA7_taxID_1654360_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
K3V6C2_taxID_1028729_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A7S2W132_taxID_1034831_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2N3MXV9_taxID_41688_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8J2X377_taxID_35677_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAV2QDB1_taxID_48144_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A075B1D3_taxID_988480_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABR3V8J2_taxID_85995_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8S3SWK0_taxID_6550_model	1	0.0000	type1	0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0
A0A485L8F1_taxID_120398_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8J4BKA8_taxID_51714_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAI9YQA0_taxID_1209916_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A7S0FYS9_taxID_73915_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9P9WMZ2_taxID_1658444_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ACC3CB14_taxID_2788_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ACC2IQ67_taxID_749465_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A6J8CIJ4_taxID_42192_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1I4XKW7_taxID_578942_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
S8ARG7_taxID_1284197_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A4S4MP01_taxID_2447956_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
F0XF66_taxID_655863_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8B8F0Y1_taxID_6565_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A3M0K1G4_taxID_333673_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8E0V7V4_taxID_52442_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2P5YJV4_taxID_3634_model_A	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD5T9G3_taxID_109957_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A919MPV4_taxID_1050105_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0K6FZ23_taxID_456999_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABR1GFH3_taxID_44056_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ACC2IRA4_taxID_749465_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H4L3K1_taxID_1237068_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A507F875_taxID_246404_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAV3X2D7_taxID_2530354_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABQ0CQG4_taxID_79588_model_A	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A418YC39_taxID_2303987_model_A	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A067D814_taxID_695850_model	1	0.0000	type1	0.0000	1	0	0	1	0	0	0	0	0	0	0	0	0
A0A397IQP5_taxID_1348612_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A813FLF8_taxID_89957_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A4U0XX60_taxID_329884_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0V1JHS7_taxID_6337_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A7X0RVL1_taxID_1387779_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H6MRC0_taxID_2175907_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8K0WPV5_taxID_80388_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9D4J8T5_taxID_45954_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9W6C0G6_taxID_330485_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0F4GBJ7_taxID_1047168_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0F9J123_taxID_412755_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A7S2JTA5_taxID_1333877_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A814MII4_taxID_1234261_model_A	1	0.0000	type1	0.0000	1	0	0	0	0	0	0	0	1	0	0	0	0
A0A915DFA9_taxID_166011_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A423WHC4_taxID_252740_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABW5MSE8_taxID_1775166_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABD1H6K2_taxID_28513_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A6B2L294_taxID_1963864_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD9QB69_taxID_6130_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1G5SEQ3_taxID_51642_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A183CK25_taxID_36090_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A6G0XI62_taxID_100861_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8B6G957_taxID_29158_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1I4T9J4_taxID_44574_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
W2TLA4_taxID_51031_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2B4RQ59_taxID_50429_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1I5DX13_taxID_35799_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1Y2CTW7_taxID_329046_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ACC2S0A8_taxID_34485_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A016T0A5_taxID_53326_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AA88XKK9_taxID_66713_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAE0H7V4_taxID_1854472_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A364L5W2_taxID_1196081_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD9AGU9_taxID_1836956_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1H7K5B5_taxID_1233_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8S3R6L7_taxID_6550_model_A	1	0.0000	type1	0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0
B5RHQ6_taxID_515353_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A5Q4BMU6_taxID_2078593_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABR4N804_taxID_2732419_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1H3SYD2_taxID_137265_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AA39UQR7_taxID_153913_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ACC1PQ96_taxID_42375_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A7R9KZT3_taxID_1979941_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A396RNU1_taxID_2305907_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A6J8AZI7_taxID_42192_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
