rep1	rep2	min_tm
A0A067D814_taxID_695850_model	A0A485L8F1_taxID_120398_model	0.5084
A0A0V1BIN6_taxID_6334_model	A0A5S6QIU3_taxID_70415_model	0.5084
A0A163HZN4_taxID_5454_model_A	A0ABR4KUJ7_taxID_1810923_model	0.5084
A0A915N8X1_taxID_6303_model	A0AAF3EKL4_taxID_2138241_model	0.5084
A0A8B6G9L0_taxID_29158_model_A	A0A8B6GYH0_taxID_29158_model_A	0.5082
A0AA37L8J5_taxID_700344_model_A	S3CMF3_taxID_1116229_model	0.5082
A0A9N7UE72_taxID_8262_model	A0AA35SFX9_taxID_519541_model	0.5081
A0A0R3RX42_taxID_1147741_model_A	A0A498S2C2_taxID_6277_model_A	0.5081
A0A1G5SEQ3_taxID_51642_model_A	A0A1H7K5B5_taxID_1233_model_A	0.5081
A0A409WY02_taxID_93625_model	Q54QT1_taxID_44689_model	0.5079
A0A5S6QIU3_taxID_70415_model	A0AAF3FHG4_taxID_2138241_model_A	0.5078
A0A5N6JRM5_taxID_61186_model	A0ACC2IQ67_taxID_749465_model_A	0.5078
A0A1G5SEQ3_taxID_51642_model_A	A0A1W6SSH7_taxID_1288494_model_A	0.5078
A0A6J8ENF3_taxID_42192_model_A	A0ABD3VH26_taxID_1069815_model	0.5077
A0A1I9G629_taxID_6279_model	A0A3P7DNC2_taxID_6293_model	0.5076
A0A0V0TGR2_taxID_144512_model	A0A5S6QIU3_taxID_70415_model	0.5075
A0AAN4PPE5_taxID_293939_model	A0AAN5YGU4_taxID_293939_model	0.5075
A0A507EFD5_taxID_109895_model	A0A9W8B9V6_taxID_2761393_model_A	0.5075
A0AAD9L024_taxID_27915_model	A0ABN8SN36_taxID_104178_model	0.5074
A0A9P7HHT8_taxID_40199_model	A0ABR4KUJ7_taxID_1810923_model	0.5074
A0A1G5SEQ3_taxID_51642_model_A	A0A2T5IGT7_taxID_1231_model_A	0.5074
A0A1G5SEQ3_taxID_51642_model_A	A0A1I5DX13_taxID_35799_model_A	0.5073
A0A8B6G957_taxID_29158_model_A	A0A8B6G9L0_taxID_29158_model_A	0.5073
A0A5M9J7X0_taxID_38448_model	A0AA37L8J5_taxID_700344_model_A	0.5073
A0A4S4MP01_taxID_2447956_model	A0A9P7HHT8_taxID_40199_model	0.5073
A0A8H7E8W0_taxID_1187904_model	A0A8H7EGD0_taxID_1187904_model	0.5072
A0A919MPV4_taxID_1050105_model_A	A0ABY2RQH2_taxID_2571143_model	0.5071
A0A0D3G0L1_taxID_65489_model_A	A0A2R6W5V4_taxID_3197_model	0.5071
A0A8H7E8W0_taxID_1187904_model	A0AAD4EYT8_taxID_669026_model_A	0.5071
A0A6J8CL61_taxID_42192_model_A	A0A8B6G9L0_taxID_29158_model_A	0.5071
A0A2P5YJV4_taxID_3634_model_A	A0A2R6W5V4_taxID_3197_model	0.5070
A0A1I5DX13_taxID_35799_model_A	A0A3B0YDV7_taxID_652676_model_A	0.5069
A0A1I4VE96_taxID_44574_model_A	A0A285BU58_taxID_44577_model_A	0.5069
A0A0V1JHS7_taxID_6337_model	A0A914W9Q0_taxID_2011161_model	0.5068
A0ABR1GFH3_taxID_44056_model	F0YJP7_taxID_44056_model	0.5068
A0A4P9X7U9_taxID_1555241_model	A0A8S3SWK0_taxID_6550_model	0.5066
A0A8S3RHI5_taxID_6550_model_A	A0ABD3VH26_taxID_1069815_model	0.5066
A0A0K6FPV3_taxID_456999_model	A0AA39UQR7_taxID_153913_model_A	0.5066
A0A0G4N7R0_taxID_100787_model	A0AAD6NK04_taxID_74499_model	0.5065
A0A8H2WDY0_taxID_456999_model	A0A8H8P6Z0_taxID_456999_model	0.5065
A0AA36CWW9_taxID_96644_model	A0AA36DH95_taxID_96644_model_A	0.5064
A0A5C3ELN8_taxID_86804_model_A	R9PI15_taxID_1305764_model_A	0.5064
A0A0A1UJW0_taxID_1086054_model	A0A8H2WDY0_taxID_456999_model	0.5063
A0ABU4XE34_taxID_3072316_model	A0ABY2RQH2_taxID_2571143_model	0.5063
A0A0G4N7R0_taxID_100787_model	A0A4R8T272_taxID_1347389_model	0.5062
A0AAD9QB69_taxID_6130_model	A0ABN8N4G6_taxID_104759_model_A	0.5062
A0A0G4N7R0_taxID_100787_model	A0A8H7EGD0_taxID_1187904_model	0.5060
A0A8H2WDY0_taxID_456999_model	A0AA39UQR7_taxID_153913_model_A	0.5060
A0AAD5DEJ1_taxID_2649997_model	A0ACC0V4A4_taxID_47278_model	0.5058
A0A8S3RHI5_taxID_6550_model_A	A0ABQ9EAR7_taxID_220873_model	0.5058
A0AAD7XMM2_taxID_2483200_model	F0YJP7_taxID_44056_model	0.5057
A0A139HFA6_taxID_321146_model_A	A0A4Q2V7C7_taxID_451672_model	0.5056
A0A163HZN4_taxID_5454_model_A	F9G554_taxID_660025_model	0.5055
A0AA36DH95_taxID_96644_model_A	A0AAF3EKL4_taxID_2138241_model	0.5055
A0A0P7APX3_taxID_78410_model	A0A4S4MP01_taxID_2447956_model	0.5054
E3REK7_taxID_861557_model	W6ZHH7_taxID_930090_model	0.5053
A0ABR2XFG3_taxID_138064_model_A	A0ACC2IQ67_taxID_749465_model_A	0.5053
A0A6J8AZI7_taxID_42192_model	A0ABD3VH26_taxID_1069815_model	0.5053
A0A0F4GBJ7_taxID_1047168_model	A0A8H4QR39_taxID_354080_model_A	0.5052
A0A364MXI7_taxID_183478_model	B2VY53_taxID_426418_model	0.5052
A0A2R6W5V4_taxID_3197_model	A0A8K0IA90_taxID_13894_model	0.5051
E3REK7_taxID_861557_model	R0ISP9_taxID_671987_model	0.5049
K1Q6D2_taxID_29159_model	W6NCB7_taxID_6289_model	0.5049
A0A2A6BT42_taxID_54126_model	A0AAN4ZCE4_taxID_1317129_model	0.5048
A0A1I4VE96_taxID_44574_model_A	A0AAV9ILT6_taxID_3028027_model	0.5048
A0A4U0XX60_taxID_329884_model	A0ABR4KUJ7_taxID_1810923_model	0.5048
A0A5N6JRM5_taxID_61186_model	A0A9P3CF74_taxID_84275_model	0.5048
A0A0G2GEG2_taxID_420778_model_A	A0A5N6JRM5_taxID_61186_model	0.5047
A0A0F8A0A1_taxID_1043627_model	A0ABR4K145_taxID_176178_model	0.5047
A0A285BU58_taxID_44577_model_A	A0A2T5IGT7_taxID_1231_model_A	0.5046
A0A2R6W5V4_taxID_3197_model	A0ABD1H5D5_taxID_28513_model	0.5045
A0A8H2WDY0_taxID_456999_model	A0A8H7INQ5_taxID_456999_model	0.5045
A0A6J8AZI7_taxID_42192_model	A0A8S3RHI5_taxID_6550_model_A	0.5042
A0A183C149_taxID_36090_model	A0A8J1XGG3_taxID_6347_model	0.5042
A0ACC2T6Y9_taxID_34485_model	F4NVT9_taxID_684364_model	0.5042
A0A8B6BMR6_taxID_29158_model_A	A0A8B6G957_taxID_29158_model_A	0.5041
A0A3R6VRZ5_taxID_157072_model	W4H234_taxID_112090_model	0.5041
A0A915JY09_taxID_13658_model	K1Q6D2_taxID_29159_model	0.5040
A0A388KHX6_taxID_69332_model	A0AA88AFA7_taxID_3494_model_A	0.5039
A0A2S6BQA0_taxID_357750_model	A0A4Q2V7C7_taxID_451672_model	0.5039
A0A0V1KD92_taxID_6337_model	W6NCB7_taxID_6289_model	0.5038
A0A2R6W5V4_taxID_3197_model	A0ABD1H6K2_taxID_28513_model	0.5038
A0A0V1G4S3_taxID_6337_model	W6NCB7_taxID_6289_model	0.5038
A0A8B6GY87_taxID_29158_model_A	A0ABY7EX19_taxID_6604_model	0.5037
A0A4Q2V7C7_taxID_451672_model	A0A9P3CF74_taxID_84275_model	0.5037
A0A8B6GY87_taxID_29158_model_A	A0ABD3VH26_taxID_1069815_model	0.5036
A0A8H7E8W0_taxID_1187904_model	A0ACC2IQ67_taxID_749465_model_A	0.5036
A0A812QP07_taxID_1628268_model	A0AA36JK50_taxID_2562239_model	0.5036
A0AA36DH95_taxID_96644_model_A	A0AAN4ZCE4_taxID_1317129_model	0.5035
A0A7D5Z204_taxID_500148_model	A0ABR4K145_taxID_176178_model	0.5034
A0ABD3VH26_taxID_1069815_model	A0ABY7EX19_taxID_6604_model	0.5033
A0A9W8TQN1_taxID_114810_model	A0ACC2TVV6_taxID_34485_model	0.5032
A0A9D4J8T5_taxID_45954_model	A0ABY7ESX1_taxID_6604_model	0.5032
A0A177WTC8_taxID_403673_model	A0A8H4QR39_taxID_354080_model_A	0.5031
A0ABQ0CQG4_taxID_79588_model_A	A0ABR4KUJ7_taxID_1810923_model	0.5031
A0A8H3A1U9_taxID_456999_model	M5CEE4_taxID_1108050_model	0.5030
A0A067D814_taxID_695850_model	W4H175_taxID_112090_model	0.5030
A0A5M9J7X0_taxID_38448_model	B2VY53_taxID_426418_model	0.5030
A0ABY7EVT9_taxID_6604_model	A0ABY7EX19_taxID_6604_model	0.5029
A0A8B6GY87_taxID_29158_model_A	A0A8S3RHI5_taxID_6550_model_A	0.5029
A0A1L9TIM4_taxID_1036612_model	Q5AZ38_taxID_227321_model	0.5028
A0A0V0YE73_taxID_6337_model	A0A915I8K9_taxID_13658_model	0.5028
A0A6P8I080_taxID_6105_model	A0AAD9QB69_taxID_6130_model	0.5027
A0A914E549_taxID_290746_model	A0AA36CWW9_taxID_96644_model	0.5027
A0AAD4EYT8_taxID_669026_model_A	A0AAD6NB37_taxID_5083_model_A	0.5027
A0A0E0PEB1_taxID_4529_model	A0A2R6W5V4_taxID_3197_model	0.5026
A0A6J8DAY9_taxID_42192_model	A0A8B8ESA4_taxID_6565_model_A	0.5026
A0A6J8DAY9_taxID_42192_model	A0ABY7EX19_taxID_6604_model	0.5026
A0ABN8SN36_taxID_104178_model	A0ACC2TVV6_taxID_34485_model	0.5025
A0A4P9X7U9_taxID_1555241_model	A0A507FDN0_taxID_246404_model	0.5024
A0A0A1UJW0_taxID_1086054_model	A0A8H7INQ5_taxID_456999_model	0.5024
A0A0F7RVY0_taxID_49012_model_A	I2FTP4_taxID_120017_model_A	0.5024
B2VY53_taxID_426418_model	E3REK7_taxID_861557_model	0.5024
A0A4U7KZ21_taxID_280036_model_A	I2FTP4_taxID_120017_model_A	0.5023
A0A9D4J8T5_taxID_45954_model	A0A9D4LIH2_taxID_45954_model	0.5022
A0A6P8I080_taxID_6105_model	A0A6S7IY75_taxID_317549_model_A	0.5022
A0A8H3BPP3_taxID_456999_model	A0A8H3H4T7_taxID_456999_model	0.5022
A0A8H6GM20_taxID_100902_model	A0ACC2IQ67_taxID_749465_model_A	0.5021
A0A210R253_taxID_6573_model	A0A6J8DAY9_taxID_42192_model	0.5021
A0A8H6GM20_taxID_100902_model	A0ABR2XFG3_taxID_138064_model_A	0.5021
A0A6J8BNB1_taxID_42192_model_A	A0A6J8BR51_taxID_42192_model_A	0.5020
A0A6J8AZI7_taxID_42192_model	A0A8B6CNP6_taxID_29158_model	0.5020
A0A8H7E8W0_taxID_1187904_model	A0ABR3UFL0_taxID_48095_model	0.5020
A0ABQ0CQG4_taxID_79588_model_A	A0ABR4K145_taxID_176178_model	0.5019
A0A8B6BMR6_taxID_29158_model_A	A0A8B6G9L0_taxID_29158_model_A	0.5018
A0A8B6CNP6_taxID_29158_model	A0A8B6G957_taxID_29158_model_A	0.5017
A0A2C5YKI6_taxID_2004952_model	F0X9X8_taxID_655863_model	0.5015
A0A7D5Z204_taxID_500148_model	A0A8H5Z2U4_taxID_1567541_model	0.5014
A0A1X6PIR8_taxID_2786_model	A0ACC2TVV6_taxID_34485_model	0.5013
A0A0R3RX42_taxID_1147741_model_A	A0AAF5PZK9_taxID_6293_model	0.5013
L7JPW8_taxID_1143193_model	S8ARG7_taxID_1284197_model	0.5013
A0A8H3A1U9_taxID_456999_model	A0A8H7INQ5_taxID_456999_model	0.5013
A0A6J8CL61_taxID_42192_model_A	A0A8B8F0Y1_taxID_6565_model	0.5010
A0A0R3RX42_taxID_1147741_model_A	A0A8R1TKI8_taxID_6282_model	0.5010
A0A0V1ESS6_taxID_6337_model	W6NCB7_taxID_6289_model	0.5010
A0A0A1UJW0_taxID_1086054_model	A0A8H3A1U9_taxID_456999_model	0.5009
A0A0F8A0A1_taxID_1043627_model	A0A4U0XX60_taxID_329884_model	0.5009
A0A0K6FZ23_taxID_456999_model	A0A8H3AAQ4_taxID_456999_model	0.5008
A0A067BRT6_taxID_695850_model	A0A6G0X2P4_taxID_100861_model_A	0.5007
A0A0R3RX42_taxID_1147741_model_A	A0A1I9G629_taxID_6279_model	0.5006
A0A0G2GEG2_taxID_420778_model_A	A0A5M9J7X0_taxID_38448_model	0.5006
A0A8H4RXW4_taxID_354080_model_A	A0A9N8JDS5_taxID_2773715_model_A	0.5006
A0A5N5QPM2_taxID_1582974_model	A0A8H8P6Z0_taxID_456999_model	0.5004
B2VY53_taxID_426418_model	W6ZHH7_taxID_930090_model	0.5002
A0A0G2GEG2_taxID_420778_model_A	A0ABR3V8J2_taxID_85995_model	0.5002
A0A8H7B393_taxID_1187904_model_A	A0AAD6NB37_taxID_5083_model_A	0.5002
A0A2A6BT42_taxID_54126_model	W6NCB7_taxID_6289_model	0.5001
A0A3M6UM69_taxID_46731_model	A0AAU9WI44_taxID_46732_model	0.5000
A0A8J1XGG3_taxID_6347_model	A0ABD3VH26_taxID_1069815_model	0.5000
A0A9P7UD37_taxID_1209932_model	A0AAN5YXZ8_taxID_282268_model	0.4999
A0A179HCZ8_taxID_33203_model	A0A9N8JDS5_taxID_2773715_model_A	0.4997
A0A4U0XX60_taxID_329884_model	A0AAD5DEJ1_taxID_2649997_model	0.4997
A0A8S3RHI5_taxID_6550_model_A	A0AA88YDI9_taxID_66713_model	0.4997
A0A4P9X7U9_taxID_1555241_model	A0AAD5UAC9_taxID_447962_model	0.4996
A0A8H3DZ25_taxID_456999_model_A	A0ABQ8FRP3_taxID_1357716_model_A	0.4996
A0A238C4W2_taxID_387005_model	A0AAN4ZCE4_taxID_1317129_model	0.4996
A0A8S3RHI5_taxID_6550_model_A	A0A8S3SWK0_taxID_6550_model	0.4994
A0A238C4W2_taxID_387005_model	A0A2A6BT42_taxID_54126_model	0.4993
A0A0G4N7R0_taxID_100787_model	A0A5N6JRM5_taxID_61186_model	0.4993
A0A0V0S806_taxID_6336_model	A0A915I8K9_taxID_13658_model	0.4991
F9G554_taxID_660025_model	G1X3U2_taxID_756982_model_A	0.4989
A0A3M6T5K9_taxID_46731_model	A0A9N7UE72_taxID_8262_model	0.4988
A0A1I4VE96_taxID_44574_model_A	A0A814MII4_taxID_1234261_model_A	0.4988
A0A0G2GEG2_taxID_420778_model_A	B2VY53_taxID_426418_model	0.4988
A0A6G0X2P4_taxID_100861_model_A	W4H175_taxID_112090_model	0.4988
A0A0G2GEG2_taxID_420778_model_A	A0ABR2XFG3_taxID_138064_model_A	0.4987
A0A5N6JRM5_taxID_61186_model	A0A8H4RXW4_taxID_354080_model_A	0.4987
A0A2P6U1N3_taxID_3076_model_A	A0A9P7HHT8_taxID_40199_model	0.4987
A0A1I4RJF6_taxID_44574_model_A	A0A1I4T9J4_taxID_44574_model_A	0.4986
A0A8H7INQ5_taxID_456999_model	A0A8H8P6Z0_taxID_456999_model	0.4986
A0A8B6CNP6_taxID_29158_model	A0A8S3R6L7_taxID_6550_model_A	0.4985
A0A9P7UD37_taxID_1209932_model	A0ACC1PD21_taxID_42375_model	0.4985
A0A016T0A5_taxID_53326_model	A0AA36CWW9_taxID_96644_model	0.4984
A0A3M6T5K9_taxID_46731_model	A0ACC2HA47_taxID_75939_model	0.4984
A0A1I9G629_taxID_6279_model	A0ABD2I4S2_taxID_97005_model	0.4982
A0A4Q2V7C7_taxID_451672_model	A0ACC2IQ67_taxID_749465_model_A	0.4982
A0A5N6JRM5_taxID_61186_model	A0A8H6GM20_taxID_100902_model	0.4982
A0A418AQE9_taxID_157072_model	W4H234_taxID_112090_model	0.4982
A0A0S4LNR0_taxID_1742972_model_A	A0A6J4QLW3_taxID_349277_model_A	0.4981
A0A0D6M6M4_taxID_53326_model	A0A183CK25_taxID_36090_model	0.4981
A0A814MII4_taxID_1234261_model_A	A0A8E0V7V4_taxID_52442_model_A	0.4981
A0A0G4N7R0_taxID_100787_model	A0A7C8Q0E6_taxID_2813651_model	0.4981
A0A0F7RVY0_taxID_49012_model_A	E6ZRP4_taxID_999809_model_A	0.4981
A0A139HFA6_taxID_321146_model_A	A0ABR3V8J2_taxID_85995_model	0.4981
A0A6S7IY75_taxID_317549_model_A	A0ABN8LLM9_taxID_104178_model_A	0.4979
A0ABR2W902_taxID_34480_model	C9SDX6_taxID_526221_model	0.4978
A0A238C4W2_taxID_387005_model	A0AAF3EKL4_taxID_2138241_model	0.4976
A0A238C4W2_taxID_387005_model	A0ABD2I4S2_taxID_97005_model	0.4975
A0A8S3SWK0_taxID_6550_model	A0AA88YDI9_taxID_66713_model	0.4975
A0A183C149_taxID_36090_model	A0AC34QHI6_taxID_591449_model	0.4974
A0A0G2GEG2_taxID_420778_model_A	A0A8H6GM20_taxID_100902_model	0.4974
A0A8H6GM20_taxID_100902_model	A0A8H7E8W0_taxID_1187904_model	0.4974
A0A5M9J7X0_taxID_38448_model	A0A8H4RXW4_taxID_354080_model_A	0.4973
A0A1I7VBE5_taxID_7209_model	W6NCB7_taxID_6289_model	0.4971
A0A8H8P6Z0_taxID_456999_model	M5CEE4_taxID_1108050_model	0.4970
A0A067BRT6_taxID_695850_model	A0A067D814_taxID_695850_model	0.4970
A0A1W6SSH7_taxID_1288494_model_A	A0A814MII4_taxID_1234261_model_A	0.4970
A0ABQ9EAR7_taxID_220873_model	K1QAP4_taxID_29159_model	0.4970
A0A0G2GEG2_taxID_420778_model_A	A0A1F8A6I4_taxID_109264_model_A	0.4970
A0A8H7EGD0_taxID_1187904_model	A0ACC2IQ67_taxID_749465_model_A	0.4970
A0A4Q2V7C7_taxID_451672_model	A0A7C8Q0E6_taxID_2813651_model	0.4970
A0A1G6RZ21_taxID_1419277_model	A0A4Z0L9R6_taxID_2562683_model_A	0.4969
A0A5M9J7X0_taxID_38448_model	A0AAD4EYT8_taxID_669026_model_A	0.4969
A0A0F8A0A1_taxID_1043627_model	A0AB34FH03_taxID_1247861_model	0.4968
A0A0G2GEG2_taxID_420778_model_A	A0ACC2IQ67_taxID_749465_model_A	0.4966
A0A238C4W2_taxID_387005_model	A0A915N8X1_taxID_6303_model	0.4965
A0A7D9J5S3_taxID_317549_model	A0ABN8LP07_taxID_104178_model	0.4963
A0A210R253_taxID_6573_model	A0A8B6CNP6_taxID_29158_model	0.4963
A0A1Y1HT28_taxID_105231_model	A0A1Y2B8A2_taxID_329046_model	0.4963
A0A2G8L6J4_taxID_307972_model	A0ABM1B806_taxID_6850_model	0.4962
A0A5N5QPM2_taxID_1582974_model	A0A8H7LVB4_taxID_456999_model	0.4961
A0A3P7DNC2_taxID_6293_model	A0AAN4ZCE4_taxID_1317129_model	0.4961
A0A0F7RVY0_taxID_49012_model_A	A0A1K0HF59_taxID_307758_model_A	0.4961
A0A8H7EE27_taxID_1187904_model	N4XMY1_taxID_665024_model	0.4960
A0A139HFA6_taxID_321146_model_A	A0AAD4EYT8_taxID_669026_model_A	0.4960
A0A8B6G9L0_taxID_29158_model_A	A0AAN8JKH5_taxID_87958_model	0.4960
A0ABR2XFG3_taxID_138064_model_A	A0ABR3V8J2_taxID_85995_model	0.4958
A0A8B6CPY6_taxID_29158_model_A	A0A8S3R6L7_taxID_6550_model_A	0.4956
A0A8W8J4S3_taxID_29159_model	A0ABW7AQ69_taxID_3351344_model	0.4956
A0A6A5SIC2_taxID_706981_model	A0AA37L8J5_taxID_700344_model_A	0.4955
A0A2P5YJV4_taxID_3634_model_A	A0A388KHX6_taxID_69332_model	0.4954
A0A8K0WPV5_taxID_80388_model_A	A0A9N8JDS5_taxID_2773715_model_A	0.4954
A0AAQ3LZX8_taxID_150365_model	A0ABR0JJU7_taxID_1016849_model_A	0.4953
A0A0N4SWM8_taxID_6280_model	A0AAN4ZCE4_taxID_1317129_model	0.4953
A0A6J8ENF3_taxID_42192_model_A	A0A8B6G9L0_taxID_29158_model_A	0.4953
A0A163HZN4_taxID_5454_model_A	A0A7D5Z204_taxID_500148_model	0.4952
A0A2A6BT42_taxID_54126_model	A0A3P7DNC2_taxID_6293_model	0.4951
A0A8K0RUZ8_taxID_61284_model_A	A0A9P9JQC5_taxID_48865_model_A	0.4951
A0AAN4ZCE4_taxID_1317129_model	A0ABD2I4S2_taxID_97005_model	0.4950
A0A024TEL4_taxID_157072_model	W4H234_taxID_112090_model	0.4950
A0A1I7VBE5_taxID_7209_model	A0AC34QHI6_taxID_591449_model	0.4949
A0A1I9G629_taxID_6279_model	A0A915N8X1_taxID_6303_model	0.4949
A0A163HZN4_taxID_5454_model_A	A0ACC0V4A4_taxID_47278_model	0.4949
A0A139HFA6_taxID_321146_model_A	A0AA37L8J5_taxID_700344_model_A	0.4949
A0A6J8E972_taxID_42192_model	A0A8B6CPY6_taxID_29158_model_A	0.4949
A0A812WL81_taxID_1628268_model	A0A813K9V7_taxID_89957_model	0.4948
A0A8H7E8W0_taxID_1187904_model	A0ABR3V8J2_taxID_85995_model	0.4948
A0A8H8P6Z0_taxID_456999_model	A0AA39UQR7_taxID_153913_model_A	0.4948
A0A0A7CPE6_taxID_1202772_model	W4H175_taxID_112090_model	0.4947
A0A8H6GM20_taxID_100902_model	W6ZHH7_taxID_930090_model	0.4946
A0A5M9J7X0_taxID_38448_model	A0A6A5SIC2_taxID_706981_model	0.4946
A0AA35SFX9_taxID_519541_model	A0AA35WWP0_taxID_519541_model	0.4946
A0A210R253_taxID_6573_model	A0A8B6CPY6_taxID_29158_model_A	0.4946
A0A4U7KZ21_taxID_280036_model_A	E6ZRP4_taxID_999809_model_A	0.4945
A0A507EXS7_taxID_246404_model	F4NVT9_taxID_684364_model	0.4945
A0AA36CWW9_taxID_96644_model	A0AC34QHI6_taxID_591449_model	0.4944
A0A8H3D1S1_taxID_456999_model	A0A8H3H4T7_taxID_456999_model	0.4944
A0A4Q2V7C7_taxID_451672_model	A0AAD6NB37_taxID_5083_model_A	0.4943
A0A6J8AZI7_taxID_42192_model	A0A8B8ESA4_taxID_6565_model_A	0.4943
A0A8S3SWK0_taxID_6550_model	A0A915JY09_taxID_13658_model	0.4942
A0A6S7IY75_taxID_317549_model_A	A0ACC2TVV6_taxID_34485_model	0.4941
A0ACC2IQ67_taxID_749465_model_A	B2VY53_taxID_426418_model	0.4941
A0A5S6QIU3_taxID_70415_model	W6NCB7_taxID_6289_model	0.4941
A0A813FLF8_taxID_89957_model	A0ABR1FHI7_taxID_44056_model	0.4940
A0A8H7LLC6_taxID_456999_model_A	A0A8H8PB78_taxID_456999_model	0.4940
A0A6J8CL61_taxID_42192_model_A	A0A8B8ESA4_taxID_6565_model_A	0.4940
A0A4S4MP01_taxID_2447956_model	A0ACC0V4A4_taxID_47278_model	0.4939
A0A0F8A0A1_taxID_1043627_model	A0A8H5Z2U4_taxID_1567541_model	0.4939
A0A4P9X7U9_taxID_1555241_model	A0ACC3CB14_taxID_2788_model	0.4938
A0A2G7FTM7_taxID_656916_model_A	A0AA37L8J5_taxID_700344_model_A	0.4938
A0A2P6U1N3_taxID_3076_model_A	A0ACC0V4A4_taxID_47278_model	0.4938
A0A8H6GM20_taxID_100902_model	B2VY53_taxID_426418_model	0.4937
A0A250IQN3_taxID_1294270_model_A	A0A5P8W6J8_taxID_2653204_model	0.4937
A0A813K9V7_taxID_89957_model	A0ABP0KF76_taxID_1381693_model_A	0.4935
A0A8B6G957_taxID_29158_model_A	A0A8B8ESA4_taxID_6565_model_A	0.4935
A0A4Q2V7C7_taxID_451672_model	A0ABQ8FRP3_taxID_1357716_model_A	0.4935
A0A250IQN3_taxID_1294270_model_A	A0ABR9BSA8_taxID_2774143_model	0.4935
A0A9D4J8T5_taxID_45954_model	A0A9D4RA75_taxID_45954_model	0.4934
A0A6J8ENF3_taxID_42192_model_A	A0A8B8F0Y1_taxID_6565_model	0.4933
A0A4Q2V7C7_taxID_451672_model	A0A4R8T272_taxID_1347389_model	0.4933
A0A179HCZ8_taxID_33203_model	A0A6A5SIC2_taxID_706981_model	0.4932
A0A0A7CP65_taxID_1202772_model	A0A485L8F1_taxID_120398_model	0.4931
A0A127Z996_taxID_49012_model_A	R9PI15_taxID_1305764_model_A	0.4930
A0A024TEL4_taxID_157072_model	W4H175_taxID_112090_model	0.4930
A0A8B6GY87_taxID_29158_model_A	K1Q6D2_taxID_29159_model	0.4929
A0A0F4GBJ7_taxID_1047168_model	A0ABR0JJU7_taxID_1016849_model_A	0.4928
A0A0G2GEG2_taxID_420778_model_A	A0AAD4EYT8_taxID_669026_model_A	0.4928
A0A6S7IY75_taxID_317549_model_A	A0AAD9L024_taxID_27915_model	0.4928
A0A0G4N7R0_taxID_100787_model	A0A8H4YZH8_taxID_48485_model	0.4927
A0A2P6TX23_taxID_3076_model	A0A813K9V7_taxID_89957_model	0.4926
A0A6J8CIJ8_taxID_42192_model	A0A8S3RHI5_taxID_6550_model_A	0.4926
A0A9P9WMZ2_taxID_1658444_model_A	A0ABR0JJU7_taxID_1016849_model_A	0.4926
A0A6J8AZI7_taxID_42192_model	K1QAP4_taxID_29159_model	0.4926
A0A8H7INQ5_taxID_456999_model	M5CEE4_taxID_1108050_model	0.4925
A0A2S6BQA0_taxID_357750_model	A0A9N8JDS5_taxID_2773715_model_A	0.4925
A0A8H6GM20_taxID_100902_model	A0AA37L8J5_taxID_700344_model_A	0.4925
A0A0A1UJW0_taxID_1086054_model	A0A8H8P6Z0_taxID_456999_model	0.4924
A0A0N4SWM8_taxID_6280_model	A0A2A6BT42_taxID_54126_model	0.4924
A0AA37L8J5_taxID_700344_model_A	A0AAN5YGU4_taxID_293939_model	0.4924
A0AAF3EKL4_taxID_2138241_model	W6NCB7_taxID_6289_model	0.4924
A0A5N6JRM5_taxID_61186_model	A0ABR3UFL0_taxID_48095_model	0.4923
A0A0G4N7R0_taxID_100787_model	A0AA37GSS8_taxID_708192_model	0.4922
A0A317XLV9_taxID_1882483_model	A0AAJ4XRR1_taxID_63383_model_A	0.4921
A0A8B8ESA4_taxID_6565_model_A	A0A8S3R6L7_taxID_6550_model_A	0.4921
A0A177WTC8_taxID_403673_model	A0A4P9X7U9_taxID_1555241_model	0.4921
A0A8J1T8Q4_taxID_6347_model	A0ABD3VH26_taxID_1069815_model	0.4921
A0A6J4QLW3_taxID_349277_model_A	A0AAD5UAC9_taxID_447962_model	0.4921
A0A5P8W6J8_taxID_2653204_model	A0AAV2VYF3_taxID_1238450_model	0.4920
A0A4U7KZ21_taxID_280036_model_A	W3VU69_taxID_84754_model	0.4920
A0A4Q2D856_taxID_2316362_model	A0A4Q2V7C7_taxID_451672_model	0.4919
A0A8B6BMR6_taxID_29158_model_A	A0A8B8F0Y1_taxID_6565_model	0.4919
A0A2G8L6J4_taxID_307972_model	A0A8X6KWP2_taxID_2740835_model	0.4919
A0A915I8K9_taxID_13658_model	W6NCB7_taxID_6289_model	0.4919
A0A9D4J8T5_taxID_45954_model	A0ABY7EVT9_taxID_6604_model	0.4918
A0A8J1T8Q4_taxID_6347_model	A0AA36CWW9_taxID_96644_model	0.4918
A0AAU9WI44_taxID_46732_model	A0ABN8M8J6_taxID_104178_model	0.4918
A0A1I9G629_taxID_6279_model	W2TLA4_taxID_51031_model	0.4917
A0A1I7VBE5_taxID_7209_model	A0A1I9G629_taxID_6279_model	0.4916
A0A016T0A5_taxID_53326_model	A0AAN4ZCE4_taxID_1317129_model	0.4916
A0AAN8JKH5_taxID_87958_model	A0ABD3VH26_taxID_1069815_model	0.4916
A0A8H7H787_taxID_456999_model	A0A8H8P6Z0_taxID_456999_model	0.4916
B5RHR0_taxID_515355_model_A	P56826_taxID_6610_model	0.4915
