member,accession,cterm_len,n_seg,status
A0A1V8SKS2_taxID_1507870_model,A0A1V8SKS2,150,1,ok
A0A1X6N7P5_taxID_670580_model,A0A1X6N7P5,149,1,ok
A0A8H7NZM8_taxID_104341_model,A0A8H7NZM8,149,1,ok
A0A1X7RWC6_taxID_1276538_model_A,A0A1X7RWC6,211,1,ok
A0A0F4GX97_taxID_1047168_model_A,A0A0F4GX97,211,1,ok
A0A1Y6LLP7_taxID_1276529_model_A,A0A1Y6LLP7,211,1,ok
A0A2H1GKH5_taxID_1276532_model_A,A0A2H1GKH5,211,1,ok
A0A4U0XRL7_taxID_331657_model,A0A4U0XRL7,209,1,ok
A0A5N5DSX3_taxID_45133_model,A0A5N5DSX3,220,1,ok
A0A6G1LLW4_taxID_161662_model,A0A6G1LLW4,208,1,ok
A0A6H0XMS2_taxID_286661_model,A0A6H0XMS2,217,1,ok
A0A9W7SKI7_taxID_418781_model_A,A0A9W7SKI7,208,1,ok
A0AA39YX85_taxID_869390_model,A0AA39YX85,221,1,ok
A0AAN6FGX5_taxID_329885_model,A0AAN6FGX5,195,1,ok
A0AAN6QTW2_taxID_329885_model,A0AAN6QTW2,207,1,ok
A0AAQ3M2U8_taxID_150365_model,A0AAQ3M2U8,207,1,ok
A0AAV9JT62_taxID_1507867_model,A0AAV9JT62,231,1,ok
A0AAV9PAA9_taxID_1690608_model_A,A0AAV9PAA9,202,1,ok
F9XDF3_taxID_336722_model,F9XDF3,202,1,ok
A0A1X7S7T3_taxID_1276538_model,A0A1X7S7T3,148,1,ok
A0A1Y6M338_taxID_1276529_model,A0A1Y6M338,172,1,ok
A0A2H1H541_taxID_1276532_model,A0A2H1H541,172,1,ok
F9XNQ6_taxID_336722_model,F9XNQ6,173,1,ok
A0A1Y1YAL0_taxID_1231657_model_A,A0A1Y1YAL0,176,1,ok
A0A1Y1YGY2_taxID_1231657_model_A,A0A1Y1YGY2,203,1,ok
A0A1Y1ZWF3_taxID_1231657_model,A0A1Y1ZWF3,206,1,ok
A0A1Y2A1T8_taxID_1231657_model_A,A0A1Y2A1T8,308,1,ok
A0A1Y2DTS3_taxID_1141098_model,A0A1Y2DTS3,152,1,ok
A0A1Y2E320_taxID_1141098_model_A,A0A1Y2E320,153,1,ok
A0A1Y2ELF4_taxID_1141098_model,A0A1Y2ELF4,217,1,ok
A0A1Y2J222_taxID_1353009_model_A,A0A1Y2J222,148,1,ok
A0A1Y2M514_taxID_105696_model,A0A1Y2M514,227,1,ok
A0A1Y6LHS4_taxID_1276529_model_A,A0A1Y6LHS4,166,1,ok
A0A0F4H1R9_taxID_1047168_model_A,A0A0F4H1R9,168,1,ok
A0A1X7RS54_taxID_1276538_model_A,A0A1X7RS54,167,1,ok
A0A2H1GCI0_taxID_1276532_model_A,A0A2H1GCI0,166,1,ok
F9X8L4_taxID_336722_model_A,F9X8L4,167,1,ok
A0A1Z5TI13_taxID_1157616_model,A0A1Z5TI13,176,1,ok
A0A1Z5SY64_taxID_1157616_model,A0A1Z5SY64,176,1,ok
A0A2D3VIH6_taxID_112498_model,A0A2D3VIH6,182,1,ok
A0A3M6WCQ4_taxID_91943_model,A0A3M6WCQ4,176,1,ok
A0A3M6ZAS1_taxID_91943_model,A0A3M6ZAS1,176,1,ok
A0A3M7B988_taxID_91943_model,A0A3M7B988,175,1,ok
A0A3M7CAM1_taxID_91943_model,A0A3M7CAM1,176,1,ok
A0A3M7CUY6_taxID_91943_model,A0A3M7CUY6,176,1,ok
A0A3M7DD01_taxID_91943_model,A0A3M7DD01,176,1,ok
A0A3M7DES0_taxID_91943_model,A0A3M7DES0,171,1,ok
A0A3M7FWC7_taxID_91943_model,A0A3M7FWC7,176,1,ok
A0A3M7GIB3_taxID_91943_model,A0A3M7GIB3,176,1,ok
A0A3M7GPD3_taxID_91943_model,A0A3M7GPD3,176,1,ok
A0A3M7H687_taxID_91943_model,A0A3M7H687,176,1,ok
A0A3M7HI73_taxID_91943_model,A0A3M7HI73,176,1,ok
A0A3M7J445_taxID_91943_model,A0A3M7J445,176,1,ok
A0A3M7J601_taxID_91943_model,A0A3M7J601,176,1,ok
A0A4U0TXH3_taxID_706561_model,A0A4U0TXH3,162,1,ok
A0A4U0VJI3_taxID_329885_model,A0A4U0VJI3,147,1,ok
A0A4U0VLB1_taxID_329885_model,A0A4U0VLB1,146,1,ok
A0A4U0XP94_taxID_329884_model,A0A4U0XP94,146,1,ok
A0A6A6CLW1_taxID_1080233_model,A0A6A6CLW1,165,1,ok
A0A8H6RFC0_taxID_685502_model,A0A8H6RFC0,161,1,ok
A0AAE0TRE5_taxID_574656_model,A0AAE0TRE5,162,1,ok
A0AAN6FYD4_taxID_329885_model,A0AAN6FYD4,146,1,ok
A0AAN6JBP9_taxID_329885_model,A0AAN6JBP9,160,1,ok
A0AAN6KNI5_taxID_329885_model,A0AAN6KNI5,163,1,ok
A0AAN6L0X7_taxID_329885_model,A0AAN6L0X7,146,1,ok
A0AAN6L1U7_taxID_329885_model,A0AAN6L1U7,162,1,ok
A0AAN7T7Q9_taxID_1508187_model,A0AAN7T7Q9,161,1,ok
A0AAN7W4P3_taxID_574655_model,A0AAN7W4P3,162,1,ok
A0AAV9JWE2_taxID_1507867_model,A0AAV9JWE2,146,1,ok
A0ABR0E4C7_taxID_395010_model,A0ABR0E4C7,165,1,ok
A0ABR0L4W0_taxID_1507873_model,A0ABR0L4W0,146,1,ok
A0ACC3NHH7_taxID_1690605_model,A0ACC3NHH7,171,1,ok
M2NEU0_taxID_717646_model,M2NEU0,163,1,ok
M3AH24_taxID_383855_model,M3AH24,161,1,ok
A0A232M3P4_taxID_519963_model,A0A232M3P4,168,1,ok
A0A232M6A5_taxID_519963_model_A,A0A232M6A5,158,1,ok
A0A286UXE3_taxID_2282107_model,A0A286UXE3,161,1,ok
A0A286UXH5_taxID_2282107_model,A0A286UXH5,206,1,ok
A0A292PY08_taxID_59557_model,A0A292PY08,177,1,ok
A0A292PZ61_taxID_59557_model_A,A0A292PZ61,166,1,ok
A0A2A9P2X5_taxID_268505_model_A,A0A2A9P2X5,182,1,ok
A0A2A9PFR7_taxID_268505_model,A0A2A9PFR7,118,1,ok
A0A2A9PJB5_taxID_268505_model,A0A2A9PJB5,147,1,ok
A0A2B7X5B2_taxID_2060905_model,A0A2B7X5B2,375,1,ok
A0A2B7YAT8_taxID_1447883_model,A0A2B7YAT8,189,1,ok
A0A2C5XL89_taxID_2004952_model,A0A2C5XL89,117,1,ok
A0A8H4Q5Y0_taxID_2030778_model,A0A8H4Q5Y0,134,1,ok
A0A2C5Y901_taxID_1399860_model_A,A0A2C5Y901,202,1,ok
A0A2C5YFN0_taxID_2004952_model_A,A0A2C5YFN0,140,1,ok
A0A2D3UP66_taxID_112498_model,A0A2D3UP66,193,1,ok
A0A2D3UX83_taxID_112498_model,A0A2D3UX83,189,1,ok
A0A2G5HME4_taxID_122368_model,A0A2G5HME4,190,1,ok
A0A2S6C936_taxID_357750_model,A0A2S6C936,189,1,ok
A0A9P3FEF3_taxID_84275_model,A0A9P3FEF3,190,1,ok
A0A9Q9AYC8_taxID_215465_model,A0A9Q9AYC8,165,1,ok
A0A2G5HVL9_taxID_122368_model,A0A2G5HVL9,235,1,ok
A0A2G8RMK1_taxID_1077348_model,A0A2G8RMK1,150,1,ok
A0A2G8RML5_taxID_1077348_model,A0A2G8RML5,189,1,ok
A0A2H1GNC2_taxID_1276532_model,A0A2H1GNC2,189,1,ok
A0A1Y6LNC1_taxID_1276529_model,A0A1Y6LNC1,177,1,ok
A0A2H3ES32_taxID_47427_model,A0A2H3ES32,228,1,ok
A0A2H3J9C6_taxID_742152_model,A0A2H3J9C6,154,1,ok
A0A2H3JRM0_taxID_742152_model,A0A2H3JRM0,153,1,ok
A0A8H5S8V9_taxID_1567544_model,A0A8H5S8V9,441,1,ok
W7MRZ5_taxID_334819_model,W7MRZ5,425,1,ok
A0A2H4S9K4_taxID_73501_model,A0A2H4S9K4,132,1,ok
A0A2H4SUB3_taxID_73501_model,A0A2H4SUB3,145,1,ok
A0A2I1CEB6_taxID_1392255_model,A0A2I1CEB6,375,1,ok
A0A2J6R1Z2_taxID_1149755_model_A,A0A2J6R1Z2,194,1,ok
A0A2J6SC90_taxID_1149755_model_A,A0A2J6SC90,169,1,ok
A0A2J6SYC9_taxID_1095630_model_A,A0A2J6SYC9,171,1,ok
A0A2J6Q9Y4_taxID_2082293_model_A,A0A2J6Q9Y4,177,1,ok
A0A2J6TH09_taxID_1095630_model,A0A2J6TH09,295,1,ok
A0A2J6PPY7_taxID_2082293_model,A0A2J6PPY7,291,1,ok
A0A2K0WHJ9_taxID_42673_model_A,A0A2K0WHJ9,137,1,ok
A0A0J9VB39_taxID_426428_model,A0A0J9VB39,174,1,ok
A0A2H3H030_taxID_327505_model,A0A2H3H030,174,1,ok
A0A2H3TKE6_taxID_5507_model,A0A2H3TKE6,174,1,ok
A0A420NFD8_taxID_5507_model,A0A420NFD8,174,1,ok
A0A420S8X5_taxID_5507_model,A0A420S8X5,174,1,ok
A0A4Q2VQR4_taxID_451672_model,A0A4Q2VQR4,174,1,ok
A0A559KSM7_taxID_61366_model,A0A559KSM7,174,1,ok
A0A5C6SIN3_taxID_61366_model,A0A5C6SIN3,156,1,ok
A0A8H4JJD2_taxID_78861_model,A0A8H4JJD2,132,1,ok
A0A8H4P2T7_taxID_2364996_model,A0A8H4P2T7,102,1,ok
A0A8H5ACA7_taxID_5507_model,A0A8H5ACA7,174,1,ok
A0A8H5NFC4_taxID_42672_model_A,A0A8H5NFC4,132,1,ok
A0A8H5SCC9_taxID_1567544_model_A,A0A8H5SCC9,335,1,ok
A0A8H5T6U4_taxID_48490_model,A0A8H5T6U4,335,1,ok
A0A8H5V603_taxID_42677_model,A0A8H5V603,174,1,ok
A0A8H6DIP9_taxID_78864_model,A0A8H6DIP9,335,1,ok
A0A8H6GJM5_taxID_100902_model,A0A8H6GJM5,174,1,ok
A0A8J5Q1X9_taxID_96318_model_A,A0A8J5Q1X9,131,1,ok
A0A8J5TR18_taxID_485398_model,A0A8J5TR18,174,1,ok
A0A9P5BDM4_taxID_1803897_model,A0A9P5BDM4,335,1,ok
A0A9P7I402_taxID_221167_model,A0A9P7I402,323,1,ok
A0A9P9GQV0_taxID_48865_model,A0A9P9GQV0,174,1,ok
N1S678_taxID_2502994_model,N1S678,174,1,ok
N4U644_taxID_1229664_model,N4U644,174,1,ok
W7MFI0_taxID_334819_model_A,W7MFI0,130,1,ok
W9HXK8_taxID_660029_model,W9HXK8,174,1,ok
W9JY87_taxID_660027_model,W9JY87,174,1,ok
W9P8N6_taxID_1080344_model_A,W9P8N6,131,1,ok
X0A9J0_taxID_1089452_model,X0A9J0,335,1,ok
X0CLH6_taxID_1089458_model_A,X0CLH6,131,1,ok
X0JEB6_taxID_1089457_model,X0JEB6,174,1,ok
X0K8E5_taxID_1089451_model,X0K8E5,174,1,ok
X0LZC5_taxID_1089449_model,X0LZC5,174,1,ok
A0A2K0WPA0_taxID_42673_model,A0A2K0WPA0,178,1,ok
A0A2K1R0I6_taxID_2082308_model,A0A2K1R0I6,211,1,ok
A0A2N1MNU7_taxID_588596_model,A0A2N1MNU7,271,1,ok
A0A2N3N1M7_taxID_41688_model_A,A0A2N3N1M7,166,1,ok
A0A2N3NGK1_taxID_41688_model,A0A2N3NGK1,210,1,ok
A0A2P4ZJ43_taxID_398673_model_A,A0A2P4ZJ43,210,1,ok
A0A2S4L8N0_taxID_94208_model,A0A2S4L8N0,146,1,ok
A0A2S4PS96_taxID_225359_model_A,A0A2S4PS96,184,1,ok
A0A2T2N6M0_taxID_1448308_model,A0A2T2N6M0,234,1,ok
A0A2T2NGW5_taxID_1448308_model,A0A2T2NGW5,160,1,ok
A0A2T2PBL1_taxID_1448308_model_A,A0A2T2PBL1,317,1,ok
A0A2T3AGW8_taxID_2025994_model_A,A0A2T3AGW8,194,1,ok
A0A2T3BB17_taxID_857342_model,A0A2T3BB17,241,1,ok
A0A2T4AZV3_taxID_58853_model_A,A0A2T4AZV3,187,1,ok
A0A2T4BTU8_taxID_983965_model_A,A0A2T4BTU8,189,1,ok
A0A2T6ZRN0_taxID_42251_model_A,A0A2T6ZRN0,250,1,ok
A0A2T6ZRN3_taxID_42251_model_A,A0A2T6ZRN3,166,1,ok
A0A2V1DAS1_taxID_97972_model_A,A0A2V1DAS1,173,1,ok
A0A2V1DL57_taxID_97972_model,A0A2V1DL57,179,1,ok
A0A2V1DQ54_taxID_97972_model_A,A0A2V1DQ54,206,1,ok
A0A2V1DQK9_taxID_97972_model_A,A0A2V1DQK9,155,1,ok
A0A2V1DZT3_taxID_97972_model,A0A2V1DZT3,196,1,ok
A0A2V1EA28_taxID_97972_model,A0A2V1EA28,217,1,ok
A0A2V1EB40_taxID_97972_model_A,A0A2V1EB40,159,1,ok
A0A7U2FA84_taxID_321614_model,A0A7U2FA84,233,1,ok
Q0U7P7_taxID_321614_model,Q0U7P7,250,1,ok
A0A2Z6S775_taxID_94130_model_A,A0A2Z6S775,333,1,ok
A0A317T4M7_taxID_42249_model_A,A0A317T4M7,161,1,ok
A0A317WUV6_taxID_1448321_model,A0A317WUV6,374,1,ok
A0A317XE17_taxID_1450535_model,A0A317XE17,362,1,ok
A0A319DU28_taxID_1448320_model,A0A319DU28,377,1,ok
A0A364KV05_taxID_1196081_model,A0A364KV05,194,1,ok
A0A698XLH0_taxID_128442_model_A,A0A698XLH0,234,1,ok
B6QJ94_taxID_441960_model_A,B6QJ94,239,1,ok
B8MQC5_taxID_441959_model_A,B8MQC5,223,1,ok
A0A364NH37_taxID_183478_model,A0A364NH37,222,1,ok
A0A6A6S8L1_taxID_1395130_model,A0A6A6S8L1,215,1,ok
A0A7U2FA14_taxID_321614_model,A0A7U2FA14,223,1,ok
A0A9W4U6X2_taxID_1303443_model,A0A9W4U6X2,218,1,ok
A0ACC2IJR9_taxID_749465_model,A0ACC2IJR9,228,1,ok
Q0UNZ8_taxID_321614_model,Q0UNZ8,223,1,ok
A0A1L7TGL4_taxID_192010_model,A0A1L7TGL4,440,1,ok
A0A8H4SQZ4_taxID_282569_model,A0A8H4SQZ4,428,1,ok
W7M1Q0_taxID_334819_model,W7M1Q0,424,1,ok
A0A367KZX2_taxID_1330021_model,A0A367KZX2,127,1,ok
A0A2A9PSU3_taxID_268505_model,A0A2A9PSU3,124,1,ok
A0A2C5ZMG7_taxID_2004952_model,A0A2C5ZMG7,129,1,ok
A0A8H4VD00_taxID_2030778_model,A0A8H4VD00,129,1,ok
A0A367L4Y1_taxID_1330021_model_A,A0A367L4Y1,186,1,ok
A0A367L6Y1_taxID_1330021_model,A0A367L6Y1,123,1,ok
A0A2A9PND3_taxID_268505_model,A0A2A9PND3,124,1,ok
A0A8H4QE39_taxID_2030778_model_A,A0A8H4QE39,128,1,ok
A0A367LE15_taxID_1330021_model,A0A367LE15,127,1,ok
A0A367LQA1_taxID_1330021_model,A0A367LQA1,118,1,ok
A0A370TGX1_taxID_2656787_model_A,A0A370TGX1,273,1,ok
A0A370TRN6_taxID_2656787_model_A,A0A370TRN6,165,1,ok
A0A370U2Q0_taxID_2656787_model,A0A370U2Q0,176,1,ok
A0A371DLX4_taxID_2498619_model_A,A0A371DLX4,148,1,ok
A0A5C3PQI8_taxID_1314778_model_A,A0A5C3PQI8,149,1,ok
A0A383V433_taxID_3088_model,A0A383V433,179,1,ok
A0ABY8U111_taxID_3088_model,A0ABY8U111,207,1,ok
A0A384J750_taxID_332648_model_A,A0A384J750,184,1,ok
A0A1D9PVH8_taxID_665079_model_A,A0A1D9PVH8,183,1,ok
A0A4S8RGZ2_taxID_278940_model,A0A4S8RGZ2,186,1,ok
A0A4Z1F3K6_taxID_87230_model_A,A0A4Z1F3K6,186,1,ok
A0A4Z1GXY5_taxID_278943_model_A,A0A4Z1GXY5,185,1,ok
A0A4Z1IM35_taxID_278944_model_A,A0A4Z1IM35,185,1,ok
A0A4Z1IS79_taxID_54673_model_A,A0A4Z1IS79,148,1,ok
A0A4Z1K161_taxID_278938_model_A,A0A4Z1K161,186,1,ok
A0A4Z1KRT8_taxID_87229_model_A,A0A4Z1KRT8,181,1,ok
A0A5M9K4U7_taxID_38448_model,A0A5M9K4U7,170,1,ok
A0A8A3PKD0_taxID_61207_model_A,A0A8A3PKD0,181,1,ok
A0A8H2ZM91_taxID_28548_model_A,A0A8H2ZM91,195,1,ok
A0A8H6B365_taxID_1964551_model_A,A0A8H6B365,180,1,ok
A0A9P5IUD8_taxID_139641_model_A,A0A9P5IUD8,180,1,ok
A0A9X0DR84_taxID_352851_model_A,A0A9X0DR84,185,1,ok
A0ABQ7IM94_taxID_2478750_model_A,A0ABQ7IM94,184,1,ok
A7EHD3_taxID_665079_model_A,A7EHD3,170,1,ok
A0A395MF38_taxID_2675880_model_A,A0A395MF38,108,1,ok
A0A366QK39_taxID_231269_model_A,A0A366QK39,108,1,ok
A0A8J2NFA9_taxID_61235_model_A,A0A8J2NFA9,110,1,ok
A0A9W8PN59_taxID_2494466_model_A,A0A9W8PN59,108,1,ok
A0ABQ8R046_taxID_61235_model_A,A0ABQ8R046,108,1,ok
A0A395MKK6_taxID_2675880_model,A0A395MKK6,401,1,ok
A0A090MKY8_taxID_2594811_model,A0A090MKY8,436,1,ok
A0A366QJY3_taxID_231269_model,A0A366QJY3,438,1,ok
A0A9W8PIJ9_taxID_2494466_model,A0A9W8PIJ9,429,1,ok
A0A395NG90_taxID_490622_model,A0A395NG90,128,1,ok
A0A395RTE0_taxID_5514_model_A,A0A395RTE0,108,1,ok
A0A0M9F0D9_taxID_179993_model_A,A0A0M9F0D9,108,1,ok
A0A395RW78_taxID_5514_model,A0A395RW78,432,1,ok
A0A397UVF9_taxID_44941_model,A0A397UVF9,355,1,ok
A0A397V8I1_taxID_44941_model_A,A0A397V8I1,155,1,ok
A0A8H4ERI9_taxID_4874_model_A,A0A8H4ERI9,350,1,ok
A0A3A2ZLH4_taxID_2070753_model,A0A3A2ZLH4,383,1,ok
A0A3D8Q8E3_taxID_1849047_model_A,A0A3D8Q8E3,283,1,ok
A0A3D8SGC1_taxID_1849047_model_A,A0A3D8SGC1,204,1,ok
A0A3D8RVU8_taxID_565419_model_A,A0A3D8RVU8,209,1,ok
A0A3M2RMQ0_taxID_2010991_model,A0A3M2RMQ0,140,1,ok
A0A010RBA2_taxID_1445577_model,A0A010RBA2,123,1,ok
A0A084AV30_taxID_1280523_model,A0A084AV30,140,1,ok
A0A084QC22_taxID_1283841_model,A0A084QC22,140,1,ok
A0A0A1T3I6_taxID_1531966_model,A0A0A1T3I6,130,1,ok
A0A0B7K6S2_taxID_29856_model,A0A0B7K6S2,77,1,ok
A0A0F8A4Q7_taxID_1043627_model,A0A0F8A4Q7,126,1,ok
A0A0F9ZGV2_taxID_5544_model,A0A0F9ZGV2,132,1,ok
A0A0G4LGJ4_taxID_100787_model,A0A0G4LGJ4,126,1,ok
A0A0G4M1R8_taxID_100787_model,A0A0G4M1R8,137,1,ok
A0A0G4NN18_taxID_100787_model,A0A0G4NN18,127,1,ok
A0A0G4NN28_taxID_100787_model,A0A0G4NN28,128,1,ok
A0A0L0N6W4_taxID_1163406_model,A0A0L0N6W4,129,1,ok
A0A0M9F576_taxID_179993_model,A0A0M9F576,141,1,ok
A0A0P7AZ30_taxID_78410_model,A0A0P7AZ30,138,1,ok
A0A0P7B6C2_taxID_78410_model,A0A0P7B6C2,131,1,ok
A0A0W7W3G9_taxID_398673_model,A0A0W7W3G9,132,1,ok
A0A135TX30_taxID_703756_model,A0A135TX30,123,1,ok
A0A167PL46_taxID_1081104_model_A,A0A167PL46,133,1,ok
A0A179FL78_taxID_1380566_model,A0A179FL78,123,1,ok
A0A179GFV1_taxID_33203_model,A0A179GFV1,119,1,ok
A0A179HS62_taxID_33203_model_A,A0A179HS62,124,1,ok
A0A1B8AGE8_taxID_36050_model,A0A1B8AGE8,160,1,ok
A0A1C3YLW6_taxID_229533_model,A0A1C3YLW6,144,1,ok
A0A1G4BFW7_taxID_1209926_model,A0A1G4BFW7,128,1,ok
A0A1T3D0U6_taxID_1491466_model,A0A1T3D0U6,132,1,ok
A0A2C5XTP8_taxID_1399860_model,A0A2C5XTP8,145,1,ok
A0A2C5YDY5_taxID_1399860_model,A0A2C5YDY5,124,1,ok
A0A2C5ZBU4_taxID_2004952_model,A0A2C5ZBU4,121,1,ok
A0A2C5ZDY8_taxID_1399860_model,A0A2C5ZDY8,154,1,ok
A0A2C5ZER1_taxID_1399860_model,A0A2C5ZER1,123,1,ok
A0A2H3FCN1_taxID_5518_model,A0A2H3FCN1,144,1,ok
A0A2H4S9M8_taxID_73501_model,A0A2H4S9M8,154,1,ok
A0A2J8BUT4_taxID_27337_model,A0A2J8BUT4,137,1,ok
A0A2K0U4G6_taxID_5544_model,A0A2K0U4G6,132,1,ok
A0A2K3Q9Z7_taxID_45235_model,A0A2K3Q9Z7,147,1,ok
A0A2K3QIX3_taxID_45235_model,A0A2K3QIX3,143,1,ok
A0A2L2TG36_taxID_56646_model,A0A2L2TG36,158,1,ok
A0A2T3Z3P6_taxID_1042311_model,A0A2T3Z3P6,132,1,ok
A0A2T4AA89_taxID_983964_model,A0A2T4AA89,132,1,ok
A0A2T4GDH2_taxID_5516_model,A0A2T4GDH2,140,1,ok
A0A2U3E384_taxID_33203_model,A0A2U3E384,151,1,ok
A0A2U3E4P9_taxID_33203_model,A0A2U3E4P9,100,1,ok
A0A2U3ELX5_taxID_33203_model,A0A2U3ELX5,131,1,ok
A0A366S3Z8_taxID_231269_model,A0A366S3Z8,155,1,ok
A0A395N712_taxID_2675880_model,A0A395N712,144,1,ok
A0A395ST11_taxID_5514_model,A0A395ST11,141,1,ok
A0A395T027_taxID_694270_model,A0A395T027,156,1,ok
A0A3M9Y0Y2_taxID_1051616_model,A0A3M9Y0Y2,131,1,ok
A0A3M9Y905_taxID_1051616_model,A0A3M9Y905,137,1,ok
A0A3N2PK16_taxID_1314773_model,A0A3N2PK16,137,1,ok
A0A428QVK1_taxID_1325734_model,A0A428QVK1,160,1,ok
A0A428SET3_taxID_1325733_model,A0A428SET3,140,1,ok
A0A428UK49_taxID_2604345_model,A0A428UK49,140,1,ok
A0A428V0C8_taxID_131363_model,A0A428V0C8,140,1,ok
A0A430M2W5_taxID_1147111_model,A0A430M2W5,140,1,ok
A0A444RLS2_taxID_27337_model,A0A444RLS2,131,1,ok
A0A8E5MJ42_taxID_1159556_model,A0A8E5MJ42,124,1,ok
A0A8G0LMA0_taxID_1491479_model,A0A8G0LMA0,132,1,ok
A0A8H3WF76_taxID_702518_model,A0A8H3WF76,128,1,ok
A0A8H4CD88_taxID_474922_model,A0A8H4CD88,128,1,ok
A0A8H4KS18_taxID_2364996_model,A0A8H4KS18,155,1,ok
A0A8H4LNJ3_taxID_1237068_model,A0A8H4LNJ3,158,1,ok
A0A8H4LT56_taxID_72228_model,A0A8H4LT56,134,1,ok
A0A8H4PPA2_taxID_72228_model,A0A8H4PPA2,135,1,ok
A0A8H4VFC3_taxID_2030778_model,A0A8H4VFC3,121,1,ok
A0A8H4XKD8_taxID_1053134_model,A0A8H4XKD8,140,1,ok
A0A8H5TSQ9_taxID_42747_model,A0A8H5TSQ9,155,1,ok
A0A8H6KSM3_taxID_2175873_model,A0A8H6KSM3,161,1,ok
A0A8H6NIR3_taxID_2175906_model,A0A8H6NIR3,141,1,ok
A0A8H7NEV0_taxID_29856_model,A0A8H7NEV0,77,1,ok
A0A8I2Z9I3_taxID_100787_model,A0A8I2Z9I3,144,1,ok
A0A8I2ZGI6_taxID_100787_model,A0A8I2ZGI6,127,1,ok
A0A8I2ZUB0_taxID_100787_model,A0A8I2ZUB0,137,1,ok
A0A8J2NNS2_taxID_61235_model,A0A8J2NNS2,155,1,ok
A0A8K0NK64_taxID_83212_model,A0A8K0NK64,125,1,ok
A0A8K0RSB1_taxID_61284_model,A0A8K0RSB1,140,1,ok
A0A8K0SN24_taxID_80388_model,A0A8K0SN24,148,1,ok
A0A9N9Y616_taxID_160290_model,A0A9N9Y616,77,1,ok
A0A9P4XQ11_taxID_1567552_model,A0A9P4XQ11,132,1,ok
A0A9P5BPD6_taxID_690259_model,A0A9P5BPD6,124,1,ok
A0A9P5E4Z0_taxID_44412_model,A0A9P5E4Z0,145,1,ok
A0A9P5HJQ1_taxID_595255_model,A0A9P5HJQ1,138,1,ok
A0A9P5L8N8_taxID_595255_model,A0A9P5L8N8,143,1,ok
A0A9P6LJW0_taxID_1095194_model,A0A9P6LJW0,124,1,ok
A0A9P7HB24_taxID_40199_model,A0A9P7HB24,140,1,ok
A0A9P7HHK8_taxID_221167_model,A0A9P7HHK8,160,1,ok
A0A9P7MGH4_taxID_1649127_model,A0A9P7MGH4,124,1,ok
A0A9P7MT28_taxID_1623583_model,A0A9P7MT28,124,1,ok
A0A9P7NHH3_taxID_123648_model,A0A9P7NHH3,124,1,ok
A0A9P7PXS8_taxID_1294629_model,A0A9P7PXS8,124,1,ok
A0A9P7QED4_taxID_1967640_model,A0A9P7QED4,147,1,ok
A0A9P7UBT7_taxID_1209932_model,A0A9P7UBT7,123,1,ok
A0A9P8HF99_taxID_1491008_model,A0A9P8HF99,132,1,ok
A0A9P8MNI4_taxID_111463_model,A0A9P8MNI4,134,1,ok
A0A9P8TUI9_taxID_654480_model,A0A9P8TUI9,132,1,ok
A0A9P8VP55_taxID_1576542_model,A0A9P8VP55,138,1,ok
A0A9P8WHC9_taxID_1576542_model,A0A9P8WHC9,141,1,ok
A0A9P9DRT6_taxID_307937_model,A0A9P9DRT6,141,1,ok
A0A9P9EFC0_taxID_1079267_model,A0A9P9EFC0,124,1,ok
A0A9P9FH49_taxID_307937_model,A0A9P9FH49,143,1,ok
A0A9P9IMQ8_taxID_307937_model,A0A9P9IMQ8,126,1,ok
A0A9P9J5H6_taxID_1079267_model,A0A9P9J5H6,157,1,ok
A0A9P9J6B9_taxID_1079267_model,A0A9P9J6B9,127,1,ok
A0A9P9L6M7_taxID_169388_model,A0A9P9L6M7,140,1,ok
A0A9Q8QDA2_taxID_2060973_model,A0A9Q8QDA2,130,1,ok
A0A9Q8QFE9_taxID_2060973_model_A,A0A9Q8QFE9,124,1,ok
A0A9Q8QP72_taxID_2060973_model,A0A9Q8QP72,128,1,ok
A0A9Q8VAJ3_taxID_2060973_model,A0A9Q8VAJ3,132,1,ok
A0A9W4W651_taxID_2664923_model,A0A9W4W651,124,1,ok
A0A9W8PNW4_taxID_2494466_model,A0A9W8PNW4,155,1,ok
A0A9W8RDP3_taxID_195108_model,A0A9W8RDP3,140,1,ok
A0A9W9B374_taxID_2034170_model,A0A9W9B374,132,1,ok
A0A9W9BTC6_taxID_1435070_model,A0A9W9BTC6,154,1,ok
A0AA39GDC6_taxID_5046_model,A0AA39GDC6,134,1,ok
A0AA45AN88_taxID_27337_model,A0AA45AN88,127,1,ok
A0AAD8XIC1_taxID_27357_model,A0AAD8XIC1,123,1,ok
A0AAD9EHE8_taxID_1836956_model,A0AAD9EHE8,124,1,ok
A0AAD9YI99_taxID_34407_model,A0AAD9YI99,128,1,ok
A0AAE1M784_taxID_173218_model,A0AAE1M784,132,1,ok
A0AAI9TZG4_taxID_1209925_model,A0AAI9TZG4,128,1,ok
A0AAI9YV88_taxID_1209916_model,A0AAI9YV88,128,1,ok
A0AAI9ZSJ9_taxID_359342_model,A0AAI9ZSJ9,123,1,ok
A0AAJ0AGS6_taxID_1209918_model,A0AAJ0AGS6,123,1,ok
A0AAJ0FUT5_taxID_1105319_model,A0AAJ0FUT5,127,1,ok
A0AAN6CAX8_taxID_282268_model,A0AAN6CAX8,144,1,ok
